Index        TIME             V(2)             TEMP
52      1.83886070e-03   7.15531424e+00   -5.50000000e+01  
53      2.67772150e-03   7.15542179e+00   -5.50000000e+01  
54      4.35544310e-03   7.15563514e+00   -5.50000000e+01  
55      7.71088630e-03   7.15605506e+00   -5.50000000e+01  
56      1.44217727e-02   7.15686908e+00   -5.50000000e+01  
57      2.78435455e-02   7.15840296e+00   -5.50000000e+01  
58      5.46870911e-02   7.16115434e+00   -5.50000000e+01  
59      1.08374182e-01   7.16570533e+00   -5.50000000e+01  
60      2.08374182e-01   7.17208691e+00   -5.50000000e+01  
61      3.08374182e-01   7.17686965e+00   -5.50000000e+01  
62      4.08374182e-01   7.18069255e+00   -5.50000000e+01  
63      5.08374182e-01   7.18387820e+00   -5.50000000e+01  
64      6.08374182e-01   7.18660702e+00   -5.50000000e+01  
65      7.08374182e-01   7.18898801e+00   -5.50000000e+01  
66      8.08374182e-01   7.19110370e+00   -5.50000000e+01  
67      9.08374182e-01   7.19300602e+00   -5.50000000e+01  
68      1.00000000e+00   7.19459705e+00   -5.50000000e+01  
0       0.00000000e+00   7.22037320e+00   2.50000000e+01   
1       1.00000000e-10   7.22037316e+00   2.50000000e+01   
2       3.00000000e-10   7.22037315e+00   2.50000000e+01   
3       7.00000000e-10   7.22037315e+00   2.50000000e+01   
4       1.50000000e-09   7.22037315e+00   2.50000000e+01   
5       3.10000000e-09   7.22037315e+00   2.50000000e+01   
6       6.30000000e-09   7.22037315e+00   2.50000000e+01   
7       1.27000000e-08   7.22037315e+00   2.50000000e+01   
8       2.55000000e-08   7.22037315e+00   2.50000000e+01   
9       5.11000000e-08   7.22037315e+00   2.50000000e+01   
10      1.02300000e-07   7.22037315e+00   2.50000000e+01   
11      2.04700000e-07   7.22037315e+00   2.50000000e+01   
12      4.09500000e-07   7.22037315e+00   2.50000000e+01   
13      8.19100000e-07   7.22037315e+00   2.50000000e+01   
14      1.63830000e-06   7.22037315e+00   2.50000000e+01   
15      3.27670000e-06   7.22037315e+00   2.50000000e+01   
16      6.55350000e-06   7.22037315e+00   2.50000000e+01   
17      1.31071000e-05   7.22037315e+00   2.50000000e+01   
18      2.62143000e-05   7.22037315e+00   2.50000000e+01   
19      5.24287000e-05   7.22037315e+00   2.50000000e+01   
20      1.04857500e-04   7.22037315e+00   2.50000000e+01   
21      2.04857500e-04   7.22037315e+00   2.50000000e+01   
22      3.04857500e-04   7.22037315e+00   2.50000000e+01   
23      4.04857500e-04   7.22037315e+00   2.50000000e+01   
24      5.04857500e-04   7.22037315e+00   2.50000000e+01   
25      6.04857500e-04   7.22037315e+00   2.50000000e+01   
26      7.04857500e-04   7.22037315e+00   2.50000000e+01   
27      8.04857500e-04   7.22037315e+00   2.50000000e+01   
28      9.04857500e-04   7.22037315e+00   2.50000000e+01   
29      1.00000000e-03   7.22037315e+00   2.50000000e+01   
30      1.00000010e-03   7.22037315e+00   2.50000000e+01   
31      1.00000030e-03   7.22037315e+00   2.50000000e+01   
32      1.00000070e-03   7.22037315e+00   2.50000000e+01   
33      1.00000150e-03   7.22037315e+00   2.50000000e+01   
34      1.00000310e-03   7.22037315e+00   2.50000000e+01   
35      1.00000630e-03   7.22037315e+00   2.50000000e+01   
36      1.00001270e-03   7.22037315e+00   2.50000000e+01   
37      1.00002550e-03   7.22037316e+00   2.50000000e+01   
38      1.00005110e-03   7.22037316e+00   2.50000000e+01   
39      1.00010230e-03   7.22037317e+00   2.50000000e+01   
40      1.00020470e-03   7.22037319e+00   2.50000000e+01   
41      1.00040950e-03   7.22037324e+00   2.50000000e+01   
42      1.00081910e-03   7.22037332e+00   2.50000000e+01   
43      1.00163830e-03   7.22037349e+00   2.50000000e+01   
44      1.00327670e-03   7.22037384e+00   2.50000000e+01   
45      1.00655350e-03   7.22037453e+00   2.50000000e+01   
46      1.01310710e-03   7.22037591e+00   2.50000000e+01   
47      1.02621430e-03   7.22037866e+00   2.50000000e+01   
48      1.05242870e-03   7.22038418e+00   2.50000000e+01   
49      1.10485750e-03   7.22039520e+00   2.50000000e+01   
50      1.20971510e-03   7.22041723e+00   2.50000000e+01   
51      1.41943030e-03   7.22046125e+00   2.50000000e+01   
52      1.83886070e-03   7.22054907e+00   2.50000000e+01   
53      2.67772150e-03   7.22072389e+00   2.50000000e+01   
54      4.35544310e-03   7.22107029e+00   2.50000000e+01   
55      7.71088630e-03   7.22175049e+00   2.50000000e+01   
56      1.44217727e-02   7.22306313e+00   2.50000000e+01   
57      2.78435455e-02   7.22551628e+00   2.50000000e+01   
58      5.46870911e-02   7.22985006e+00   2.50000000e+01   
59      1.08374182e-01   7.23687656e+00   2.50000000e+01   
60      1.62061274e-01   7.24244502e+00   2.50000000e+01   
61      2.62061274e-01   7.25046785e+00   2.50000000e+01   
62      3.62061274e-01   7.25661442e+00   2.50000000e+01   
63      4.62061274e-01   7.26159228e+00   2.50000000e+01   
64      5.62061274e-01   7.26577564e+00   2.50000000e+01   
65      6.62061273e-01   7.26938203e+00   2.50000000e+01   
66      7.62061273e-01   7.27254363e+00   2.50000000e+01   
67      8.62061273e-01   7.27536270e+00   2.50000000e+01   
68      9.62061273e-01   7.27790458e+00   2.50000000e+01   
69      1.00000000e+00   7.27880797e+00   2.50000000e+01   
0       0.00000000e+00   7.25488881e+00   7.20000000e+01   
1       1.00000000e-10   7.25488881e+00   7.20000000e+01   
2       3.00000000e-10   7.25488881e+00   7.20000000e+01   
3       7.00000000e-10   7.25488881e+00   7.20000000e+01   
4       1.50000000e-09   7.25488881e+00   7.20000000e+01   
5       3.10000000e-09   7.25488881e+00   7.20000000e+01   
6       6.30000000e-09   7.25488881e+00   7.20000000e+01   
7       1.27000000e-08   7.25488881e+00   7.20000000e+01   
8       2.55000000e-08   7.25488881e+00   7.20000000e+01   
9       5.11000000e-08   7.25488881e+00   7.20000000e+01   
10      1.02300000e-07   7.25488881e+00   7.20000000e+01   
11      2.04700000e-07   7.25488881e+00   7.20000000e+01   
12      4.09500000e-07   7.25488881e+00   7.20000000e+01   
13      8.19100000e-07   7.25488881e+00   7.20000000e+01   
14      1.63830000e-06   7.25488881e+00   7.20000000e+01   
15      3.27670000e-06   7.25488881e+00   7.20000000e+01   
16      6.55350000e-06   7.25488881e+00   7.20000000e+01   
17      1.31071000e-05   7.25488881e+00   7.20000000e+01   
18      2.62143000e-05   7.25488881e+00   7.20000000e+01   
19      5.24287000e-05   7.25488881e+00   7.20000000e+01   
20      1.04857500e-04   7.25488881e+00   7.20000000e+01   
21      2.04857500e-04   7.25488881e+00   7.20000000e+01   
22      3.04857500e-04   7.25488881e+00   7.20000000e+01   
23      4.04857500e-04   7.25488881e+00   7.20000000e+01   
24      5.04857500e-04   7.25488881e+00   7.20000000e+01   
25      6.04857500e-04   7.25488881e+00   7.20000000e+01   
26      7.04857500e-04   7.25488881e+00   7.20000000e+01   
27      8.04857500e-04   7.25488881e+00   7.20000000e+01   
28      9.04857500e-04   7.25488881e+00   7.20000000e+01   
29      1.00000000e-03   7.25488881e+00   7.20000000e+01   
30      1.00000010e-03   7.25488881e+00   7.20000000e+01   
31      1.00000030e-03   7.25488881e+00   7.20000000e+01   
32      1.00000070e-03   7.25488881e+00   7.20000000e+01   
33      1.00000150e-03   7.25488881e+00   7.20000000e+01   
34      1.00000310e-03   7.25488881e+00   7.20000000e+01   
35      1.00000630e-03   7.25488882e+00   7.20000000e+01   
36      1.00001270e-03   7.25488882e+00   7.20000000e+01   
37      1.00002550e-03   7.25488882e+00   7.20000000e+01   
38      1.00005110e-03   7.25488883e+00   7.20000000e+01   
39      1.00010230e-03   7.25488884e+00   7.20000000e+01   
40      1.00020470e-03   7.25488887e+00   7.20000000e+01   
41      1.00040950e-03   7.25488892e+00   7.20000000e+01   
42      1.00081910e-03   7.25488904e+00   7.20000000e+01   
43      1.00163830e-03   7.25488926e+00   7.20000000e+01   
44      1.00327670e-03   7.25488970e+00   7.20000000e+01   
45      1.00655350e-03   7.25489059e+00   7.20000000e+01   
46      1.01310710e-03   7.25489236e+00   7.20000000e+01   
47      1.02621430e-03   7.25489590e+00   7.20000000e+01   
48      1.05242870e-03   7.25490299e+00   7.20000000e+01   
49      1.10485750e-03   7.25491717e+00   7.20000000e+01   
50      1.20971510e-03   7.25494550e+00   7.20000000e+01   
51      1.41943030e-03   7.25500209e+00   7.20000000e+01   
52      1.83886070e-03   7.25511498e+00   7.20000000e+01   
53      2.67772150e-03   7.25533962e+00   7.20000000e+01   
54      4.35544310e-03   7.25578440e+00   7.20000000e+01   
55      7.71088630e-03   7.25665650e+00   7.20000000e+01   
56      1.44217727e-02   7.25833472e+00   7.20000000e+01   
57      2.78435455e-02   7.26145502e+00   7.20000000e+01   
58      5.46870911e-02   7.26691837e+00   7.20000000e+01   
59      1.08374182e-01   7.27565896e+00   7.20000000e+01   
60      1.62061274e-01   7.28249704e+00   7.20000000e+01   
61      2.62061274e-01   7.29223618e+00   7.20000000e+01   
62      3.62061274e-01   7.29962381e+00   7.20000000e+01   
63      4.62061274e-01   7.30556858e+00   7.20000000e+01   
64      5.62061274e-01   7.31054266e+00   7.20000000e+01   
65      6.62061273e-01   7.31481615e+00   7.20000000e+01   
66      7.62061273e-01   7.31855266e+00   7.20000000e+01   
67      8.62061273e-01   7.32187766e+00   7.20000000e+01   
68      9.62061273e-01   7.32487075e+00   7.20000000e+01   
69      1.00000000e+00   7.32593348e+00   7.20000000e+01   
End of Xyce(TM) Parameter Sweep
