Index       TIME              V(1)            V(RC_OUT)         V(RG_OUT)    
360      4.72500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
361      4.74000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
362      4.75500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
363      4.77000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
364      4.78500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
365      4.80000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
366      4.81500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
367      4.83000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
368      4.84500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
369      4.86000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
370      4.87500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
371      4.89000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
372      4.90500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
373      4.92000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
374      4.93500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
375      4.95000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
376      4.96500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
377      4.98000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
378      4.99500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
379      5.01000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
380      5.02500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
381      5.04000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
382      5.05500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
383      5.07000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
384      5.08500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
385      5.10000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
386      5.11500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
387      5.13000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
388      5.14500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
389      5.16000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
390      5.17500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
391      5.19000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
392      5.20500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
393      5.22000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
394      5.23500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
395      5.25000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
396      5.26500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
397      5.28000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
398      5.29500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
399      5.31000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
400      5.32500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
401      5.34000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
402      5.35500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
403      5.37000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
404      5.38500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
405      5.40000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
406      5.41500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
407      5.43000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
408      5.44500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
409      5.46000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
410      5.47500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
411      5.49000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
412      5.50500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
413      5.52000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
414      5.53500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
415      5.55000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
416      5.56500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
417      5.58000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
418      5.59500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
419      5.61000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
420      5.62500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
421      5.64000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
422      5.65500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
423      5.67000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
424      5.68500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
425      5.70000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
426      5.71500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
427      5.73000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
428      5.74500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
429      5.76000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
430      5.77500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
431      5.79000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
432      5.80500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
433      5.82000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
434      5.83500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
435      5.85000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
436      5.86500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
437      5.88000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
438      5.89500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
439      5.91000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
440      5.92500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
441      5.94000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
442      5.95500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
443      5.97000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
444      5.98500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
445      6.00000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
446      6.01500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
447      6.03000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
448      6.04500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
449      6.06000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
450      6.07500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
451      6.09000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
452      6.10500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
453      6.12000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
454      6.13500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
455      6.15000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
456      6.16500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
457      6.18000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
458      6.19500000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
459      6.20000000e-08    1.00000000e+00    1.00000000e+00    1.00000000e+00
460      6.20049192e-08    9.95080819e-01    9.95080819e-01    9.95080819e-01
461      6.20089273e-08    9.91072671e-01    9.91072671e-01    9.91072671e-01
462      6.20169436e-08    9.83056374e-01    9.83056374e-01    9.83056374e-01
463      6.20329762e-08    9.67023782e-01    9.67023782e-01    9.67023782e-01
464      6.20650414e-08    9.34958597e-01    9.34958597e-01    9.34958597e-01
465      6.21291718e-08    8.70828227e-01    8.70828227e-01    8.70828227e-01
466      6.22574325e-08    7.42567486e-01    7.42567486e-01    7.42567486e-01
467      6.24074325e-08    5.92567486e-01    5.92567486e-01    5.92567486e-01
468      6.25574325e-08    4.42567486e-01    4.42567486e-01    4.42567486e-01
469      6.27074325e-08    2.92567486e-01    2.92567486e-01    2.92567486e-01
470      6.28574325e-08    1.42567486e-01    1.42567486e-01    1.42567486e-01
471      6.30000000e-08    9.99200722e-16   -2.31962058e-15    9.99200722e-16
472      6.30150000e-08    0.00000000e+00   -3.14379883e-15   -1.97215226e-31
473      6.30450000e-08    0.00000000e+00   -3.07178386e-15    0.00000000e+00
474      6.31050000e-08    0.00000000e+00   -2.85799894e-15    0.00000000e+00
475      6.32250000e-08    0.00000000e+00   -2.74843819e-15    0.00000000e+00
476      6.33750000e-08    0.00000000e+00   -2.56070609e-15    0.00000000e+00
477      6.35250000e-08    0.00000000e+00   -2.34982441e-15    0.00000000e+00
478      6.36750000e-08    0.00000000e+00   -2.28957250e-15    0.00000000e+00
479      6.38250000e-08    0.00000000e+00   -2.19919464e-15    0.00000000e+00
480      6.39750000e-08    0.00000000e+00   -2.10881678e-15    0.00000000e+00
481      6.41250000e-08    0.00000000e+00   -2.06362785e-15    0.00000000e+00
482      6.42750000e-08    0.00000000e+00   -2.06362785e-15    0.00000000e+00
483      6.44250000e-08    0.00000000e+00   -2.01843892e-15    0.00000000e+00
484      6.45750000e-08    0.00000000e+00   -1.97324999e-15    0.00000000e+00
485      6.47250000e-08    0.00000000e+00   -1.94312403e-15    0.00000000e+00
486      6.48750000e-08    0.00000000e+00   -1.85274617e-15    0.00000000e+00
487      6.50250000e-08    0.00000000e+00   -1.79249426e-15    0.00000000e+00
488      6.51750000e-08    0.00000000e+00   -1.65692747e-15    0.00000000e+00
489      6.53250000e-08    0.00000000e+00   -1.49123472e-15    0.00000000e+00
490      6.54750000e-08    0.00000000e+00   -1.31047900e-15    0.00000000e+00
491      6.56250000e-08    0.00000000e+00   -1.08453434e-15    0.00000000e+00
492      6.57750000e-08    0.00000000e+00   -8.73652666e-16    0.00000000e+00
493      6.59250000e-08    0.00000000e+00   -7.38085873e-16    0.00000000e+00
494      6.60750000e-08    0.00000000e+00   -6.02519080e-16    0.00000000e+00
495      6.62250000e-08    0.00000000e+00   -4.97078241e-16    0.00000000e+00
496      6.63750000e-08    0.00000000e+00   -3.76574425e-16    0.00000000e+00
497      6.65250000e-08    0.00000000e+00   -2.78665075e-16    0.00000000e+00
498      6.66750000e-08    0.00000000e+00   -1.73224236e-16    0.00000000e+00
499      6.68250000e-08    0.00000000e+00   -9.79093505e-17    0.00000000e+00
500      6.69750000e-08    0.00000000e+00   -3.76574425e-17    0.00000000e+00
501      6.71250000e-08    0.00000000e+00    8.28463735e-17    0.00000000e+00
502      6.72750000e-08    0.00000000e+00    1.95818701e-16    0.00000000e+00
503      6.74250000e-08    0.00000000e+00    2.93728052e-16    0.00000000e+00
504      6.75750000e-08    0.00000000e+00    3.76574425e-16    0.00000000e+00
505      6.77250000e-08    0.00000000e+00    4.66952287e-16    0.00000000e+00
506      6.78750000e-08    0.00000000e+00    5.34735684e-16    0.00000000e+00
507      6.80250000e-08    0.00000000e+00    6.25113546e-16    0.00000000e+00
508      6.81750000e-08    0.00000000e+00    6.55239500e-16    0.00000000e+00
509      6.83250000e-08    0.00000000e+00    6.85365454e-16    0.00000000e+00
510      6.84750000e-08    0.00000000e+00    7.68211827e-16    0.00000000e+00
511      6.86250000e-08    0.00000000e+00    8.51058201e-16    0.00000000e+00
512      6.87750000e-08    0.00000000e+00    8.81184155e-16    0.00000000e+00
513      6.89250000e-08    0.00000000e+00    9.26373086e-16    0.00000000e+00
514      6.90750000e-08    0.00000000e+00    1.00168797e-15    0.00000000e+00
515      6.92250000e-08    0.00000000e+00    1.06947137e-15    0.00000000e+00
516      6.93750000e-08    0.00000000e+00    1.12219179e-15    0.00000000e+00
517      6.95250000e-08    0.00000000e+00    1.18244369e-15    0.00000000e+00
518      6.96750000e-08    0.00000000e+00    1.21256965e-15    0.00000000e+00
519      6.98250000e-08    0.00000000e+00    1.24269560e-15    0.00000000e+00
520      6.99750000e-08    0.00000000e+00    1.29541602e-15    0.00000000e+00
521      7.00000000e-08    0.00000000e+00    1.30982957e-15    0.00000000e+00
End of Xyce(TM) Simulation
