Index        TIME          {1.0+V(1)}       {1.0+V(2)}       {3.0+V(3)}
98      6.93574567e-09   5.00000000e+00   1.17535981e+00   4.97612014e+00   
99      6.96384523e-09   5.00000000e+00   1.17559971e+00   4.81145444e+00   
100     6.99194479e-09   5.00000000e+00   1.17583732e+00   4.64219404e+00   
101     7.04814390e-09   5.00000000e+00   1.17630937e+00   4.30197157e+00   
102     7.10434302e-09   5.00000000e+00   1.17677843e+00   3.96841274e+00   
103     7.16054213e-09   5.00000000e+00   1.17724797e+00   3.64629333e+00   
104     7.21674124e-09   5.00000000e+00   1.17771981e+00   3.33268428e+00   
105     7.27294036e-09   5.00000000e+00   1.17819670e+00   3.01644960e+00   
106     7.38533859e-09   5.00000000e+00   1.17917202e+00   2.37611329e+00   
107     7.39938836e-09   5.00000000e+00   1.17929652e+00   2.29884556e+00   
108     7.41343814e-09   5.00000000e+00   1.17942131e+00   2.22300468e+00   
109     7.44153770e-09   5.00000000e+00   1.17967297e+00   2.07906450e+00   
110     7.46963726e-09   5.00000000e+00   1.17992745e+00   1.94460338e+00   
111     7.49773681e-09   5.00000000e+00   1.18018480e+00   1.81948764e+00   
112     7.55393593e-09   5.00000000e+00   1.18070867e+00   1.60321199e+00   
113     7.56194739e-09   5.00000000e+00   1.18078437e+00   1.57647247e+00   
114     7.56756730e-09   5.00000000e+00   1.18083768e+00   1.55867740e+00   
115     7.57262429e-09   5.00000000e+00   1.18088575e+00   1.54309957e+00   
116     7.58273827e-09   5.00000000e+00   1.18098212e+00   1.51282297e+00   
117     7.60296622e-09   5.00000000e+00   1.18117619e+00   1.45745927e+00   
118     7.64342212e-09   5.00000000e+00   1.18156978e+00   1.36454876e+00   
119     7.68387803e-09   5.00000000e+00   1.18197085e+00   1.29129476e+00   
120     7.72433393e-09   5.00000000e+00   1.18237969e+00   1.23359994e+00   
121     7.76478984e-09   5.00000000e+00   1.18279660e+00   1.18817382e+00   
122     7.84570165e-09   5.00000000e+00   1.18365596e+00   1.12356848e+00   
123     7.99570165e-09   5.00000000e+00   1.18534639e+00   1.06042901e+00   
124     8.14570165e-09   5.00000000e+00   1.18717676e+00   1.03620148e+00   
125     8.29570165e-09   5.00000000e+00   1.18916622e+00   1.02705391e+00   
126     8.44570165e-09   5.00000000e+00   1.19133600e+00   1.02373929e+00   
127     8.59570165e-09   5.00000000e+00   1.19370878e+00   1.02266473e+00   
128     8.74570165e-09   5.00000000e+00   1.19630745e+00   1.02243615e+00   
129     8.89570165e-09   5.00000000e+00   1.19915881e+00   1.02252085e+00   
130     9.04570165e-09   5.00000000e+00   1.20229481e+00   1.02272188e+00   
131     9.19570165e-09   5.00000000e+00   1.20575324e+00   1.02296799e+00   
132     9.34570165e-09   5.00000000e+00   1.20957843e+00   1.02321462e+00   
133     9.49570165e-09   5.00000000e+00   1.21382167e+00   1.02339150e+00   
134     9.64570165e-09   5.00000000e+00   1.21854114e+00   1.02365964e+00   
135     9.79570165e-09   5.00000000e+00   1.22370367e+00   1.02466854e+00   
136     9.94570165e-09   5.00000000e+00   1.22961322e+00   1.02703805e+00   
137     1.00957016e-08   5.00000000e+00   1.23629847e+00   1.03070662e+00   
138     1.02457016e-08   5.00000000e+00   1.24362585e+00   1.03522274e+00   
139     1.03957016e-08   5.00000000e+00   1.25180116e+00   1.04024375e+00   
140     1.05457016e-08   5.00000000e+00   1.26097599e+00   1.04534853e+00   
141     1.06957016e-08   5.00000000e+00   1.27380094e+00   1.05005822e+00   
142     1.08457016e-08   5.00000000e+00   1.30831763e+00   1.05417355e+00   
143     1.09020217e-08   5.00000000e+00   1.33238568e+00   1.05556478e+00   
144     1.09170217e-08   5.00000000e+00   1.33955227e+00   1.05591495e+00   
145     1.09320217e-08   5.00000000e+00   1.34655555e+00   1.05626062e+00   
146     1.09620217e-08   5.00000000e+00   1.35992952e+00   1.05694269e+00   
147     1.10220217e-08   5.00000000e+00   1.38099558e+00   1.05824396e+00   
148     1.11224385e-08   5.00000000e+00   1.39658681e+00   1.06025494e+00   
149     1.11344385e-08   5.00000000e+00   1.39761304e+00   1.06047854e+00   
150     1.11584385e-08   5.00000000e+00   1.40146830e+00   1.06091903e+00   
151     1.12064385e-08   5.00000000e+00   1.41540259e+00   1.06178659e+00   
152     1.13024385e-08   5.00000000e+00   1.45527715e+00   1.06343323e+00   
153     1.13219279e-08   5.00000000e+00   1.45843307e+00   1.06375064e+00   
154     1.13609067e-08   5.00000000e+00   1.44975729e+00   1.06437867e+00   
155     1.14388643e-08   5.00000000e+00   1.34761826e+00   1.06559447e+00   
156     1.15168219e-08   5.00000000e+00   1.17920875e+00   1.06677085e+00   
157     1.15947795e-08   5.00000000e+00   1.11202641e+00   1.06792722e+00   
158     1.16577319e-08   5.00000000e+00   1.10718132e+00   1.06884380e+00   
159     1.17206843e-08   5.00000000e+00   1.08959095e+00   1.06975604e+00   
160     1.17836366e-08   5.00000000e+00   1.07277651e+00   1.07067981e+00   
161     1.18465890e-08   5.00000000e+00   1.04501628e+00   1.07161156e+00   
162     1.19095414e-08   5.00000000e+00   9.90297441e-01   1.07254986e+00   
163     1.19187127e-08   5.00000000e+00   9.74376996e-01   1.07268750e+00   
164     1.19278840e-08   5.00000000e+00   9.55658307e-01   1.07282540e+00   
165     1.19462267e-08   5.00000000e+00   9.05690111e-01   1.07310235e+00   
166     1.19645694e-08   5.00000000e+00   8.47331822e-01   1.07338009e+00   
167     1.19829120e-08   5.00000000e+00   7.87115394e-01   1.07365906e+00   
168     1.20195973e-08   5.00000000e+00   6.76400293e-01   1.07422157e+00   
169     1.20562826e-08   5.00000000e+00   5.91830704e-01   1.07478914e+00   
170     1.20929679e-08   5.00000000e+00   5.60327906e-01   1.07536233e+00   
171     1.21259847e-08   5.00000000e+00   5.67128983e-01   1.07588326e+00   
172     1.21590015e-08   5.00000000e+00   5.85504895e-01   1.07640745e+00   
173     1.21920182e-08   5.00000000e+00   6.12220740e-01   1.07693734e+00   
174     1.22580518e-08   5.00000000e+00   6.73812895e-01   1.07801326e+00   
175     1.23240853e-08   5.00000000e+00   7.33783361e-01   1.07911708e+00   
176     1.23901189e-08   5.00000000e+00   7.87566704e-01   1.08025017e+00   
177     1.24561524e-08   5.00000000e+00   8.35414657e-01   1.08141422e+00   
178     1.25221860e-08   5.00000000e+00   8.81201317e-01   1.08262268e+00   
179     1.25882195e-08   5.00000000e+00   9.27394211e-01   1.08386172e+00   
180     1.26542531e-08   5.00000000e+00   9.51724050e-01   1.08513471e+00   
181     1.27136833e-08   5.00000000e+00   9.32676792e-01   1.08631109e+00   
182     1.27671704e-08   5.00000000e+00   8.95549089e-01   1.08739576e+00   
183     1.28206576e-08   5.00000000e+00   8.70734279e-01   1.08851599e+00   
184     1.28741448e-08   5.00000000e+00   8.64195932e-01   1.08966107e+00   
185     1.29276320e-08   5.00000000e+00   8.71999747e-01   1.09083367e+00   
186     1.29811191e-08   5.00000000e+00   8.86682738e-01   1.09203547e+00   
187     1.30346063e-08   5.00000000e+00   9.00101325e-01   1.09326857e+00   
188     1.30880935e-08   5.00000000e+00   9.07643427e-01   1.09454476e+00   
189     1.31415807e-08   5.00000000e+00   9.10575514e-01   1.09585283e+00   
190     1.32485550e-08   5.00000000e+00   9.12711367e-01   1.09858403e+00   
191     1.33555294e-08   5.00000000e+00   9.16475053e-01   1.10148373e+00   
192     1.34625037e-08   5.00000000e+00   9.19352392e-01   1.10454461e+00   
193     1.35694781e-08   5.00000000e+00   9.16769172e-01   1.10780577e+00   
194     1.36764524e-08   5.00000000e+00   9.08313877e-01   1.11128143e+00   
195     1.37834268e-08   5.00000000e+00   8.97079076e-01   1.11497180e+00   
196     1.38904011e-08   5.00000000e+00   8.84850013e-01   1.11890430e+00   
197     1.39973755e-08   5.00000000e+00   8.72896581e-01   1.12312510e+00   
198     1.41043498e-08   5.00000000e+00   8.61121503e-01   1.12767759e+00   
199     1.42543498e-08   5.00000000e+00   8.45825017e-01   1.13461961e+00   
200     1.42712248e-08   5.00000000e+00   8.44151318e-01   1.13544038e+00   
201     1.43049748e-08   5.00000000e+00   8.40826162e-01   1.13708931e+00   
202     1.43724748e-08   5.00000000e+00   8.36255875e-01   1.14046226e+00   
203     1.44399748e-08   5.00000000e+00   8.36019028e-01   1.14401414e+00   
204     1.45074748e-08   5.00000000e+00   8.39177370e-01   1.14778985e+00   
205     1.45749748e-08   5.00000000e+00   8.43163293e-01   1.15177108e+00   
206     1.46424748e-08   5.00000000e+00   8.45664998e-01   1.15593566e+00   
207     1.47099748e-08   5.00000000e+00   8.45716439e-01   1.16027333e+00   
208     1.48449748e-08   5.00000000e+00   8.42081616e-01   1.16947075e+00   
209     1.49799748e-08   5.00000000e+00   8.38987279e-01   1.17911974e+00   
210     1.50769015e-08   5.00000000e+00   8.38978943e-01   1.18571467e+00   
211     1.50904015e-08   5.00000000e+00   8.39120286e-01   1.18649978e+00   
212     1.51023427e-08   5.00000000e+00   8.39255465e-01   1.18712996e+00   
213     1.51262253e-08   5.00000000e+00   8.39539522e-01   1.18824598e+00   
214     1.51739903e-08   5.00000000e+00   8.40145280e-01   1.18953659e+00   
215     1.52217554e-08   5.00000000e+00   8.40724858e-01   1.18943951e+00   
216     1.53172855e-08   5.00000000e+00   8.41678877e-01   1.19040727e+00   
217     1.54128156e-08   5.00000000e+00   8.42447871e-01   1.20677915e+00   
218     1.55036383e-08   5.00000000e+00   8.43242615e-01   1.23906064e+00   
219     1.55120383e-08   5.00000000e+00   8.43336836e-01   1.24224654e+00   
220     1.55204383e-08   5.00000000e+00   8.43433242e-01   1.24519194e+00   
221     1.55372383e-08   5.00000000e+00   8.43615017e-01   1.25058876e+00   
222     1.55708383e-08   5.00000000e+00   8.44001740e-01   1.25825261e+00   
223     1.55876383e-08   5.00000000e+00   8.44209931e-01   1.26044137e+00   
224     1.55943583e-08   5.00000000e+00   8.44297307e-01   1.26100910e+00   
225     1.56010783e-08   5.00000000e+00   8.44383699e-01   1.26151930e+00   
226     1.56145183e-08   5.00000000e+00   8.44557253e-01   1.26247897e+00   
227     1.56413983e-08   5.00000000e+00   8.44908456e-01   1.26444576e+00   
228     1.56951583e-08   5.00000000e+00   8.45602042e-01   1.27345485e+00   
229     1.57489183e-08   5.00000000e+00   8.46242851e-01   1.30182873e+00   
230     1.58026783e-08   5.00000000e+00   8.46812366e-01   1.35412763e+00   
231     1.58564383e-08   5.00000000e+00   8.47315474e-01   1.41936732e+00   
232     1.59639583e-08   5.00000000e+00   8.48183060e-01   1.57662209e+00   
233     1.60714783e-08   5.00000000e+00   8.48974562e-01   1.78719771e+00   
234     1.61789983e-08   5.00000000e+00   8.49704045e-01   2.06101789e+00   
235     1.62865183e-08   5.00000000e+00   8.50382948e-01   2.36568255e+00   
236     1.63274265e-08   5.00000000e+00   8.50614835e-01   2.47685474e+00   
237     1.63381785e-08   5.00000000e+00   8.50673164e-01   2.50331620e+00   
238     1.63464234e-08   5.00000000e+00   8.50718106e-01   2.52266565e+00   
239     1.63629130e-08   5.00000000e+00   8.50802160e-01   2.55952866e+00   
240     1.63958923e-08   5.00000000e+00   8.50965221e-01   2.62223042e+00   
241     1.64288715e-08   5.00000000e+00   8.51120550e-01   2.67177935e+00   
242     1.64374825e-08   5.00000000e+00   8.51158796e-01   2.68289091e+00   
243     1.64407804e-08   5.00000000e+00   8.51174126e-01   2.68697980e+00   
244     1.64440783e-08   5.00000000e+00   8.51188704e-01   2.69102983e+00   
245     1.64506742e-08   5.00000000e+00   8.51217491e-01   2.69907762e+00   
246     1.64638659e-08   5.00000000e+00   8.51273839e-01   2.71506036e+00   
247     1.64902493e-08   5.00000000e+00   8.51383996e-01   2.74818311e+00   
248     1.65430161e-08   5.00000000e+00   8.51596895e-01   2.82495936e+00   
249     1.65957829e-08   5.00000000e+00   8.51787488e-01   2.91717217e+00   
250     1.66485498e-08   5.00000000e+00   8.51980803e-01   3.02158042e+00   
251     1.67540834e-08   5.00000000e+00   8.52331520e-01   3.24470062e+00   
252     1.68596171e-08   5.00000000e+00   8.52661261e-01   3.46418422e+00   
253     1.69651507e-08   5.00000000e+00   8.52985966e-01   3.66544551e+00   
254     1.70354529e-08   5.00000000e+00   8.53174476e-01   3.78403295e+00   
255     1.70460063e-08   5.00000000e+00   8.53204708e-01   3.79983470e+00   
256     1.70565596e-08   5.00000000e+00   8.53233836e-01   3.81487517e+00   
257     1.70776664e-08   5.00000000e+00   8.53292806e-01   3.84320560e+00   
258     1.71198798e-08   5.00000000e+00   8.53404341e-01   3.88867667e+00   
259     1.71620933e-08   5.00000000e+00   8.53501594e-01   3.91919753e+00   
260     1.72043068e-08   5.00000000e+00   8.53601963e-01   3.93800479e+00   
261     1.72553446e-08   5.00000000e+00   8.53737173e-01   3.95278204e+00   
262     1.72637873e-08   5.00000000e+00   8.53757342e-01   3.95475388e+00   
263     1.72806727e-08   5.00000000e+00   8.53795306e-01   3.95865250e+00   
264     1.73144435e-08   5.00000000e+00   8.53868827e-01   3.96682333e+00   
265     1.73819850e-08   5.00000000e+00   8.54032660e-01   3.98605306e+00   
266     1.75170681e-08   5.00000000e+00   8.54327695e-01   4.02711541e+00   
267     1.76670681e-08   5.00000000e+00   8.54639236e-01   4.06194935e+00   
268     1.78170681e-08   5.00000000e+00   8.54955697e-01   4.08375072e+00   
269     1.78437035e-08   5.00000000e+00   8.55005978e-01   4.08677882e+00   
270     1.78587035e-08   5.00000000e+00   8.55035889e-01   4.08832104e+00   
271     1.78887035e-08   5.00000000e+00   8.55088549e-01   4.09096992e+00   
272     1.79487035e-08   5.00000000e+00   8.55190911e-01   4.09522843e+00   
273     1.80687035e-08   5.00000000e+00   8.55421762e-01   4.09673117e+00   
274     1.82187035e-08   5.00000000e+00   8.55684254e-01   4.08606979e+00   
275     1.83687035e-08   5.00000000e+00   8.55919902e-01   4.06538241e+00   
276     1.85187035e-08   5.00000000e+00   8.56163395e-01   4.03959080e+00   
277     1.86687035e-08   5.00000000e+00   8.56420922e-01   4.01223280e+00   
278     1.88187035e-08   5.00000000e+00   8.56590199e-01   3.98817048e+00   
279     1.89687035e-08   5.00000000e+00   8.56769898e-01   3.97535075e+00   
280     1.91187035e-08   5.00000000e+00   8.57021515e-01   3.97165920e+00   
281     1.92687035e-08   5.00000000e+00   8.57216640e-01   3.96717075e+00   
282     1.94187035e-08   5.00000000e+00   8.57517849e-01   3.96020763e+00   
283     1.95687035e-08   5.00000000e+00   8.58866252e-01   3.95438226e+00   
284     1.96029552e-08   5.00000000e+00   8.59074956e-01   3.95345958e+00   
285     1.96179552e-08   5.00000000e+00   8.58786253e-01   3.95310334e+00   
286     1.96479552e-08   5.00000000e+00   8.57811657e-01   3.95245630e+00   
287     1.97079552e-08   5.00000000e+00   8.54505796e-01   3.95126965e+00   
288     1.98279552e-08   5.00000000e+00   8.48637014e-01   3.94940876e+00   
289     1.98848381e-08   5.00000000e+00   8.53730199e-01   3.94873334e+00   
290     1.98968381e-08   5.00000000e+00   8.56804558e-01   3.94861001e+00   
291     1.99088381e-08   5.00000000e+00   8.59826464e-01   3.94849338e+00   
292     1.99328381e-08   5.00000000e+00   8.65404644e-01   3.94827678e+00   
293     1.99808381e-08   5.00000000e+00   8.71864485e-01   3.94793894e+00   
294     2.00288381e-08   5.00000000e+00   8.66949481e-01   3.94772335e+00   
295     2.00768381e-08   5.00000000e+00   8.55203604e-01   3.94761605e+00   
296     2.01248381e-08   5.00000000e+00   8.36489659e-01   3.94759153e+00   
297     2.01728381e-08   5.00000000e+00   8.29848611e-01   3.94762499e+00   
298     2.01838781e-08   5.00000000e+00   8.31281781e-01   3.94763878e+00   
299     2.01886781e-08   5.00000000e+00   8.31934813e-01   3.94764565e+00   
300     2.01982781e-08   5.00000000e+00   8.33740176e-01   3.94766022e+00   
301     2.02174781e-08   5.00000000e+00   8.38562604e-01   3.94769065e+00   
302     2.02558781e-08   5.00000000e+00   8.50502538e-01   3.94775895e+00   
303     2.03326781e-08   5.00000000e+00   8.65389452e-01   3.94790469e+00   
304     2.04094781e-08   5.00000000e+00   8.65779109e-01   3.94804354e+00   
305     2.04526781e-08   5.00000000e+00   8.61142225e-01   3.94811278e+00   
306     2.04603581e-08   5.00000000e+00   8.60673612e-01   3.94812488e+00   
307     2.04757181e-08   5.00000000e+00   8.60105358e-01   3.94814839e+00   
308     2.05064381e-08   5.00000000e+00   8.59651937e-01   3.94819422e+00   
309     2.05678781e-08   5.00000000e+00   8.61715295e-01   3.94828306e+00   
310     2.06907581e-08   5.00000000e+00   8.86548917e-01   3.94841451e+00   
311     2.08136381e-08   5.00000000e+00   9.36351765e-01   3.94842921e+00   
312     2.08714491e-08   5.00000000e+00   9.21259253e-01   3.94838267e+00   
313     2.08767258e-08   5.00000000e+00   9.18389385e-01   3.94837654e+00   
314     2.08820025e-08   5.00000000e+00   9.16014161e-01   3.94837004e+00   
315     2.08925558e-08   5.00000000e+00   9.11687518e-01   3.94835626e+00   
316     2.09136626e-08   5.00000000e+00   9.04262663e-01   3.94832397e+00   
317     2.09242159e-08   5.00000000e+00   9.00723949e-01   3.94830545e+00   
318     2.09284373e-08   5.00000000e+00   8.99741429e-01   3.94829775e+00   
319     2.09368800e-08   5.00000000e+00   8.98298704e-01   3.94828152e+00   
320     2.09537654e-08   5.00000000e+00   8.96321890e-01   3.94824749e+00   
321     2.09875361e-08   5.00000000e+00   8.96389663e-01   3.94817115e+00   
322     2.10550777e-08   5.00000000e+00   9.12479864e-01   3.94798334e+00   
323     2.11226192e-08   5.00000000e+00   9.51503650e-01   3.94775125e+00   
324     2.11901608e-08   5.00000000e+00   9.99702292e-01   3.94748619e+00   
325     2.12577023e-08   5.00000000e+00   1.03080021e+00   3.94719343e+00   
326     2.13252438e-08   5.00000000e+00   1.04793868e+00   3.94686656e+00   
327     2.13927854e-08   5.00000000e+00   1.06073848e+00   3.94650498e+00   
328     2.15278685e-08   5.00000000e+00   1.08330892e+00   3.94568703e+00   
329     2.16629515e-08   5.00000000e+00   1.08975258e+00   3.94474788e+00   
330     2.17980346e-08   5.00000000e+00   1.09066097e+00   3.94370345e+00   
331     2.19480346e-08   5.00000000e+00   1.09279399e+00   3.94243717e+00   
332     2.20000000e-08   5.00000000e+00   1.09394593e+00   3.94197290e+00   
333     2.20150000e-08   4.94000000e+00   1.09414690e+00   3.94183546e+00   
334     2.20266897e-08   4.89324126e+00   1.09433963e+00   3.94172762e+00   
335     2.20500691e-08   4.79972377e+00   1.09475320e+00   3.94151231e+00   
336     2.20968278e-08   4.61268879e+00   1.09530042e+00   3.94107455e+00   
337     2.21903453e-08   4.23861884e+00   1.09607767e+00   3.94015107e+00   
338     2.23403453e-08   3.63861884e+00   1.09729624e+00   3.93857013e+00   
339     2.24903453e-08   3.03861884e+00   1.09827290e+00   3.93685999e+00   
340     2.25999034e-08   2.60038647e+00   1.09851332e+00   3.93550846e+00   
341     2.26149034e-08   2.54038647e+00   1.09851590e+00   3.93531839e+00   
342     2.26265863e-08   2.49365461e+00   1.09851260e+00   3.93516940e+00   
343     2.26499523e-08   2.40019088e+00   1.09849171e+00   3.93486951e+00   
344     2.26966841e-08   2.21326341e+00   1.09839654e+00   3.93425860e+00   
345     2.27901479e-08   1.83940849e+00   1.09803615e+00   3.93299935e+00   
346     2.28313298e-08   1.67468097e+00   1.09878511e+00   3.93242213e+00   
347     2.28725116e-08   1.50995345e+00   1.10777899e+00   3.93183819e+00   
348     2.29058713e-08   1.37651467e+00   1.13627514e+00   3.93135755e+00   
349     2.29392310e-08   1.24307589e+00   1.23369508e+00   3.93086792e+00   
350     2.29692548e-08   1.12298099e+00   1.43776887e+00   3.93041527e+00   
351     2.29962761e-08   1.01489558e+00   1.70239656e+00   3.92999769e+00   
352     2.30000000e-08   1.00000000e+00   1.73909645e+00   3.92993936e+00   
353     2.30027021e-08   1.00000000e+00   1.76363527e+00   3.92989687e+00   
354     2.30051341e-08   1.00000000e+00   1.78434543e+00   3.92985854e+00   
355     2.30099979e-08   1.00000000e+00   1.82279992e+00   3.92978173e+00   
