Index        TIME          {1.0+V(1)}       {1.0+V(2)}       {3.0+V(3)}
356     2.30197256e-08   1.00000000e+00   1.88392465e+00   3.92962709e+00   
357     2.30294533e-08   1.00000000e+00   1.92782874e+00   3.92947111e+00   
358     2.30391810e-08   1.00000000e+00   1.95858704e+00   3.92931378e+00   
359     2.30586363e-08   1.00000000e+00   1.99438611e+00   3.92899687e+00   
360     2.30780917e-08   1.00000000e+00   2.00944483e+00   3.92867716e+00   
361     2.30975471e-08   1.00000000e+00   2.01497481e+00   3.92835366e+00   
362     2.31364578e-08   1.00000000e+00   2.01406407e+00   3.92769615e+00   
363     2.31753686e-08   1.00000000e+00   2.00657242e+00   3.92702561e+00   
364     2.32142793e-08   1.00000000e+00   1.99693837e+00   3.92634583e+00   
365     2.32921008e-08   1.00000000e+00   1.97680376e+00   3.92495423e+00   
366     2.33699223e-08   1.00000000e+00   1.95856713e+00   3.92351388e+00   
367     2.34399617e-08   1.00000000e+00   1.95349994e+00   3.92215900e+00   
368     2.34999034e-08   1.00000000e+00   1.96084034e+00   3.92093576e+00   
369     2.35062069e-08   1.00000000e+00   1.96077956e+00   3.92080404e+00   
370     2.35125105e-08   1.00000000e+00   1.96064864e+00   3.92067151e+00   
371     2.35251175e-08   1.00000000e+00   1.96037467e+00   3.92040478e+00   
372     2.35503317e-08   1.00000000e+00   1.95948520e+00   3.91986107e+00   
373     2.36007600e-08   1.00000000e+00   1.95861174e+00   3.91873106e+00   
374     2.36499034e-08   1.00000000e+00   1.96012623e+00   3.91757296e+00   
375     2.36599890e-08   1.00000000e+00   1.96033370e+00   3.91732694e+00   
376     2.36700747e-08   1.00000000e+00   1.96045142e+00   3.91707674e+00   
377     2.36902460e-08   1.00000000e+00   1.96060670e+00   3.91656738e+00   
378     2.37305887e-08   1.00000000e+00   1.96056041e+00   3.91549181e+00   
379     2.38112740e-08   1.00000000e+00   1.95940613e+00   3.91304761e+00   
380     2.38919594e-08   1.00000000e+00   1.95750986e+00   3.90970366e+00   
381     2.39726447e-08   1.00000000e+00   1.95535432e+00   3.90481193e+00   
382     2.40291551e-08   1.00000000e+00   1.95546761e+00   3.90090115e+00   
383     2.40441551e-08   1.00000000e+00   1.95628272e+00   3.90000313e+00   
384     2.40553100e-08   1.00000000e+00   1.95753637e+00   3.89941046e+00   
385     2.40776200e-08   1.00000000e+00   1.96333482e+00   3.89841598e+00   
386     2.41222398e-08   1.00000000e+00   1.99810866e+00   3.89782221e+00   
387     2.41668597e-08   1.00000000e+00   2.05129464e+00   3.89953865e+00   
388     2.42560995e-08   1.00000000e+00   2.16450736e+00   3.90898243e+00   
389     2.42660380e-08   1.00000000e+00   2.17721702e+00   3.91040644e+00   
390     2.42749619e-08   1.00000000e+00   2.18854064e+00   3.91151069e+00   
391     2.42829935e-08   1.00000000e+00   2.19876121e+00   3.91235444e+00   
392     2.42990567e-08   1.00000000e+00   2.21923844e+00   3.91374228e+00   
393     2.43311830e-08   1.00000000e+00   2.26016712e+00   3.91473122e+00   
394     2.43954356e-08   1.00000000e+00   2.34183943e+00   3.91137382e+00   
395     2.44100380e-08   1.00000000e+00   2.36033475e+00   3.90996271e+00   
396     2.44228885e-08   1.00000000e+00   2.37656965e+00   3.90886006e+00   
397     2.44336880e-08   1.00000000e+00   2.39019970e+00   3.90805929e+00   
398     2.44552870e-08   1.00000000e+00   2.41742234e+00   3.90682735e+00   
399     2.44984851e-08   1.00000000e+00   2.47154531e+00   3.90906090e+00   
400     2.45848811e-08   1.00000000e+00   2.57824638e+00   3.93175755e+00   
401     2.46712772e-08   1.00000000e+00   2.68244921e+00   3.96538605e+00   
402     2.48212772e-08   1.00000000e+00   2.85629055e+00   4.02202409e+00   
403     2.48338780e-08   1.00000000e+00   2.87044554e+00   4.02651176e+00   
404     2.48488780e-08   1.00000000e+00   2.88715212e+00   4.03150548e+00   
405     2.48614379e-08   1.00000000e+00   2.90106411e+00   4.03547141e+00   
406     2.48865578e-08   1.00000000e+00   2.92866587e+00   4.04292612e+00   
407     2.49367975e-08   1.00000000e+00   2.98272948e+00   4.05456410e+00   
408     2.50372771e-08   1.00000000e+00   3.08585974e+00   4.05020947e+00   
409     2.51377566e-08   1.00000000e+00   3.18141021e+00   3.98022450e+00   
410     2.52382361e-08   1.00000000e+00   3.26837057e+00   3.83371599e+00   
411     2.53387156e-08   1.00000000e+00   3.34612695e+00   3.67169002e+00   
412     2.54391951e-08   1.00000000e+00   3.41454450e+00   3.54125966e+00   
413     2.55396746e-08   1.00000000e+00   3.47390825e+00   3.43214013e+00   
414     2.56401542e-08   1.00000000e+00   3.52482844e+00   3.32798551e+00   
415     2.57406337e-08   1.00000000e+00   3.56820860e+00   3.21021471e+00   
416     2.58411132e-08   1.00000000e+00   3.60532447e+00   3.06777449e+00   
417     2.59415927e-08   1.00000000e+00   3.63720928e+00   2.89962150e+00   
418     2.60420722e-08   1.00000000e+00   3.66370323e+00   2.73651624e+00   
419     2.61425517e-08   1.00000000e+00   3.68331748e+00   2.61142439e+00   
420     2.62430312e-08   1.00000000e+00   3.69479832e+00   2.52414410e+00   
421     2.63435108e-08   1.00000000e+00   3.69961507e+00   2.45881553e+00   
422     2.64935108e-08   1.00000000e+00   3.70159268e+00   2.38098555e+00   
423     2.66435108e-08   1.00000000e+00   3.70202395e+00   2.32710608e+00   
424     2.67935108e-08   1.00000000e+00   3.70236412e+00   2.29248438e+00   
425     2.69435108e-08   1.00000000e+00   3.70267978e+00   2.26959044e+00   
426     2.70935108e-08   1.00000000e+00   3.70294802e+00   2.25753442e+00   
427     2.72435108e-08   1.00000000e+00   3.70318641e+00   2.25920832e+00   
428     2.73009850e-08   1.00000000e+00   3.70327093e+00   2.28478182e+00   
429     2.73222855e-08   1.00000000e+00   3.70330837e+00   2.30438996e+00   
430     2.73435860e-08   1.00000000e+00   3.70334373e+00   2.33372168e+00   
431     2.73861870e-08   1.00000000e+00   3.70341219e+00   2.46490139e+00   
432     2.74232648e-08   1.00000000e+00   3.70346849e+00   2.63856139e+00   
433     2.74603425e-08   1.00000000e+00   3.70351059e+00   2.81876529e+00   
434     2.74974203e-08   1.00000000e+00   3.70355381e+00   2.98152089e+00   
435     2.75176577e-08   1.00000000e+00   3.70357601e+00   3.06124664e+00   
436     2.75213654e-08   1.00000000e+00   3.70357991e+00   3.07504747e+00   
437     2.75250732e-08   1.00000000e+00   3.70358380e+00   3.08864304e+00   
438     2.75324888e-08   1.00000000e+00   3.70359148e+00   3.11542489e+00   
439     2.75473199e-08   1.00000000e+00   3.70360641e+00   3.16656657e+00   
440     2.75769821e-08   1.00000000e+00   3.70363245e+00   3.25966290e+00   
441     2.76066443e-08   1.00000000e+00   3.70365494e+00   3.34142581e+00   
442     2.76363065e-08   1.00000000e+00   3.70368099e+00   3.41309115e+00   
443     2.76956309e-08   1.00000000e+00   3.70373467e+00   3.53097631e+00   
444     2.77549554e-08   1.00000000e+00   3.70377815e+00   3.62056917e+00   
445     2.78142798e-08   1.00000000e+00   3.70383491e+00   3.68910677e+00   
446     2.78211615e-08   1.00000000e+00   3.70384228e+00   3.69595089e+00   
447     2.78270939e-08   1.00000000e+00   3.70384768e+00   3.70164693e+00   
448     2.78330264e-08   1.00000000e+00   3.70385295e+00   3.70722721e+00   
449     2.78448913e-08   1.00000000e+00   3.70386330e+00   3.71817257e+00   
450     2.78686210e-08   1.00000000e+00   3.70388321e+00   3.73891676e+00   
451     2.78811032e-08   1.00000000e+00   3.70389327e+00   3.74929234e+00   
452     2.78858492e-08   1.00000000e+00   3.70389223e+00   3.75310347e+00   
453     2.78953411e-08   1.00000000e+00   3.70389842e+00   3.76043375e+00   
454     2.79143249e-08   1.00000000e+00   3.70391483e+00   3.77452171e+00   
455     2.79522925e-08   1.00000000e+00   3.70394510e+00   3.79944600e+00   
456     2.80282278e-08   1.00000000e+00   3.70399175e+00   3.83893181e+00   
457     2.81782278e-08   1.00000000e+00   3.70416228e+00   3.89036346e+00   
458     2.83282278e-08   1.00000000e+00   3.70494850e+00   3.91928113e+00   
459     2.83538445e-08   1.00000000e+00   3.70506929e+00   3.92268251e+00   
460     2.83688445e-08   1.00000000e+00   3.70496020e+00   3.92450424e+00   
461     2.83988445e-08   1.00000000e+00   3.70456570e+00   3.92789285e+00   
462     2.84588445e-08   1.00000000e+00   3.70261392e+00   3.93576828e+00   
463     2.85788445e-08   1.00000000e+00   3.69735354e+00   3.99708311e+00   
464     2.86372993e-08   1.00000000e+00   3.69686012e+00   4.05774555e+00   
465     2.86480993e-08   1.00000000e+00   3.69732547e+00   4.07129022e+00   
466     2.86588993e-08   1.00000000e+00   3.69872191e+00   4.08535367e+00   
467     2.86804993e-08   1.00000000e+00   3.70156998e+00   4.11448489e+00   
468     2.87236993e-08   1.00000000e+00   3.70642371e+00   4.17828274e+00   
469     2.87766354e-08   1.00000000e+00   3.70930437e+00   4.26509287e+00   
470     2.87852754e-08   1.00000000e+00   3.70913405e+00   4.28016097e+00   
471     2.87939154e-08   1.00000000e+00   3.70880970e+00   4.29541698e+00   
472     2.88111954e-08   1.00000000e+00   3.70787439e+00   4.32628770e+00   
473     2.88457554e-08   1.00000000e+00   3.70458466e+00   4.39002126e+00   
474     2.89148754e-08   1.00000000e+00   3.69346022e+00   4.52395428e+00   
475     2.89660810e-08   1.00000000e+00   3.69100703e+00   4.62757667e+00   
476     2.89799050e-08   1.00000000e+00   3.69116922e+00   4.65612594e+00   
477     2.89910171e-08   1.00000000e+00   3.69151069e+00   4.67917480e+00   
478     2.90132414e-08   1.00000000e+00   3.69281064e+00   4.72545337e+00   
479     2.90576900e-08   1.00000000e+00   3.69752889e+00   4.81892479e+00   
480     2.91465871e-08   1.00000000e+00   3.70483952e+00   5.00796587e+00   
481     2.92354842e-08   1.00000000e+00   3.71358879e+00   5.19784511e+00   
482     2.93243814e-08   1.00000000e+00   3.72530109e+00   5.38652557e+00   
483     2.94043888e-08   1.00000000e+00   3.74158076e+00   5.55365775e+00   
484     2.94843962e-08   1.00000000e+00   3.76222919e+00   5.71654927e+00   
485     2.96194359e-08   1.00000000e+00   3.77657502e+00   5.97769678e+00   
486     2.96344359e-08   1.00000000e+00   3.77273870e+00   6.00537144e+00   
487     2.96479359e-08   1.00000000e+00   3.76825603e+00   6.03005225e+00   
488     2.96749359e-08   1.00000000e+00   3.75649817e+00   6.07893600e+00   
489     2.97289359e-08   1.00000000e+00   3.72502470e+00   6.17375045e+00   
490     2.98369359e-08   1.00000000e+00   3.68801149e+00   6.35080540e+00   
491     2.99341359e-08   1.00000000e+00   3.66422400e+00   6.49514587e+00   
492     3.00313359e-08   1.00000000e+00   3.65029636e+00   6.62488242e+00   
493     3.01285359e-08   1.00000000e+00   3.63982133e+00   6.74021831e+00   
494     3.02785359e-08   1.00000000e+00   3.61795570e+00   6.89204803e+00   
495     3.04285359e-08   1.00000000e+00   3.56178977e+00   7.01531065e+00   
496     3.05785359e-08   1.00000000e+00   3.50437570e+00   7.11131408e+00   
497     3.07285359e-08   1.00000000e+00   3.47580991e+00   7.17870145e+00   
498     3.08785359e-08   1.00000000e+00   3.45693764e+00   7.22029979e+00   
499     3.10285359e-08   1.00000000e+00   3.44299786e+00   7.24422042e+00   
500     3.11785359e-08   1.00000000e+00   3.43559352e+00   7.25801890e+00   
501     3.13285359e-08   1.00000000e+00   3.43091938e+00   7.26638031e+00   
502     3.14785359e-08   1.00000000e+00   3.42679690e+00   7.27184058e+00   
503     3.16285359e-08   1.00000000e+00   3.42256530e+00   7.27576767e+00   
504     3.17052365e-08   1.00000000e+00   3.38747225e+00   7.27735592e+00   
505     3.17313685e-08   1.00000000e+00   3.33947938e+00   7.27788197e+00   
506     3.17548872e-08   1.00000000e+00   3.28916410e+00   7.27834303e+00   
507     3.17784060e-08   1.00000000e+00   3.25115515e+00   7.27879902e+00   
508     3.18019247e-08   1.00000000e+00   3.25478394e+00   7.27924476e+00   
509     3.18044646e-08   1.00000000e+00   3.25721800e+00   7.27929237e+00   
510     3.18068165e-08   1.00000000e+00   3.25881435e+00   7.27933638e+00   
511     3.18115202e-08   1.00000000e+00   3.26266421e+00   7.27942409e+00   
512     3.18209277e-08   1.00000000e+00   3.27275266e+00   7.27959889e+00   
513     3.18397427e-08   1.00000000e+00   3.30287176e+00   7.27994529e+00   
514     3.18585577e-08   1.00000000e+00   3.33178380e+00   7.28028822e+00   
515     3.18773728e-08   1.00000000e+00   3.36107622e+00   7.28062767e+00   
516     3.19150028e-08   1.00000000e+00   3.41488738e+00   7.28129767e+00   
517     3.19526328e-08   1.00000000e+00   3.46175406e+00   7.28195911e+00   
518     3.20278928e-08   1.00000000e+00   3.53694107e+00   7.28326894e+00   
519     3.21031528e-08   1.00000000e+00   3.59125934e+00   7.28456475e+00   
520     3.21784129e-08   1.00000000e+00   3.62936247e+00   7.28584689e+00   
521     3.22536729e-08   1.00000000e+00   3.65326434e+00   7.28711745e+00   
522     3.23289329e-08   1.00000000e+00   3.67355207e+00   7.28838223e+00   
523     3.24789329e-08   1.00000000e+00   3.69949389e+00   7.29090861e+00   
524     3.26289329e-08   1.00000000e+00   3.71351458e+00   7.29324494e+00   
525     3.27789329e-08   1.00000000e+00   3.72090013e+00   7.29544003e+00   
526     3.27800444e-08   1.00000000e+00   3.72103026e+00   7.29545682e+00   
527     3.27822672e-08   1.00000000e+00   3.72105470e+00   7.29549208e+00   
528     3.27867130e-08   1.00000000e+00   3.72113755e+00   7.29556766e+00   
529     3.27956045e-08   1.00000000e+00   3.72125766e+00   7.29573006e+00   
530     3.28133874e-08   1.00000000e+00   3.72129224e+00   7.29613033e+00   
531     3.28489534e-08   1.00000000e+00   3.72018677e+00   7.29729315e+00   
532     3.29200852e-08   1.00000000e+00   3.70917881e+00   7.30103572e+00   
533     3.29912171e-08   1.00000000e+00   3.69575736e+00   7.30616360e+00   
534     3.30184991e-08   1.00000000e+00   3.69443103e+00   7.30824552e+00   
535     3.30327255e-08   1.00000000e+00   3.69474130e+00   7.30912871e+00   
536     3.30611783e-08   1.00000000e+00   3.69619867e+00   7.30964038e+00   
537     3.31180838e-08   1.00000000e+00   3.70246139e+00   7.30892255e+00   
538     3.32318948e-08   1.00000000e+00   3.72640142e+00   7.30703580e+00   
539     3.33457058e-08   1.00000000e+00   3.76051527e+00   7.31535941e+00   
540     3.34595168e-08   1.00000000e+00   3.80111297e+00   7.32406251e+00   
541     3.36095168e-08   1.00000000e+00   3.85991265e+00   7.31749853e+00   
542     3.37595168e-08   1.00000000e+00   3.92232077e+00   7.29038122e+00   
543     3.39095168e-08   1.00000000e+00   3.98676933e+00   7.23793396e+00   
544     3.40006358e-08   1.00000000e+00   4.02658018e+00   7.20061763e+00   
545     3.40156358e-08   1.00000000e+00   4.03314214e+00   7.19589463e+00   
546     3.40306358e-08   1.00000000e+00   4.03974808e+00   7.19223937e+00   
547     3.40606358e-08   1.00000000e+00   4.05320711e+00   7.18750246e+00   
548     3.41206358e-08   1.00000000e+00   4.08072409e+00   7.19432523e+00   
549     3.41806358e-08   1.00000000e+00   4.10999811e+00   7.21779322e+00   
550     3.43006358e-08   1.00000000e+00   4.19093563e+00   7.28316982e+00   
551     3.44206358e-08   1.00000000e+00   4.35649767e+00   7.35346337e+00   
552     3.45286358e-08   1.00000000e+00   4.52242302e+00   7.41077292e+00   
553     3.46366358e-08   1.00000000e+00   4.66001450e+00   7.46371817e+00   
554     3.47446358e-08   1.00000000e+00   4.78614708e+00   7.52399601e+00   
555     3.48526358e-08   1.00000000e+00   4.89091553e+00   7.60484630e+00   
556     3.49606358e-08   1.00000000e+00   4.98873835e+00   7.70456788e+00   
557     3.50686358e-08   1.00000000e+00   5.06984133e+00   7.80524055e+00   
558     3.51766358e-08   1.00000000e+00   5.13794166e+00   7.89230908e+00   
559     3.52846358e-08   1.00000000e+00   5.18396441e+00   7.96410572e+00   
560     3.53926358e-08   1.00000000e+00   5.21649730e+00   8.02338291e+00   
561     3.55426358e-08   1.00000000e+00   5.24207038e+00   8.08764108e+00   
562     3.56926358e-08   1.00000000e+00   5.25784568e+00   8.13355011e+00   
563     3.58426358e-08   1.00000000e+00   5.26604383e+00   8.16663272e+00   
564     3.59926358e-08   1.00000000e+00   5.27237623e+00   8.19237669e+00   
565     3.61426358e-08   1.00000000e+00   5.27565102e+00   8.31497933e+00   
566     3.61596058e-08   1.00000000e+00   5.27636808e+00   8.34187198e+00   
567     3.61731058e-08   1.00000000e+00   5.27661958e+00   8.36389161e+00   
568     3.61866058e-08   1.00000000e+00   5.27688989e+00   8.38317207e+00   
569     3.62136058e-08   1.00000000e+00   5.27744777e+00   8.41476335e+00   
570     3.62676058e-08   1.00000000e+00   5.27851663e+00   8.43430033e+00   
571     3.63216058e-08   1.00000000e+00   5.27950103e+00   8.40397401e+00   
572     3.63756058e-08   1.00000000e+00   5.28044584e+00   8.34106512e+00   
573     3.64836058e-08   1.00000000e+00   5.28227415e+00   8.17219587e+00   
574     3.65916058e-08   1.00000000e+00   5.28407108e+00   7.99153563e+00   
575     3.67416058e-08   1.00000000e+00   5.28648600e+00   7.77814830e+00   
576     3.68916058e-08   1.00000000e+00   5.28892378e+00   7.62027937e+00   
577     3.70416058e-08   1.00000000e+00   5.29166391e+00   7.51147421e+00   
578     3.71601328e-08   1.00000000e+00   5.29316159e+00   7.45323564e+00   
579     3.71751328e-08   1.00000000e+00   5.29261116e+00   7.44747267e+00   
580     3.72051328e-08   1.00000000e+00   5.29092539e+00   7.43724889e+00   
581     3.72651328e-08   1.00000000e+00   5.28767054e+00   7.42059332e+00   
582     3.73851328e-08   1.00000000e+00   5.28914867e+00   7.41234611e+00   
583     3.75051328e-08   1.00000000e+00   5.31865907e+00   7.41583349e+00   
584     3.76251328e-08   1.00000000e+00   5.30591579e+00   7.39966436e+00   
585     3.77269056e-08   1.00000000e+00   5.28284746e+00   7.36325395e+00   
586     3.77389056e-08   1.00000000e+00   5.28404812e+00   7.35740349e+00   
587     3.77629056e-08   1.00000000e+00   5.28787123e+00   7.34464477e+00   
588     3.78109056e-08   1.00000000e+00   5.30268505e+00   7.31696948e+00   
589     3.79069056e-08   1.00000000e+00   5.33259938e+00   7.24980515e+00   
590     3.80029056e-08   1.00000000e+00   5.34357683e+00   7.16914378e+00   
591     3.80989056e-08   1.00000000e+00   5.35102765e+00   7.07806219e+00   
592     3.82489056e-08   1.00000000e+00   5.35110371e+00   6.92176214e+00   
593     3.83989056e-08   1.00000000e+00   5.27830251e+00   6.75609643e+00   
594     3.85489056e-08   1.00000000e+00   5.11375342e+00   6.59221451e+00   
595     3.85618356e-08   1.00000000e+00   5.10787908e+00   6.57850802e+00   
596     3.85738356e-08   1.00000000e+00   5.10748239e+00   6.56603808e+00   
597     3.85858356e-08   1.00000000e+00   5.10706635e+00   6.55377958e+00   
598     3.86098356e-08   1.00000000e+00   5.10851851e+00   6.52976703e+00   
599     3.86578356e-08   1.00000000e+00   5.12378277e+00   6.48527523e+00   
600     3.86818356e-08   1.00000000e+00   5.13747294e+00   6.46503772e+00   
601     3.86866356e-08   1.00000000e+00   5.14006766e+00   6.46124389e+00   
602     3.86962356e-08   1.00000000e+00   5.14488844e+00   6.45409056e+00   
603     3.87154356e-08   1.00000000e+00   5.15490623e+00   6.44074872e+00   
604     3.87538356e-08   1.00000000e+00   5.17806723e+00   6.42043057e+00   
605     3.88306356e-08   1.00000000e+00   5.23240050e+00   6.40784558e+00   
606     3.89074356e-08   1.00000000e+00   5.28349875e+00   6.42979331e+00   
607     3.89842356e-08   1.00000000e+00   5.32423805e+00   6.47507851e+00   
608     3.90610356e-08   1.00000000e+00   5.35247620e+00   6.53280489e+00   
609     3.92110356e-08   1.00000000e+00   5.37956454e+00   6.66163284e+00   
610     3.93610356e-08   1.00000000e+00   5.46434204e+00   6.79619814e+00   
611     3.95110356e-08   1.00000000e+00   5.63283019e+00   6.92156035e+00   
612     3.96610356e-08   1.00000000e+00   5.78173902e+00   7.02827507e+00   
613     3.98110356e-08   1.00000000e+00   5.89193890e+00   7.11154020e+00   
614     3.99610356e-08   1.00000000e+00   5.98126362e+00   7.17076222e+00   
615     4.01110356e-08   1.00000000e+00   6.04483200e+00   7.21052564e+00   
616     4.02610356e-08   1.00000000e+00   6.08821734e+00   7.23657886e+00   
617     4.03738356e-08   1.00000000e+00   6.11111880e+00   7.24983827e+00   
618     4.03888356e-08   1.00000000e+00   6.10396089e+00   7.25129158e+00   
619     4.04038356e-08   1.00000000e+00   6.09317830e+00   7.25268536e+00   
620     4.04188356e-08   1.00000000e+00   6.08021782e+00   7.25404906e+00   
621     4.04488356e-08   1.00000000e+00   6.04624656e+00   7.25659932e+00   
622     4.05088356e-08   1.00000000e+00   5.95093175e+00   7.26102096e+00   
623     4.05408057e-08   1.00000000e+00   5.89495768e+00   7.26307713e+00   
624     4.05468057e-08   1.00000000e+00   5.89771625e+00   7.26344597e+00   
625     4.05588057e-08   1.00000000e+00   5.93249376e+00   7.26415503e+00   
626     4.05692190e-08   1.00000000e+00   5.98091241e+00   7.26475348e+00   
627     4.05796323e-08   1.00000000e+00   6.03360701e+00   7.26534374e+00   
628     4.06004590e-08   1.00000000e+00   6.15154583e+00   7.26647766e+00   
629     4.06421122e-08   1.00000000e+00   6.37193078e+00   7.26857598e+00   
630     4.06837655e-08   1.00000000e+00   6.52445837e+00   7.27046910e+00   
631     4.07254188e-08   1.00000000e+00   6.60101609e+00   7.27218165e+00   
632     4.07568057e-08   1.00000000e+00   6.62140220e+00   7.27336666e+00   
633     4.07609710e-08   1.00000000e+00   6.62263176e+00   7.27351701e+00   
634     4.07693016e-08   1.00000000e+00   6.62456665e+00   7.27381241e+00   
635     4.07859630e-08   1.00000000e+00   6.62505530e+00   7.27439291e+00   
636     4.08192856e-08   1.00000000e+00   6.60851383e+00   7.27549553e+00   
637     4.08526082e-08   1.00000000e+00   6.56925984e+00   7.27652683e+00   
638     4.08859309e-08   1.00000000e+00   6.51881100e+00   7.27749509e+00   
639     4.09525761e-08   1.00000000e+00   6.39753628e+00   7.27927566e+00   
640     4.10000000e-08   1.00000000e+00   6.29908605e+00   7.28043391e+00   
641     4.10082766e-08   1.03310642e+00   6.28315985e+00   7.28062696e+00   
642     4.10157256e-08   1.06290220e+00   6.26888557e+00   7.28079900e+00   
643     4.10306234e-08   1.12249376e+00   6.24017341e+00   7.28113975e+00   
644     4.10604192e-08   1.24167688e+00   6.18187999e+00   7.28180225e+00   
645     4.10902150e-08   1.36086000e+00   6.12290295e+00   7.28244124e+00   
646     4.11200108e-08   1.48004312e+00   6.06337739e+00   7.28305895e+00   
647     4.11498066e-08   1.59922624e+00   6.00972851e+00   7.28365803e+00   
648     4.12093981e-08   1.83759248e+00   5.91342413e+00   7.28481099e+00   
649     4.12689897e-08   2.07595872e+00   5.82528413e+00   7.28591390e+00   
650     4.13881728e-08   2.55269119e+00   5.68012606e+00   7.28804918e+00   
651     4.14954376e-08   2.98175042e+00   5.58094346e+00   7.28989182e+00   
652     4.15919759e-08   3.36790373e+00   5.51292066e+00   7.29097298e+00   
653     4.16885143e-08   3.75405704e+00   5.44214901e+00   7.29085892e+00   
654     4.17663326e-08   4.06533039e+00   5.39280017e+00   7.29053379e+00   
655     4.17759864e-08   4.10394572e+00   5.39022435e+00   7.29057565e+00   
656     4.17841227e-08   4.13649087e+00   5.38880713e+00   7.29064554e+00   
657     4.18003953e-08   4.20158117e+00   5.38739125e+00   7.29086357e+00   
658     4.18329404e-08   4.33176178e+00   5.39041675e+00   7.29182726e+00   
659     4.18863326e-08   4.54533039e+00   5.40795273e+00   7.29525689e+00   
660     4.18928416e-08   4.57136651e+00   5.40933070e+00   7.29582320e+00   
661     4.18993507e-08   4.59740263e+00   5.41006750e+00   7.29638407e+00   
662     4.19123687e-08   4.64947487e+00   5.41065981e+00   7.29748745e+00   
663     4.19384048e-08   4.75361936e+00   5.40839803e+00   7.29952891e+00   
664     4.19644410e-08   4.85776384e+00   5.40168335e+00   7.30124533e+00   
665     4.20000000e-08   5.00000000e+00   5.38328273e+00   7.30282204e+00   
666     4.20052072e-08   5.00000000e+00   5.37958394e+00   7.30295515e+00   
667     4.20104144e-08   5.00000000e+00   5.37532372e+00   7.30306697e+00   
668     4.20208289e-08   5.00000000e+00   5.36561200e+00   7.30324845e+00   
669     4.20416578e-08   5.00000000e+00   5.34138322e+00   7.30334798e+00   
670     4.20833156e-08   5.00000000e+00   5.27502480e+00   7.30239576e+00   
671     4.21081054e-08   5.00000000e+00   5.22377716e+00   7.30105019e+00   
672     4.21122712e-08   5.00000000e+00   5.21413688e+00   7.30078250e+00   
673     4.21160204e-08   5.00000000e+00   5.20523079e+00   7.30055091e+00   
674     4.21235188e-08   5.00000000e+00   5.18689340e+00   7.30010831e+00   
675     4.21385156e-08   5.00000000e+00   5.14762219e+00   7.29934852e+00   
676     4.21685092e-08   5.00000000e+00   5.06013331e+00   7.29843429e+00   
677     4.21985028e-08   5.00000000e+00   4.96202673e+00   7.29850085e+00   
678     4.22284965e-08   5.00000000e+00   4.85418078e+00   7.29957255e+00   
679     4.22373216e-08   5.00000000e+00   4.81997875e+00   7.30009928e+00   
680     4.22461468e-08   5.00000000e+00   4.78490778e+00   7.30066396e+00   
681     4.22637972e-08   5.00000000e+00   4.71059410e+00   7.30201757e+00   
682     4.22814475e-08   5.00000000e+00   4.63290644e+00   7.30366365e+00   
683     4.22990978e-08   5.00000000e+00   4.55560910e+00   7.30554290e+00   
684     4.23343985e-08   5.00000000e+00   4.40937632e+00   7.30957785e+00   
685     4.23696992e-08   5.00000000e+00   4.27608003e+00   7.31363265e+00   
686     4.24049999e-08   5.00000000e+00   4.15411189e+00   7.31750149e+00   
687     4.24756013e-08   5.00000000e+00   3.92837306e+00   7.32469088e+00   
688     4.25462027e-08   5.00000000e+00   3.71299109e+00   7.33095770e+00   
689     4.26168041e-08   5.00000000e+00   3.49739429e+00   7.33585555e+00   
690     4.26301054e-08   5.00000000e+00   3.45645441e+00   7.33660045e+00   
691     4.26342434e-08   5.00000000e+00   3.44366156e+00   7.33680386e+00   
692     4.26379255e-08   5.00000000e+00   3.43227013e+00   7.33696967e+00   
693     4.26452897e-08   5.00000000e+00   3.40947323e+00   7.33726958e+00   
694     4.26600182e-08   5.00000000e+00   3.36369975e+00   7.33767076e+00   
695     4.26894752e-08   5.00000000e+00   3.27116963e+00   7.33759949e+00   
696     4.27483892e-08   5.00000000e+00   3.07809980e+00   7.33340500e+00   
697     4.28073031e-08   5.00000000e+00   2.85883460e+00   7.32279118e+00   
698     4.28603257e-08   5.00000000e+00   2.60759520e+00   7.30644321e+00   
699     4.29080460e-08   5.00000000e+00   2.35954978e+00   7.28532234e+00   
700     4.29557663e-08   5.00000000e+00   2.17485515e+00   7.25969817e+00   
701     4.29939103e-08   5.00000000e+00   2.04824830e+00   7.23970635e+00   
702     4.30320543e-08   5.00000000e+00   1.90540626e+00   7.22325447e+00   
703     4.30701982e-08   5.00000000e+00   1.76608489e+00   7.21118956e+00   
704     4.31083422e-08   5.00000000e+00   1.63031980e+00   7.20355197e+00   
705     4.31846301e-08   5.00000000e+00   1.39087946e+00   7.20008942e+00   
706     4.32531332e-08   5.00000000e+00   1.22926151e+00   7.20903650e+00   
707     4.33216362e-08   5.00000000e+00   1.15725789e+00   7.22629725e+00   
708     4.33654354e-08   5.00000000e+00   1.15450928e+00   7.24003382e+00   
709     4.33722857e-08   5.00000000e+00   1.15464585e+00   7.24230257e+00   
710     4.33859864e-08   5.00000000e+00   1.15482526e+00   7.24689592e+00   
711     4.34133876e-08   5.00000000e+00   1.15520612e+00   7.25613146e+00   
712     4.34681900e-08   5.00000000e+00   1.15627071e+00   7.27447440e+00   
