Index        TIME             V(2)
0       0.00000000e+00   5.01000000e-11   
1       5.00000000e-13   5.01000000e-11   
2       1.50000000e-12   5.01000000e-11   
3       3.50000000e-12   5.01000000e-11   
4       7.50000000e-12   5.01000000e-11   
5       1.55000000e-11   5.01000000e-11   
6       2.55000000e-11   5.01000000e-11   
7       3.55000000e-11   5.01000000e-11   
8       4.55000000e-11   5.01000000e-11   
9       5.55000000e-11   5.01000000e-11   
10      6.55000000e-11   5.01000000e-11   
11      7.55000000e-11   5.01000000e-11   
12      8.55000000e-11   5.01000000e-11   
13      9.55000000e-11   5.01000000e-11   
14      1.00000000e-10   5.01000000e-11   
15      1.00454903e-10   2.11987403e-02   
16      1.00842873e-10   3.92787868e-02   
17      1.01618815e-10   7.54398919e-02   
18      1.03170699e-10   1.47766147e-01   
19      1.06274466e-10   2.92434806e-01   
20      1.12482000e-10   5.81836487e-01   
21      1.24897067e-10   1.16089542e+00   
22      1.49727203e-10   2.32002080e+00   
23      1.99387474e-10   4.64218632e+00   
24      2.00000000e-10   4.67086041e+00   
25      2.01225052e-10   4.67112168e+00   
26      2.03675155e-10   4.67164324e+00   
27      2.08575361e-10   4.67268250e+00   
28      2.18375773e-10   4.67474572e+00   
29      2.37976598e-10   4.67881168e+00   
30      2.77178248e-10   4.68670789e+00   
31      3.55581548e-10   4.70160446e+00   
32      4.55581548e-10   4.71900637e+00   
33      5.55581548e-10   4.73479331e+00   
34      6.55581548e-10   4.74913500e+00   
35      7.55581548e-10   4.76218226e+00   
36      8.55581548e-10   4.77406918e+00   
37      9.55581548e-10   4.78491505e+00   
38      1.05558155e-09   4.79482605e+00   
39      1.08058155e-09   4.79716912e+00   
40      1.10078700e-09   4.79902543e+00   
41      1.11088972e-09   4.79994129e+00   
42      1.11864334e-09   4.80063871e+00   
43      1.12329298e-09   4.80105466e+00   
44      1.12641255e-09   4.80133279e+00   
45      1.12684853e-09   4.80137160e+00   
46      1.12728451e-09   4.80141040e+00   
47      1.12772049e-09   4.80144918e+00   
48      1.12859244e-09   4.80152669e+00   
49      1.13033636e-09   4.80168155e+00   
50      1.13382418e-09   4.80199055e+00   
51      1.14079983e-09   4.80260574e+00   
52      1.15475113e-09   4.80382494e+00   
53      1.18265372e-09   4.80621940e+00   
54      1.20000000e-09   4.80767905e+00   
55      1.20069756e-09   4.77523015e+00   
56      1.20124527e-09   4.74975160e+00   
57      1.20234068e-09   4.69879240e+00   
58      1.20453149e-09   4.59686570e+00   
59      1.20891313e-09   4.39297914e+00   
60      1.21767639e-09   3.98507403e+00   
61      1.22266939e-09   3.75258620e+00   
62      1.22602170e-09   3.59646133e+00   
63      1.22658027e-09   3.57044497e+00   
64      1.22769741e-09   3.51841013e+00   
65      1.22870284e-09   3.47157638e+00   
66      1.22970827e-09   3.42474035e+00   
67      1.23171912e-09   3.33106148e+00   
68      1.23574083e-09   3.14367656e+00   
69      1.23976254e-09   2.95625552e+00   
70      1.24378424e-09   2.76879850e+00   
71      1.25182766e-09   2.39377711e+00   
72      1.25987108e-09   2.01861356e+00   
73      1.26791449e-09   1.64330900e+00   
74      1.27595791e-09   1.26786456e+00   
75      1.28400133e-09   8.92281375e-01   
76      1.29204474e-09   5.16560556e-01   
77      1.30000000e-09   1.44823415e-01   
78      1.30160868e-09   1.44603661e-01   
79      1.30322736e-09   1.44382932e-01   
80      1.30646472e-09   1.43942649e-01   
81      1.30937834e-09   1.43547729e-01   
82      1.31200060e-09   1.43193379e-01   
83      1.31462286e-09   1.42840046e-01   
84      1.31986738e-09   1.42136421e-01   
85      1.33035642e-09   1.40741244e-01   
86      1.35133449e-09   1.37998500e-01   
87      1.39329064e-09   1.32698092e-01   
88      1.42911697e-09   1.28359983e-01   
89      1.46136067e-09   1.24597467e-01   
90      1.49360436e-09   1.20964128e-01   
91      1.52262369e-09   1.17800625e-01   
92      1.54857068e-09   1.15054644e-01   
93      1.57451767e-09   1.12384236e-01   
94      1.62641164e-09   1.07261282e-01   
95      1.67252945e-09   1.02940903e-01   
96      1.71403547e-09   9.92297276e-02   
97      1.75139089e-09   9.60264393e-02   
98      1.78501078e-09   9.32495840e-02   
99      1.81526867e-09   9.08330906e-02   
100     1.84250077e-09   8.87229227e-02   
101     1.86973288e-09   8.66720795e-02   
102     1.92419708e-09   8.27411933e-02   
103     1.97321487e-09   7.93886473e-02   
104     2.01733088e-09   7.65132440e-02   
105     2.05703529e-09   7.40346815e-02   
106     2.09673969e-09   7.16549602e-02   
107     2.13644410e-09   6.93697531e-02   
108     2.14854551e-09   6.86914040e-02   
109     2.17274833e-09   9.71475668e-02   
110     2.19695116e-09   1.31795100e-01   
111     2.22115398e-09   1.66264140e-01   
112     2.22417933e-09   1.70519082e-01   
113     2.22703148e-09   1.74527916e-01   
114     2.22814313e-09   1.76095748e-01   
115     2.22914362e-09   1.77506700e-01   
116     2.23014411e-09   1.78917562e-01   
117     2.23214509e-09   1.81739010e-01   
118     2.23614705e-09   1.87380802e-01   
119     2.24415097e-09   1.98659918e-01   
120     2.26015881e-09   2.10279622e-01   
121     2.27616664e-09   2.09281704e-01   
122     2.29217448e-09   2.08580094e-01   
123     2.30818232e-09   2.07554285e-01   
124     2.31618623e-09   2.06922671e-01   
125     2.32172428e-09   2.06487838e-01   
126     2.32536488e-09   2.06202963e-01   
127     2.32597706e-09   2.06155135e-01   
128     2.32720142e-09   2.06059547e-01   
129     2.32830334e-09   2.05973593e-01   
130     2.33050718e-09   2.06015874e-01   
131     2.33245511e-09   2.06797130e-01   
132     2.33635096e-09   2.06725579e-01   
133     2.34024681e-09   2.06424838e-01   
134     2.34803852e-09   2.05825900e-01   
135     2.35583022e-09   2.05230348e-01   
136     2.37141363e-09   2.04049420e-01   
137     2.38699704e-09   2.03063353e-01   
138     2.41816386e-09   2.02173032e-01   
139     2.44933068e-09   2.00125911e-01   
140     2.48049750e-09   1.97851080e-01   
141     2.54283114e-09   1.95328622e-01   
142     2.64283114e-09   1.89914139e-01   
143     2.74283114e-09   1.85889308e-01   
144     2.84283114e-09   1.81703711e-01   
145     2.94283114e-09   1.77567869e-01   
146     3.04283114e-09   1.74227143e-01   
147     3.14283114e-09   1.70184508e-01   
148     3.16939000e-09   1.69245079e-01   
149     3.17306938e-09   1.69120087e-01   
150     3.18042814e-09   1.68871213e-01   
151     3.18778690e-09   1.68624676e-01   
152     3.19514566e-09   1.68380340e-01   
153     3.20250442e-09   1.68125329e-01   
154     3.21722194e-09   1.67561726e-01   
155     3.23032219e-09   1.67012492e-01   
156     3.24342244e-09   1.66413602e-01   
157     3.25652269e-09   1.60953001e-01   
158     3.26962293e-09   1.41218429e-01   
159     3.28272318e-09   1.21433491e-01   
160     3.29582343e-09   1.01706853e-01   
161     3.30892367e-09   8.20126427e-02   
162     3.32622631e-09   5.60374348e-02   
163     3.34352895e-09   3.01071747e-02   
164     3.36083159e-09   1.63519165e-02   
165     3.37813423e-09   1.60664383e-02   
166     3.39543687e-09   1.58622545e-02   
167     3.41273951e-09   1.54232861e-02   
168     3.44734479e-09   1.52182130e-02   
169     3.48195006e-09   1.47437051e-02   
170     3.51655534e-09   1.43241822e-02   
171     3.55116062e-09   1.39248099e-02   
172     3.58576590e-09   1.35385481e-02   
173     3.62037117e-09   1.31534409e-02   
174     3.65151592e-09   1.28120834e-02   
175     3.68266067e-09   1.24697873e-02   
176     3.71380542e-09   1.21195352e-02   
177     3.74495017e-09   1.17669779e-02   
178     3.80723967e-09   1.11343300e-02   
179     3.86952917e-09   1.06334733e-02   
180     3.96952917e-09   9.88916946e-03   
181     4.06952917e-09   9.15137728e-03   
182     4.16952917e-09   8.36602614e-03   
183     4.26952917e-09   -1.18627674e-02  
184     4.30302946e-09   -2.18419555e-02  
185     4.33652974e-09   -2.39405408e-02  
186     4.34042145e-09   -2.39991494e-02  
187     4.34431317e-09   -2.40789630e-02  
188     4.35209660e-09   -2.43020022e-02  
189     4.35988003e-09   -2.44457154e-02  
190     4.37544689e-09   -2.47348892e-02  
191     4.39101375e-09   -2.52408502e-02  
192     4.40463495e-09   -2.54364213e-02  
193     4.41825615e-09   -2.56453747e-02  
194     4.43187735e-09   -2.58660225e-02  
195     4.45911975e-09   -2.65736057e-02  
196     4.51360455e-09   -2.77743347e-02  
197     4.61360455e-09   -2.91238174e-02  
198     4.71360455e-09   -2.68851603e-02  
199     4.81360455e-09   -2.38627542e-02  
200     4.91360455e-09   -1.97422800e-02  
201     5.01360455e-09   -1.63496536e-02  
202     5.11360455e-09   -1.30648878e-02  
203     5.21360455e-09   -1.07183584e-02  
204     5.22801291e-09   -1.04003213e-02  
205     5.24242126e-09   -1.00774539e-02  
206     5.27123797e-09   -9.41700422e-03  
207     5.32887139e-09   -1.38376052e-02  
208     5.36285909e-09   -1.84914351e-02  
209     5.36862243e-09   -1.75248139e-02  
210     5.38014912e-09   -1.42491022e-02  
211     5.39167580e-09   -1.09423654e-02  
212     5.41472917e-09   -6.59979007e-03  
213     5.46083590e-09   -6.54012872e-03  
214     5.50694264e-09   -6.42051172e-03  
215     5.59915611e-09   -6.24669695e-03  
216     5.69136958e-09   -6.01647937e-03  
217     5.78358306e-09   -5.79111071e-03  
218     5.87579653e-09   -5.58457554e-03  
219     5.97579653e-09   -5.42953907e-03  
220     6.07579653e-09   -5.24242065e-03  
221     6.17579653e-09   -4.94709424e-03  
222     6.27579653e-09   -3.18041074e-03  
223     6.37579653e-09   1.92195563e-03   
224     6.38918844e-09   2.02871585e-03   
225     6.39818844e-09   2.09753062e-03   
226     6.40718844e-09   2.19203896e-03   
227     6.41618844e-09   2.26775857e-03   
228     6.43418844e-09   2.42509930e-03   
229     6.45218844e-09   2.58572634e-03   
230     6.47018844e-09   2.73721328e-03   
231     6.50618844e-09   3.05147386e-03   
232     6.54218844e-09   3.40086363e-03   
233     6.57818844e-09   3.70602371e-03   
234     6.65018844e-09   4.19207805e-03   
235     6.75018844e-09   4.39992922e-03   
236     6.85018844e-09   4.08315005e-03   
237     6.95018844e-09   3.63766525e-03   
238     7.05018844e-09   3.08591201e-03   
239     7.15018844e-09   2.64049070e-03   
240     7.25018844e-09   2.22163766e-03   
241     7.35018844e-09   2.53936657e-03   
242     7.41551779e-09   3.95052619e-03   
243     7.42551779e-09   3.57711402e-03   
244     7.44551779e-09   2.42087285e-03   
245     7.48551779e-09   1.35204252e-03   
246     7.56551779e-09   1.66596624e-03   
247     7.66551779e-09   1.66324635e-03   
248     7.76551779e-09   1.66713696e-03   
249     7.86551779e-09   1.66063076e-03   
250     7.96551779e-09   1.66136447e-03   
251     8.06551779e-09   1.66784765e-03   
252     8.16551779e-09   1.65986201e-03   
253     8.26551779e-09   1.53943215e-03   
254     8.36551779e-09   9.76541476e-04   
255     8.46551779e-09   1.53101938e-04   
256     8.56551779e-09   -8.78826085e-05  
257     8.66551779e-09   -3.20313819e-04  
258     8.76551779e-09   -4.80124904e-04  
259     8.86551779e-09   -5.26802288e-04  
260     8.96551779e-09   -5.02177321e-04  
261     9.06551779e-09   -4.49537899e-04  
262     9.16551779e-09   -3.93012103e-04  
263     9.26551779e-09   -3.43621910e-04  
264     9.36551779e-09   -3.73511277e-04  
265     9.46551779e-09   -4.84835262e-04  
266     9.56551779e-09   -3.31060710e-04  
267     9.66551779e-09   -2.60005301e-04  
268     9.76551779e-09   -3.50940469e-04  
269     9.86551779e-09   -3.56411988e-04  
270     9.96551779e-09   -3.74802077e-04  
271     1.00000000e-08   -3.80758586e-04  
End of Xyce(TM) Simulation
