Index        TIME             V(1)             V(2)             V(5)
0       0.00000e+00      5.00000e+00      3.84615e+00      5.00000e+00      
1       1.00000e-13      5.00030e+00      3.84615e+00      5.00000e+00      
2       3.00000e-13      5.00090e+00      3.84615e+00      5.00000e+00      
3       7.00000e-13      5.00210e+00      3.84615e+00      5.00000e+00      
4       1.50000e-12      5.00450e+00      3.84615e+00      5.00000e+00      
5       3.10000e-12      5.00930e+00      3.84615e+00      5.00000e+00      
6       6.30000e-12      5.01890e+00      3.84615e+00      5.00000e+00      
7       1.27000e-11      5.03810e+00      3.84615e+00      5.00000e+00      
8       2.55000e-11      5.07650e+00      3.84615e+00      5.00000e+00      
9       5.11000e-11      5.15330e+00      3.84615e+00      5.00000e+00      
10      1.02300e-10      5.30690e+00      3.84615e+00      5.00000e+00      
11      2.04700e-10      5.61410e+00      3.84615e+00      5.00000e+00      
12      4.09500e-10      6.22850e+00      3.84615e+00      5.00000e+00      
13      8.19100e-10      7.45730e+00      3.84615e+00      5.00000e+00      
14      1.00000e-09      8.00000e+00      3.84615e+00      5.00000e+00      
15      1.08192e-09      8.00000e+00      3.84615e+00      5.00000e+00      
16      1.24576e-09      8.00000e+00      3.84615e+00      5.00000e+00      
17      1.57344e-09      8.00000e+00      3.84615e+00      5.00000e+00      
18      2.22880e-09      8.00000e+00      3.84615e+00      5.00000e+00      
19      2.29175e-09      8.00000e+00      4.00600e+00      5.00000e+00      
20      2.34841e-09      8.00000e+00      4.16952e+00      5.00000e+00      
21      2.40507e-09      8.00000e+00      4.33403e+00      5.00000e+00      
22      2.51839e-09      8.00000e+00      4.66580e+00      5.00000e+00      
23      2.74502e-09      8.00000e+00      5.34037e+00      5.00000e+00      
24      3.19830e-09      8.00000e+00      6.73197e+00      5.00000e+00      
25      3.23607e-09      8.00000e+00      6.82661e+00      5.00000e+00      
26      3.28140e-09      8.00000e+00      6.82338e+00      5.00000e+00      
27      3.37205e-09      8.00000e+00      6.81668e+00      5.00000e+00      
28      3.55336e-09      8.00000e+00      6.80239e+00      5.00000e+00      
29      3.91597e-09      8.00000e+00      6.77030e+00      5.00000e+00      
30      4.64121e-09      8.00000e+00      6.70684e+00      5.00000e+00      
31      5.36644e-09      8.00000e+00      6.66446e+00      5.00000e+00      
32      5.47214e-09      8.00000e+00      6.65615e+00      5.00000e+00      
33      5.54466e-09      8.00000e+00      6.66822e+00      5.00000e+00      
34      5.61718e-09      8.00000e+00      6.66343e+00      5.00000e+00      
35      5.68971e-09      8.00000e+00      6.65780e+00      5.00000e+00      
36      5.83475e-09      8.00000e+00      6.64625e+00      5.00000e+00      
37      6.12485e-09      8.00000e+00      6.62212e+00      5.00000e+00      
38      6.70503e-09      8.00000e+00      6.51994e+00      5.00000e+00      
39      7.22720e-09      8.00000e+00      6.34360e+00      5.00000e+00      
40      7.70820e-09      8.00000e+00      6.11532e+00      5.00000e+00      
41      7.71546e-09      8.00000e+00      6.11178e+00      5.00000e+00      
42      7.72996e-09      8.00000e+00      6.10469e+00      5.00000e+00      
43      7.75897e-09      8.00000e+00      6.09047e+00      5.00000e+00      
44      7.78073e-09      8.00000e+00      6.07977e+00      5.00000e+00      
45      7.78653e-09      8.00000e+00      6.07690e+00      5.00000e+00      
46      7.79813e-09      8.00000e+00      6.07118e+00      5.00000e+00      
47      7.82134e-09      8.00000e+00      6.05973e+00      5.00000e+00      
48      7.85325e-09      8.00000e+00      6.04392e+00      5.00000e+00      
49      7.85789e-09      8.00000e+00      6.04160e+00      5.00000e+00      
50      7.86717e-09      8.00000e+00      6.03699e+00      5.00000e+00      
51      7.88574e-09      8.00000e+00      6.02775e+00      5.00000e+00      
52      7.92287e-09      8.00000e+00      6.00923e+00      5.00000e+00      
53      7.92577e-09      8.00000e+00      6.01114e+00      5.00000e+00      
54      7.93158e-09      8.00000e+00      6.01131e+00      5.00000e+00      
55      7.94318e-09      8.00000e+00      6.01153e+00      5.00000e+00      
56      7.96639e-09      8.00000e+00      6.01196e+00      5.00000e+00      
57      8.01280e-09      8.00000e+00      6.01285e+00      5.00000e+00      
58      8.10563e-09      8.00000e+00      6.01390e+00      5.00000e+00      
59      8.29129e-09      8.00000e+00      6.01626e+00      5.00000e+00      
60      8.66261e-09      8.00000e+00      6.02927e+00      5.00000e+00      
61      9.00000e-09      8.00000e+00      6.04322e+00      5.00000e+00      
62      9.01618e-09      7.95146e+00      6.04380e+00      5.00000e+00      
63      9.02989e-09      7.91033e+00      6.04415e+00      5.00000e+00      
64      9.05731e-09      7.82808e+00      6.04484e+00      5.00000e+00      
65      9.11214e-09      7.66358e+00      6.04625e+00      5.00000e+00      
66      9.22181e-09      7.33457e+00      6.04916e+00      5.00000e+00      
67      9.44114e-09      6.67657e+00      6.05531e+00      5.00000e+00      
68      9.87982e-09      5.36055e+00      6.06582e+00      5.00000e+00      
69      1.00000e-08      5.00000e+00      6.06677e+00      5.00000e+00      
70      1.00159e-08      5.00000e+00      6.06682e+00      5.00000e+00      
71      1.00477e-08      5.00000e+00      6.06709e+00      5.00000e+00      
72      1.01113e-08      5.00000e+00      6.06766e+00      5.00000e+00      
73      1.01589e-08      5.00000e+00      6.06811e+00      5.00000e+00      
74      1.01592e-08      5.00000e+00      6.06811e+00      5.00000e+00      
75      1.01598e-08      5.00000e+00      6.06812e+00      5.00000e+00      
76      1.01610e-08      5.00000e+00      6.06813e+00      5.00000e+00      
77      1.01618e-08      5.00000e+00      6.06814e+00      5.00000e+00      
78      1.01621e-08      5.00000e+00      6.06814e+00      5.00000e+00      
79      1.01625e-08      5.00000e+00      6.06814e+00      5.00000e+00      
80      1.01635e-08      5.00000e+00      6.06815e+00      5.00000e+00      
81      1.01653e-08      5.00000e+00      6.06817e+00      5.00000e+00      
82      1.01676e-08      5.00000e+00      6.06819e+00      5.00000e+00      
83      1.01680e-08      5.00000e+00      6.06819e+00      5.00000e+00      
84      1.01688e-08      5.00000e+00      6.06820e+00      5.00000e+00      
85      1.01702e-08      5.00000e+00      6.06822e+00      5.00000e+00      
86      1.01732e-08      5.00000e+00      6.06824e+00      5.00000e+00      
87      1.01792e-08      5.00000e+00      6.06830e+00      5.00000e+00      
88      1.01792e-08      5.00000e+00      6.06830e+00      5.00000e+00      
89      1.01794e-08      5.00000e+00      6.06830e+00      5.00000e+00      
90      1.01798e-08      5.00000e+00      6.06831e+00      5.00000e+00      
91      1.01805e-08      5.00000e+00      6.06831e+00      5.00000e+00      
92      1.01820e-08      5.00000e+00      6.06833e+00      5.00000e+00      
93      1.01850e-08      5.00000e+00      6.06836e+00      5.00000e+00      
94      1.01909e-08      5.00000e+00      6.06841e+00      5.00000e+00      
95      1.02025e-08      5.00000e+00      6.07936e+00      5.00000e+00      
96      1.02036e-08      5.00000e+00      6.07949e+00      5.00000e+00      
97      1.02060e-08      5.00000e+00      6.07955e+00      5.00000e+00      
98      1.02108e-08      5.00000e+00      6.07967e+00      5.00000e+00      
99      1.02203e-08      5.00000e+00      6.07992e+00      5.00000e+00      
100     1.02393e-08      5.00000e+00      6.08040e+00      5.00000e+00      
101     1.02773e-08      5.00000e+00      6.08139e+00      5.00000e+00      
102     1.03534e-08      5.00000e+00      6.08339e+00      5.00000e+00      
103     1.05055e-08      5.00000e+00      6.08753e+00      5.00000e+00      
104     1.08096e-08      5.00000e+00      6.09634e+00      5.00000e+00      
105     1.12361e-08      5.00000e+00      6.12182e+00      5.00000e+00      
106     1.12548e-08      5.00000e+00      6.06962e+00      5.00000e+00      
107     1.12701e-08      5.00000e+00      6.02694e+00      5.00000e+00      
108     1.13005e-08      5.00000e+00      5.94148e+00      5.00000e+00      
109     1.13614e-08      5.00000e+00      5.77019e+00      5.00000e+00      
110     1.14832e-08      5.00000e+00      5.42610e+00      5.00000e+00      
111     1.17267e-08      5.00000e+00      4.73184e+00      5.00000e+00      
112     1.22139e-08      5.00000e+00      3.31881e+00      5.00000e+00      
113     1.22361e-08      5.00000e+00      3.22765e+00      5.00000e+00      
114     1.22805e-08      5.00000e+00      3.23068e+00      5.00000e+00      
115     1.23693e-08      5.00000e+00      3.23694e+00      5.00000e+00      
116     1.25469e-08      5.00000e+00      3.25036e+00      5.00000e+00      
117     1.29022e-08      5.00000e+00      3.28063e+00      5.00000e+00      
118     1.34721e-08      5.00000e+00      3.33058e+00      5.00000e+00      
119     1.35432e-08      5.00000e+00      3.33434e+00      5.00000e+00      
120     1.36142e-08      5.00000e+00      3.33809e+00      5.00000e+00      
121     1.37563e-08      5.00000e+00      3.34596e+00      5.00000e+00      
122     1.40405e-08      5.00000e+00      3.35528e+00      5.00000e+00      
123     1.43247e-08      5.00000e+00      3.37032e+00      5.00000e+00      
124     1.44721e-08      5.00000e+00      3.37432e+00      5.00000e+00      
125     1.45006e-08      5.00000e+00      3.37532e+00      5.00000e+00      
126     1.45574e-08      5.00000e+00      3.37759e+00      5.00000e+00      
127     1.46711e-08      5.00000e+00      3.38230e+00      5.00000e+00      
128     1.48984e-08      5.00000e+00      3.39244e+00      5.00000e+00      
129     1.53532e-08      5.00000e+00      3.41537e+00      5.00000e+00      
130     1.56676e-08      5.00000e+00      3.43326e+00      5.00000e+00      
131     1.57144e-08      5.00000e+00      3.42871e+00      5.00000e+00      
132     1.57611e-08      5.00000e+00      3.45160e+00      5.00000e+00      
133     1.58079e-08      5.00000e+00      3.47502e+00      5.00000e+00      
134     1.58546e-08      5.00000e+00      3.49859e+00      5.00000e+00      
135     1.59481e-08      5.00000e+00      3.54619e+00      5.00000e+00      
136     1.61352e-08      5.00000e+00      3.64325e+00      5.00000e+00      
137     1.65092e-08      5.00000e+00      3.84459e+00      5.00000e+00      
138     1.67082e-08      5.00000e+00      3.95568e+00      5.00000e+00      
139     1.67110e-08      5.00000e+00      3.95754e+00      5.00000e+00      
140     1.67167e-08      5.00000e+00      3.96077e+00      5.00000e+00      
141     1.67281e-08      5.00000e+00      3.96719e+00      5.00000e+00      
142     1.67366e-08      5.00000e+00      3.97203e+00      5.00000e+00      
143     1.67389e-08      5.00000e+00      3.97333e+00      5.00000e+00      
144     1.67434e-08      5.00000e+00      3.97591e+00      5.00000e+00      
145     1.67525e-08      5.00000e+00      3.98107e+00      5.00000e+00      
146     1.67707e-08      5.00000e+00      3.99140e+00      5.00000e+00      
147     1.67935e-08      5.00000e+00      4.00435e+00      5.00000e+00      
148     1.67971e-08      5.00000e+00      4.01022e+00      5.00000e+00      
149     1.68007e-08      5.00000e+00      4.01032e+00      5.00000e+00      
150     1.68044e-08      5.00000e+00      4.01012e+00      5.00000e+00      
151     1.68117e-08      5.00000e+00      4.00979e+00      5.00000e+00      
152     1.68262e-08      5.00000e+00      4.00914e+00      5.00000e+00      
153     1.68553e-08      5.00000e+00      4.00784e+00      5.00000e+00      
154     1.69135e-08      5.00000e+00      4.00609e+00      5.00000e+00      
155     1.70299e-08      5.00000e+00      4.00247e+00      5.00000e+00      
156     1.72627e-08      5.00000e+00      3.99482e+00      5.00000e+00      
157     1.77284e-08      5.00000e+00      3.97789e+00      5.00000e+00      
158     1.79037e-08      5.00000e+00      3.97095e+00      5.00000e+00      
159     1.79968e-08      5.00000e+00      3.97198e+00      5.00000e+00      
160     1.81830e-08      5.00000e+00      3.96826e+00      5.00000e+00      
161     1.83693e-08      5.00000e+00      3.96420e+00      5.00000e+00      
162     1.87418e-08      5.00000e+00      3.95527e+00      5.00000e+00      
163     1.90368e-08      5.00000e+00      3.94763e+00      5.00000e+00      
164     1.90372e-08      5.00000e+00      3.94768e+00      5.00000e+00      
165     1.90379e-08      5.00000e+00      3.94766e+00      5.00000e+00      
166     1.90394e-08      5.00000e+00      3.94763e+00      5.00000e+00      
167     1.90404e-08      5.00000e+00      3.94760e+00      5.00000e+00      
168     1.90407e-08      5.00000e+00      3.94759e+00      5.00000e+00      
169     1.90413e-08      5.00000e+00      3.94757e+00      5.00000e+00      
170     1.90425e-08      5.00000e+00      3.94754e+00      5.00000e+00      
171     1.90448e-08      5.00000e+00      3.94748e+00      5.00000e+00      
172     1.90477e-08      5.00000e+00      3.94740e+00      5.00000e+00      
173     1.90482e-08      5.00000e+00      3.94739e+00      5.00000e+00      
174     1.90491e-08      5.00000e+00      3.94736e+00      5.00000e+00      
175     1.90510e-08      5.00000e+00      3.94731e+00      5.00000e+00      
176     1.90547e-08      5.00000e+00      3.94721e+00      5.00000e+00      
177     1.90622e-08      5.00000e+00      3.94700e+00      5.00000e+00      
178     1.90623e-08      5.00000e+00      3.95255e+00      5.00000e+00      
179     1.90625e-08      5.00000e+00      3.95309e+00      5.00000e+00      
180     1.90630e-08      5.00000e+00      3.95312e+00      5.00000e+00      
181     1.90639e-08      5.00000e+00      3.95307e+00      5.00000e+00      
182     1.90658e-08      5.00000e+00      3.95297e+00      5.00000e+00      
183     1.90695e-08      5.00000e+00      3.95277e+00      5.00000e+00      
184     1.90769e-08      5.00000e+00      3.95236e+00      5.00000e+00      
185     1.90918e-08      5.00000e+00      3.95155e+00      5.00000e+00      
186     1.91216e-08      5.00000e+00      3.94994e+00      5.00000e+00      
187     1.91812e-08      5.00000e+00      3.94680e+00      5.00000e+00      
188     1.93004e-08      5.00000e+00      3.94078e+00      5.00000e+00      
189     1.95388e-08      5.00000e+00      3.92973e+00      5.00000e+00      
190     2.00000e-08      5.00000e+00      3.91168e+00      5.00000e+00      
191     2.00078e-08      5.02354e+00      3.91131e+00      5.00000e+00      
192     2.00148e-08      5.04434e+00      3.91098e+00      5.00000e+00      
193     2.00286e-08      5.08594e+00      3.91032e+00      5.00000e+00      
194     2.00564e-08      5.16914e+00      3.90900e+00      5.00000e+00      
195     2.01118e-08      5.33553e+00      3.90633e+00      5.00000e+00      
196     2.01397e-08      5.41920e+00      3.90498e+00      5.00000e+00      
197     2.01470e-08      5.44104e+00      3.90463e+00      5.00000e+00      
198     2.01536e-08      5.46069e+00      3.90431e+00      5.00000e+00      
199     2.01667e-08      5.49999e+00      3.90367e+00      5.00000e+00      
200     2.01929e-08      5.57860e+00      3.90240e+00      5.00000e+00      
201     2.02453e-08      5.73582e+00      3.89983e+00      5.00000e+00      
202     2.03501e-08      6.05025e+00      3.89463e+00      5.00000e+00      
203     2.05597e-08      6.67911e+00      3.88402e+00      5.00000e+00      
204     2.09789e-08      7.93683e+00      3.86192e+00      5.00000e+00      
205     2.10000e-08      8.00000e+00      3.86074e+00      5.00000e+00      
206     2.10273e-08      8.00000e+00      3.85926e+00      5.00000e+00      
207     2.10819e-08      8.00000e+00      3.85628e+00      5.00000e+00      
208     2.11910e-08      8.00000e+00      3.85027e+00      5.00000e+00      
209     2.12729e-08      8.00000e+00      3.84572e+00      5.00000e+00      
210     2.12754e-08      8.00000e+00      3.84558e+00      5.00000e+00      
211     2.12805e-08      8.00000e+00      3.84529e+00      5.00000e+00      
212     2.12906e-08      8.00000e+00      3.84472e+00      5.00000e+00      
213     2.12982e-08      8.00000e+00      3.84430e+00      5.00000e+00      
214     2.12982e-08      8.00000e+00      3.84430e+00      5.00000e+00      
215     2.12983e-08      8.00000e+00      3.84430e+00      5.00000e+00      
216     2.12983e-08      8.00000e+00      3.84429e+00      5.00000e+00      
217     2.12983e-08      8.00000e+00      3.84429e+00      5.00000e+00      
218     2.12983e-08      8.00000e+00      3.84429e+00      5.00000e+00      
219     2.12984e-08      8.00000e+00      3.84429e+00      5.00000e+00      
220     2.12984e-08      8.00000e+00      3.84429e+00      5.00000e+00      
221     2.12985e-08      8.00000e+00      3.84428e+00      5.00000e+00      
222     2.12986e-08      8.00000e+00      3.84428e+00      5.00000e+00      
223     2.12986e-08      8.00000e+00      3.84428e+00      5.00000e+00      
224     2.12986e-08      8.00000e+00      3.84428e+00      5.00000e+00      
225     2.12987e-08      8.00000e+00      3.84427e+00      5.00000e+00      
226     2.12988e-08      8.00000e+00      3.84427e+00      5.00000e+00      
