Index        TIME          {1.0+V(5)}
713     2.64696692e-08   1.10264154e+00   
714     2.65696692e-08   1.10070886e+00   
715     2.66096133e-08   1.09941096e+00   
716     2.66141289e-08   1.09940438e+00   
717     2.66231601e-08   1.09944426e+00   
718     2.66412224e-08   1.09986200e+00   
719     2.66547691e-08   1.10043841e+00   
720     2.66583816e-08   1.10068211e+00   
721     2.66656065e-08   1.10125649e+00   
722     2.66800564e-08   1.10271910e+00   
723     2.67089561e-08   1.10649457e+00   
724     2.67667556e-08   1.11502744e+00   
725     2.68015764e-08   1.12058119e+00   
726     2.68115764e-08   1.12218986e+00   
727     2.68315764e-08   1.12542321e+00   
728     2.68715764e-08   1.13173112e+00   
729     2.69515764e-08   1.14265207e+00   
730     2.69747133e-08   1.14757883e+00   
731     2.69847133e-08   1.14981308e+00   
732     2.70047133e-08   1.15424210e+00   
733     2.70447133e-08   1.16363859e+00   
734     2.71247133e-08   1.16615398e+00   
735     2.72047133e-08   1.13651870e+00   
736     2.72847133e-08   1.05866710e+00   
737     2.73647133e-08   9.94177221e-01   
738     2.74447133e-08   9.54564709e-01   
739     2.74569492e-08   9.49373250e-01   
740     2.74602356e-08   9.47888155e-01   
741     2.74668085e-08   9.44988078e-01   
742     2.74799541e-08   9.39221586e-01   
743     2.74898133e-08   9.34968236e-01   
744     2.74924424e-08   9.33851776e-01   
745     2.74977007e-08   9.31634591e-01   
746     2.75082171e-08   9.27262689e-01   
747     2.75292501e-08   9.18475109e-01   
748     2.75713161e-08   8.99385861e-01   
749     2.76554480e-08   8.56372732e-01   
750     2.77298133e-08   8.08973062e-01   
751     2.77382265e-08   8.02792694e-01   
752     2.77466397e-08   7.96486504e-01   
753     2.77634661e-08   7.83761448e-01   
754     2.77971188e-08   7.58434877e-01   
755     2.78644244e-08   7.19762408e-01   
756     2.79317300e-08   6.95199232e-01   
757     2.79990355e-08   7.05119830e-01   
758     2.80663411e-08   7.22745718e-01   
759     2.80949133e-08   7.25260334e-01   
760     2.81049133e-08   7.25534226e-01   
761     2.81149133e-08   7.25473068e-01   
762     2.81349133e-08   7.24334549e-01   
763     2.81749133e-08   7.20355068e-01   
764     2.82549133e-08   7.06110191e-01   
765     2.83113806e-08   6.94429090e-01   
766     2.83193806e-08   6.92687584e-01   
767     2.83273806e-08   6.90943107e-01   
768     2.83433806e-08   6.87702571e-01   
769     2.83753806e-08   6.81680425e-01   
770     2.84314410e-08   6.72883363e-01   
771     2.84378410e-08   6.72124580e-01   
772     2.84442410e-08   6.71412942e-01   
773     2.84570410e-08   6.70131112e-01   
774     2.84826410e-08   6.68096023e-01   
775     2.85338410e-08   6.65901299e-01   
776     2.86338410e-08   6.67680978e-01   
777     2.86764806e-08   6.70380431e-01   
778     2.86864806e-08   6.70976302e-01   
779     2.86964806e-08   6.71519349e-01   
780     2.87164806e-08   6.72636088e-01   
781     2.87564806e-08   6.77128348e-01   
782     2.88364806e-08   6.94099396e-01   
783     2.89164806e-08   7.18109664e-01   
784     2.89964806e-08   7.44120188e-01   
785     2.90764806e-08   7.71557907e-01   
786     2.91564806e-08   8.01476726e-01   
787     2.92564806e-08   8.43061556e-01   
