Index        TIME             V(1)             V(2)             V(3)             V(4)
280     1.98119591e-04   -5.08807367e-01  -2.54403683e-01  -5.08807367e-01  -2.54403683e-01  
281     1.98826113e-04   -5.39053130e-01  -2.69526565e-01  -5.39053130e-01  -2.69526565e-01  
282     1.99532635e-04   -5.68619100e-01  -2.84309550e-01  -5.68619100e-01  -2.84309550e-01  
283     2.00239156e-04   -5.97467991e-01  -2.98733995e-01  -5.97467991e-01  -2.98733995e-01  
284     2.00945678e-04   -6.25563423e-01  -3.12781711e-01  -6.25563423e-01  -3.12781711e-01  
285     2.01652200e-04   -6.52869964e-01  -3.26434982e-01  -6.52869964e-01  -3.26434982e-01  
286     2.02358722e-04   -6.79353180e-01  -3.39676590e-01  -6.79353180e-01  -3.39676590e-01  
287     2.03065244e-04   -7.04979672e-01  -3.52489836e-01  -7.04979672e-01  -3.52489836e-01  
288     2.03771765e-04   -7.29717122e-01  -3.64858561e-01  -7.29717122e-01  -3.64858561e-01  
289     2.04478287e-04   -7.53534335e-01  -3.76767168e-01  -7.53534335e-01  -3.76767168e-01  
290     2.05184809e-04   -7.76401276e-01  -3.88200638e-01  -7.76401276e-01  -3.88200638e-01  
291     2.05891331e-04   -7.98289107e-01  -3.99144553e-01  -7.98289107e-01  -3.99144553e-01  
292     2.06597853e-04   -8.19170225e-01  -4.09585112e-01  -8.19170225e-01  -4.09585112e-01  
293     2.07304375e-04   -8.39018298e-01  -4.19509149e-01  -8.39018298e-01  -4.19509149e-01  
294     2.08010896e-04   -8.57808295e-01  -4.28904147e-01  -8.57808295e-01  -4.28904147e-01  
295     2.08717418e-04   -8.75516521e-01  -4.37758260e-01  -8.75516521e-01  -4.37758260e-01  
296     2.09423940e-04   -8.92120644e-01  -4.46060322e-01  -8.92120644e-01  -4.46060322e-01  
297     2.10130462e-04   -9.07599724e-01  -4.53799862e-01  -9.07599724e-01  -4.53799862e-01  
298     2.10836984e-04   -9.21934242e-01  -4.60967121e-01  -9.21934242e-01  -4.60967121e-01  
299     2.11543506e-04   -9.35106121e-01  -4.67553060e-01  -9.35106121e-01  -4.67553060e-01  
300     2.12250027e-04   -9.47098748e-01  -4.73549374e-01  -9.47098748e-01  -4.73549374e-01  
301     2.12956549e-04   -9.57897001e-01  -4.78948501e-01  -9.57897001e-01  -4.78948501e-01  
302     2.13663071e-04   -9.67487262e-01  -4.83743631e-01  -9.67487262e-01  -4.83743631e-01  
303     2.14369593e-04   -9.75857437e-01  -4.87928719e-01  -9.75857437e-01  -4.87928719e-01  
304     2.15076115e-04   -9.82996971e-01  -4.91498485e-01  -9.82996971e-01  -4.91498485e-01  
305     2.15782637e-04   -9.88896859e-01  -4.94448429e-01  -9.88896859e-01  -4.94448429e-01  
306     2.16489158e-04   -9.93549661e-01  -4.96774831e-01  -9.93549661e-01  -4.96774831e-01  
307     2.17195680e-04   -9.96949511e-01  -4.98474755e-01  -9.96949511e-01  -4.98474755e-01  
308     2.17902202e-04   -9.99092120e-01  -4.99546060e-01  -9.99092120e-01  -4.99546060e-01  
309     2.18608724e-04   -9.99974786e-01  -4.99987393e-01  -9.99974786e-01  -4.99987393e-01  
310     2.19315246e-04   -9.99596396e-01  -4.99798198e-01  -9.99596396e-01  -4.99798198e-01  
311     2.20021768e-04   -9.97957428e-01  -4.98978714e-01  -9.97957428e-01  -4.98978714e-01  
312     2.20728289e-04   -9.95059948e-01  -4.97529974e-01  -9.95059948e-01  -4.97529974e-01  
313     2.21434811e-04   -9.90907611e-01  -4.95453805e-01  -9.90907611e-01  -4.95453805e-01  
314     2.22141333e-04   -9.85505652e-01  -4.92752826e-01  -9.85505652e-01  -4.92752826e-01  
315     2.22847855e-04   -9.78860885e-01  -4.89430442e-01  -9.78860885e-01  -4.89430442e-01  
316     2.23554377e-04   -9.70981688e-01  -4.85490844e-01  -9.70981688e-01  -4.85490844e-01  
317     2.24260899e-04   -9.61877998e-01  -4.80938999e-01  -9.61877998e-01  -4.80938999e-01  
318     2.24967420e-04   -9.51561296e-01  -4.75780648e-01  -9.51561296e-01  -4.75780648e-01  
319     2.25673942e-04   -9.40044591e-01  -4.70022296e-01  -9.40044591e-01  -4.70022296e-01  
320     2.26380464e-04   -9.27342409e-01  -4.63671204e-01  -9.27342409e-01  -4.63671204e-01  
321     2.27086986e-04   -9.13470766e-01  -4.56735383e-01  -9.13470766e-01  -4.56735383e-01  
322     2.27793508e-04   -8.98447156e-01  -4.49223578e-01  -8.98447156e-01  -4.49223578e-01  
323     2.28500030e-04   -8.82290526e-01  -4.41145263e-01  -8.82290526e-01  -4.41145263e-01  
324     2.29206551e-04   -8.65021251e-01  -4.32510625e-01  -8.65021251e-01  -4.32510625e-01  
325     2.29913073e-04   -8.46661108e-01  -4.23330554e-01  -8.46661108e-01  -4.23330554e-01  
326     2.30619595e-04   -8.27233251e-01  -4.13616626e-01  -8.27233251e-01  -4.13616626e-01  
327     2.31326117e-04   -8.06762181e-01  -4.03381090e-01  -8.06762181e-01  -4.03381090e-01  
328     2.32032639e-04   -7.85273713e-01  -3.92636856e-01  -7.85273713e-01  -3.92636856e-01  
329     2.32739161e-04   -7.62794946e-01  -3.81397473e-01  -7.62794946e-01  -3.81397473e-01  
330     2.33445682e-04   -7.39354228e-01  -3.69677114e-01  -7.39354228e-01  -3.69677114e-01  
331     2.34152204e-04   -7.14981119e-01  -3.57490559e-01  -7.14981119e-01  -3.57490559e-01  
332     2.34858726e-04   -6.89706357e-01  -3.44853178e-01  -6.89706357e-01  -3.44853178e-01  
333     2.35565248e-04   -6.63561814e-01  -3.31780907e-01  -6.63561814e-01  -3.31780907e-01  
334     2.36271770e-04   -6.36580462e-01  -3.18290231e-01  -6.36580462e-01  -3.18290231e-01  
335     2.36978292e-04   -6.08796326e-01  -3.04398163e-01  -6.08796326e-01  -3.04398163e-01  
336     2.37684813e-04   -5.80244445e-01  -2.90122223e-01  -5.80244445e-01  -2.90122223e-01  
337     2.38391335e-04   -5.50960825e-01  -2.75480412e-01  -5.50960825e-01  -2.75480412e-01  
338     2.39097857e-04   -5.20982395e-01  -2.60491197e-01  -5.20982395e-01  -2.60491197e-01  
339     2.39804379e-04   -4.90346960e-01  -2.45173480e-01  -4.90346960e-01  -2.45173480e-01  
340     2.40510901e-04   -4.59093155e-01  -2.29546578e-01  -4.59093155e-01  -2.29546578e-01  
341     2.41217423e-04   -4.27260394e-01  -2.13630197e-01  -4.27260394e-01  -2.13630197e-01  
342     2.41923944e-04   -3.94888820e-01  -1.97444410e-01  -3.94888820e-01  -1.97444410e-01  
343     2.42630466e-04   -3.62019256e-01  -1.81009628e-01  -3.62019256e-01  -1.81009628e-01  
344     2.43336988e-04   -3.28693154e-01  -1.64346577e-01  -3.28693154e-01  -1.64346577e-01  
345     2.44043510e-04   -2.94952542e-01  -1.47476271e-01  -2.94952542e-01  -1.47476271e-01  
346     2.44750032e-04   -2.60839968e-01  -1.30419984e-01  -2.60839968e-01  -1.30419984e-01  
347     2.45456554e-04   -2.26398453e-01  -1.13199226e-01  -2.26398453e-01  -1.13199226e-01  
348     2.46163075e-04   -1.91671429e-01  -9.58357144e-02  -1.91671429e-01  -9.58357144e-02  
349     2.46869597e-04   -1.56702691e-01  -7.83513453e-02  -1.56702691e-01  -7.83513453e-02  
350     2.47576119e-04   -1.21536336e-01  -6.07681682e-02  -1.21536336e-01  -6.07681682e-02  
351     2.48282641e-04   -8.62167144e-02  -4.31083572e-02  -8.62167144e-02  -4.31083572e-02  
352     2.48989163e-04   -5.07883656e-02  -2.53941828e-02  -5.07883656e-02  -2.53941828e-02  
353     2.49695685e-04   -1.52959681e-02  -7.64798407e-03  -1.52959681e-02  -7.64798407e-03  
354     2.50402206e-04   2.02157188e-02   1.01078594e-02   2.02157188e-02   1.01078594e-02   
355     2.51108728e-04   5.57019120e-02   2.78509560e-02   5.57019120e-02   2.78509560e-02   
356     2.51815250e-04   9.11178602e-02   4.55589301e-02   9.11178602e-02   4.55589301e-02   
357     2.52521772e-04   1.26418901e-01   6.32094504e-02   1.26418901e-01   6.32094504e-02   
358     2.53228294e-04   1.61560516e-01   8.07802581e-02   1.61560516e-01   8.07802581e-02   
359     2.53934816e-04   1.96498390e-01   9.82491948e-02   1.96498390e-01   9.82491948e-02   
360     2.54641337e-04   2.31188461e-01   1.15594231e-01   2.31188461e-01   1.15594231e-01   
361     2.55347859e-04   2.65586984e-01   1.32793492e-01   2.65586984e-01   1.32793492e-01   
362     2.56054381e-04   2.99650578e-01   1.49825289e-01   2.99650578e-01   1.49825289e-01   
363     2.56760903e-04   3.33336287e-01   1.66668144e-01   3.33336287e-01   1.66668144e-01   
364     2.57467425e-04   3.66601630e-01   1.83300815e-01   3.66601630e-01   1.83300815e-01   
365     2.58173946e-04   3.99404655e-01   1.99702328e-01   3.99404655e-01   1.99702328e-01   
366     2.58880468e-04   4.31703997e-01   2.15851998e-01   4.31703997e-01   2.15851998e-01   
367     2.59586990e-04   4.63458922e-01   2.31729461e-01   4.63458922e-01   2.31729461e-01   
368     2.60293512e-04   4.94629385e-01   2.47314692e-01   4.94629385e-01   2.47314692e-01   
369     2.61000034e-04   5.25176076e-01   2.62588038e-01   5.25176076e-01   2.62588038e-01   
370     2.61706556e-04   5.55060475e-01   2.77530238e-01   5.55060475e-01   2.77530238e-01   
371     2.62413077e-04   5.84244894e-01   2.92122447e-01   5.84244894e-01   2.92122447e-01   
372     2.63119599e-04   6.12692529e-01   3.06346264e-01   6.12692529e-01   3.06346264e-01   
373     2.63826121e-04   6.40367505e-01   3.20183752e-01   6.40367505e-01   3.20183752e-01   
374     2.64532643e-04   6.67234921e-01   3.33617461e-01   6.67234921e-01   3.33617461e-01   
375     2.65239165e-04   6.93260896e-01   3.46630448e-01   6.93260896e-01   3.46630448e-01   
376     2.65945687e-04   7.18412608e-01   3.59206304e-01   7.18412608e-01   3.59206304e-01   
377     2.66652208e-04   7.42658339e-01   3.71329170e-01   7.42658339e-01   3.71329170e-01   
378     2.67358730e-04   7.65967513e-01   3.82983757e-01   7.65967513e-01   3.82983757e-01   
379     2.68065252e-04   7.88310735e-01   3.94155367e-01   7.88310735e-01   3.94155367e-01   
380     2.68771774e-04   8.09659828e-01   4.04829914e-01   8.09659828e-01   4.04829914e-01   
381     2.69478296e-04   8.29987869e-01   4.14993934e-01   8.29987869e-01   4.14993934e-01   
382     2.70184818e-04   8.49269222e-01   4.24634611e-01   8.49269222e-01   4.24634611e-01   
383     2.70891339e-04   8.67479573e-01   4.33739787e-01   8.67479573e-01   4.33739787e-01   
384     2.71597861e-04   8.84595956e-01   4.42297978e-01   8.84595956e-01   4.42297978e-01   
385     2.72304383e-04   9.00596786e-01   4.50298393e-01   9.00596786e-01   4.50298393e-01   
386     2.73010905e-04   9.15461885e-01   4.57730943e-01   9.15461885e-01   4.57730943e-01   
387     2.73717427e-04   9.29172506e-01   4.64586253e-01   9.29172506e-01   4.64586253e-01   
388     2.74423949e-04   9.41711359e-01   4.70855680e-01   9.41711359e-01   4.70855680e-01   
389     2.75130470e-04   9.53062632e-01   4.76531316e-01   9.53062632e-01   4.76531316e-01   
390     2.75836992e-04   9.63212010e-01   4.81606005e-01   9.63212010e-01   4.81606005e-01   
391     2.76543514e-04   9.72146692e-01   4.86073346e-01   9.72146692e-01   4.86073346e-01   
392     2.77250036e-04   9.79855413e-01   4.89927707e-01   9.79855413e-01   4.89927707e-01   
393     2.77956558e-04   9.86328450e-01   4.93164225e-01   9.86328450e-01   4.93164225e-01   
394     2.78663080e-04   9.91557641e-01   4.95778820e-01   9.91557641e-01   4.95778820e-01   
395     2.79369601e-04   9.95536390e-01   4.97768195e-01   9.95536390e-01   4.97768195e-01   
396     2.80076123e-04   9.98259682e-01   4.99129841e-01   9.98259682e-01   4.99129841e-01   
397     2.80782645e-04   9.99724080e-01   4.99862040e-01   9.99724080e-01   4.99862040e-01   
398     2.81489167e-04   9.99927739e-01   4.99963869e-01   9.99927739e-01   4.99963869e-01   
399     2.82195689e-04   9.98870401e-01   4.99435200e-01   9.98870401e-01   4.99435200e-01   
400     2.82902211e-04   9.96553400e-01   4.98276700e-01   9.96553400e-01   4.98276700e-01   
401     2.83608732e-04   9.92979658e-01   4.96489829e-01   9.92979658e-01   4.96489829e-01   
402     2.84315254e-04   9.88153682e-01   4.94076841e-01   9.88153682e-01   4.94076841e-01   
403     2.85021776e-04   9.82081558e-01   4.91040779e-01   9.82081558e-01   4.91040779e-01   
404     2.85728298e-04   9.74770942e-01   4.87385471e-01   9.74770942e-01   4.87385471e-01   
405     2.86434820e-04   9.66231056e-01   4.83115528e-01   9.66231056e-01   4.83115528e-01   
406     2.87141342e-04   9.56472667e-01   4.78236333e-01   9.56472667e-01   4.78236333e-01   
407     2.87847863e-04   9.45508083e-01   4.72754041e-01   9.45508083e-01   4.72754041e-01   
408     2.88554385e-04   9.33351130e-01   4.66675565e-01   9.33351130e-01   4.66675565e-01   
409     2.89260907e-04   9.20017139e-01   4.60008570e-01   9.20017139e-01   4.60008570e-01   
410     2.89967429e-04   9.05522927e-01   4.52761463e-01   9.05522927e-01   4.52761463e-01   
411     2.90673951e-04   8.89886770e-01   4.44943385e-01   8.89886770e-01   4.44943385e-01   
412     2.91380473e-04   8.73128389e-01   4.36564194e-01   8.73128389e-01   4.36564194e-01   
413     2.92086994e-04   8.55268916e-01   4.27634458e-01   8.55268916e-01   4.27634458e-01   
414     2.92793516e-04   8.36330875e-01   4.18165437e-01   8.36330875e-01   4.18165437e-01   
415     2.93500038e-04   8.16338146e-01   4.08169073e-01   8.16338146e-01   4.08169073e-01   
416     2.94206560e-04   7.95315944e-01   3.97657972e-01   7.95315944e-01   3.97657972e-01   
417     2.94913082e-04   7.73290779e-01   3.86645390e-01   7.73290779e-01   3.86645390e-01   
418     2.95619604e-04   7.50290427e-01   3.75145213e-01   7.50290427e-01   3.75145213e-01   
419     2.96326125e-04   7.26343893e-01   3.63171946e-01   7.26343893e-01   3.63171946e-01   
420     2.97032647e-04   7.01481375e-01   3.50740688e-01   7.01481375e-01   3.50740688e-01   
421     2.97739169e-04   6.75734228e-01   3.37867114e-01   6.75734228e-01   3.37867114e-01   
422     2.98445691e-04   6.49134921e-01   3.24567461e-01   6.49134921e-01   3.24567461e-01   
423     2.99152213e-04   6.21716998e-01   3.10858499e-01   6.21716998e-01   3.10858499e-01   
424     2.99858735e-04   5.93515036e-01   2.96757518e-01   5.93515036e-01   2.96757518e-01   
425     3.00565256e-04   5.64564599e-01   2.82282299e-01   5.64564599e-01   2.82282299e-01   
426     3.01271778e-04   5.34902196e-01   2.67451098e-01   5.34902196e-01   2.67451098e-01   
427     3.01978300e-04   5.04565235e-01   2.52282618e-01   5.04565235e-01   2.52282618e-01   
428     3.02684822e-04   4.73591974e-01   2.36795987e-01   4.73591974e-01   2.36795987e-01   
429     3.03391344e-04   4.42021471e-01   2.21010735e-01   4.42021471e-01   2.21010735e-01   
430     3.04097866e-04   4.09893540e-01   2.04946770e-01   4.09893540e-01   2.04946770e-01   
431     3.04804387e-04   3.77248698e-01   1.88624349e-01   3.77248698e-01   1.88624349e-01   
432     3.05510909e-04   3.44128113e-01   1.72064056e-01   3.44128113e-01   1.72064056e-01   
433     3.06217431e-04   3.10573551e-01   1.55286776e-01   3.10573551e-01   1.55286776e-01   
434     3.06923953e-04   2.76627329e-01   1.38313665e-01   2.76627329e-01   1.38313665e-01   
435     3.07630475e-04   2.42332256e-01   1.21166128e-01   2.42332256e-01   1.21166128e-01   
436     3.08336996e-04   2.07731581e-01   1.03865790e-01   2.07731581e-01   1.03865790e-01   
437     3.09043518e-04   1.72868938e-01   8.64344688e-02   1.72868938e-01   8.64344688e-02   
438     3.09750040e-04   1.37788292e-01   6.88941459e-02   1.37788292e-01   6.88941459e-02   
439     3.10456562e-04   1.02533883e-01   5.12669414e-02   1.02533883e-01   5.12669414e-02   
440     3.11163084e-04   6.71501695e-02   3.35750847e-02   6.71501695e-02   3.35750847e-02   
441     3.11869606e-04   3.16817740e-02   1.58408870e-02   3.16817740e-02   1.58408870e-02   
442     3.12576127e-04   -3.82657492e-03  -1.91328746e-03  -3.82657492e-03  -1.91328746e-03  
443     3.13282649e-04   -3.93300982e-02  -1.96650491e-02  -3.93300982e-02  -1.96650491e-02  
444     3.13989171e-04   -7.47840228e-02  -3.73920114e-02  -7.47840228e-02  -3.73920114e-02  
445     3.14695693e-04   -1.10143638e-01  -5.50718191e-02  -1.10143638e-01  -5.50718191e-02  
446     3.15402215e-04   -1.45364353e-01  -7.26821764e-02  -1.45364353e-01  -7.26821764e-02  
447     3.16108737e-04   -1.80401750e-01  -9.02008752e-02  -1.80401750e-01  -9.02008752e-02  
448     3.16815258e-04   -2.15211645e-01  -1.07605823e-01  -2.15211645e-01  -1.07605823e-01  
449     3.17521780e-04   -2.49750140e-01  -1.24875070e-01  -2.49750140e-01  -1.24875070e-01  
450     3.18228302e-04   -2.83973677e-01  -1.41986839e-01  -2.83973677e-01  -1.41986839e-01  
451     3.18934824e-04   -3.17839099e-01  -1.58919550e-01  -3.17839099e-01  -1.58919550e-01  
452     3.19641346e-04   -3.51303698e-01  -1.75651849e-01  -3.51303698e-01  -1.75651849e-01  
453     3.20347868e-04   -3.84325272e-01  -1.92162636e-01  -3.84325272e-01  -1.92162636e-01  
454     3.21054389e-04   -4.16862179e-01  -2.08431089e-01  -4.16862179e-01  -2.08431089e-01  
455     3.21760911e-04   -4.48873385e-01  -2.24436693e-01  -4.48873385e-01  -2.24436693e-01  
456     3.22467433e-04   -4.80318524e-01  -2.40159262e-01  -4.80318524e-01  -2.40159262e-01  
457     3.23173955e-04   -5.11157938e-01  -2.55578969e-01  -5.11157938e-01  -2.55578969e-01  
458     3.23880477e-04   -5.41352737e-01  -2.70676369e-01  -5.41352737e-01  -2.70676369e-01  
459     3.24586999e-04   -5.70864844e-01  -2.85432422e-01  -5.70864844e-01  -2.85432422e-01  
460     3.25293520e-04   -5.99657039e-01  -2.99828520e-01  -5.99657039e-01  -2.99828520e-01  
461     3.26000042e-04   -6.27693015e-01  -3.13846508e-01  -6.27693015e-01  -3.13846508e-01  
462     3.26706564e-04   -6.54937415e-01  -3.27468707e-01  -6.54937415e-01  -3.27468707e-01  
463     3.27413086e-04   -6.81355881e-01  -3.40677941e-01  -6.81355881e-01  -3.40677941e-01  
464     3.28119608e-04   -7.06915098e-01  -3.53457549e-01  -7.06915098e-01  -3.53457549e-01  
465     3.28826130e-04   -7.31582834e-01  -3.65791417e-01  -7.31582834e-01  -3.65791417e-01  
466     3.29532651e-04   -7.55327979e-01  -3.77663989e-01  -7.55327979e-01  -3.77663989e-01  
467     3.30239173e-04   -7.78120589e-01  -3.89060295e-01  -7.78120589e-01  -3.89060295e-01  
468     3.30945695e-04   -7.99931922e-01  -3.99965961e-01  -7.99931922e-01  -3.99965961e-01  
469     3.31652217e-04   -8.20734470e-01  -4.10367235e-01  -8.20734470e-01  -4.10367235e-01  
470     3.32358739e-04   -8.40502000e-01  -4.20251000e-01  -8.40502000e-01  -4.20251000e-01  
471     3.33065261e-04   -8.59209583e-01  -4.29604792e-01  -8.59209583e-01  -4.29604792e-01  
472     3.33771782e-04   -8.76833628e-01  -4.38416814e-01  -8.76833628e-01  -4.38416814e-01  
473     3.34478304e-04   -8.93351909e-01  -4.46675955e-01  -8.93351909e-01  -4.46675955e-01  
474     3.35184826e-04   -9.08743595e-01  -4.54371798e-01  -9.08743595e-01  -4.54371798e-01  
475     3.35891348e-04   -9.22989276e-01  -4.61494638e-01  -9.22989276e-01  -4.61494638e-01  
476     3.36597870e-04   -9.36070987e-01  -4.68035493e-01  -9.36070987e-01  -4.68035493e-01  
477     3.37304392e-04   -9.47972230e-01  -4.73986115e-01  -9.47972230e-01  -4.73986115e-01  
478     3.38010913e-04   -9.58677997e-01  -4.79338998e-01  -9.58677997e-01  -4.79338998e-01  
479     3.38717435e-04   -9.68174787e-01  -4.84087394e-01  -9.68174787e-01  -4.84087394e-01  
480     3.39423957e-04   -9.76450624e-01  -4.88225312e-01  -9.76450624e-01  -4.88225312e-01  
481     3.40130479e-04   -9.83495072e-01  -4.91747536e-01  -9.83495072e-01  -4.91747536e-01  
482     3.40837001e-04   -9.89299245e-01  -4.94649623e-01  -9.89299245e-01  -4.94649623e-01  
483     3.41543523e-04   -9.93855826e-01  -4.96927913e-01  -9.93855826e-01  -4.96927913e-01  
484     3.42250044e-04   -9.97159068e-01  -4.98579534e-01  -9.97159068e-01  -4.98579534e-01  
485     3.42956566e-04   -9.99204805e-01  -4.99602403e-01  -9.99204805e-01  -4.99602403e-01  
486     3.43663088e-04   -9.99990457e-01  -4.99995229e-01  -9.99990457e-01  -4.99995229e-01  
487     3.44369610e-04   -9.99515034e-01  -4.99757517e-01  -9.99515034e-01  -4.99757517e-01  
488     3.45076132e-04   -9.97779135e-01  -4.98889567e-01  -9.97779135e-01  -4.98889567e-01  
489     3.45782654e-04   -9.94784949e-01  -4.97392474e-01  -9.94784949e-01  -4.97392474e-01  
490     3.46489175e-04   -9.90536252e-01  -4.95268126e-01  -9.90536252e-01  -4.95268126e-01  
491     3.47195697e-04   -9.85038402e-01  -4.92519201e-01  -9.85038402e-01  -4.92519201e-01  
492     3.47902219e-04   -9.78298332e-01  -4.89149166e-01  -9.78298332e-01  -4.89149166e-01  
493     3.48608741e-04   -9.70324542e-01  -4.85162271e-01  -9.70324542e-01  -4.85162271e-01  
494     3.49315263e-04   -9.61127089e-01  -4.80563544e-01  -9.61127089e-01  -4.80563544e-01  
495     3.50021785e-04   -9.50717570e-01  -4.75358785e-01  -9.50717570e-01  -4.75358785e-01  
496     3.50728306e-04   -9.39109113e-01  -4.69554556e-01  -9.39109113e-01  -4.69554556e-01  
497     3.51434828e-04   -9.26316357e-01  -4.63158178e-01  -9.26316357e-01  -4.63158178e-01  
498     3.52141350e-04   -9.12355435e-01  -4.56177717e-01  -9.12355435e-01  -4.56177717e-01  
499     3.52847872e-04   -8.97243952e-01  -4.48621976e-01  -8.97243952e-01  -4.48621976e-01  
500     3.53554394e-04   -8.81000967e-01  -4.40500484e-01  -8.81000967e-01  -4.40500484e-01  
501     3.54260916e-04   -8.63646963e-01  -4.31823481e-01  -8.63646963e-01  -4.31823481e-01  
502     3.54967437e-04   -8.45203824e-01  -4.22601912e-01  -8.45203824e-01  -4.22601912e-01  
503     3.55673959e-04   -8.25694809e-01  -4.12847404e-01  -8.25694809e-01  -4.12847404e-01  
504     3.56380481e-04   -8.05144520e-01  -4.02572260e-01  -8.05144520e-01  -4.02572260e-01  
505     3.57087003e-04   -7.83578874e-01  -3.91789437e-01  -7.83578874e-01  -3.91789437e-01  
506     3.57793525e-04   -7.61025066e-01  -3.80512533e-01  -7.61025066e-01  -3.80512533e-01  
507     3.58500046e-04   -7.37511539e-01  -3.68755770e-01  -7.37511539e-01  -3.68755770e-01  
508     3.59206568e-04   -7.13067946e-01  -3.56533973e-01  -7.13067946e-01  -3.56533973e-01  
509     3.59913090e-04   -6.87725111e-01  -3.43862555e-01  -6.87725111e-01  -3.43862555e-01  
510     3.60619612e-04   -6.61514995e-01  -3.30757497e-01  -6.61514995e-01  -3.30757497e-01  
511     3.61326134e-04   -6.34470650e-01  -3.17235325e-01  -6.34470650e-01  -3.17235325e-01  
512     3.62032656e-04   -6.06626182e-01  -3.03313091e-01  -6.06626182e-01  -3.03313091e-01  
513     3.62739177e-04   -5.78016706e-01  -2.89008353e-01  -5.78016706e-01  -2.89008353e-01  
514     3.63445699e-04   -5.48678300e-01  -2.74339150e-01  -5.48678300e-01  -2.74339150e-01  
515     3.64152221e-04   -5.18647963e-01  -2.59323981e-01  -5.18647963e-01  -2.59323981e-01  
516     3.64858743e-04   -4.87963565e-01  -2.43981782e-01  -4.87963565e-01  -2.43981782e-01  
517     3.65565265e-04   -4.56663802e-01  -2.28331901e-01  -4.56663802e-01  -2.28331901e-01  
518     3.66271787e-04   -4.24788146e-01  -2.12394073e-01  -4.24788146e-01  -2.12394073e-01  
519     3.66978308e-04   -3.92376796e-01  -1.96188398e-01  -3.92376796e-01  -1.96188398e-01  
520     3.67684830e-04   -3.59470623e-01  -1.79735312e-01  -3.59470623e-01  -1.79735312e-01  
521     3.68391352e-04   -3.26111127e-01  -1.63055564e-01  -3.26111127e-01  -1.63055564e-01  
522     3.69097874e-04   -2.92340376e-01  -1.46170188e-01  -2.92340376e-01  -1.46170188e-01  
523     3.69804396e-04   -2.58200959e-01  -1.29100479e-01  -2.58200959e-01  -1.29100479e-01  
524     3.70510918e-04   -2.23735927e-01  -1.11867964e-01  -2.23735927e-01  -1.11867964e-01  
525     3.71217439e-04   -1.88988745e-01  -9.44943724e-02  -1.88988745e-01  -9.44943724e-02  
526     3.71923961e-04   -1.54003231e-01  -7.70016156e-02  -1.54003231e-01  -7.70016156e-02  
527     3.72630483e-04   -1.18823506e-01  -5.94117530e-02  -1.18823506e-01  -5.94117530e-02  
528     3.73337005e-04   -8.34939340e-02  -4.17469670e-02  -8.34939340e-02  -4.17469670e-02  
529     3.74043527e-04   -4.80590688e-02  -2.40295344e-02  -4.80590688e-02  -2.40295344e-02  
530     3.74750049e-04   -1.25635970e-02  -6.28179849e-03  -1.25635970e-02  -6.28179849e-03  
531     3.75456570e-04   2.29477187e-02   1.14738593e-02   2.29477187e-02   1.14738593e-02   
532     3.76163092e-04   5.84300952e-02   2.92150476e-02   5.84300952e-02   2.92150476e-02   
533     3.76869614e-04   9.38387863e-02   4.69193932e-02   9.38387863e-02   4.69193932e-02   
534     3.77576136e-04   1.29129139e-01   6.45645693e-02   1.29129139e-01   6.45645693e-02   
535     3.78282658e-04   1.64256648e-01   8.21283238e-02   1.64256648e-01   8.21283238e-02   
536     3.78989180e-04   1.99177015e-01   9.95885073e-02   1.99177015e-01   9.95885073e-02   
537     3.79695701e-04   2.33846202e-01   1.16923101e-01   2.33846202e-01   1.16923101e-01   
538     3.80402223e-04   2.68220489e-01   1.34110244e-01   2.68220489e-01   1.34110244e-01   
539     3.81108745e-04   3.02256526e-01   1.51128263e-01   3.02256526e-01   1.51128263e-01   
540     3.81815267e-04   3.35911391e-01   1.67955696e-01   3.35911391e-01   1.67955696e-01   
541     3.82521789e-04   3.69142643e-01   1.84571322e-01   3.69142643e-01   1.84571322e-01   
542     3.83228311e-04   4.01908374e-01   2.00954187e-01   4.01908374e-01   2.00954187e-01   
543     3.83934832e-04   4.34167263e-01   2.17083631e-01   4.34167263e-01   2.17083631e-01   
544     3.84641354e-04   4.65878628e-01   2.32939314e-01   4.65878628e-01   2.32939314e-01   
545     3.85347876e-04   4.97002481e-01   2.48501240e-01   4.97002481e-01   2.48501240e-01   
546     3.86054398e-04   5.27499569e-01   2.63749785e-01   5.27499569e-01   2.63749785e-01   
547     3.86760920e-04   5.57331435e-01   2.78665717e-01   5.57331435e-01   2.78665717e-01   
548     3.87467442e-04   5.86460456e-01   2.93230228e-01   5.86460456e-01   2.93230228e-01   
549     3.88173963e-04   6.14849900e-01   3.07424950e-01   6.14849900e-01   3.07424950e-01   
550     3.88880485e-04   6.42463964e-01   3.21231982e-01   6.42463964e-01   3.21231982e-01   
551     3.89587007e-04   6.69267825e-01   3.34633913e-01   6.69267825e-01   3.34633913e-01   
552     3.90293529e-04   6.95227681e-01   3.47613840e-01   6.95227681e-01   3.47613840e-01   
553     3.91000051e-04   7.20310793e-01   3.60155397e-01   7.20310793e-01   3.60155397e-01   
554     3.91706573e-04   7.44485531e-01   3.72242765e-01   7.44485531e-01   3.72242765e-01   
555     3.92413094e-04   7.67721407e-01   3.83860704e-01   7.67721407e-01   3.83860704e-01   
556     3.93119616e-04   7.89989119e-01   3.94994560e-01   7.89989119e-01   3.94994560e-01   
