Index              V(1)           V(2)           V(2A)           V(3)           V(3A)           V(4)           V(5)
0  -2.000000000e+01  -2.425825977e+08  -2.425825977e+08   2.425825977e+08   2.425825977e+08  -1.000000000e+00  -1.000000000e+00 
1  -1.990000000e+01  -2.194978114e+08  -2.194978114e+08   2.194978114e+08   2.194978114e+08  -1.000000000e+00  -1.000000000e+00 
2  -1.980000000e+01  -1.986098329e+08  -1.986098329e+08   1.986098329e+08   1.986098329e+08  -1.000000000e+00  -1.000000000e+00 
3  -1.970000000e+01  -1.797096084e+08  -1.797096084e+08   1.797096084e+08   1.797096084e+08  -1.000000000e+00  -1.000000000e+00 
4  -1.960000000e+01  -1.626079781e+08  -1.626079781e+08   1.626079781e+08   1.626079781e+08  -1.000000000e+00  -1.000000000e+00 
5  -1.950000000e+01  -1.471337830e+08  -1.471337830e+08   1.471337830e+08   1.471337830e+08  -1.000000000e+00  -1.000000000e+00 
6  -1.940000000e+01  -1.331321523e+08  -1.331321523e+08   1.331321523e+08   1.331321523e+08  -1.000000000e+00  -1.000000000e+00 
7  -1.930000000e+01  -1.204629530e+08  -1.204629530e+08   1.204629530e+08   1.204629530e+08  -1.000000000e+00  -1.000000000e+00 
8  -1.920000000e+01  -1.089993873e+08  -1.089993873e+08   1.089993873e+08   1.089993873e+08  -1.000000000e+00  -1.000000000e+00 
9  -1.910000000e+01  -9.862672421e+07  -9.862672421e+07   9.862672421e+07   9.862672421e+07  -1.000000000e+00  -1.000000000e+00 
10  -1.900000000e+01  -8.924115048e+07  -8.924115048e+07   8.924115048e+07   8.924115048e+07  -1.000000000e+00  -1.000000000e+00 
11  -1.890000000e+01  -8.074873218e+07  -8.074873218e+07   8.074873218e+07   8.074873218e+07  -1.000000000e+00  -1.000000000e+00 
12  -1.880000000e+01  -7.306447434e+07  -7.306447434e+07   7.306447434e+07   7.306447434e+07  -1.000000000e+00  -1.000000000e+00 
13  -1.870000000e+01  -6.611147031e+07  -6.611147031e+07   6.611147031e+07   6.611147031e+07  -1.000000000e+00  -1.000000000e+00 
14  -1.860000000e+01  -5.982013210e+07  -5.982013210e+07   5.982013210e+07   5.982013210e+07  -1.000000000e+00  -1.000000000e+00 
15  -1.850000000e+01  -5.412749388e+07  -5.412749388e+07   5.412749388e+07   5.412749388e+07  -1.000000000e+00  -1.000000000e+00 
16  -1.840000000e+01  -4.897658180e+07  -4.897658180e+07   4.897658180e+07   4.897658180e+07  -1.000000000e+00  -1.000000000e+00 
17  -1.830000000e+01  -4.431584382e+07  -4.431584382e+07   4.431584382e+07   4.431584382e+07  -1.000000000e+00  -1.000000000e+00 
18  -1.820000000e+01  -4.009863370e+07  -4.009863370e+07   4.009863370e+07   4.009863370e+07  -1.000000000e+00  -1.000000000e+00 
19  -1.810000000e+01  -3.628274419e+07  -3.628274419e+07   3.628274419e+07   3.628274419e+07  -1.000000000e+00  -1.000000000e+00 
20  -1.800000000e+01  -3.282998457e+07  -3.282998457e+07   3.282998457e+07   3.282998457e+07  -1.000000000e+00  -1.000000000e+00 
21  -1.790000000e+01  -2.970579847e+07  -2.970579847e+07   2.970579847e+07   2.970579847e+07  -1.000000000e+00  -1.000000000e+00 
22  -1.780000000e+01  -2.687891799e+07  -2.687891799e+07   2.687891799e+07   2.687891799e+07  -1.000000000e+00  -1.000000000e+00 
23  -1.770000000e+01  -2.432105075e+07  -2.432105075e+07   2.432105075e+07   2.432105075e+07  -1.000000000e+00  -1.000000000e+00 
24  -1.760000000e+01  -2.200659677e+07  -2.200659677e+07   2.200659677e+07   2.200659677e+07  -1.000000000e+00  -1.000000000e+00 
25  -1.750000000e+01  -1.991239220e+07  -1.991239220e+07   1.991239220e+07   1.991239220e+07  -1.000000000e+00  -1.000000000e+00 
26  -1.740000000e+01  -1.801747754e+07  -1.801747754e+07   1.801747754e+07   1.801747754e+07  -1.000000000e+00  -1.000000000e+00 
27  -1.730000000e+01  -1.630288786e+07  -1.630288786e+07   1.630288786e+07   1.630288786e+07  -1.000000000e+00  -1.000000000e+00 
28  -1.720000000e+01  -1.475146296e+07  -1.475146296e+07   1.475146296e+07   1.475146296e+07  -1.000000000e+00  -1.000000000e+00 
29  -1.710000000e+01  -1.334767566e+07  -1.334767566e+07   1.334767566e+07   1.334767566e+07  -1.000000000e+00  -1.000000000e+00 
30  -1.700000000e+01  -1.207747638e+07  -1.207747638e+07   1.207747638e+07   1.207747638e+07  -1.000000000e+00  -1.000000000e+00 
31  -1.690000000e+01  -1.092815254e+07  -1.092815254e+07   1.092815254e+07   1.092815254e+07  -1.000000000e+00  -1.000000000e+00 
32  -1.680000000e+01  -9.888201329e+06  -9.888201329e+06   9.888201329e+06   9.888201329e+06  -1.000000000e+00  -1.000000000e+00 
33  -1.670000000e+01  -8.947214560e+06  -8.947214560e+06   8.947214560e+06   8.947214560e+06  -1.000000000e+00  -1.000000000e+00 
34  -1.660000000e+01  -8.095774521e+06  -8.095774521e+06   8.095774521e+06   8.095774521e+06  -1.000000000e+00  -1.000000000e+00 
35  -1.650000000e+01  -7.325359714e+06  -7.325359714e+06   7.325359714e+06   7.325359714e+06  -1.000000000e+00  -1.000000000e+00 
36  -1.640000000e+01  -6.628259570e+06  -6.628259570e+06   6.628259570e+06   6.628259570e+06  -1.000000000e+00  -1.000000000e+00 
37  -1.630000000e+01  -5.997497276e+06  -5.997497276e+06   5.997497276e+06   5.997497276e+06  -1.000000000e+00  -1.000000000e+00 
38  -1.620000000e+01  -5.426759950e+06  -5.426759950e+06   5.426759950e+06   5.426759950e+06  -1.000000000e+00  -1.000000000e+00 
39  -1.610000000e+01  -4.910335461e+06  -4.910335461e+06   4.910335461e+06   4.910335461e+06  -1.000000000e+00  -1.000000000e+00 
40  -1.600000000e+01  -4.443055260e+06  -4.443055260e+06   4.443055260e+06   4.443055260e+06  -1.000000000e+00  -1.000000000e+00 
41  -1.590000000e+01  -4.020242650e+06  -4.020242650e+06   4.020242650e+06   4.020242650e+06  -1.000000000e+00  -1.000000000e+00 
42  -1.580000000e+01  -3.637665979e+06  -3.637665979e+06   3.637665979e+06   3.637665979e+06  -1.000000000e+00  -1.000000000e+00 
43  -1.570000000e+01  -3.291496292e+06  -3.291496292e+06   3.291496292e+06   3.291496292e+06  -1.000000000e+00  -1.000000000e+00 
44  -1.560000000e+01  -2.978269007e+06  -2.978269007e+06   2.978269007e+06   2.978269007e+06  -1.000000000e+00  -1.000000000e+00 
45  -1.550000000e+01  -2.694849238e+06  -2.694849238e+06   2.694849238e+06   2.694849238e+06  -1.000000000e+00  -1.000000000e+00 
46  -1.540000000e+01  -2.438400427e+06  -2.438400427e+06   2.438400427e+06   2.438400427e+06  -1.000000000e+00  -1.000000000e+00 
47  -1.530000000e+01  -2.206355946e+06  -2.206355946e+06   2.206355946e+06   2.206355946e+06  -1.000000000e+00  -1.000000000e+00 
48  -1.520000000e+01  -1.996393418e+06  -1.996393418e+06   1.996393418e+06   1.996393418e+06  -1.000000000e+00  -1.000000000e+00 
49  -1.510000000e+01  -1.806411465e+06  -1.806411465e+06   1.806411465e+06   1.806411465e+06  -1.000000000e+00  -1.000000000e+00 
50  -1.500000000e+01  -1.634508686e+06  -1.634508686e+06   1.634508686e+06   1.634508686e+06  -1.000000000e+00  -1.000000000e+00 
51  -1.490000000e+01  -1.478964619e+06  -1.478964619e+06   1.478964619e+06   1.478964619e+06  -1.000000000e+00  -1.000000000e+00 
52  -1.480000000e+01  -1.338222528e+06  -1.338222528e+06   1.338222528e+06   1.338222528e+06  -1.000000000e+00  -1.000000000e+00 
53  -1.470000000e+01  -1.210873817e+06  -1.210873817e+06   1.210873817e+06   1.210873817e+06  -1.000000000e+00  -1.000000000e+00 
54  -1.460000000e+01  -1.095643938e+06  -1.095643938e+06   1.095643938e+06   1.095643938e+06  -1.000000000e+00  -1.000000000e+00 
55  -1.450000000e+01  -9.913796318e+05  -9.913796318e+05   9.913796318e+05   9.913796318e+05  -1.000000000e+00  -1.000000000e+00 
56  -1.440000000e+01  -8.970373863e+05  -8.970373863e+05   8.970373863e+05   8.970373863e+05  -1.000000000e+00  -1.000000000e+00 
57  -1.430000000e+01  -8.116729925e+05  -8.116729925e+05   8.116729925e+05   8.116729925e+05  -1.000000000e+00  -1.000000000e+00 
58  -1.420000000e+01  -7.344320948e+05  -7.344320948e+05   7.344320948e+05   7.344320948e+05  -1.000000000e+00  -1.000000000e+00 
59  -1.410000000e+01  -6.645416404e+05  -6.645416404e+05   6.645416404e+05   6.645416404e+05  -1.000000000e+00  -1.000000000e+00 
60  -1.400000000e+01  -6.013021421e+05  -6.013021421e+05   6.013021421e+05   6.013021421e+05  -1.000000000e+00  -1.000000000e+00 
61  -1.390000000e+01  -5.440806777e+05  -5.440806777e+05   5.440806777e+05   5.440806777e+05  -1.000000000e+00  -1.000000000e+00 
62  -1.380000000e+01  -4.923045556e+05  -4.923045556e+05   4.923045556e+05   4.923045556e+05  -1.000000000e+00  -1.000000000e+00 
63  -1.370000000e+01  -4.454555830e+05  -4.454555830e+05   4.454555830e+05   4.454555830e+05  -1.000000000e+00  -1.000000000e+00 
64  -1.360000000e+01  -4.030648796e+05  -4.030648796e+05   4.030648796e+05   4.030648796e+05  -1.000000000e+00  -1.000000000e+00 
65  -1.350000000e+01  -3.647081849e+05  -3.647081849e+05   3.647081849e+05   3.647081849e+05  -1.000000000e+00  -1.000000000e+00 
66  -1.340000000e+01  -3.300016124e+05  -3.300016124e+05   3.300016124e+05   3.300016124e+05  -1.000000000e+00  -1.000000000e+00 
67  -1.330000000e+01  -2.985978069e+05  -2.985978069e+05   2.985978069e+05   2.985978069e+05  -1.000000000e+00  -1.000000000e+00 
68  -1.320000000e+01  -2.701824686e+05  -2.701824686e+05   2.701824686e+05   2.701824686e+05  -1.000000000e+00  -1.000000000e+00 
69  -1.310000000e+01  -2.444712073e+05  -2.444712073e+05   2.444712073e+05   2.444712073e+05  -1.000000000e+00  -1.000000000e+00 
70  -1.300000000e+01  -2.212066960e+05  -2.212066960e+05   2.212066960e+05   2.212066960e+05  -1.000000000e+00  -1.000000000e+00 
71  -1.290000000e+01  -2.001560957e+05  -2.001560957e+05   2.001560957e+05   2.001560957e+05  -1.000000000e+00  -1.000000000e+00 
72  -1.280000000e+01  -1.811087248e+05  -1.811087248e+05   1.811087248e+05   1.811087248e+05  -1.000000000e+00  -1.000000000e+00 
73  -1.270000000e+01  -1.638739509e+05  -1.638739509e+05   1.638739509e+05   1.638739509e+05  -1.000000000e+00  -1.000000000e+00 
74  -1.260000000e+01  -1.482792826e+05  -1.482792826e+05   1.482792827e+05   1.482792827e+05  -1.000000000e+00  -1.000000000e+00 
75  -1.250000000e+01  -1.341686433e+05  -1.341686433e+05   1.341686433e+05   1.341686433e+05  -1.000000000e+00  -1.000000000e+00 
76  -1.240000000e+01  -1.214008087e+05  -1.214008087e+05   1.214008088e+05   1.214008088e+05  -1.000000000e+00  -1.000000000e+00 
77  -1.230000000e+01  -1.098479943e+05  -1.098479943e+05   1.098479943e+05   1.098479943e+05  -1.000000000e+00  -1.000000000e+00 
78  -1.220000000e+01  -9.939457557e+04  -9.939457557e+04   9.939457557e+04   9.939457557e+04  -9.999999999e-01  -9.999999999e-01 
79  -1.210000000e+01  -8.993593112e+04  -8.993593112e+04   8.993593113e+04   8.993593113e+04  -9.999999999e-01  -9.999999999e-01 
80  -1.200000000e+01  -8.137739571e+04  -8.137739571e+04   8.137739571e+04   8.137739571e+04  -9.999999999e-01  -9.999999999e-01 
81  -1.190000000e+01  -7.363331262e+04  -7.363331262e+04   7.363331262e+04   7.363331262e+04  -9.999999999e-01  -9.999999999e-01 
82  -1.180000000e+01  -6.662617647e+04  -6.662617647e+04   6.662617648e+04   6.662617648e+04  -9.999999999e-01  -9.999999999e-01 
83  -1.170000000e+01  -6.028585749e+04  -6.028585749e+04   6.028585750e+04   6.028585750e+04  -9.999999999e-01  -9.999999999e-01 
84  -1.160000000e+01  -5.454889963e+04  -5.454889963e+04   5.454889964e+04   5.454889964e+04  -9.999999998e-01  -9.999999998e-01 
85  -1.150000000e+01  -4.935788550e+04  -4.935788550e+04   4.935788551e+04   4.935788551e+04  -9.999999998e-01  -9.999999998e-01 
86  -1.140000000e+01  -4.466086167e+04  -4.466086167e+04   4.466086169e+04   4.466086169e+04  -9.999999997e-01  -9.999999997e-01 
87  -1.130000000e+01  -4.041081876e+04  -4.041081876e+04   4.041081878e+04   4.041081878e+04  -9.999999997e-01  -9.999999997e-01 
88  -1.120000000e+01  -3.656522091e+04  -3.656522091e+04   3.656522092e+04   3.656522092e+04  -9.999999996e-01  -9.999999996e-01 
89  -1.110000000e+01  -3.308558008e+04  -3.308558008e+04   3.308558009e+04   3.308558009e+04  -9.999999995e-01  -9.999999995e-01 
90  -1.100000000e+01  -2.993707085e+04  -2.993707085e+04   2.993707087e+04   2.993707087e+04  -9.999999994e-01  -9.999999994e-01 
91  -1.090000000e+01  -2.708818189e+04  -2.708818189e+04   2.708818191e+04   2.708818191e+04  -9.999999993e-01  -9.999999993e-01 
92  -1.080000000e+01  -2.451040056e+04  -2.451040056e+04   2.451040058e+04   2.451040058e+04  -9.999999992e-01  -9.999999992e-01 
93  -1.070000000e+01  -2.217792755e+04  -2.217792755e+04   2.217792758e+04   2.217792758e+04  -9.999999990e-01  -9.999999990e-01 
94  -1.060000000e+01  -2.006741870e+04  -2.006741870e+04   2.006741873e+04   2.006741873e+04  -9.999999988e-01  -9.999999988e-01 
95  -1.050000000e+01  -1.815775132e+04  -1.815775132e+04   1.815775135e+04   1.815775135e+04  -9.999999985e-01  -9.999999985e-01 
96  -1.040000000e+01  -1.642981282e+04  -1.642981282e+04   1.642981285e+04   1.642981285e+04  -9.999999981e-01  -9.999999981e-01 
97  -1.030000000e+01  -1.486630941e+04  -1.486630941e+04   1.486630944e+04   1.486630944e+04  -9.999999977e-01  -9.999999977e-01 
98  -1.020000000e+01  -1.345159302e+04  -1.345159302e+04   1.345159306e+04   1.345159306e+04  -9.999999972e-01  -9.999999972e-01 
99  -1.010000000e+01  -1.217150469e+04  -1.217150469e+04   1.217150473e+04   1.217150473e+04  -9.999999966e-01  -9.999999966e-01 
100  -1.000000000e+01  -1.101323287e+04  -1.101323287e+04   1.101323292e+04   1.101323292e+04  -9.999999959e-01  -9.999999959e-01 
101  -9.900000000e+00  -9.965185194e+03  -9.965185194e+03   9.965185244e+03   9.965185244e+03  -9.999999950e-01  -9.999999950e-01 
102  -9.800000000e+00  -9.016872436e+03  -9.016872436e+03   9.016872492e+03   9.016872492e+03  -9.999999939e-01  -9.999999939e-01 
103  -9.700000000e+00  -8.158803568e+03  -8.158803568e+03   8.158803630e+03   8.158803630e+03  -9.999999925e-01  -9.999999925e-01 
104  -9.600000000e+00  -7.382390749e+03  -7.382390749e+03   7.382390817e+03   7.382390817e+03  -9.999999908e-01  -9.999999908e-01 
105  -9.500000000e+00  -6.679863377e+03  -6.679863377e+03   6.679863452e+03   6.679863452e+03  -9.999999888e-01  -9.999999888e-01 
106  -9.400000000e+00  -6.044190324e+03  -6.044190324e+03   6.044190406e+03   6.044190406e+03  -9.999999863e-01  -9.999999863e-01 
107  -9.300000000e+00  -5.469009558e+03  -5.469009558e+03   5.469009650e+03   5.469009650e+03  -9.999999833e-01  -9.999999833e-01 
108  -9.200000000e+00  -4.948564479e+03  -4.948564479e+03   4.948564580e+03   4.948564580e+03  -9.999999796e-01  -9.999999796e-01 
109  -9.100000000e+00  -4.477646296e+03  -4.477646296e+03   4.477646408e+03   4.477646408e+03  -9.999999751e-01  -9.999999751e-01 
110  -9.000000000e+00  -4.051541902e+03  -4.051541902e+03   4.051542025e+03   4.051542025e+03  -9.999999695e-01  -9.999999695e-01 
111  -8.900000000e+00  -3.665986701e+03  -3.665986701e+03   3.665986838e+03   3.665986838e+03  -9.999999628e-01  -9.999999628e-01 
112  -8.800000000e+00  -3.317121928e+03  -3.317121928e+03   3.317122079e+03   3.317122079e+03  -9.999999546e-01  -9.999999546e-01 
113  -8.700000000e+00  -3.001456025e+03  -3.001456025e+03   3.001456192e+03   3.001456192e+03  -9.999999445e-01  -9.999999445e-01 
114  -8.600000000e+00  -2.715829704e+03  -2.715829704e+03   2.715829888e+03   2.715829888e+03  -9.999999322e-01  -9.999999322e-01 
115  -8.500000000e+00  -2.457384318e+03  -2.457384318e+03   2.457384522e+03   2.457384522e+03  -9.999999172e-01  -9.999999172e-01 
116  -8.400000000e+00  -2.223533261e+03  -2.223533261e+03   2.223533486e+03   2.223533486e+03  -9.999998989e-01  -9.999998989e-01 
117  -8.300000000e+00  -2.011936073e+03  -2.011936073e+03   2.011936321e+03   2.011936321e+03  -9.999998765e-01  -9.999998765e-01 
118  -8.200000000e+00  -1.820475016e+03  -1.820475016e+03   1.820475291e+03   1.820475291e+03  -9.999998491e-01  -9.999998491e-01 
119  -8.100000000e+00  -1.647233886e+03  -1.647233886e+03   1.647234189e+03   1.647234189e+03  -9.999998157e-01  -9.999998157e-01 
120  -8.000000000e+00  -1.490478826e+03  -1.490478826e+03   1.490479161e+03   1.490479161e+03  -9.999997749e-01  -9.999997749e-01 
121  -7.900000000e+00  -1.348640979e+03  -1.348640979e+03   1.348641350e+03   1.348641350e+03  -9.999997251e-01  -9.999997251e-01 
122  -7.800000000e+00  -1.220300784e+03  -1.220300784e+03   1.220301194e+03   1.220301194e+03  -9.999996642e-01  -9.999996642e-01 
123  -7.700000000e+00  -1.104173770e+03  -1.104173770e+03   1.104174222e+03   1.104174222e+03  -9.999995899e-01  -9.999995899e-01 
124  -7.600000000e+00  -9.990976973e+02  -9.990976973e+02   9.990981978e+02   9.990981978e+02  -9.999994991e-01  -9.999994991e-01 
125  -7.500000000e+00  -9.040209307e+02  -9.040209307e+02   9.040214838e+02   9.040214838e+02  -9.999993882e-01  -9.999993882e-01 
126  -7.400000000e+00  -8.179919094e+02  -8.179919094e+02   8.179925206e+02   8.179925206e+02  -9.999992527e-01  -9.999992527e-01 
127  -7.300000000e+00  -7.401496260e+02  -7.401496260e+02   7.401503016e+02   7.401503016e+02  -9.999990873e-01  -9.999990873e-01 
128  -7.200000000e+00  -6.697150089e+02  -6.697150089e+02   6.697157555e+02   6.697157555e+02  -9.999988852e-01  -9.999988852e-01 
129  -7.100000000e+00  -6.059831247e+02  -6.059831247e+02   6.059839498e+02   6.059839498e+02  -9.999986384e-01  -9.999986384e-01 
130  -7.000000000e+00  -5.483161233e+02  -5.483161233e+02   5.483170352e+02   5.483170352e+02  -9.999983369e-01  -9.999983369e-01 
131  -6.900000000e+00  -4.961368539e+02  -4.961368539e+02   4.961378617e+02   4.961378617e+02  -9.999979687e-01  -9.999979687e-01 
132  -6.800000000e+00  -4.489230889e+02  -4.489230889e+02   4.489242027e+02   4.489242027e+02  -9.999975190e-01  -9.999975190e-01 
133  -6.700000000e+00  -4.062022971e+02  -4.062022971e+02   4.062035280e+02   4.062035280e+02  -9.999969697e-01  -9.999969697e-01 
134  -6.600000000e+00  -3.675469144e+02  -3.675469144e+02   3.675482748e+02   3.675482748e+02  -9.999962988e-01  -9.999962988e-01 
135  -6.500000000e+00  -3.325700648e+02  -3.325700648e+02   3.325715682e+02   3.325715682e+02  -9.999954794e-01  -9.999954794e-01 
136  -6.400000000e+00  -3.009216882e+02  -3.009216882e+02   3.009233497e+02   3.009233497e+02  -9.999944785e-01  -9.999944785e-01 
137  -6.300000000e+00  -2.722850369e+02  -2.722850369e+02   2.722868732e+02   2.722868732e+02  -9.999932560e-01  -9.999932560e-01 
138  -6.200000000e+00  -2.463735058e+02  -2.463735058e+02   2.463755353e+02   2.463755353e+02  -9.999917629e-01  -9.999917629e-01 
139  -6.100000000e+00  -2.229277636e+02  -2.229277636e+02   2.229300065e+02   2.229300065e+02  -9.999899391e-01  -9.999899391e-01 
