Index              V(1)           V(2)           V(2A)           V(3)           V(3A)           V(4)           V(5)
377   1.770000000e+01   2.432105075e+07   2.432105075e+07   2.432105075e+07   2.432105075e+07   1.000000000e+00   1.000000000e+00 
378   1.780000000e+01   2.687891799e+07   2.687891799e+07   2.687891799e+07   2.687891799e+07   1.000000000e+00   1.000000000e+00 
379   1.790000000e+01   2.970579847e+07   2.970579847e+07   2.970579847e+07   2.970579847e+07   1.000000000e+00   1.000000000e+00 
380   1.800000000e+01   3.282998457e+07   3.282998457e+07   3.282998457e+07   3.282998457e+07   1.000000000e+00   1.000000000e+00 
381   1.810000000e+01   3.628274419e+07   3.628274419e+07   3.628274419e+07   3.628274419e+07   1.000000000e+00   1.000000000e+00 
382   1.820000000e+01   4.009863370e+07   4.009863370e+07   4.009863370e+07   4.009863370e+07   1.000000000e+00   1.000000000e+00 
383   1.830000000e+01   4.431584382e+07   4.431584382e+07   4.431584382e+07   4.431584382e+07   1.000000000e+00   1.000000000e+00 
384   1.840000000e+01   4.897658180e+07   4.897658180e+07   4.897658180e+07   4.897658180e+07   1.000000000e+00   1.000000000e+00 
385   1.850000000e+01   5.412749388e+07   5.412749388e+07   5.412749388e+07   5.412749388e+07   1.000000000e+00   1.000000000e+00 
386   1.860000000e+01   5.982013210e+07   5.982013210e+07   5.982013210e+07   5.982013210e+07   1.000000000e+00   1.000000000e+00 
387   1.870000000e+01   6.611147031e+07   6.611147031e+07   6.611147031e+07   6.611147031e+07   1.000000000e+00   1.000000000e+00 
388   1.880000000e+01   7.306447434e+07   7.306447434e+07   7.306447434e+07   7.306447434e+07   1.000000000e+00   1.000000000e+00 
389   1.890000000e+01   8.074873218e+07   8.074873218e+07   8.074873218e+07   8.074873218e+07   1.000000000e+00   1.000000000e+00 
390   1.900000000e+01   8.924115048e+07   8.924115048e+07   8.924115048e+07   8.924115048e+07   1.000000000e+00   1.000000000e+00 
391   1.910000000e+01   9.862672421e+07   9.862672421e+07   9.862672421e+07   9.862672421e+07   1.000000000e+00   1.000000000e+00 
392   1.920000000e+01   1.089993873e+08   1.089993873e+08   1.089993873e+08   1.089993873e+08   1.000000000e+00   1.000000000e+00 
393   1.930000000e+01   1.204629530e+08   1.204629530e+08   1.204629530e+08   1.204629530e+08   1.000000000e+00   1.000000000e+00 
394   1.940000000e+01   1.331321523e+08   1.331321523e+08   1.331321523e+08   1.331321523e+08   1.000000000e+00   1.000000000e+00 
395   1.950000000e+01   1.471337830e+08   1.471337830e+08   1.471337830e+08   1.471337830e+08   1.000000000e+00   1.000000000e+00 
396   1.960000000e+01   1.626079781e+08   1.626079781e+08   1.626079781e+08   1.626079781e+08   1.000000000e+00   1.000000000e+00 
397   1.970000000e+01   1.797096084e+08   1.797096084e+08   1.797096084e+08   1.797096084e+08   1.000000000e+00   1.000000000e+00 
398   1.980000000e+01   1.986098329e+08   1.986098329e+08   1.986098329e+08   1.986098329e+08   1.000000000e+00   1.000000000e+00 
399   1.990000000e+01   2.194978114e+08   2.194978114e+08   2.194978114e+08   2.194978114e+08   1.000000000e+00   1.000000000e+00 
400   2.000000000e+01   2.425825977e+08   2.425825977e+08   2.425825977e+08   2.425825977e+08   1.000000000e+00   1.000000000e+00 
End of Xyce(TM) Simulation
