Index    TIME    V(5)mean    V(5)meanPlus    V(5)meanMinus    V(5)meanPlusTwoSigma    V(5)meanMinusTwoSigma    V(5)stddev    V(5)variance    V(5)quad_pce_mean    V(5)quad_pce_meanPlus    V(5)quad_pce_meanMinus    V(5)quad_pce_meanPlusTwoSigma    V(5)quad_pce_meanMinusTwoSigma    V(5)quad_pce_stddev    V(5)quad_pce_variance    V(2)mean    V(2)meanPlus    V(2)meanMinus    V(2)meanPlusTwoSigma    V(2)meanMinusTwoSigma    V(2)stddev    V(2)variance    V(2)quad_pce_mean    V(2)quad_pce_meanPlus    V(2)quad_pce_meanMinus    V(2)quad_pce_meanPlusTwoSigma    V(2)quad_pce_meanMinusTwoSigma    V(2)quad_pce_stddev    V(2)quad_pce_variance    
146   2.24577800e-08   2.13591200e+00   2.32263600e+00   1.94918800e+00   2.50935900e+00   1.76246400e+00   1.86723800e-01   3.48657700e-02   2.15397400e+00   2.25810900e+00   2.04984000e+00   2.36224300e+00   1.94570500e+00   1.04134500e-01   1.08439900e-02   2.44281300e+00   2.46125300e+00   2.42437400e+00   2.47969200e+00   2.40593500e+00   1.84391500e-02   3.40002400e-04   2.44261000e+00   2.45508300e+00   2.43013600e+00   2.46755700e+00   2.41766200e+00   1.24737900e-02   1.55595400e-04   
147   2.27530300e-08   2.20973200e+00   2.42882500e+00   1.99063900e+00   2.64791700e+00   1.77154700e+00   2.19092600e-01   4.80015700e-02   2.23304000e+00   2.35675500e+00   2.10932400e+00   2.48047100e+00   1.98560900e+00   1.23715600e-01   1.53055500e-02   2.41007100e+00   2.43035800e+00   2.38978400e+00   2.45064500e+00   2.36949700e+00   2.02869800e-02   4.11561700e-04   2.40924000e+00   2.42306900e+00   2.39541000e+00   2.43689900e+00   2.38158000e+00   1.38296500e-02   1.91259200e-04   
148   2.30482800e-08   2.28883300e+00   2.53536500e+00   2.04230100e+00   2.78189700e+00   1.79577000e+00   2.46531700e-01   6.07778800e-02   2.31748700e+00   2.45811400e+00   2.17686000e+00   2.59874100e+00   2.03623300e+00   1.40627000e-01   1.97759600e-02   2.36428000e+00   2.40267400e+00   2.32588700e+00   2.44106700e+00   2.28749300e+00   3.83935700e-02   1.47406600e-03   2.36333000e+00   2.38994900e+00   2.33671100e+00   2.41656800e+00   2.31009200e+00   2.66191500e-02   7.08579100e-04   
149   2.33435200e-08   2.36279400e+00   2.63008100e+00   2.09550700e+00   2.89736800e+00   1.82822000e+00   2.67287000e-01   7.14423600e-02   2.39514800e+00   2.54796200e+00   2.24233400e+00   2.70077600e+00   2.08952000e+00   1.52813900e-01   2.33520800e-02   2.30157800e+00   2.35238800e+00   2.25076700e+00   2.40319900e+00   2.19995600e+00   5.08106800e-02   2.58172500e-03   2.29411600e+00   2.32917100e+00   2.25906200e+00   2.36422500e+00   2.22400800e+00   3.50544100e-02   1.22881200e-03   
150   2.36387700e-08   2.42735400e+00   2.70958000e+00   2.14512700e+00   2.99180600e+00   1.86290100e+00   2.82226400e-01   7.96517600e-02   2.46189500e+00   2.62319000e+00   2.30059900e+00   2.78448500e+00   2.13930400e+00   1.61295200e-01   2.60161300e-02   2.25208700e+00   2.30241200e+00   2.20176300e+00   2.35273700e+00   2.15143800e+00   5.03247600e-02   2.53258200e-03   2.24342200e+00   2.27559700e+00   2.21124600e+00   2.30777300e+00   2.17907100e+00   3.21754200e-02   1.03525800e-03   
151   2.39340200e-08   2.48314700e+00   2.77838700e+00   2.18790700e+00   3.07362700e+00   1.89266800e+00   2.95239700e-01   8.71665000e-02   2.51963300e+00   2.68824300e+00   2.35102200e+00   2.85685400e+00   2.18241100e+00   1.68610600e-01   2.84295500e-02   2.21727200e+00   2.26755700e+00   2.16698600e+00   2.31784200e+00   2.11670100e+00   5.02851900e-02   2.52860000e-03   2.20808900e+00   2.24005500e+00   2.17612400e+00   2.27202100e+00   2.14415800e+00   3.19656500e-02   1.02180300e-03   
152   2.42292600e-08   2.53182700e+00   2.83919200e+00   2.22446300e+00   3.14655700e+00   1.91709800e+00   3.07364700e-01   9.44730500e-02   2.57019200e+00   2.74563200e+00   2.39475200e+00   2.92107200e+00   2.21931200e+00   1.75439900e-01   3.07791700e-02   2.19086400e+00   2.23995500e+00   2.14177300e+00   2.28904600e+00   2.09268200e+00   4.90910900e-02   2.40993500e-03   2.18145800e+00   2.21207700e+00   2.15083900e+00   2.24269600e+00   2.12022000e+00   3.06191600e-02   9.37532700e-04   
153   2.45245100e-08   2.57436800e+00   2.89339200e+00   2.25534500e+00   3.21241500e+00   1.93632100e+00   3.19023600e-01   1.01776000e-01   2.61472600e+00   2.79669300e+00   2.43275900e+00   2.97865900e+00   2.25079300e+00   1.81966600e-01   3.31118500e-02   2.16933300e+00   2.21655800e+00   2.12210900e+00   2.26378200e+00   2.07488400e+00   4.72245200e-02   2.23015600e-03   2.16007200e+00   2.18946000e+00   2.13068400e+00   2.21884800e+00   2.10129600e+00   2.93879500e-02   8.63651600e-04   
154   2.51150000e-08   2.64378500e+00   2.98295100e+00   2.30461900e+00   3.32211700e+00   1.96545300e+00   3.39166100e-01   1.15033700e-01   2.68745400e+00   2.88061700e+00   2.49429100e+00   3.07378100e+00   2.30112800e+00   1.93163300e-01   3.73120700e-02   2.13437200e+00   2.17724800e+00   2.09149600e+00   2.22012400e+00   2.04862000e+00   4.28759000e-02   1.83834300e-03   2.12529900e+00   2.15178000e+00   2.09881800e+00   2.17826100e+00   2.07233700e+00   2.64809900e-02   7.01242900e-04   
155   2.57055000e-08   2.69621900e+00   3.05090400e+00   2.34153300e+00   3.40559000e+00   1.98684800e+00   3.54685400e-01   1.25801700e-01   2.74258500e+00   2.94432400e+00   2.54084500e+00   3.14606400e+00   2.33910500e+00   2.01739700e-01   4.06988900e-02   2.10682700e+00   2.14511500e+00   2.06853800e+00   2.18340400e+00   2.03024900e+00   3.82888000e-02   1.46603200e-03   2.09859300e+00   2.12226200e+00   2.07492400e+00   2.14593100e+00   2.05125500e+00   2.36690100e-02   5.60222300e-04   
156   2.62959900e-08   2.73701900e+00   3.09717400e+00   2.37686500e+00   3.45732900e+00   2.01671000e+00   3.60154600e-01   1.29711400e-01   2.78457200e+00   2.98916400e+00   2.57998000e+00   3.19375600e+00   2.37538800e+00   2.04592000e-01   4.18578900e-02   2.07937700e+00   2.11905200e+00   2.03970200e+00   2.15872700e+00   2.00002700e+00   3.96748700e-02   1.57409500e-03   2.07507000e+00   2.09913500e+00   2.05100400e+00   2.12320100e+00   2.02693900e+00   2.40655700e-02   5.79151600e-04   
157   2.68864900e-08   2.77031500e+00   3.12310100e+00   2.41752900e+00   3.47588800e+00   2.06474300e+00   3.52786100e-01   1.24458000e-01   2.81732300e+00   3.01761200e+00   2.61703300e+00   3.21790200e+00   2.41674400e+00   2.00289500e-01   4.01159000e-02   2.04921800e+00   2.13805600e+00   1.96037900e+00   2.22689500e+00   1.87154100e+00   8.88384900e-02   7.89227800e-03   2.05417800e+00   2.10491300e+00   2.00344300e+00   2.15564900e+00   1.95270800e+00   5.07351700e-02   2.57405700e-03   
158   2.74769800e-08   2.79685200e+00   3.13860400e+00   2.45510100e+00   3.48035500e+00   2.11335000e+00   3.41751300e-01   1.16794000e-01   2.84265800e+00   3.03662000e+00   2.64869700e+00   3.23058100e+00   2.45473500e+00   1.93961600e-01   3.76211000e-02   2.03073600e+00   2.14061300e+00   1.92085900e+00   2.25049100e+00   1.81098200e+00   1.09877100e-01   1.20729800e-02   2.03872800e+00   2.10109100e+00   1.97636600e+00   2.16345300e+00   1.91400300e+00   6.23625700e-02   3.88909100e-03   
159   2.80674700e-08   2.81788100e+00   3.14848500e+00   2.48727600e+00   3.47909000e+00   2.15667100e+00   3.30604800e-01   1.09299500e-01   2.86243900e+00   3.05002100e+00   2.67485700e+00   3.23760300e+00   2.48727500e+00   1.87582000e-01   3.51869900e-02   2.02022100e+00   2.12764000e+00   1.91280200e+00   2.23505900e+00   1.80538200e+00   1.07419200e-01   1.15388900e-02   2.02805200e+00   2.08899000e+00   1.96711500e+00   2.14992700e+00   1.90617700e+00   6.09374200e-02   3.71336900e-03   
160   2.86579700e-08   2.83455000e+00   3.15513800e+00   2.51396100e+00   3.47572700e+00   2.19337200e+00   3.20588900e-01   1.02777200e-01   2.87788600e+00   3.05976200e+00   2.69601000e+00   3.24163900e+00   2.51413400e+00   1.81876100e-01   3.30789000e-02   2.01168000e+00   2.11582300e+00   1.90753800e+00   2.21996500e+00   1.80339600e+00   1.04142400e-01   1.08456400e-02   2.01887100e+00   2.07797600e+00   1.95976500e+00   2.13708200e+00   1.90065900e+00   5.91058500e-02   3.49350100e-03   
161   2.92484600e-08   2.84766000e+00   3.16068300e+00   2.53463700e+00   3.47370700e+00   2.22161300e+00   3.13023400e-01   9.79836400e-02   2.89010900e+00   3.06766000e+00   2.71255900e+00   3.24521100e+00   2.53500800e+00   1.77550700e-01   3.15242700e-02   2.00458300e+00   2.10738500e+00   1.90178100e+00   2.21018700e+00   1.79897900e+00   1.02802000e-01   1.05682500e-02   2.01173800e+00   2.06999200e+00   1.95348500e+00   2.12824500e+00   1.89523100e+00   5.82534900e-02   3.39346900e-03   
162   2.98389500e-08   2.85822000e+00   3.16490900e+00   2.55153200e+00   3.47159700e+00   2.24484300e+00   3.06688500e-01   9.40578200e-02   2.89987700e+00   3.07382400e+00   2.72593000e+00   3.24777100e+00   2.55198300e+00   1.73947100e-01   3.02575900e-02   1.99856400e+00   2.10006400e+00   1.89706400e+00   2.20156300e+00   1.79556400e+00   1.01499800e-01   1.03022200e-02   2.00530500e+00   2.06281900e+00   1.94779000e+00   2.12033300e+00   1.89027600e+00   5.75143700e-02   3.30790200e-03   
163   3.10000000e-08   2.87368800e+00   3.17125600e+00   2.57612100e+00   3.46882300e+00   2.27855400e+00   2.97567200e-01   8.85462300e-02   2.91426900e+00   3.08300800e+00   2.74553000e+00   3.25174800e+00   2.57679000e+00   1.68739300e-01   2.84729500e-02   1.98980400e+00   2.08988100e+00   1.88972700e+00   2.18995700e+00   1.78965100e+00   1.00076700e-01   1.00153400e-02   1.99640200e+00   2.05299700e+00   1.93980600e+00   2.10959300e+00   1.88321000e+00   5.65957300e-02   3.20307600e-03   
164   3.10269100e-08   2.86008600e+00   3.15578600e+00   2.56438600e+00   3.45148600e+00   2.26868600e+00   2.95699800e-01   8.74383800e-02   2.90043300e+00   3.06811000e+00   2.73275700e+00   3.23578700e+00   2.56508000e+00   1.67676900e-01   2.81155300e-02   1.98622700e+00   2.08691500e+00   1.88553900e+00   2.18760300e+00   1.78485100e+00   1.00688100e-01   1.01380900e-02   1.99281900e+00   2.04978900e+00   1.93585000e+00   2.10675900e+00   1.87888000e+00   5.69697700e-02   3.24555400e-03   
165   3.10511300e-08   2.84177500e+00   3.13499900e+00   2.54855100e+00   3.42822300e+00   2.25532700e+00   2.93223900e-01   8.59802400e-02   2.88179800e+00   3.04806100e+00   2.71553400e+00   3.21432500e+00   2.54927000e+00   1.66263700e-01   2.76436200e-02   1.98137500e+00   2.08339200e+00   1.87935800e+00   2.18540900e+00   1.77734200e+00   1.02016800e-01   1.04074300e-02   1.98812800e+00   2.04586200e+00   1.93039400e+00   2.10359600e+00   1.87266000e+00   5.77340600e-02   3.33322200e-03   
166   3.10753500e-08   2.82101200e+00   3.11138800e+00   2.53063600e+00   3.40176400e+00   2.24026000e+00   2.90376000e-01   8.43182200e-02   2.86066300e+00   3.02530400e+00   2.69602200e+00   3.18994600e+00   2.53138000e+00   1.64641400e-01   2.71067800e-02   1.97597400e+00   2.07971000e+00   1.87223800e+00   2.18344700e+00   1.76850200e+00   1.03736200e-01   1.07611900e-02   1.98294400e+00   2.04166500e+00   1.92422400e+00   2.10038500e+00   1.86550300e+00   5.87205400e-02   3.44810100e-03   
167   3.11237800e-08   2.76979300e+00   3.05286500e+00   2.48672000e+00   3.33593800e+00   2.20364800e+00   2.83072500e-01   8.01300400e-02   2.80849600e+00   2.96898800e+00   2.64800500e+00   3.12947900e+00   2.48751400e+00   1.60491300e-01   2.57574700e-02   1.96386300e+00   2.07336200e+00   1.85436400e+00   2.18286200e+00   1.74486400e+00   1.09499300e-01   1.19901000e-02   1.97157600e+00   2.03359200e+00   1.90956000e+00   2.09560800e+00   1.84754500e+00   6.20159400e-02   3.84597700e-03   
168   3.11722200e-08   2.71094100e+00   2.98514900e+00   2.43673200e+00   3.25935700e+00   2.16252400e+00   2.74208200e-01   7.51901600e-02   2.74847900e+00   2.90394700e+00   2.59301200e+00   3.05941400e+00   2.43754400e+00   1.55467400e-01   2.41701200e-02   1.95274000e+00   2.07088600e+00   1.83459400e+00   2.18903200e+00   1.71644800e+00   1.18146200e-01   1.39585200e-02   1.96158200e+00   2.02853300e+00   1.89463200e+00   2.09548300e+00   1.82768200e+00   6.69501500e-02   4.48232300e-03   
169   3.12206600e-08   2.65297000e+00   2.91797800e+00   2.38796300e+00   3.18298500e+00   2.12295600e+00   2.65007200e-01   7.02288400e-02   2.68911900e+00   2.83936900e+00   2.53886900e+00   2.98962000e+00   2.38861800e+00   1.50250300e-01   2.25751700e-02   1.94469200e+00   2.07361300e+00   1.81577000e+00   2.20253500e+00   1.68684900e+00   1.28921600e-01   1.66207800e-02   1.95496300e+00   2.02805400e+00   1.88187300e+00   2.10114400e+00   1.80878300e+00   7.30902200e-02   5.34218100e-03   
170   3.12690900e-08   2.63910900e+00   2.90306900e+00   2.37515000e+00   3.16702800e+00   2.11119100e+00   2.63959400e-01   6.96745500e-02   2.67467800e+00   2.82431000e+00   2.52504700e+00   2.97394100e+00   2.37541500e+00   1.49631500e-01   2.23895900e-02   1.93952400e+00   2.08039800e+00   1.79865000e+00   2.22127300e+00   1.65777600e+00   1.40874300e-01   1.98455600e-02   1.95140700e+00   2.03130000e+00   1.87151500e+00   2.11119200e+00   1.79162300e+00   7.98924200e-02   6.38279900e-03   
171   3.13086300e-08   2.64710000e+00   2.91382700e+00   2.38037300e+00   3.18055400e+00   2.11364600e+00   2.66727100e-01   7.11433600e-02   2.68315400e+00   2.83437500e+00   2.53193300e+00   2.98559600e+00   2.38071200e+00   1.51221200e-01   2.28678500e-02   1.93731900e+00   2.08852100e+00   1.78611600e+00   2.23972400e+00   1.63491400e+00   1.51202500e-01   2.28622000e-02   1.95060900e+00   2.03636100e+00   1.86485600e+00   2.12211400e+00   1.77910300e+00   8.57528300e-02   7.35354800e-03   
172   3.13481600e-08   2.65178700e+00   2.92048600e+00   2.38308900e+00   3.18918400e+00   2.11439100e+00   2.68698300e-01   7.21987500e-02   2.68824500e+00   2.84060300e+00   2.53588800e+00   2.99296100e+00   2.38353000e+00   1.52357800e-01   2.32128900e-02   1.93574800e+00   2.09744000e+00   1.77405600e+00   2.25913200e+00   1.61236400e+00   1.61691900e-01   2.61442600e-02   1.95050500e+00   2.04219900e+00   1.85881100e+00   2.13389300e+00   1.76711600e+00   9.16941600e-02   8.40781800e-03   
173   3.13877000e-08   2.65972600e+00   2.93091300e+00   2.38854000e+00   3.20209900e+00   2.11735300e+00   2.71186400e-01   7.35420900e-02   2.69658000e+00   2.85036300e+00   2.54279700e+00   3.00414700e+00   2.38901300e+00   1.53783400e-01   2.36493300e-02   1.93282600e+00   2.10478900e+00   1.76086200e+00   2.27675300e+00   1.58889900e+00   1.71963400e-01   2.95714000e-02   1.94903900e+00   2.04655100e+00   1.85152600e+00   2.14406300e+00   1.75401400e+00   9.75123700e-02   9.50866300e-03   
174   3.14272300e-08   2.66775300e+00   2.94133500e+00   2.39417100e+00   3.21491700e+00   2.12058900e+00   2.73581800e-01   7.48470200e-02   2.70509500e+00   2.86025900e+00   2.54993100e+00   3.01542200e+00   2.39476800e+00   1.55163600e-01   2.40757600e-02   1.92837200e+00   2.11036400e+00   1.74638000e+00   2.29235600e+00   1.56438800e+00   1.81991900e-01   3.31210600e-02   1.94599000e+00   2.04918200e+00   1.84279700e+00   2.15237500e+00   1.73960500e+00   1.03192400e-01   1.06486700e-02   
175   3.15063000e-08   2.68822400e+00   2.96715200e+00   2.40929600e+00   3.24608000e+00   2.13036900e+00   2.78927800e-01   7.78007200e-02   2.72657000e+00   2.88480000e+00   2.56833900e+00   3.04303000e+00   2.41010900e+00   1.58230300e-01   2.50368400e-02   1.91520800e+00   2.11664200e+00   1.71377400e+00   2.31807600e+00   1.51233900e+00   2.01434300e-01   4.05757800e-02   1.93551400e+00   2.04971900e+00   1.82130900e+00   2.16392500e+00   1.70710400e+00   1.14205300e-01   1.30428400e-02   
176   3.15853700e-08   2.70982300e+00   2.99336700e+00   2.42628000e+00   3.27691000e+00   2.14273700e+00   2.83543400e-01   8.03968500e-02   2.74909400e+00   2.90996700e+00   2.58822100e+00   3.07084000e+00   2.42734800e+00   1.60873100e-01   2.58801400e-02   1.89724700e+00   2.11847300e+00   1.67602100e+00   2.33969900e+00   1.45479500e+00   2.21226000e-01   4.89409400e-02   1.92023200e+00   2.04564900e+00   1.79481500e+00   2.17106700e+00   1.66939800e+00   1.25417100e-01   1.57294400e-02   
177   3.16644400e-08   2.73472800e+00   3.01270600e+00   2.45675100e+00   3.29068300e+00   2.17877400e+00   2.77977300e-01   7.72713600e-02   2.77348400e+00   2.93122600e+00   2.61574300e+00   3.08896800e+00   2.45800100e+00   1.57741600e-01   2.48824100e-02   1.87282400e+00   2.12940100e+00   1.61624700e+00   2.38597800e+00   1.35967000e+00   2.56577100e-01   6.58318100e-02   1.90055600e+00   2.04598600e+00   1.75512600e+00   2.19141500e+00   1.60969700e+00   1.45429600e-01   2.11497700e-02   
178   3.17330000e-08   2.75167200e+00   3.04288600e+00   2.46045900e+00   3.33409900e+00   2.16924600e+00   2.91213200e-01   8.48051200e-02   2.79241400e+00   2.95766600e+00   2.62716200e+00   3.12291800e+00   2.46191000e+00   1.65251900e-01   2.73081800e-02   1.84971200e+00   2.13717000e+00   1.56225300e+00   2.42462900e+00   1.27479500e+00   2.87458600e-01   8.26324500e-02   1.88156300e+00   2.04449100e+00   1.71863400e+00   2.20741900e+00   1.55570600e+00   1.62928200e-01   2.65456000e-02   
179   3.17935900e-08   2.76776000e+00   3.06468300e+00   2.47083700e+00   3.36160600e+00   2.17391400e+00   2.96923100e-01   8.81633100e-02   2.80940700e+00   2.97789700e+00   2.64091600e+00   3.14638800e+00   2.47242600e+00   1.68490400e-01   2.83890100e-02   1.82987400e+00   2.13683000e+00   1.52291800e+00   2.44378600e+00   1.21596200e+00   3.06956200e-01   9.42220900e-02   1.86430600e+00   2.03828300e+00   1.69032900e+00   2.21226000e+00   1.51635200e+00   1.73976900e-01   3.02679800e-02   
180   3.18541700e-08   2.78219100e+00   3.08575100e+00   2.47863100e+00   3.38931100e+00   2.17507100e+00   3.03560100e-01   9.21487300e-02   2.82488200e+00   2.99717000e+00   2.65259400e+00   3.16945800e+00   2.48030700e+00   1.72287800e-01   2.96830800e-02   1.80969900e+00   2.13526400e+00   1.48413300e+00   2.46083000e+00   1.15856700e+00   3.25565800e-01   1.05993100e-01   1.84658300e+00   2.03110300e+00   1.66206200e+00   2.21562400e+00   1.47754100e+00   1.84520900e-01   3.40479700e-02   
181   3.19147600e-08   2.79497300e+00   3.11119100e+00   2.47875500e+00   3.42740900e+00   2.16253800e+00   3.16218000e-01   9.99938100e-02   2.83948100e+00   3.01894500e+00   2.66001600e+00   3.19841000e+00   2.48055200e+00   1.79464600e-01   3.22075300e-02   1.78993900e+00   2.13094600e+00   1.44893100e+00   2.47195300e+00   1.10792400e+00   3.41007100e-01   1.16285900e-01   1.82884400e+00   2.02211600e+00   1.63557300e+00   2.21538700e+00   1.44230100e+00   1.93271500e-01   3.73538700e-02   
182   3.19753400e-08   2.80590600e+00   3.13634200e+00   2.47547000e+00   3.46677800e+00   2.14503500e+00   3.30435800e-01   1.09187800e-01   2.85245700e+00   3.03996000e+00   2.66495500e+00   3.22746200e+00   2.47745300e+00   1.87502200e-01   3.51570800e-02   1.77068300e+00   2.12472800e+00   1.41663900e+00   2.47877200e+00   1.06259500e+00   3.54044200e-01   1.25347300e-01   1.81128000e+00   2.01194600e+00   1.61061400e+00   2.21261300e+00   1.40994700e+00   2.00666300e-01   4.02669800e-02   
183   3.20000000e-08   2.80998700e+00   3.14774400e+00   2.47223100e+00   3.48550000e+00   2.13447500e+00   3.37756200e-01   1.14079300e-01   2.85756000e+00   3.04921500e+00   2.66590500e+00   3.24086900e+00   2.47425000e+00   1.91654900e-01   3.67315900e-02   1.76304500e+00   2.12170400e+00   1.40438600e+00   2.48036300e+00   1.04572700e+00   3.58658900e-01   1.28636200e-01   1.80423400e+00   2.00752100e+00   1.60094800e+00   2.21080800e+00   1.39766100e+00   2.03286600e-01   4.13254600e-02   
184   3.20060600e-08   2.81172100e+00   3.15075300e+00   2.47269000e+00   3.48978400e+00   2.13365900e+00   3.39031300e-01   1.14942300e-01   2.85947500e+00   3.05185300e+00   2.66709600e+00   3.24423200e+00   2.47471800e+00   1.92378600e-01   3.70095200e-02   1.76135800e+00   2.12104700e+00   1.40167000e+00   2.48073500e+00   1.04198200e+00   3.59688200e-01   1.29375600e-01   1.80267800e+00   2.00654900e+00   1.59880600e+00   2.21042100e+00   1.39493400e+00   2.03871800e-01   4.15636900e-02   
185   3.20121200e-08   2.81382800e+00   3.15447200e+00   2.47318400e+00   3.49511700e+00   2.13254000e+00   3.40644200e-01   1.16038500e-01   2.86180700e+00   3.05510100e+00   2.66851400e+00   3.24839400e+00   2.47522100e+00   1.93293300e-01   3.73622900e-02   1.75984800e+00   2.12052500e+00   1.39917000e+00   2.48120200e+00   1.03849300e+00   3.60677400e-01   1.30088200e-01   1.80129100e+00   2.00572400e+00   1.59685900e+00   2.21015700e+00   1.39242600e+00   2.04433000e-01   4.17928400e-02   
186   3.20242300e-08   2.81825300e+00   3.16223100e+00   2.47427400e+00   3.50621000e+00   2.13029600e+00   3.43978500e-01   1.18321200e-01   2.86670300e+00   3.06188700e+00   2.67151900e+00   3.25707100e+00   2.47633500e+00   1.95184000e-01   3.80968100e-02   1.75710800e+00   2.11963100e+00   1.39458400e+00   2.48215500e+00   1.03206100e+00   3.62523600e-01   1.31423300e-01   1.79878300e+00   2.00426200e+00   1.59330400e+00   2.20974100e+00   1.38782500e+00   2.05479200e-01   4.22217000e-02   
187   3.20484700e-08   2.82655700e+00   3.17675700e+00   2.47635800e+00   3.52695600e+00   2.12615800e+00   3.50199500e-01   1.22639700e-01   2.87590000e+00   3.07461200e+00   2.67718900e+00   3.27332300e+00   2.47847800e+00   1.98711400e-01   3.94862100e-02   1.75261700e+00   2.11805400e+00   1.38718000e+00   2.48349100e+00   1.02174300e+00   3.65437200e-01   1.33544300e-01   1.79464800e+00   2.00177500e+00   1.58752100e+00   2.20890200e+00   1.38039400e+00   2.07127000e-01   4.29016000e-02   
188   3.20969400e-08   2.84031300e+00   3.20037400e+00   2.48025200e+00   3.56043500e+00   2.12019100e+00   3.60061100e-01   1.29644000e-01   2.89109900e+00   3.09540300e+00   2.68679500e+00   3.29970700e+00   2.48249100e+00   2.04304000e-01   4.17401000e-02   1.74498800e+00   2.11389100e+00   1.37608600e+00   2.48279400e+00   1.00718300e+00   3.68902600e-01   1.36089100e-01   1.78739100e+00   1.99646800e+00   1.57831300e+00   2.20554500e+00   1.36923600e+00   2.09077300e-01   4.37133000e-02   
189   3.21454000e-08   2.85255700e+00   3.21953400e+00   2.48558000e+00   3.58651100e+00   2.11860300e+00   3.66977100e-01   1.34672200e-01   2.90442300e+00   3.11263200e+00   2.69621400e+00   3.32084000e+00   2.48800600e+00   2.08208600e-01   4.33508000e-02   1.73850100e+00   2.10788000e+00   1.36912300e+00   2.47725900e+00   9.99743900e-01   3.69378700e-01   1.36440600e-01   1.78083600e+00   1.99009900e+00   1.57157200e+00   2.19936300e+00   1.36230900e+00   2.09263500e-01   4.37912000e-02   
190   3.21938700e-08   2.86372300e+00   3.23369200e+00   2.49375400e+00   3.60366100e+00   2.12378500e+00   3.69969000e-01   1.36877000e-01   2.91616500e+00   3.12603600e+00   2.70629300e+00   3.33590800e+00   2.49642200e+00   2.09871600e-01   4.40460700e-02   1.73359100e+00   2.09841800e+00   1.36876400e+00   2.46324500e+00   1.00393700e+00   3.64827100e-01   1.33098800e-01   1.77513000e+00   1.98177800e+00   1.56848200e+00   2.18842600e+00   1.36183400e+00   2.06648200e-01   4.27034600e-02   
191   3.22423400e-08   2.87425600e+00   3.24201600e+00   2.50649700e+00   3.60977500e+00   2.13873700e+00   3.67759500e-01   1.35247100e-01   2.92656400e+00   3.13524100e+00   2.71788700e+00   3.34391800e+00   2.50920900e+00   2.08677100e-01   4.35461200e-02   1.73035700e+00   2.08563700e+00   1.37507700e+00   2.44091700e+00   1.01979600e+00   3.55280100e-01   1.26223900e-01   1.77038900e+00   1.97172800e+00   1.56905000e+00   2.17306700e+00   1.36771100e+00   2.01339000e-01   4.05374100e-02   
192   3.22908100e-08   2.88405000e+00   3.24585400e+00   2.52224500e+00   3.60765800e+00   2.16044100e+00   3.61804300e-01   1.30902400e-01   2.93570500e+00   3.14108800e+00   2.73032200e+00   3.34647000e+00   2.52493900e+00   2.05382900e-01   4.21821400e-02   1.72814500e+00   2.07261200e+00   1.38367900e+00   2.41707900e+00   1.03921200e+00   3.44466800e-01   1.18657400e-01   1.76651100e+00   1.96174300e+00   1.57128000e+00   2.15697500e+00   1.37604800e+00   1.95231800e-01   3.81154400e-02   
193   3.23392800e-08   2.89279600e+00   3.24738400e+00   2.53820900e+00   3.60197200e+00   2.18362100e+00   3.54588000e-01   1.25732600e-01   2.94361500e+00   3.14491900e+00   2.74231100e+00   3.34622300e+00   2.54100700e+00   2.01304100e-01   4.05233400e-02   1.72647000e+00   2.06125400e+00   1.39168600e+00   2.39603800e+00   1.05690200e+00   3.34783900e-01   1.12080300e-01   1.76334800e+00   1.95302800e+00   1.57366900e+00   2.14270800e+00   1.38398900e+00   1.89679700e-01   3.59783900e-02   
194   3.23877400e-08   2.90043400e+00   3.24783000e+00   2.55303700e+00   3.59522700e+00   2.20564000e+00   3.47396800e-01   1.20684600e-01   2.95039500e+00   3.14762200e+00   2.75316800e+00   3.34484900e+00   2.55594100e+00   1.97227000e-01   3.88984900e-02   1.72524900e+00   2.05177200e+00   1.39872700e+00   2.37829400e+00   1.07220500e+00   3.26522300e-01   1.06616800e-01   1.76085100e+00   1.94579600e+00   1.57590700e+00   2.13074100e+00   1.39096200e+00   1.84944700e-01   3.42045600e-02   
195   3.24362100e-08   2.90703900e+00   3.24760900e+00   2.56646900e+00   3.58817900e+00   2.22589900e+00   3.40570200e-01   1.15988100e-01   2.95616700e+00   3.14951700e+00   2.76281800e+00   3.34286700e+00   2.56946800e+00   1.93349700e-01   3.73841100e-02   1.72446300e+00   2.04385400e+00   1.40507200e+00   2.36324500e+00   1.08568200e+00   3.19390800e-01   1.02010500e-01   1.75896500e+00   1.93981300e+00   1.57811800e+00   2.12066000e+00   1.39727000e+00   1.80847500e-01   3.27058400e-02   
196   3.25331500e-08   2.91775400e+00   3.24570700e+00   2.58980100e+00   3.57366100e+00   2.26184700e+00   3.27953500e-01   1.07553500e-01   2.96530800e+00   3.15149100e+00   2.77912400e+00   3.33767500e+00   2.59294000e+00   1.86183600e-01   3.46643300e-02   1.72405800e+00   2.03183700e+00   1.41627900e+00   2.33961600e+00   1.10850000e+00   3.07779000e-01   9.47278900e-02   1.75677400e+00   1.93094400e+00   1.58260400e+00   2.10511300e+00   1.40843400e+00   1.74169800e-01   3.03351400e-02   
