Index    TIME    {V(DRAIN)}_quad_pce_mean    {V(DRAIN)}_quad_pce_meanPlus    {V(DRAIN)}_quad_pce_meanMinus    {V(DRAIN)}_quad_pce_stddev    {V(DRAIN)}_quad_pce_variance    
231   9.73081900e-07   9.69647300e-01   1.05148600e+00   8.87808400e-01   8.18389000e-02   6.69760500e-03   
232   9.73672300e-07   9.81127900e-01   1.03180900e+00   9.30446500e-01   5.06813300e-02   2.56859800e-03   
233   9.74262600e-07   9.92673400e-01   1.01211400e+00   9.73232400e-01   1.94410700e-02   3.77955300e-04   
234   9.74339000e-07   9.94038300e-01   1.00978700e+00   9.78289700e-01   1.57486100e-02   2.48018800e-04   
235   9.74491700e-07   9.96416900e-01   1.00568300e+00   9.87150300e-01   9.26654000e-03   8.58687700e-05   
236   9.74797200e-07   9.98928200e-01   1.00111000e+00   9.96746000e-01   2.18224700e-03   4.76220300e-06   
237   9.75062800e-07   9.99429100e-01   1.00010700e+00   9.98750900e-01   6.78193700e-04   4.59946700e-07   
238   9.75328400e-07   9.99512300e-01   9.99989500e-01   9.99035100e-01   4.77229900e-04   2.27748400e-07   
239   9.75594000e-07   9.99537200e-01   9.99973300e-01   9.99101100e-01   4.36122800e-04   1.90203100e-07   
240   9.75859600e-07   9.99552000e-01   9.99970500e-01   9.99133500e-01   4.18504200e-04   1.75145800e-07   
241   9.76390900e-07   9.99581800e-01   9.99962700e-01   9.99201000e-01   3.80819400e-04   1.45023400e-07   
242   9.77453400e-07   9.99633200e-01   9.99950600e-01   9.99315800e-01   3.17428600e-04   1.00760900e-07   
243   9.79578400e-07   9.99710800e-01   9.99936500e-01   9.99485200e-01   2.25681600e-04   5.09322000e-08   
244   9.83828300e-07   9.99805000e-01   9.99927300e-01   9.99682700e-01   1.22300300e-04   1.49573600e-08   
245   9.92328200e-07   9.99886700e-01   9.99931400e-01   9.99842000e-01   4.46593000e-05   1.99445300e-09   
246   1.00000000e-06   9.99916900e-01   9.99939400e-01   9.99894300e-01   2.25957500e-05   5.10568100e-10   
247   1.00170000e-06   9.99999600e-01   9.99999800e-01   9.99999300e-01   2.33735200e-07   5.46321500e-14   
248   1.00510000e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   7.22265300e-08   5.21667100e-15   
249   1.00850000e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.62198300e-08   4.38506600e-15   
250   1.01530000e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.94049100e-08   3.52894300e-15   
251   1.02890000e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.55411600e-08   4.29564400e-15   
252   1.05609900e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.90887900e-08   3.49148500e-15   
253   1.11049900e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.53669500e-08   4.27283800e-15   
254   1.21049900e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.90003600e-08   3.48104200e-15   
255   1.31049900e-06   9.99999900e-01   1.00000000e+00   9.99999900e-01   6.53149600e-08   4.26604400e-15   
256   1.40000000e-06   1.00000000e+00   1.00000000e+00   1.00000000e+00   5.89367400e-08   3.47353900e-15   
257   1.40062500e-06   1.00008400e+00   1.00010700e+00   1.00006100e+00   2.33106000e-05   5.43384300e-10   
258   1.40187500e-06   1.00008900e+00   1.00011500e+00   1.00006200e+00   2.63060300e-05   6.92007000e-10   
259   1.40312500e-06   1.00009300e+00   1.00012200e+00   1.00006400e+00   2.89270300e-05   8.36773200e-10   
260   1.40562500e-06   1.00010300e+00   1.00013900e+00   1.00006700e+00   3.61316200e-05   1.30549400e-09   
261   1.41062500e-06   1.00013200e+00   1.00019200e+00   1.00007200e+00   5.99740100e-05   3.59688200e-09   
262   1.42062500e-06   1.00029400e+00   1.00052600e+00   1.00006200e+00   2.32256200e-04   5.39429300e-08   
263   1.42618200e-06   1.00058200e+00   1.00116900e+00   9.99994500e-01   5.87225000e-04   3.44833200e-07   
264   1.43173900e-06   1.00110900e+00   1.00237800e+00   9.99838900e-01   1.26981200e-03   1.61242300e-06   
265   1.43451800e-06   1.00178800e+00   1.00411500e+00   9.99460600e-01   2.32707800e-03   5.41529300e-06   
266   1.43729600e-06   1.00227800e+00   1.00613000e+00   9.98426800e-01   3.85146000e-03   1.48337400e-05   
267   1.44007500e-06   1.00203900e+00   1.01112400e+00   9.92954100e-01   9.08490700e-03   8.25355300e-05   
268   1.44048000e-06   1.00178100e+00   1.01240600e+00   9.91155300e-01   1.06254300e-02   1.12899700e-04   
269   1.44088600e-06   1.00146700e+00   1.01382800e+00   9.89106500e-01   1.23605200e-02   1.52782300e-04   
270   1.44169700e-06   1.00049000e+00   1.01749200e+00   9.83486800e-01   1.70027900e-02   2.89094800e-04   
271   1.44250800e-06   9.98902600e-01   1.02239100e+00   9.75414400e-01   2.34881800e-02   5.51694400e-04   
272   1.44331800e-06   9.96501100e-01   1.02867600e+00   9.64326700e-01   3.21744600e-02   1.03519600e-03   
273   1.44412900e-06   9.92980600e-01   1.03647200e+00   9.49489400e-01   4.34911600e-02   1.89148100e-03   
274   1.44494000e-06   9.87951200e-01   1.04594200e+00   9.29959900e-01   5.79912700e-02   3.36298700e-03   
275   1.44575100e-06   9.81050000e-01   1.05723000e+00   9.04870000e-01   7.61799700e-02   5.80338900e-03   
276   1.44656200e-06   9.71953700e-01   1.07030300e+00   8.73604600e-01   9.83490800e-02   9.67254200e-03   
277   1.44737200e-06   9.60193900e-01   1.08484900e+00   8.35538600e-01   1.24655300e-01   1.55389500e-02   
278   1.44818300e-06   9.45033100e-01   1.10035200e+00   7.89714000e-01   1.55319100e-01   2.41240300e-02   
279   1.44899400e-06   9.25884100e-01   1.11645600e+00   7.35312500e-01   1.90571600e-01   3.63175500e-02   
280   1.44972400e-06   9.05113000e-01   1.13106000e+00   6.79166200e-01   2.25946800e-01   5.10519500e-02   
281   1.44984800e-06   9.01200400e-01   1.13346300e+00   6.68937600e-01   2.32262800e-01   5.39460100e-02   
282   1.44997300e-06   8.97251600e-01   1.13581600e+00   6.58686900e-01   2.38564600e-01   5.69130800e-02   
283   1.45022100e-06   8.89266300e-01   1.13981600e+00   6.38716300e-01   2.50550000e-01   6.27752800e-02   
284   1.45047000e-06   8.81395500e-01   1.14232700e+00   6.20463700e-01   2.60931800e-01   6.80854100e-02   
285   1.45071900e-06   8.73638300e-01   1.14343300e+00   6.03843500e-01   2.69794900e-01   7.27892600e-02   
286   1.45096800e-06   8.65718400e-01   1.14388700e+00   5.87549500e-01   2.78168900e-01   7.73779500e-02   
287   1.45121700e-06   8.57705500e-01   1.14369600e+00   5.71714800e-01   2.85990600e-01   8.17906500e-02   
288   1.45146500e-06   8.49873800e-01   1.14239400e+00   5.57353400e-01   2.92520500e-01   8.55682200e-02   
289   1.45171400e-06   8.42011200e-01   1.14039400e+00   5.43628400e-01   2.98382800e-01   8.90322900e-02   
290   1.45196300e-06   8.33761300e-01   1.13836700e+00   5.29156100e-01   3.04605200e-01   9.27843600e-02   
291   1.45221200e-06   8.25053000e-01   1.13646900e+00   5.13637400e-01   3.11415600e-01   9.69796700e-02   
292   1.45270900e-06   8.06398200e-01   1.13294900e+00   4.79847200e-01   3.26551100e-01   1.06635600e-01   
293   1.45320700e-06   7.87373000e-01   1.12833800e+00   4.46408100e-01   3.40964900e-01   1.16257000e-01   
294   1.45361200e-06   7.71621600e-01   1.12359000e+00   4.19653400e-01   3.51968200e-01   1.23881600e-01   
295   1.45401700e-06   7.54620300e-01   1.11903200e+00   3.90208200e-01   3.64412100e-01   1.32796200e-01   
296   1.45442300e-06   7.36403600e-01   1.11476900e+00   3.58038600e-01   3.78365000e-01   1.43160000e-01   
297   1.45482800e-06   7.17576700e-01   1.11053500e+00   3.24619000e-01   3.92957800e-01   1.54415800e-01   
298   1.45518500e-06   7.00589500e-01   1.10682700e+00   2.94352400e-01   4.06237100e-01   1.65028500e-01   
299   1.45554300e-06   6.83150300e-01   1.10321400e+00   2.63086800e-01   4.20063500e-01   1.76453300e-01   
300   1.45590000e-06   6.66741400e-01   1.09888700e+00   2.34596300e-01   4.32145100e-01   1.86749400e-01   
301   1.45625800e-06   6.52986500e-01   1.09305900e+00   2.12914400e-01   4.40072100e-01   1.93663400e-01   
302   1.45661500e-06   6.41315700e-01   1.08597300e+00   1.96658000e-01   4.44657700e-01   1.97720500e-01   
303   1.45697200e-06   6.29962700e-01   1.07827200e+00   1.81653500e-01   4.48309200e-01   2.00981200e-01   
304   1.45733000e-06   6.19027000e-01   1.06998300e+00   1.68071400e-01   4.50955600e-01   2.03361000e-01   
305   1.45768700e-06   6.09445900e-01   1.06064300e+00   1.58248400e-01   4.51197400e-01   2.03579100e-01   
306   1.45804400e-06   6.00057700e-01   1.05037500e+00   1.49740600e-01   4.50317100e-01   2.02785500e-01   
307   1.45840200e-06   5.90038700e-01   1.03936900e+00   1.40708700e-01   4.49330000e-01   2.01897400e-01   
308   1.45875900e-06   5.80294900e-01   1.02743300e+00   1.33157100e-01   4.47137800e-01   1.99932200e-01   
309   1.45908100e-06   5.71683500e-01   1.01586700e+00   1.27500200e-01   4.44183300e-01   1.97298800e-01   
310   1.45940200e-06   5.62481100e-01   1.00367100e+00   1.21290700e-01   4.41190400e-01   1.94649000e-01   
311   1.45972400e-06   5.52583000e-01   9.90917400e-01   1.14248700e-01   4.38334300e-01   1.92137000e-01   
312   1.46036700e-06   5.30703000e-01   9.63989700e-01   9.74163700e-02   4.33286700e-01   1.87737300e-01   
313   1.46101100e-06   5.05984600e-01   9.35706200e-01   7.62629900e-02   4.29721600e-01   1.84660600e-01   
314   1.46165400e-06   4.78396200e-01   9.06740500e-01   5.00518800e-02   4.28344300e-01   1.83478800e-01   
315   1.46229700e-06   4.47949200e-01   8.77756000e-01   1.81424700e-02   4.29806800e-01   1.84733900e-01   
316   1.46294000e-06   4.14742700e-01   8.49330300e-01   -1.98448300e-02   4.34587600e-01   1.88866300e-01   
317   1.46358400e-06   3.79341100e-01   8.21975500e-01   -6.32933500e-02   4.42634400e-01   1.95925200e-01   
318   1.46369100e-06   3.73335800e-01   8.17509000e-01   -7.08374000e-02   4.44173200e-01   1.97289800e-01   
319   1.46390700e-06   3.61912500e-01   8.08927900e-01   -8.51028500e-02   4.47015400e-01   1.99822700e-01   
320   1.46412200e-06   3.52285700e-01   8.00884100e-01   -9.63126400e-02   4.48598400e-01   2.01240500e-01   
321   1.46433700e-06   3.44850600e-01   7.93342000e-01   -1.03640900e-01   4.48491400e-01   2.01144600e-01   
322   1.46455200e-06   3.39074600e-01   7.86085200e-01   -1.07936000e-01   4.47010600e-01   1.99818500e-01   
323   1.46476700e-06   3.34262800e-01   7.78868400e-01   -1.10342800e-01   4.44605600e-01   1.97674100e-01   
324   1.46498200e-06   3.29879600e-01   7.71514000e-01   -1.11754800e-01   4.41634400e-01   1.95040900e-01   
325   1.46519800e-06   3.25871300e-01   7.63980800e-01   -1.12238300e-01   4.38109500e-01   1.91940000e-01   
326   1.46541300e-06   3.22155500e-01   7.56207400e-01   -1.11896500e-01   4.34052000e-01   1.88401100e-01   
327   1.46562800e-06   3.18429300e-01   7.48087700e-01   -1.11229200e-01   4.29658400e-01   1.84606400e-01   
328   1.46605800e-06   3.10434200e-01   7.30629800e-01   -1.09761400e-01   4.20195600e-01   1.76564300e-01   
329   1.46648900e-06   3.01613000e-01   7.11498300e-01   -1.08272300e-01   4.09885300e-01   1.68006000e-01   
330   1.46691900e-06   2.91919900e-01   6.90662700e-01   -1.06822900e-01   3.98742800e-01   1.58995800e-01   
331   1.46734900e-06   2.81318700e-01   6.68114500e-01   -1.05477100e-01   3.86795800e-01   1.49611000e-01   
332   1.46778000e-06   2.69775800e-01   6.43871200e-01   -1.04319600e-01   3.74095400e-01   1.39947400e-01   
333   1.46821000e-06   2.57264100e-01   6.17982900e-01   -1.03454700e-01   3.60718800e-01   1.30118100e-01   
334   1.46864100e-06   2.43762700e-01   5.90539200e-01   -1.03013800e-01   3.46776500e-01   1.20254000e-01   
335   1.46907100e-06   2.29258700e-01   5.61677500e-01   -1.03160100e-01   3.32418800e-01   1.10502300e-01   
336   1.46950100e-06   2.13747700e-01   5.31590800e-01   -1.04095500e-01   3.17843200e-01   1.01024300e-01   
337   1.46993200e-06   1.97234900e-01   5.00537500e-01   -1.06067700e-01   3.03302600e-01   9.19924800e-02   
338   1.47036200e-06   1.79737300e-01   4.68850700e-01   -1.09376200e-01   2.89113400e-01   8.35865800e-02   
339   1.47079200e-06   1.61287500e-01   4.36948100e-01   -1.14373100e-01   2.75660600e-01   7.59887500e-02   
340   1.47122300e-06   1.41947900e-01   4.05342500e-01   -1.21446700e-01   2.63394600e-01   6.93767100e-02   
341   1.47165300e-06   1.21880000e-01   3.74678800e-01   -1.30918800e-01   2.52798800e-01   6.39072200e-02   
342   1.47208300e-06   1.02222800e-01   3.46278300e-01   -1.41832600e-01   2.44055400e-01   5.95630600e-02   
343   1.47215900e-06   9.91300900e-02   3.41741500e-01   -1.43481300e-01   2.42611400e-01   5.88602800e-02   
344   1.47230900e-06   9.36310000e-02   3.33276000e-01   -1.46014000e-01   2.39645000e-01   5.74297100e-02   
345   1.47260900e-06   8.65430200e-02   3.18970500e-01   -1.45884400e-01   2.32427500e-01   5.40225300e-02   
346   1.47287900e-06   8.29088400e-02   3.07509500e-01   -1.41691800e-01   2.24600600e-01   5.04454500e-02   
347   1.47315000e-06   7.97271200e-02   2.95890200e-01   -1.36436000e-01   2.16163100e-01   4.67264800e-02   
348   1.47342000e-06   7.64490600e-02   2.83749100e-01   -1.30851000e-01   2.07300100e-01   4.29733200e-02   
349   1.47369000e-06   7.30235800e-02   2.71049600e-01   -1.25002500e-01   1.98026100e-01   3.92143200e-02   
350   1.47423100e-06   6.57243600e-02   2.43965500e-01   -1.12516800e-01   1.78241200e-01   3.17699200e-02   
351   1.47477100e-06   5.78294700e-02   2.14644800e-01   -9.89859100e-02   1.56815400e-01   2.45910600e-02   
352   1.47531200e-06   4.93497700e-02   1.83131500e-01   -8.44320200e-02   1.33781800e-01   1.78975700e-02   
353   1.47585300e-06   4.03082900e-02   1.49515000e-01   -6.88984000e-02   1.09206700e-01   1.19261000e-02   
354   1.47639300e-06   3.07439600e-02   1.13944900e-01   -5.24570000e-02   8.32009500e-02   6.92239900e-03   
355   1.47693400e-06   2.07256000e-02   7.66876600e-02   -3.52364600e-02   5.59620600e-02   3.13175200e-03   
356   1.47747400e-06   1.04732700e-02   3.85932700e-02   -1.76467300e-02   2.81200000e-02   7.90734400e-04   
357   1.47781000e-06   4.97464600e-03   1.81234700e-02   -8.17417600e-03   1.31488200e-02   1.72891500e-04   
358   1.47795700e-06   3.11078200e-03   1.11506700e-02   -4.92910700e-03   8.03988900e-03   6.46398200e-05   
359   1.47810400e-06   1.64690000e-03   5.65742900e-03   -2.36362900e-03   4.01052900e-03   1.60843400e-05   
360   1.47839800e-06   4.66731000e-04   1.20451800e-03   -2.71055700e-04   7.37786700e-04   5.44329200e-07   
361   1.47869200e-06   3.41186000e-04   7.58940400e-04   -7.65684600e-05   4.17754400e-04   1.74518800e-07   
362   1.47898600e-06   3.24006100e-04   7.15982600e-04   -6.79705100e-05   3.91976600e-04   1.53645600e-07   
363   1.47928000e-06   3.07596100e-04   6.74645300e-04   -5.94530400e-05   3.67049200e-04   1.34725100e-07   
364   1.47986800e-06   2.78026500e-04   6.00793100e-04   -4.47400900e-05   3.22766600e-04   1.04178300e-07   
365   1.48104400e-06   2.29695600e-04   4.81735000e-04   -2.23437500e-05   2.52039400e-04   6.35238400e-08   
366   1.48339600e-06   1.63316500e-04   3.22586700e-04   4.04618700e-06   1.59270300e-04   2.53670200e-08   
367   1.48810000e-06   9.50591600e-05   1.66826900e-04   2.32914400e-05   7.17677200e-05   5.15060600e-09   
368   1.49750900e-06   4.83224400e-05   6.99810600e-05   2.66638300e-05   2.16586100e-05   4.69095500e-10   
369   1.50000000e-06   4.27590700e-05   5.95398300e-05   2.59783000e-05   1.67807600e-05   2.81594000e-10   
End of Xyce(TM) Simulation
