Index      TIME           V(1)           V(2)           V(3)           I(VMON)
289     2.83805526e-03   2.16437706e+02   3.11855070e+02   2.10988833e+02   2.52165594e+01   
290     2.84805526e-03   2.15808086e+02   3.11174917e+02   2.10563054e+02   2.51529657e+01   
291     2.85805526e-03   2.15180057e+02   3.10490224e+02   2.10132593e+02   2.50894078e+01   
292     2.86805526e-03   2.14553615e+02   3.09801113e+02   2.09697555e+02   2.50258895e+01   
293     2.87805526e-03   2.13928761e+02   3.09107704e+02   2.09258044e+02   2.49624151e+01   
294     2.88805526e-03   2.13305493e+02   3.08410117e+02   2.08814164e+02   2.48989882e+01   
295     2.89805526e-03   2.12683810e+02   3.07708467e+02   2.08366016e+02   2.48356127e+01   
296     2.90805526e-03   2.12063711e+02   3.07002869e+02   2.07913700e+02   2.47722924e+01   
297     2.91805526e-03   2.11445194e+02   3.06293438e+02   2.07457315e+02   2.47090308e+01   
298     2.92805526e-03   2.10828258e+02   3.05580284e+02   2.06996958e+02   2.46458316e+01   
299     2.93805526e-03   2.10212901e+02   3.04863518e+02   2.06532725e+02   2.45826983e+01   
300     2.94805526e-03   2.09599122e+02   3.04143247e+02   2.06064710e+02   2.45196342e+01   
301     2.95805526e-03   2.08986918e+02   3.03419577e+02   2.05593006e+02   2.44566428e+01   
302     2.96805526e-03   2.08376288e+02   3.02692615e+02   2.05117706e+02   2.43937273e+01   
303     2.97805526e-03   2.07767229e+02   3.01962462e+02   2.04638899e+02   2.43308909e+01   
304     2.98805526e-03   2.07159741e+02   3.01229221e+02   2.04156674e+02   2.42681368e+01   
305     2.99805526e-03   2.06553820e+02   3.00492991e+02   2.03671119e+02   2.42054680e+01   
306     3.00805526e-03   2.05949465e+02   2.99753871e+02   2.03182321e+02   2.41428876e+01   
307     3.01805526e-03   2.05346674e+02   2.99011957e+02   2.02690363e+02   2.40803984e+01   
308     3.02805526e-03   2.04745443e+02   2.98267345e+02   2.02195331e+02   2.40180034e+01   
309     3.03805526e-03   2.04145771e+02   2.97520128e+02   2.01697306e+02   2.39557053e+01   
310     3.04805526e-03   2.03547656e+02   2.96770398e+02   2.01196370e+02   2.38935070e+01   
311     3.05805526e-03   2.02951093e+02   2.96018247e+02   2.00692603e+02   2.38314110e+01   
312     3.06805526e-03   2.02356082e+02   2.95263763e+02   2.00186083e+02   2.37694201e+01   
313     3.07805526e-03   2.01762620e+02   2.94507034e+02   1.99676887e+02   2.37075367e+01   
314     3.08805526e-03   2.01170703e+02   2.93748146e+02   1.99165093e+02   2.36457633e+01   
315     3.09805526e-03   2.00580329e+02   2.92987185e+02   1.98650775e+02   2.35841025e+01   
316     3.10805526e-03   1.99991495e+02   2.92224232e+02   1.98134006e+02   2.35225566e+01   
317     3.11805526e-03   1.99404198e+02   2.91461085e+02   1.97616576e+02   2.34611271e+01   
318     3.12805526e-03   1.98818436e+02   2.90699387e+02   1.97100128e+02   2.33998146e+01   
319     3.13805526e-03   1.98234204e+02   2.89939152e+02   1.96584675e+02   2.33386194e+01   
320     3.14805526e-03   1.97651502e+02   2.89180373e+02   1.96070207e+02   2.32775415e+01   
321     3.15805526e-03   1.97070324e+02   2.88423052e+02   1.95556728e+02   2.32165810e+01   
322     3.16805526e-03   1.96490670e+02   2.87667189e+02   1.95044238e+02   2.31557379e+01   
323     3.17805526e-03   1.95912535e+02   2.86912787e+02   1.94532737e+02   2.30950123e+01   
324     3.18805526e-03   1.95335916e+02   2.86159844e+02   1.94022227e+02   2.30344043e+01   
325     3.19805526e-03   1.94760811e+02   2.85408361e+02   1.93512706e+02   2.29739138e+01   
326     3.20805526e-03   1.94187218e+02   2.84658340e+02   1.93004177e+02   2.29135409e+01   
327     3.21805526e-03   1.93615131e+02   2.83909780e+02   1.92496638e+02   2.28532856e+01   
328     3.22805526e-03   1.93044550e+02   2.83162682e+02   1.91990090e+02   2.27931481e+01   
329     3.23805526e-03   1.92475471e+02   2.82417046e+02   1.91484533e+02   2.27331282e+01   
330     3.24805526e-03   1.91907891e+02   2.81672872e+02   1.90979968e+02   2.26732260e+01   
331     3.25805526e-03   1.91341807e+02   2.80930161e+02   1.90476395e+02   2.26134415e+01   
332     3.26805526e-03   1.90777216e+02   2.80188913e+02   1.89973814e+02   2.25537749e+01   
333     3.27805526e-03   1.90214115e+02   2.79449128e+02   1.89472225e+02   2.24942260e+01   
334     3.28805526e-03   1.89652502e+02   2.78710807e+02   1.88971627e+02   2.24347949e+01   
335     3.29805526e-03   1.89092373e+02   2.77973949e+02   1.88472023e+02   2.23754816e+01   
336     3.30805526e-03   1.88533725e+02   2.77238555e+02   1.87973411e+02   2.23162861e+01   
337     3.31805526e-03   1.87976555e+02   2.76504625e+02   1.87475791e+02   2.22572085e+01   
338     3.32805526e-03   1.87420861e+02   2.75772159e+02   1.86979164e+02   2.21982487e+01   
339     3.33805526e-03   1.86866640e+02   2.75041156e+02   1.86483529e+02   2.21394068e+01   
340     3.34805526e-03   1.86313888e+02   2.74311618e+02   1.85988888e+02   2.20806827e+01   
341     3.35805526e-03   1.85762603e+02   2.73583545e+02   1.85495239e+02   2.20220764e+01   
342     3.36805526e-03   1.85212781e+02   2.72856935e+02   1.85002583e+02   2.19635881e+01   
343     3.37805526e-03   1.84664420e+02   2.72131789e+02   1.84510919e+02   2.19052176e+01   
344     3.38805526e-03   1.84117517e+02   2.71408108e+02   1.84020248e+02   2.18469649e+01   
345     3.39805526e-03   1.83572069e+02   2.70685891e+02   1.83530570e+02   2.17888301e+01   
346     3.40805526e-03   1.83028073e+02   2.69965137e+02   1.83041885e+02   2.17308132e+01   
347     3.41805526e-03   1.82485526e+02   2.69245848e+02   1.82554192e+02   2.16729140e+01   
348     3.42805526e-03   1.81944424e+02   2.68528022e+02   1.82067491e+02   2.16151327e+01   
349     3.43805526e-03   1.81404766e+02   2.67811660e+02   1.81581783e+02   2.15574692e+01   
350     3.44805526e-03   1.80866548e+02   2.67096761e+02   1.81097067e+02   2.14999235e+01   
351     3.45805526e-03   1.80329767e+02   2.66383325e+02   1.80613343e+02   2.14424956e+01   
352     3.46805526e-03   1.79794420e+02   2.65671352e+02   1.80130611e+02   2.13851854e+01   
353     3.47805526e-03   1.79260505e+02   2.64960842e+02   1.79648870e+02   2.13279930e+01   
354     3.48805526e-03   1.78728018e+02   2.64251795e+02   1.79168122e+02   2.12709183e+01   
355     3.49805526e-03   1.78196956e+02   2.63544209e+02   1.78688364e+02   2.12139613e+01   
356     3.50805526e-03   1.77667317e+02   2.62838085e+02   1.78209598e+02   2.11571219e+01   
357     3.51805526e-03   1.77139097e+02   2.62133423e+02   1.77731822e+02   2.11004002e+01   
358     3.52805526e-03   1.76612294e+02   2.61430222e+02   1.77255038e+02   2.10437961e+01   
359     3.53805526e-03   1.76086904e+02   2.60728482e+02   1.76779243e+02   2.09873096e+01   
360     3.54805526e-03   1.75562925e+02   2.60028202e+02   1.76304439e+02   2.09309406e+01   
361     3.55805526e-03   1.75040354e+02   2.59329382e+02   1.75830625e+02   2.08746892e+01   
362     3.56805526e-03   1.74519188e+02   2.58632021e+02   1.75357800e+02   2.08185552e+01   
363     3.57805526e-03   1.73999423e+02   2.57936120e+02   1.74885965e+02   2.07625387e+01   
364     3.58805526e-03   1.73481058e+02   2.57241677e+02   1.74415118e+02   2.07066396e+01   
365     3.59805526e-03   1.72964089e+02   2.56548692e+02   1.73945260e+02   2.06508579e+01   
366     3.60805526e-03   1.72448512e+02   2.55857164e+02   1.73476390e+02   2.05951934e+01   
367     3.61805526e-03   1.71934326e+02   2.55167094e+02   1.73008508e+02   2.05396463e+01   
368     3.62805526e-03   1.71421527e+02   2.54478479e+02   1.72541614e+02   2.04842164e+01   
369     3.63805526e-03   1.70910112e+02   2.53791321e+02   1.72075707e+02   2.04289036e+01   
370     3.64805526e-03   1.70400079e+02   2.53105618e+02   1.71610786e+02   2.03737080e+01   
371     3.65805526e-03   1.69891424e+02   2.52421369e+02   1.71146851e+02   2.03186295e+01   
372     3.66805526e-03   1.69384144e+02   2.51738575e+02   1.70683903e+02   2.02636680e+01   
373     3.67805526e-03   1.68878238e+02   2.51057234e+02   1.70221939e+02   2.02088236e+01   
374     3.68805526e-03   1.68373700e+02   2.50377345e+02   1.69760961e+02   2.01540960e+01   
375     3.69805526e-03   1.67870530e+02   2.49698908e+02   1.69300967e+02   2.00994853e+01   
376     3.70805526e-03   1.67368723e+02   2.49021923e+02   1.68841957e+02   2.00449914e+01   
377     3.71805526e-03   1.66868277e+02   2.48346388e+02   1.68383930e+02   1.99906143e+01   
378     3.72805526e-03   1.66369189e+02   2.47672302e+02   1.67926887e+02   1.99363539e+01   
379     3.73805526e-03   1.65871457e+02   2.46999666e+02   1.67470826e+02   1.98822101e+01   
380     3.74805526e-03   1.65375076e+02   2.46328478e+02   1.67015746e+02   1.98281829e+01   
381     3.75805526e-03   1.64880045e+02   2.45658737e+02   1.66561648e+02   1.97742722e+01   
382     3.76805526e-03   1.64386360e+02   2.44990443e+02   1.66108531e+02   1.97204779e+01   
383     3.77805526e-03   1.63894018e+02   2.44323594e+02   1.65656394e+02   1.96668000e+01   
384     3.78805526e-03   1.63403017e+02   2.43658190e+02   1.65205237e+02   1.96132384e+01   
385     3.79805526e-03   1.62913353e+02   2.42994231e+02   1.64755058e+02   1.95597930e+01   
386     3.80805526e-03   1.62425024e+02   2.42331714e+02   1.64305859e+02   1.95064638e+01   
387     3.81805526e-03   1.61938027e+02   2.41670639e+02   1.63857637e+02   1.94532507e+01   
388     3.82805526e-03   1.61452359e+02   2.41011006e+02   1.63410392e+02   1.94001536e+01   
389     3.83805526e-03   1.60968016e+02   2.40352813e+02   1.62964123e+02   1.93471724e+01   
390     3.84805526e-03   1.60484997e+02   2.39696060e+02   1.62518831e+02   1.92943071e+01   
391     3.85805526e-03   1.60003298e+02   2.39040744e+02   1.62074514e+02   1.92415576e+01   
392     3.86805526e-03   1.59522916e+02   2.38386867e+02   1.61631172e+02   1.91889238e+01   
393     3.87805526e-03   1.59043849e+02   2.37734425e+02   1.61188803e+02   1.91364056e+01   
394     3.88805526e-03   1.58566093e+02   2.37083419e+02   1.60747408e+02   1.90840029e+01   
395     3.89805526e-03   1.58089646e+02   2.36433848e+02   1.60306985e+02   1.90317157e+01   
396     3.90805526e-03   1.57614504e+02   2.35785709e+02   1.59867534e+02   1.89795439e+01   
397     3.91805526e-03   1.57140666e+02   2.35139003e+02   1.59429054e+02   1.89274874e+01   
398     3.92805526e-03   1.56668127e+02   2.34493728e+02   1.58991544e+02   1.88755460e+01   
399     3.93805526e-03   1.56196886e+02   2.33849883e+02   1.58555004e+02   1.88237198e+01   
400     3.94805526e-03   1.55726938e+02   2.33207467e+02   1.58119433e+02   1.87720086e+01   
401     3.95805526e-03   1.55258282e+02   2.32566479e+02   1.57684830e+02   1.87204124e+01   
402     3.96805526e-03   1.54790915e+02   2.31926918e+02   1.57251194e+02   1.86689309e+01   
403     3.97805526e-03   1.54324833e+02   2.31288782e+02   1.56818525e+02   1.86175643e+01   
404     3.98805526e-03   1.53860034e+02   2.30652071e+02   1.56386822e+02   1.85663122e+01   
405     3.99805526e-03   1.53396514e+02   2.30016782e+02   1.55956083e+02   1.85151748e+01   
406     4.00805526e-03   1.52934272e+02   2.29382916e+02   1.55526309e+02   1.84641518e+01   
407     4.01805526e-03   1.52473304e+02   2.28750471e+02   1.55097498e+02   1.84132432e+01   
408     4.02805526e-03   1.52013607e+02   2.28119445e+02   1.54669650e+02   1.83624488e+01   
409     4.03805526e-03   1.51555179e+02   2.27489837e+02   1.54242763e+02   1.83117686e+01   
410     4.04805526e-03   1.51098016e+02   2.26861647e+02   1.53816837e+02   1.82612025e+01   
411     4.05805526e-03   1.50642116e+02   2.26234872e+02   1.53391871e+02   1.82107503e+01   
412     4.06805526e-03   1.50187476e+02   2.25609512e+02   1.52967864e+02   1.81604120e+01   
413     4.07805526e-03   1.49734092e+02   2.24985565e+02   1.52544815e+02   1.81101875e+01   
414     4.08805526e-03   1.49281963e+02   2.24363030e+02   1.52122724e+02   1.80600766e+01   
415     4.09805526e-03   1.48831086e+02   2.23741906e+02   1.51701589e+02   1.80100793e+01   
416     4.10805526e-03   1.48381457e+02   2.23122191e+02   1.51281410e+02   1.79601954e+01   
417     4.11805526e-03   1.47933073e+02   2.22503884e+02   1.50862185e+02   1.79104249e+01   
418     4.12805526e-03   1.47485932e+02   2.21886984e+02   1.50443914e+02   1.78607676e+01   
419     4.13805526e-03   1.47040032e+02   2.21271489e+02   1.50026596e+02   1.78112234e+01   
420     4.14805526e-03   1.46595368e+02   2.20657398e+02   1.49610229e+02   1.77617922e+01   
421     4.15805526e-03   1.46151939e+02   2.20044710e+02   1.49194814e+02   1.77124739e+01   
422     4.16805526e-03   1.45709742e+02   2.19433422e+02   1.48780349e+02   1.76632684e+01   
423     4.17805526e-03   1.45268773e+02   2.18823535e+02   1.48366832e+02   1.76141755e+01   
424     4.18805526e-03   1.44829030e+02   2.18215045e+02   1.47954264e+02   1.75651953e+01   
425     4.19805526e-03   1.44390511e+02   2.17607953e+02   1.47542643e+02   1.75163274e+01   
426     4.20805526e-03   1.43953211e+02   2.17002255e+02   1.47131968e+02   1.74675719e+01   
427     4.21805526e-03   1.43517129e+02   2.16397952e+02   1.46722238e+02   1.74189286e+01   
428     4.22805526e-03   1.43082262e+02   2.15795041e+02   1.46313452e+02   1.73703973e+01   
429     4.23805526e-03   1.42648607e+02   2.15193522e+02   1.45905609e+02   1.73219781e+01   
430     4.24805526e-03   1.42216160e+02   2.14593392e+02   1.45498709e+02   1.72736707e+01   
431     4.25805526e-03   1.41784920e+02   2.13994649e+02   1.45092749e+02   1.72254750e+01   
432     4.26805526e-03   1.41354884e+02   2.13397294e+02   1.44687730e+02   1.71773909e+01   
433     4.27805526e-03   1.40926048e+02   2.12801323e+02   1.44283650e+02   1.71294183e+01   
434     4.28805526e-03   1.40498410e+02   2.12206736e+02   1.43880508e+02   1.70815571e+01   
435     4.29805526e-03   1.40071967e+02   2.11613531e+02   1.43478302e+02   1.70338071e+01   
436     4.30805526e-03   1.39646717e+02   2.11021706e+02   1.43077033e+02   1.69861682e+01   
437     4.31805526e-03   1.39222656e+02   2.10431259e+02   1.42676698e+02   1.69386403e+01   
438     4.32805526e-03   1.38799782e+02   2.09842191e+02   1.42277297e+02   1.68912233e+01   
439     4.33805526e-03   1.38378092e+02   2.09254497e+02   1.41878829e+02   1.68439170e+01   
440     4.34805526e-03   1.37957583e+02   2.08668178e+02   1.41481293e+02   1.67967213e+01   
441     4.35805526e-03   1.37538253e+02   2.08083231e+02   1.41084687e+02   1.67496360e+01   
442     4.36805526e-03   1.37120099e+02   2.07499655e+02   1.40689011e+02   1.67026612e+01   
443     4.37805526e-03   1.36703117e+02   2.06917449e+02   1.40294263e+02   1.66557965e+01   
444     4.38805526e-03   1.36287306e+02   2.06336610e+02   1.39900442e+02   1.66090419e+01   
445     4.39805526e-03   1.35872663e+02   2.05757137e+02   1.39507547e+02   1.65623973e+01   
446     4.40805526e-03   1.35459184e+02   2.05179028e+02   1.39115578e+02   1.65158625e+01   
447     4.41805526e-03   1.35046867e+02   2.04602282e+02   1.38724532e+02   1.64694374e+01   
448     4.42805526e-03   1.34635709e+02   2.04026896e+02   1.38334409e+02   1.64231218e+01   
449     4.43805526e-03   1.34225708e+02   2.03452870e+02   1.37945208e+02   1.63769157e+01   
450     4.44805526e-03   1.33816861e+02   2.02880202e+02   1.37556927e+02   1.63308188e+01   
451     4.45805526e-03   1.33409164e+02   2.02308890e+02   1.37169566e+02   1.62848311e+01   
452     4.46805526e-03   1.33002616e+02   2.01738932e+02   1.36783122e+02   1.62389524e+01   
453     4.47805526e-03   1.32597214e+02   2.01170326e+02   1.36397596e+02   1.61931825e+01   
454     4.48805526e-03   1.32192954e+02   2.00603071e+02   1.36012986e+02   1.61475214e+01   
455     4.49805526e-03   1.31789835e+02   2.00037166e+02   1.35629290e+02   1.61019689e+01   
456     4.50805526e-03   1.31387853e+02   1.99472607e+02   1.35246508e+02   1.60565248e+01   
457     4.51805526e-03   1.30987006e+02   1.98909394e+02   1.34864638e+02   1.60111891e+01   
458     4.52805526e-03   1.30587291e+02   1.98347525e+02   1.34483680e+02   1.59659615e+01   
459     4.53805526e-03   1.30188705e+02   1.97786999e+02   1.34103631e+02   1.59208420e+01   
460     4.54805526e-03   1.29791246e+02   1.97227812e+02   1.33724491e+02   1.58758303e+01   
461     4.55805526e-03   1.29394911e+02   1.96669964e+02   1.33346259e+02   1.58309264e+01   
462     4.56805526e-03   1.28999697e+02   1.96113453e+02   1.32968933e+02   1.57861301e+01   
463     4.57805526e-03   1.28605602e+02   1.95558277e+02   1.32592512e+02   1.57414412e+01   
464     4.58805526e-03   1.28212623e+02   1.95004434e+02   1.32216995e+02   1.56968597e+01   
465     4.59805526e-03   1.27820756e+02   1.94451922e+02   1.31842381e+02   1.56523853e+01   
466     4.60805526e-03   1.27430001e+02   1.93900740e+02   1.31468668e+02   1.56080180e+01   
467     4.61805526e-03   1.27040353e+02   1.93350886e+02   1.31095856e+02   1.55637575e+01   
468     4.62805526e-03   1.26651810e+02   1.92802357e+02   1.30723942e+02   1.55196038e+01   
469     4.63805526e-03   1.26264370e+02   1.92255153e+02   1.30352926e+02   1.54755567e+01   
470     4.64805526e-03   1.25878030e+02   1.91709271e+02   1.29982807e+02   1.54316160e+01   
471     4.65805526e-03   1.25492786e+02   1.91164709e+02   1.29613583e+02   1.53877815e+01   
472     4.66805526e-03   1.25108638e+02   1.90621466e+02   1.29245253e+02   1.53440532e+01   
473     4.67805526e-03   1.24725581e+02   1.90079540e+02   1.28877816e+02   1.53004309e+01   
474     4.68805526e-03   1.24343614e+02   1.89538929e+02   1.28511271e+02   1.52569145e+01   
475     4.69805526e-03   1.23962733e+02   1.88999630e+02   1.28145615e+02   1.52135037e+01   
476     4.70805526e-03   1.23582936e+02   1.88461643e+02   1.27780849e+02   1.51701985e+01   
477     4.71805526e-03   1.23204220e+02   1.87924964e+02   1.27416970e+02   1.51269986e+01   
478     4.72805526e-03   1.22826583e+02   1.87389593e+02   1.27053977e+02   1.50839040e+01   
479     4.73805526e-03   1.22450022e+02   1.86855528e+02   1.26691870e+02   1.50409144e+01   
480     4.74805526e-03   1.22074535e+02   1.86322766e+02   1.26330647e+02   1.49980298e+01   
481     4.75805526e-03   1.21700118e+02   1.85791306e+02   1.25970306e+02   1.49552500e+01   
482     4.76805526e-03   1.21326770e+02   1.85261145e+02   1.25610846e+02   1.49125748e+01   
483     4.77805526e-03   1.20954487e+02   1.84732282e+02   1.25252266e+02   1.48700040e+01   
484     4.78805526e-03   1.20583267e+02   1.84204715e+02   1.24894565e+02   1.48275375e+01   
485     4.79805526e-03   1.20213107e+02   1.83678442e+02   1.24537741e+02   1.47851752e+01   
486     4.80805526e-03   1.19844006e+02   1.83153460e+02   1.24181793e+02   1.47429169e+01   
487     4.81805526e-03   1.19475959e+02   1.82629769e+02   1.23826719e+02   1.47007625e+01   
488     4.82805526e-03   1.19108965e+02   1.82107366e+02   1.23472519e+02   1.46587117e+01   
489     4.83805526e-03   1.18743021e+02   1.81586249e+02   1.23119191e+02   1.46167645e+01   
490     4.84805526e-03   1.18378124e+02   1.81066417e+02   1.22766734e+02   1.45749206e+01   
491     4.85805526e-03   1.18014272e+02   1.80547866e+02   1.22415146e+02   1.45331799e+01   
492     4.86805526e-03   1.17651463e+02   1.80030596e+02   1.22064427e+02   1.44915423e+01   
493     4.87805526e-03   1.17289693e+02   1.79514604e+02   1.21714573e+02   1.44500076e+01   
494     4.88805526e-03   1.16928960e+02   1.78999888e+02   1.21365586e+02   1.44085756e+01   
495     4.89805526e-03   1.16569261e+02   1.78486446e+02   1.21017462e+02   1.43672462e+01   
496     4.90805526e-03   1.16210595e+02   1.77974277e+02   1.20670201e+02   1.43260192e+01   
497     4.91805526e-03   1.15852958e+02   1.77463379e+02   1.20323801e+02   1.42848944e+01   
498     4.92805526e-03   1.15496347e+02   1.76953748e+02   1.19978261e+02   1.42438718e+01   
499     4.93805526e-03   1.15140762e+02   1.76445384e+02   1.19633580e+02   1.42029511e+01   
500     4.94805526e-03   1.14786197e+02   1.75938284e+02   1.19289756e+02   1.41621321e+01   
501     4.95805526e-03   1.14432652e+02   1.75432447e+02   1.18946787e+02   1.41214148e+01   
502     4.96805526e-03   1.14080124e+02   1.74927869e+02   1.18604674e+02   1.40807989e+01   
503     4.97805526e-03   1.13728610e+02   1.74424550e+02   1.18263413e+02   1.40402843e+01   
504     4.98805526e-03   1.13378107e+02   1.73922488e+02   1.17923004e+02   1.39998708e+01   
505     4.99805526e-03   1.13028614e+02   1.73421679e+02   1.17583446e+02   1.39595583e+01   
506     5.00805526e-03   1.12680127e+02   1.72922123e+02   1.17244737e+02   1.39193466e+01   
507     5.01805526e-03   1.12332644e+02   1.72423817e+02   1.16906875e+02   1.38792355e+01   
508     5.02805526e-03   1.11986163e+02   1.71926759e+02   1.16569859e+02   1.38392248e+01   
509     5.03805526e-03   1.11640680e+02   1.71430947e+02   1.16233689e+02   1.37993145e+01   
510     5.04805526e-03   1.11296194e+02   1.70936379e+02   1.15898361e+02   1.37595043e+01   
511     5.05805526e-03   1.10952702e+02   1.70443053e+02   1.15563876e+02   1.37197941e+01   
512     5.06805526e-03   1.10610202e+02   1.69950967e+02   1.15230232e+02   1.36801837e+01   
513     5.07805526e-03   1.10268691e+02   1.69460118e+02   1.14897427e+02   1.36406729e+01   
514     5.08805526e-03   1.09928166e+02   1.68970506e+02   1.14565460e+02   1.36012616e+01   
515     5.09805526e-03   1.09588625e+02   1.68482127e+02   1.14234329e+02   1.35619496e+01   
516     5.10805526e-03   1.09250066e+02   1.67994980e+02   1.13904033e+02   1.35227368e+01   
517     5.11805526e-03   1.08912486e+02   1.67509063e+02   1.13574571e+02   1.34836229e+01   
518     5.12805526e-03   1.08575882e+02   1.67024373e+02   1.13245941e+02   1.34446079e+01   
519     5.13805526e-03   1.08240253e+02   1.66540908e+02   1.12918143e+02   1.34056914e+01   
520     5.14805526e-03   1.07905595e+02   1.66058667e+02   1.12591173e+02   1.33668735e+01   
521     5.15805526e-03   1.07571907e+02   1.65577647e+02   1.12265032e+02   1.33281538e+01   
522     5.16805526e-03   1.07239185e+02   1.65097846e+02   1.11939717e+02   1.32895323e+01   
523     5.17805526e-03   1.06907428e+02   1.64619263e+02   1.11615228e+02   1.32510088e+01   
524     5.18805526e-03   1.06576632e+02   1.64141894e+02   1.11291562e+02   1.32125830e+01   
525     5.19805526e-03   1.06246796e+02   1.63665738e+02   1.10968718e+02   1.31742549e+01   
526     5.20805526e-03   1.05917917e+02   1.63190793e+02   1.10646696e+02   1.31360243e+01   
527     5.21805526e-03   1.05589993e+02   1.62717057e+02   1.10325493e+02   1.30978909e+01   
528     5.22805526e-03   1.05263020e+02   1.62244527e+02   1.10005108e+02   1.30598547e+01   
529     5.23805526e-03   1.04936997e+02   1.61773202e+02   1.09685540e+02   1.30219154e+01   
530     5.24805526e-03   1.04611922e+02   1.61303079e+02   1.09366787e+02   1.29840729e+01   
531     5.25805526e-03   1.04287791e+02   1.60834156e+02   1.09048848e+02   1.29463270e+01   
532     5.26805526e-03   1.03964603e+02   1.60366431e+02   1.08731721e+02   1.29086776e+01   
533     5.27805526e-03   1.03642355e+02   1.59899903e+02   1.08415405e+02   1.28711244e+01   
534     5.28805526e-03   1.03321045e+02   1.59434568e+02   1.08099898e+02   1.28336674e+01   
535     5.29805526e-03   1.03000669e+02   1.58970425e+02   1.07785200e+02   1.27963062e+01   
536     5.30805526e-03   1.02681227e+02   1.58507472e+02   1.07471308e+02   1.27590408e+01   
537     5.31805526e-03   1.02362715e+02   1.58045706e+02   1.07158222e+02   1.27218711e+01   
538     5.32805526e-03   1.02045131e+02   1.57585125e+02   1.06845939e+02   1.26847967e+01   
539     5.33805526e-03   1.01728473e+02   1.57125728e+02   1.06534458e+02   1.26478176e+01   
540     5.34805526e-03   1.01412738e+02   1.56667512e+02   1.06223778e+02   1.26109335e+01   
541     5.35805526e-03   1.01097924e+02   1.56210475e+02   1.05913898e+02   1.25741444e+01   
542     5.36805526e-03   1.00784028e+02   1.55754615e+02   1.05604815e+02   1.25374499e+01   
543     5.37805526e-03   1.00471049e+02   1.55299929e+02   1.05296529e+02   1.25008501e+01   
544     5.38805526e-03   1.00158983e+02   1.54846416e+02   1.04989038e+02   1.24643446e+01   
545     5.39805526e-03   9.98478292e+01   1.54394073e+02   1.04682340e+02   1.24279333e+01   
546     5.40805526e-03   9.95375842e+01   1.53942899e+02   1.04376435e+02   1.23916161e+01   
547     5.41805526e-03   9.92282460e+01   1.53492891e+02   1.04071320e+02   1.23553927e+01   
548     5.42805526e-03   9.89198123e+01   1.53044047e+02   1.03766994e+02   1.23192631e+01   
549     5.43805526e-03   9.86122805e+01   1.52596364e+02   1.03463456e+02   1.22832269e+01   
550     5.44805526e-03   9.83056486e+01   1.52149841e+02   1.03160705e+02   1.22472841e+01   
551     5.45805526e-03   9.79999140e+01   1.51704476e+02   1.02858738e+02   1.22114345e+01   
552     5.46805526e-03   9.76950745e+01   1.51260266e+02   1.02557555e+02   1.21756779e+01   
553     5.47805526e-03   9.73911278e+01   1.50817209e+02   1.02257153e+02   1.21400141e+01   
554     5.48805526e-03   9.70880715e+01   1.50375304e+02   1.01957532e+02   1.21044429e+01   
555     5.49805526e-03   9.67859033e+01   1.49934547e+02   1.01658690e+02   1.20689642e+01   
556     5.50805526e-03   9.64846210e+01   1.49494937e+02   1.01360625e+02   1.20335779e+01   
557     5.51805526e-03   9.61842221e+01   1.49056471e+02   1.01063337e+02   1.19982836e+01   
558     5.52805526e-03   9.58847045e+01   1.48619148e+02   1.00766823e+02   1.19630814e+01   
559     5.53805526e-03   9.55860658e+01   1.48182965e+02   1.00471082e+02   1.19279709e+01   
560     5.54805526e-03   9.52883037e+01   1.47747920e+02   1.00176112e+02   1.18929520e+01   
561     5.55805526e-03   9.49914159e+01   1.47314012e+02   9.98819134e+01   1.18580245e+01   
562     5.56805526e-03   9.46954001e+01   1.46881236e+02   9.95884830e+01   1.18231884e+01   
563     5.57805526e-03   9.44002542e+01   1.46449593e+02   9.92958198e+01   1.17884433e+01   
564     5.58805526e-03   9.41059757e+01   1.46019079e+02   9.90039224e+01   1.17537891e+01   
565     5.59805526e-03   9.38125625e+01   1.45589692e+02   9.87127892e+01   1.17192256e+01   
566     5.60805526e-03   9.35200122e+01   1.45161430e+02   9.84224189e+01   1.16847527e+01   
567     5.61805526e-03   9.32283226e+01   1.44734291e+02   9.81328099e+01   1.16503702e+01   
568     5.62805526e-03   9.29374914e+01   1.44308272e+02   9.78439608e+01   1.16160779e+01   
569     5.63805526e-03   9.26475164e+01   1.43883373e+02   9.75558701e+01   1.15818757e+01   
570     5.64805526e-03   9.23583954e+01   1.43459589e+02   9.72685363e+01   1.15477633e+01   
571     5.65805526e-03   9.20701260e+01   1.43036920e+02   9.69819580e+01   1.15137406e+01   
572     5.66805526e-03   9.17827061e+01   1.42615363e+02   9.66961336e+01   1.14798074e+01   
573     5.67805526e-03   9.14961334e+01   1.42194916e+02   9.64110618e+01   1.14459635e+01   
574     5.68805526e-03   9.12104057e+01   1.41775576e+02   9.61267409e+01   1.14122088e+01   
575     5.69805526e-03   9.09255207e+01   1.41357342e+02   9.58431696e+01   1.13785431e+01   
576     5.70805526e-03   9.06414763e+01   1.40940211e+02   9.55603464e+01   1.13449662e+01   
577     5.71805526e-03   9.03582702e+01   1.40524182e+02   9.52782698e+01   1.13114780e+01   
578     5.72805526e-03   9.00759002e+01   1.40109251e+02   9.49969383e+01   1.12780782e+01   
579     5.73805526e-03   8.97943641e+01   1.39695417e+02   9.47163505e+01   1.12447666e+01   
