Index      TIME           V(1)           V(2)           V(3)           I(VMON)
580     5.74805526e-03   8.95136597e+01   1.39282678e+02   9.44365048e+01   1.12115432e+01   
581     5.75805526e-03   8.92337847e+01   1.38871031e+02   9.41573999e+01   1.11784078e+01   
582     5.76805526e-03   8.89547371e+01   1.38460474e+02   9.38790341e+01   1.11453601e+01   
583     5.77805526e-03   8.86765145e+01   1.38051006e+02   9.36014061e+01   1.11124000e+01   
584     5.78805526e-03   8.83991149e+01   1.37642623e+02   9.33245143e+01   1.10795272e+01   
585     5.79805526e-03   8.81225360e+01   1.37235324e+02   9.30483574e+01   1.10467418e+01   
586     5.80805526e-03   8.78467756e+01   1.36829107e+02   9.27729337e+01   1.10140433e+01   
587     5.81805526e-03   8.75718316e+01   1.36423969e+02   9.24982419e+01   1.09814318e+01   
588     5.82805526e-03   8.72977019e+01   1.36019908e+02   9.22242804e+01   1.09489070e+01   
589     5.83805526e-03   8.70243841e+01   1.35616923e+02   9.19510479e+01   1.09164687e+01   
590     5.84805526e-03   8.67518763e+01   1.35215010e+02   9.16785427e+01   1.08841168e+01   
591     5.85805526e-03   8.64801761e+01   1.34814167e+02   9.14067634e+01   1.08518510e+01   
592     5.86805526e-03   8.62092816e+01   1.34414394e+02   9.11357086e+01   1.08196713e+01   
593     5.87805526e-03   8.59391904e+01   1.34015686e+02   9.08653768e+01   1.07875774e+01   
594     5.88805526e-03   8.56699006e+01   1.33618043e+02   9.05957665e+01   1.07555691e+01   
595     5.89805526e-03   8.54014098e+01   1.33221461e+02   9.03268762e+01   1.07236463e+01   
596     5.90805526e-03   8.51337161e+01   1.32825940e+02   9.00587044e+01   1.06918089e+01   
597     5.91805526e-03   8.48668173e+01   1.32431476e+02   8.97912498e+01   1.06600565e+01   
598     5.92805526e-03   8.46007112e+01   1.32038067e+02   8.95245107e+01   1.06283891e+01   
599     5.93805526e-03   8.43353957e+01   1.31645712e+02   8.92584857e+01   1.05968065e+01   
600     5.94805526e-03   8.40708687e+01   1.31254408e+02   8.89931734e+01   1.05653085e+01   
601     5.95805526e-03   8.38071281e+01   1.30864152e+02   8.87285722e+01   1.05338950e+01   
602     5.96805526e-03   8.35441719e+01   1.30474943e+02   8.84646808e+01   1.05025657e+01   
603     5.97805526e-03   8.32819978e+01   1.30086779e+02   8.82014976e+01   1.04713204e+01   
604     5.98805526e-03   8.30206037e+01   1.29699658e+02   8.79390211e+01   1.04401591e+01   
605     5.99805526e-03   8.27599877e+01   1.29313576e+02   8.76772499e+01   1.04090815e+01   
606     6.00805526e-03   8.25001476e+01   1.28928532e+02   8.74161825e+01   1.03780875e+01   
607     6.01805526e-03   8.22410812e+01   1.28544525e+02   8.71558175e+01   1.03471768e+01   
608     6.02805526e-03   8.19827866e+01   1.28161551e+02   8.68961533e+01   1.03163494e+01   
609     6.03805526e-03   8.17252617e+01   1.27779608e+02   8.66371885e+01   1.02856050e+01   
610     6.04805526e-03   8.14685043e+01   1.27398695e+02   8.63789216e+01   1.02549434e+01   
611     6.05805526e-03   8.12125125e+01   1.27018809e+02   8.61213512e+01   1.02243645e+01   
612     6.06805526e-03   8.09572840e+01   1.26639948e+02   8.58644758e+01   1.01938682e+01   
613     6.07805526e-03   8.07028170e+01   1.26262110e+02   8.56082939e+01   1.01634541e+01   
614     6.08805526e-03   8.04491093e+01   1.25885293e+02   8.53528040e+01   1.01331223e+01   
615     6.09805526e-03   8.01961588e+01   1.25509494e+02   8.50980047e+01   1.01028724e+01   
616     6.10805526e-03   7.99439636e+01   1.25134712e+02   8.48438945e+01   1.00727043e+01   
617     6.11805526e-03   7.96925216e+01   1.24760944e+02   8.45904720e+01   1.00426179e+01   
618     6.12805526e-03   7.94418307e+01   1.24388187e+02   8.43377357e+01   1.00126129e+01   
619     6.13805526e-03   7.91918889e+01   1.24016441e+02   8.40856841e+01   9.98268924e+00   
620     6.14805526e-03   7.89426942e+01   1.23645702e+02   8.38343157e+01   9.95284668e+00   
621     6.15805526e-03   7.86942445e+01   1.23275969e+02   8.35836291e+01   9.92308506e+00   
622     6.16805526e-03   7.84465379e+01   1.22907240e+02   8.33336228e+01   9.89340421e+00   
623     6.17805526e-03   7.81995723e+01   1.22539511e+02   8.30842955e+01   9.86380395e+00   
624     6.18805526e-03   7.79533457e+01   1.22172782e+02   8.28356455e+01   9.83428411e+00   
625     6.19805526e-03   7.77078561e+01   1.21807050e+02   8.25876714e+01   9.80484453e+00   
626     6.20805526e-03   7.74631015e+01   1.21442312e+02   8.23403719e+01   9.77548502e+00   
627     6.21805526e-03   7.72190798e+01   1.21078567e+02   8.20937454e+01   9.74620541e+00   
628     6.22805526e-03   7.69757892e+01   1.20715813e+02   8.18477904e+01   9.71700553e+00   
629     6.23805526e-03   7.67332276e+01   1.20354046e+02   8.16025056e+01   9.68788520e+00   
630     6.24805526e-03   7.64913929e+01   1.19993266e+02   8.13578894e+01   9.65884426e+00   
631     6.25805526e-03   7.62502834e+01   1.19633471e+02   8.11139404e+01   9.62988253e+00   
632     6.26805526e-03   7.60098968e+01   1.19274657e+02   8.08706572e+01   9.60099984e+00   
633     6.27805526e-03   7.57702314e+01   1.18916822e+02   8.06280383e+01   9.57219601e+00   
634     6.28805526e-03   7.55312851e+01   1.18559966e+02   8.03860822e+01   9.54347088e+00   
635     6.29805526e-03   7.52930559e+01   1.18204085e+02   8.01447875e+01   9.51482427e+00   
636     6.30805526e-03   7.50555419e+01   1.17849177e+02   7.99041527e+01   9.48625600e+00   
637     6.31805526e-03   7.48187411e+01   1.17495240e+02   7.96641764e+01   9.45776591e+00   
638     6.32805526e-03   7.45826516e+01   1.17142273e+02   7.94248572e+01   9.42935383e+00   
639     6.33805526e-03   7.43472715e+01   1.16790272e+02   7.91861936e+01   9.40101958e+00   
640     6.34805526e-03   7.41125987e+01   1.16439236e+02   7.89481841e+01   9.37276299e+00   
641     6.35805526e-03   7.38786314e+01   1.16089163e+02   7.87108274e+01   9.34458389e+00   
642     6.36805526e-03   7.36453676e+01   1.15740050e+02   7.84741219e+01   9.31648211e+00   
643     6.37805526e-03   7.34128054e+01   1.15391896e+02   7.82380662e+01   9.28845748e+00   
644     6.38805526e-03   7.31809428e+01   1.15044698e+02   7.80026589e+01   9.26050982e+00   
645     6.39805526e-03   7.29497780e+01   1.14698454e+02   7.77678985e+01   9.23263897e+00   
646     6.40805526e-03   7.27193089e+01   1.14353163e+02   7.75337837e+01   9.20484475e+00   
647     6.41805526e-03   7.24895338e+01   1.14008821e+02   7.73003129e+01   9.17712699e+00   
648     6.42805526e-03   7.22604507e+01   1.13665427e+02   7.70674847e+01   9.14948553e+00   
649     6.43805526e-03   7.20320576e+01   1.13322978e+02   7.68352977e+01   9.12192019e+00   
650     6.44805526e-03   7.18043528e+01   1.12981474e+02   7.66037505e+01   9.09443080e+00   
651     6.45805526e-03   7.15773342e+01   1.12640910e+02   7.63728415e+01   9.06701719e+00   
652     6.46805526e-03   7.13510000e+01   1.12301286e+02   7.61425695e+01   9.03967919e+00   
653     6.47805526e-03   7.11253483e+01   1.11962599e+02   7.59129329e+01   9.01241664e+00   
654     6.48805526e-03   7.09003773e+01   1.11624848e+02   7.56839304e+01   8.98522935e+00   
655     6.49805526e-03   7.06760850e+01   1.11288029e+02   7.54555605e+01   8.95811717e+00   
656     6.50805526e-03   7.04524696e+01   1.10952141e+02   7.52278217e+01   8.93107992e+00   
657     6.51805526e-03   7.02295291e+01   1.10617182e+02   7.50007126e+01   8.90411744e+00   
658     6.52805526e-03   7.00072618e+01   1.10283150e+02   7.47742319e+01   8.87722955e+00   
659     6.53805526e-03   6.97856658e+01   1.09950042e+02   7.45483781e+01   8.85041609e+00   
660     6.54805526e-03   6.95647392e+01   1.09617857e+02   7.43231498e+01   8.82367688e+00   
661     6.55805526e-03   6.93444801e+01   1.09286593e+02   7.40985455e+01   8.79701176e+00   
662     6.56805526e-03   6.91248867e+01   1.08956246e+02   7.38745639e+01   8.77042056e+00   
663     6.57805526e-03   6.89059572e+01   1.08626816e+02   7.36512034e+01   8.74390311e+00   
664     6.58805526e-03   6.86876897e+01   1.08298300e+02   7.34284628e+01   8.71745925e+00   
665     6.59805526e-03   6.84700824e+01   1.07970696e+02   7.32063406e+01   8.69108880e+00   
666     6.60805526e-03   6.82531334e+01   1.07644002e+02   7.29848353e+01   8.66479160e+00   
667     6.61805526e-03   6.80368410e+01   1.07318215e+02   7.27639456e+01   8.63856747e+00   
668     6.62805526e-03   6.78212032e+01   1.06993335e+02   7.25436700e+01   8.61241626e+00   
669     6.63805526e-03   6.76062184e+01   1.06669358e+02   7.23240072e+01   8.58633780e+00   
670     6.64805526e-03   6.73918845e+01   1.06346283e+02   7.21049557e+01   8.56033191e+00   
671     6.65805526e-03   6.71782000e+01   1.06024108e+02   7.18865142e+01   8.53439843e+00   
672     6.66805526e-03   6.69651628e+01   1.05702830e+02   7.16686812e+01   8.50853720e+00   
673     6.67805526e-03   6.67527713e+01   1.05382447e+02   7.14514552e+01   8.48274804e+00   
674     6.68805526e-03   6.65410236e+01   1.05062958e+02   7.12348350e+01   8.45703080e+00   
675     6.69805526e-03   6.63299180e+01   1.04744360e+02   7.10188192e+01   8.43138530e+00   
676     6.70805526e-03   6.61194526e+01   1.04426652e+02   7.08034062e+01   8.40581137e+00   
677     6.71805526e-03   6.59096256e+01   1.04109830e+02   7.05885948e+01   8.38030887e+00   
678     6.72805526e-03   6.57004353e+01   1.03793894e+02   7.03743834e+01   8.35487760e+00   
679     6.73805526e-03   6.54918799e+01   1.03478841e+02   7.01607708e+01   8.32951742e+00   
680     6.74805526e-03   6.52839577e+01   1.03164668e+02   6.99477556e+01   8.30422816e+00   
681     6.75805526e-03   6.50766668e+01   1.02851375e+02   6.97353363e+01   8.27900964e+00   
682     6.76805526e-03   6.48700054e+01   1.02538958e+02   6.95235115e+01   8.25386171e+00   
683     6.77805526e-03   6.46639719e+01   1.02227417e+02   6.93122799e+01   8.22878421e+00   
684     6.78805526e-03   6.44585645e+01   1.01916748e+02   6.91016401e+01   8.20377696e+00   
685     6.79805526e-03   6.42537813e+01   1.01606950e+02   6.88915907e+01   8.17883980e+00   
686     6.80805526e-03   6.40496207e+01   1.01298021e+02   6.86821303e+01   8.15397257e+00   
687     6.81805526e-03   6.38460809e+01   1.00989958e+02   6.84732575e+01   8.12917510e+00   
688     6.82805526e-03   6.36431602e+01   1.00682760e+02   6.82649710e+01   8.10444723e+00   
689     6.83805526e-03   6.34408568e+01   1.00376425e+02   6.80572694e+01   8.07978880e+00   
690     6.84805526e-03   6.32391691e+01   1.00070950e+02   6.78501512e+01   8.05519965e+00   
691     6.85805526e-03   6.30380951e+01   9.97663336e+01   6.76436152e+01   8.03067960e+00   
692     6.86805526e-03   6.28376333e+01   9.94625739e+01   6.74376599e+01   8.00622850e+00   
693     6.87805526e-03   6.26377820e+01   9.91596688e+01   6.72322840e+01   7.98184618e+00   
694     6.88805526e-03   6.24385393e+01   9.88576161e+01   6.70274862e+01   7.95753249e+00   
695     6.89805526e-03   6.22399036e+01   9.85564139e+01   6.68232649e+01   7.93328725e+00   
696     6.90805526e-03   6.20418732e+01   9.82560602e+01   6.66196189e+01   7.90911031e+00   
697     6.91805526e-03   6.18444464e+01   9.79565529e+01   6.64165469e+01   7.88500151e+00   
698     6.92805526e-03   6.16476215e+01   9.76578900e+01   6.62140473e+01   7.86096067e+00   
699     6.93805526e-03   6.14513967e+01   9.73600696e+01   6.60121190e+01   7.83698765e+00   
700     6.94805526e-03   6.12557704e+01   9.70630896e+01   6.58107605e+01   7.81308228e+00   
701     6.95805526e-03   6.10607409e+01   9.67669480e+01   6.56099704e+01   7.78924440e+00   
702     6.96805526e-03   6.08663065e+01   9.64716429e+01   6.54097475e+01   7.76547385e+00   
703     6.97805526e-03   6.06724655e+01   9.61771722e+01   6.52100903e+01   7.74177046e+00   
704     6.98805526e-03   6.04792163e+01   9.58835339e+01   6.50109976e+01   7.71813408e+00   
705     6.99805526e-03   6.02865571e+01   9.55907260e+01   6.48124678e+01   7.69456454e+00   
706     7.00805526e-03   6.00944864e+01   9.52987466e+01   6.46144998e+01   7.67106169e+00   
707     7.01805526e-03   5.99030024e+01   9.50075936e+01   6.44170922e+01   7.64762537e+00   
708     7.02805526e-03   5.97121035e+01   9.47172652e+01   6.42202435e+01   7.62425541e+00   
709     7.03805526e-03   5.95217880e+01   9.44277592e+01   6.40239525e+01   7.60095166e+00   
710     7.04805526e-03   5.93320542e+01   9.41390737e+01   6.38282179e+01   7.57771396e+00   
711     7.05805526e-03   5.91429006e+01   9.38512068e+01   6.36330382e+01   7.55454214e+00   
712     7.06805526e-03   5.89543255e+01   9.35641564e+01   6.34384122e+01   7.53143605e+00   
713     7.07805526e-03   5.87663272e+01   9.32779207e+01   6.32443385e+01   7.50839554e+00   
714     7.08805526e-03   5.85789041e+01   9.29924976e+01   6.30508158e+01   7.48542044e+00   
715     7.09805526e-03   5.83920545e+01   9.27078851e+01   6.28578427e+01   7.46251059e+00   
716     7.10805526e-03   5.82057769e+01   9.24240813e+01   6.26654180e+01   7.43966584e+00   
717     7.11805526e-03   5.80200696e+01   9.21410843e+01   6.24735402e+01   7.41688603e+00   
718     7.12805526e-03   5.78349310e+01   9.18588921e+01   6.22822081e+01   7.39417100e+00   
719     7.13805526e-03   5.76503594e+01   9.15775027e+01   6.20914204e+01   7.37152059e+00   
720     7.14805526e-03   5.74663533e+01   9.12969142e+01   6.19011756e+01   7.34893465e+00   
721     7.15805526e-03   5.72829111e+01   9.10171246e+01   6.17114725e+01   7.32641302e+00   
722     7.16805526e-03   5.71000311e+01   9.07381320e+01   6.15223099e+01   7.30395554e+00   
723     7.17805526e-03   5.69177117e+01   9.04599345e+01   6.13336862e+01   7.28156206e+00   
724     7.18805526e-03   5.67359514e+01   9.01825300e+01   6.11456003e+01   7.25923242e+00   
725     7.19805526e-03   5.65547485e+01   8.99059167e+01   6.09580509e+01   7.23696647e+00   
726     7.20805526e-03   5.63741015e+01   8.96300927e+01   6.07710365e+01   7.21476404e+00   
727     7.21805526e-03   5.61940087e+01   8.93550559e+01   6.05845560e+01   7.19262499e+00   
728     7.22805526e-03   5.60144686e+01   8.90808046e+01   6.03986079e+01   7.17054916e+00   
729     7.23805526e-03   5.58354797e+01   8.88073366e+01   6.02131911e+01   7.14853639e+00   
730     7.24805526e-03   5.56570402e+01   8.85346502e+01   6.00283041e+01   7.12658652e+00   
731     7.25805526e-03   5.54791488e+01   8.82627434e+01   5.98439458e+01   7.10469942e+00   
732     7.26805526e-03   5.53018037e+01   8.79916143e+01   5.96601147e+01   7.08287491e+00   
733     7.27805526e-03   5.51250035e+01   8.77212610e+01   5.94768096e+01   7.06111285e+00   
734     7.28805526e-03   5.49487465e+01   8.74516815e+01   5.92940292e+01   7.03941308e+00   
735     7.29805526e-03   5.47730313e+01   8.71828740e+01   5.91117722e+01   7.01777545e+00   
736     7.30805526e-03   5.45978562e+01   8.69148365e+01   5.89300373e+01   6.99619980e+00   
737     7.31805526e-03   5.44232197e+01   8.66475672e+01   5.87488232e+01   6.97468599e+00   
738     7.32805526e-03   5.42491203e+01   8.63810641e+01   5.85681287e+01   6.95323385e+00   
739     7.33805526e-03   5.40755565e+01   8.61153254e+01   5.83879524e+01   6.93184324e+00   
740     7.34805526e-03   5.39025266e+01   8.58503491e+01   5.82082930e+01   6.91051401e+00   
741     7.35805526e-03   5.37300292e+01   8.55861334e+01   5.80291494e+01   6.88924600e+00   
742     7.36805526e-03   5.35580628e+01   8.53226763e+01   5.78505201e+01   6.86803905e+00   
743     7.37805526e-03   5.33866258e+01   8.50599761e+01   5.76724040e+01   6.84689303e+00   
744     7.38805526e-03   5.32157166e+01   8.47980308e+01   5.74947997e+01   6.82580777e+00   
745     7.39805526e-03   5.30453339e+01   8.45368385e+01   5.73177060e+01   6.80478312e+00   
746     7.40805526e-03   5.28754760e+01   8.42763973e+01   5.71411216e+01   6.78381894e+00   
747     7.41805526e-03   5.27061414e+01   8.40167055e+01   5.69650452e+01   6.76291508e+00   
748     7.42805526e-03   5.25373287e+01   8.37577610e+01   5.67894755e+01   6.74207137e+00   
749     7.43805526e-03   5.23690363e+01   8.34995621e+01   5.66144114e+01   6.72128768e+00   
750     7.44805526e-03   5.22012628e+01   8.32421069e+01   5.64398515e+01   6.70056386e+00   
751     7.45805526e-03   5.20340067e+01   8.29853936e+01   5.62657946e+01   6.67989974e+00   
752     7.46805526e-03   5.18672663e+01   8.27294201e+01   5.60922394e+01   6.65929519e+00   
753     7.47805526e-03   5.17010404e+01   8.24741848e+01   5.59191846e+01   6.63875005e+00   
754     7.48805526e-03   5.15353274e+01   8.22196858e+01   5.57466291e+01   6.61826418e+00   
755     7.49805526e-03   5.13701257e+01   8.19659212e+01   5.55745715e+01   6.59783743e+00   
756     7.50805526e-03   5.12054340e+01   8.17128891e+01   5.54030105e+01   6.57746964e+00   
757     7.51805526e-03   5.10412508e+01   8.14605878e+01   5.52319451e+01   6.55716067e+00   
758     7.52805526e-03   5.08775745e+01   8.12090153e+01   5.50613738e+01   6.53691038e+00   
759     7.53805526e-03   5.07144038e+01   8.09581699e+01   5.48912955e+01   6.51671860e+00   
760     7.54805526e-03   5.05517371e+01   8.07080497e+01   5.47217089e+01   6.49658521e+00   
761     7.55805526e-03   5.03895731e+01   8.04586529e+01   5.45526127e+01   6.47651004e+00   
762     7.56805526e-03   5.02279102e+01   8.02099776e+01   5.43840058e+01   6.45649295e+00   
763     7.57805526e-03   5.00667470e+01   7.99620221e+01   5.42158869e+01   6.43653380e+00   
764     7.58805526e-03   4.99060820e+01   7.97147845e+01   5.40482548e+01   6.41663244e+00   
765     7.59805526e-03   4.97459139e+01   7.94682630e+01   5.38811081e+01   6.39678872e+00   
766     7.60805526e-03   4.95862411e+01   7.92224558e+01   5.37144458e+01   6.37700249e+00   
767     7.61805526e-03   4.94270623e+01   7.89773610e+01   5.35482666e+01   6.35727362e+00   
768     7.62805526e-03   4.92683760e+01   7.87329769e+01   5.33825691e+01   6.33760195e+00   
769     7.63805526e-03   4.91101808e+01   7.84893017e+01   5.32173524e+01   6.31798734e+00   
770     7.64805526e-03   4.89524752e+01   7.82463335e+01   5.30526150e+01   6.29842964e+00   
771     7.65805526e-03   4.87952579e+01   7.80040706e+01   5.28883557e+01   6.27892872e+00   
772     7.66805526e-03   4.86385274e+01   7.77625111e+01   5.27245735e+01   6.25948442e+00   
773     7.67805526e-03   4.84822823e+01   7.75216533e+01   5.25612670e+01   6.24009660e+00   
774     7.68805526e-03   4.83265211e+01   7.72814954e+01   5.23984350e+01   6.22076511e+00   
775     7.69805526e-03   4.81712426e+01   7.70420356e+01   5.22360763e+01   6.20148982e+00   
776     7.70805526e-03   4.80164453e+01   7.68032721e+01   5.20741898e+01   6.18227058e+00   
777     7.71805526e-03   4.78621277e+01   7.65652031e+01   5.19127741e+01   6.16310724e+00   
778     7.72805526e-03   4.77082885e+01   7.63278268e+01   5.17518282e+01   6.14399967e+00   
779     7.73805526e-03   4.75549263e+01   7.60911416e+01   5.15913507e+01   6.12494771e+00   
780     7.74805526e-03   4.74020397e+01   7.58551455e+01   5.14313406e+01   6.10595124e+00   
781     7.75805526e-03   4.72496274e+01   7.56198369e+01   5.12717965e+01   6.08701010e+00   
782     7.76805526e-03   4.70976878e+01   7.53852139e+01   5.11127173e+01   6.06812415e+00   
783     7.77805526e-03   4.69462198e+01   7.51512749e+01   5.09541019e+01   6.04929325e+00   
784     7.78805526e-03   4.67952218e+01   7.49180180e+01   5.07959490e+01   6.03051727e+00   
785     7.79805526e-03   4.66446925e+01   7.46854415e+01   5.06382573e+01   6.01179605e+00   
786     7.80805526e-03   4.64946306e+01   7.44535437e+01   5.04810259e+01   5.99312946e+00   
787     7.81805526e-03   4.63450347e+01   7.42223228e+01   5.03242534e+01   5.97451736e+00   
788     7.82805526e-03   4.61959034e+01   7.39917770e+01   5.01679386e+01   5.95595960e+00   
789     7.83805526e-03   4.60472354e+01   7.37619047e+01   5.00120804e+01   5.93745605e+00   
790     7.84805526e-03   4.58990292e+01   7.35327040e+01   4.98566777e+01   5.91900657e+00   
791     7.85805526e-03   4.57512837e+01   7.33041732e+01   4.97017292e+01   5.90061101e+00   
792     7.86805526e-03   4.56039973e+01   7.30763107e+01   4.95472337e+01   5.88226925e+00   
793     7.87805526e-03   4.54571689e+01   7.28491146e+01   4.93931901e+01   5.86398112e+00   
794     7.88805526e-03   4.53107970e+01   7.26225833e+01   4.92395973e+01   5.84574651e+00   
795     7.89805526e-03   4.51648802e+01   7.23967150e+01   4.90864539e+01   5.82756527e+00   
796     7.90805526e-03   4.50194174e+01   7.21715080e+01   4.89337590e+01   5.80943726e+00   
797     7.91805526e-03   4.48744070e+01   7.19469607e+01   4.87815113e+01   5.79136234e+00   
798     7.92805526e-03   4.47298479e+01   7.17230712e+01   4.86297096e+01   5.77334038e+00   
799     7.93805526e-03   4.45857387e+01   7.14998378e+01   4.84783529e+01   5.75537124e+00   
800     7.94805526e-03   4.44420780e+01   7.12772590e+01   4.83274398e+01   5.73745478e+00   
801     7.95805526e-03   4.42988646e+01   7.10553328e+01   4.81769694e+01   5.71959086e+00   
802     7.96805526e-03   4.41560972e+01   7.08340578e+01   4.80269404e+01   5.70177935e+00   
803     7.97805526e-03   4.40137744e+01   7.06134321e+01   4.78773516e+01   5.68402011e+00   
804     7.98805526e-03   4.38718949e+01   7.03934541e+01   4.77282020e+01   5.66631301e+00   
805     7.99805526e-03   4.37304574e+01   7.01741220e+01   4.75794904e+01   5.64865790e+00   
806     8.00805526e-03   4.35894607e+01   6.99554342e+01   4.74312156e+01   5.63105465e+00   
807     8.01805526e-03   4.34489034e+01   6.97373891e+01   4.72833765e+01   5.61350313e+00   
808     8.02805526e-03   4.33087842e+01   6.95199848e+01   4.71359720e+01   5.59600320e+00   
809     8.03805526e-03   4.31691019e+01   6.93032198e+01   4.69890009e+01   5.57855473e+00   
810     8.04805526e-03   4.30298552e+01   6.90870924e+01   4.68424621e+01   5.56115758e+00   
811     8.05805526e-03   4.28910428e+01   6.88716009e+01   4.66963545e+01   5.54381161e+00   
812     8.06805526e-03   4.27526633e+01   6.86567436e+01   4.65506768e+01   5.52651670e+00   
813     8.07805526e-03   4.26147157e+01   6.84425189e+01   4.64054281e+01   5.50927270e+00   
814     8.08805526e-03   4.24771984e+01   6.82289251e+01   4.62606071e+01   5.49207949e+00   
815     8.09805526e-03   4.23401104e+01   6.80159605e+01   4.61162128e+01   5.47493693e+00   
816     8.10805526e-03   4.22034503e+01   6.78036235e+01   4.59722439e+01   5.45784489e+00   
817     8.11805526e-03   4.20672169e+01   6.75919125e+01   4.58286995e+01   5.44080324e+00   
818     8.12805526e-03   4.19314089e+01   6.73808257e+01   4.56855784e+01   5.42381183e+00   
819     8.13805526e-03   4.17960251e+01   6.71703616e+01   4.55428794e+01   5.40687055e+00   
820     8.14805526e-03   4.16610641e+01   6.69605185e+01   4.54006015e+01   5.38997925e+00   
821     8.15805526e-03   4.15265249e+01   6.67512948e+01   4.52587435e+01   5.37313781e+00   
822     8.16805526e-03   4.13924060e+01   6.65426888e+01   4.51173044e+01   5.35634609e+00   
823     8.17805526e-03   4.12587063e+01   6.63346988e+01   4.49762830e+01   5.33960397e+00   
824     8.18805526e-03   4.11254246e+01   6.61273234e+01   4.48356782e+01   5.32291131e+00   
825     8.19805526e-03   4.09925595e+01   6.59205608e+01   4.46954889e+01   5.30626797e+00   
826     8.20805526e-03   4.08601099e+01   6.57144094e+01   4.45557140e+01   5.28967384e+00   
827     8.21805526e-03   4.07280746e+01   6.55088676e+01   4.44163525e+01   5.27312878e+00   
828     8.22805526e-03   4.05964523e+01   6.53039338e+01   4.42774032e+01   5.25663265e+00   
829     8.23805526e-03   4.04652417e+01   6.50996063e+01   4.41388650e+01   5.24018534e+00   
830     8.24805526e-03   4.03344418e+01   6.48958836e+01   4.40007368e+01   5.22378670e+00   
831     8.25805526e-03   4.02040512e+01   6.46927641e+01   4.38630176e+01   5.20743662e+00   
832     8.26805526e-03   4.00740687e+01   6.44902461e+01   4.37257063e+01   5.19113496e+00   
833     8.27805526e-03   3.99444932e+01   6.42883281e+01   4.35888017e+01   5.17488159e+00   
834     8.28805526e-03   3.98153234e+01   6.40870084e+01   4.34523029e+01   5.15867638e+00   
835     8.29805526e-03   3.96865582e+01   6.38862855e+01   4.33162086e+01   5.14251921e+00   
836     8.30805526e-03   3.95581963e+01   6.36861577e+01   4.31805179e+01   5.12640995e+00   
837     8.31805526e-03   3.94302365e+01   6.34866235e+01   4.30452296e+01   5.11034847e+00   
838     8.32805526e-03   3.93026777e+01   6.32876813e+01   4.29103427e+01   5.09433464e+00   
839     8.33805526e-03   3.91755186e+01   6.30893295e+01   4.27758562e+01   5.07836834e+00   
840     8.34805526e-03   3.90487581e+01   6.28915666e+01   4.26417689e+01   5.06244943e+00   
841     8.35805526e-03   3.89223949e+01   6.26943909e+01   4.25080797e+01   5.04657780e+00   
842     8.36805526e-03   3.87964280e+01   6.24978010e+01   4.23747877e+01   5.03075331e+00   
843     8.37805526e-03   3.86708561e+01   6.23017951e+01   4.22418917e+01   5.01497584e+00   
844     8.38805526e-03   3.85456780e+01   6.21063718e+01   4.21093907e+01   4.99924527e+00   
845     8.39805526e-03   3.84208927e+01   6.19115295e+01   4.19772837e+01   4.98356146e+00   
846     8.40805526e-03   3.82964988e+01   6.17172667e+01   4.18455695e+01   4.96792429e+00   
847     8.41805526e-03   3.81724953e+01   6.15235817e+01   4.17142471e+01   4.95233364e+00   
848     8.42805526e-03   3.80488809e+01   6.13304731e+01   4.15833155e+01   4.93678939e+00   
849     8.43805526e-03   3.79256546e+01   6.11379392e+01   4.14527736e+01   4.92129140e+00   
850     8.44805526e-03   3.78028152e+01   6.09459786e+01   4.13226204e+01   4.90583955e+00   
851     8.45805526e-03   3.76803615e+01   6.07545897e+01   4.11928548e+01   4.89043372e+00   
852     8.46805526e-03   3.75582924e+01   6.05637709e+01   4.10634758e+01   4.87507379e+00   
853     8.47805526e-03   3.74366067e+01   6.03735208e+01   4.09344823e+01   4.85975963e+00   
854     8.48805526e-03   3.73153033e+01   6.01838378e+01   4.08058733e+01   4.84449111e+00   
855     8.49805526e-03   3.71943810e+01   5.99947203e+01   4.06776478e+01   4.82926812e+00   
856     8.50805526e-03   3.70738387e+01   5.98061669e+01   4.05498048e+01   4.81409054e+00   
857     8.51805526e-03   3.69536753e+01   5.96181760e+01   4.04223431e+01   4.79895823e+00   
858     8.52805526e-03   3.68338897e+01   5.94307461e+01   4.02952618e+01   4.78387108e+00   
859     8.53805526e-03   3.67144806e+01   5.92438756e+01   4.01685598e+01   4.76882897e+00   
860     8.54805526e-03   3.65954471e+01   5.90575632e+01   4.00422361e+01   4.75383177e+00   
861     8.55805526e-03   3.64767879e+01   5.88718072e+01   3.99162897e+01   4.73887936e+00   
862     8.56805526e-03   3.63585020e+01   5.86866061e+01   3.97907196e+01   4.72397162e+00   
863     8.57805526e-03   3.62405882e+01   5.85019585e+01   3.96655248e+01   4.70910843e+00   
864     8.58805526e-03   3.61230455e+01   5.83178628e+01   3.95407041e+01   4.69428967e+00   
865     8.59805526e-03   3.60058726e+01   5.81343176e+01   3.94162567e+01   4.67951522e+00   
866     8.60805526e-03   3.58890686e+01   5.79513214e+01   3.92921815e+01   4.66478496e+00   
867     8.61805526e-03   3.57726323e+01   5.77688726e+01   3.91684775e+01   4.65009876e+00   
868     8.62805526e-03   3.56565626e+01   5.75869698e+01   3.90451437e+01   4.63545652e+00   
869     8.63805526e-03   3.55408584e+01   5.74056115e+01   3.89221791e+01   4.62085810e+00   
870     8.64805526e-03   3.54255186e+01   5.72247962e+01   3.87995826e+01   4.60630339e+00   
