Index        TIME             V(1S)            V(1)             V(2S)            V(2)             V(3S)            V(3)             V(4S)            V(4)
382     2.44782839e-08   1.10000000e+00   1.00000000e-03   -2.33420093e+00  2.00000000e-03   1.36907334e+00   3.00000000e-03   -3.90130874e-02  4.00000000e-03   
383     2.44907536e-08   1.10000000e+00   1.00000000e-03   -2.33207049e+00  2.00000000e-03   1.36904506e+00   3.00000000e-03   -5.43662527e-02  4.00000000e-03   
384     2.45156929e-08   1.10000000e+00   1.00000000e-03   -2.32777061e+00  2.00000000e-03   1.36898833e+00   3.00000000e-03   -8.51546627e-02  4.00000000e-03   
385     2.45406322e-08   1.10000000e+00   1.00000000e-03   -2.32341886e+00  2.00000000e-03   1.36893137e+00   3.00000000e-03   -1.16046134e-01  4.00000000e-03   
386     2.45655716e-08   1.10000000e+00   1.00000000e-03   -2.31901534e+00  2.00000000e-03   1.36887418e+00   3.00000000e-03   -1.47032990e-01  4.00000000e-03   
387     2.46154502e-08   1.10000000e+00   1.00000000e-03   -2.31005354e+00  2.00000000e-03   1.36875911e+00   3.00000000e-03   -2.09262035e-01  4.00000000e-03   
388     2.46653289e-08   1.10000000e+00   1.00000000e-03   -2.30088623e+00  2.00000000e-03   1.36864314e+00   3.00000000e-03   -2.71779949e-01  4.00000000e-03   
389     2.47152075e-08   1.10000000e+00   1.00000000e-03   -2.29151446e+00  2.00000000e-03   1.36852626e+00   3.00000000e-03   -3.34524599e-01  4.00000000e-03   
390     2.48149648e-08   1.10000000e+00   1.00000000e-03   -2.27216177e+00  2.00000000e-03   1.36828980e+00   3.00000000e-03   -4.60444501e-01  4.00000000e-03   
391     2.49147221e-08   1.10000000e+00   1.00000000e-03   -2.25200427e+00  2.00000000e-03   1.36804979e+00   3.00000000e-03   -5.86521279e-01  4.00000000e-03   
392     2.51142368e-08   1.10000000e+00   1.00000000e-03   -2.20931182e+00  2.00000000e-03   1.36755927e+00   3.00000000e-03   -8.37142522e-01  4.00000000e-03   
393     2.53137514e-08   1.10000000e+00   1.00000000e-03   -2.16351464e+00  2.00000000e-03   1.36705500e+00   3.00000000e-03   -1.08240810e+00  4.00000000e-03   
394     2.54697449e-08   1.10000000e+00   1.00000000e-03   -2.12559826e+00  2.00000000e-03   1.36665136e+00   3.00000000e-03   -1.26792131e+00  4.00000000e-03   
395     2.56074074e-08   1.10000000e+00   1.00000000e-03   -2.09063667e+00  2.00000000e-03   1.36628845e+00   3.00000000e-03   -1.42549521e+00  4.00000000e-03   
396     2.57450699e-08   1.10000000e+00   1.00000000e-03   -2.05429949e+00  2.00000000e-03   1.36591936e+00   3.00000000e-03   -1.57606626e+00  4.00000000e-03   
397     2.58687720e-08   1.10000000e+00   1.00000000e-03   -2.02049974e+00  2.00000000e-03   1.36558252e+00   3.00000000e-03   -1.70445411e+00  4.00000000e-03   
398     2.59924741e-08   1.10000000e+00   1.00000000e-03   -1.98563822e+00  2.00000000e-03   1.36524085e+00   3.00000000e-03   -1.82548244e+00  4.00000000e-03   
399     2.61161762e-08   1.10000000e+00   1.00000000e-03   -1.94973926e+00  2.00000000e-03   1.36489441e+00   3.00000000e-03   -1.93841187e+00  4.00000000e-03   
400     2.62398783e-08   1.10000000e+00   1.00000000e-03   -1.91282794e+00  2.00000000e-03   1.36454328e+00   3.00000000e-03   -2.04255250e+00  4.00000000e-03   
401     2.63635803e-08   1.10000000e+00   1.00000000e-03   -1.87493003e+00  2.00000000e-03   1.36418752e+00   3.00000000e-03   -2.13726815e+00  4.00000000e-03   
402     2.64872824e-08   1.10000000e+00   1.00000000e-03   -1.83607200e+00  2.00000000e-03   1.36382722e+00   3.00000000e-03   -2.22198022e+00  4.00000000e-03   
403     2.66109845e-08   1.10000000e+00   1.00000000e-03   -1.79628098e+00  2.00000000e-03   1.36346242e+00   3.00000000e-03   -2.29617126e+00  4.00000000e-03   
404     2.67346866e-08   1.10000000e+00   1.00000000e-03   -1.75558476e+00  2.00000000e-03   1.36309320e+00   3.00000000e-03   -2.35938810e+00  4.00000000e-03   
405     2.68583887e-08   1.10000000e+00   1.00000000e-03   -1.71401176e+00  2.00000000e-03   1.36271964e+00   3.00000000e-03   -2.41124463e+00  4.00000000e-03   
406     2.69820908e-08   1.10000000e+00   1.00000000e-03   -1.67159100e+00  2.00000000e-03   1.36234178e+00   3.00000000e-03   -2.45142413e+00  4.00000000e-03   
407     2.71057929e-08   1.10000000e+00   1.00000000e-03   -1.62835211e+00  2.00000000e-03   1.36195971e+00   3.00000000e-03   -2.47968127e+00  4.00000000e-03   
408     2.72294950e-08   1.10000000e+00   1.00000000e-03   -1.58432529e+00  2.00000000e-03   1.36157348e+00   3.00000000e-03   -2.49584353e+00  4.00000000e-03   
409     2.73531971e-08   1.10000000e+00   1.00000000e-03   -1.53954127e+00  2.00000000e-03   1.36118316e+00   3.00000000e-03   -2.49981229e+00  4.00000000e-03   
410     2.74768992e-08   1.10000000e+00   1.00000000e-03   -1.49403134e+00  2.00000000e-03   1.36078881e+00   3.00000000e-03   -2.49156346e+00  4.00000000e-03   
411     2.76006013e-08   1.10000000e+00   1.00000000e-03   -1.44782726e+00  2.00000000e-03   1.36039050e+00   3.00000000e-03   -2.47114754e+00  4.00000000e-03   
412     2.77243034e-08   1.10000000e+00   1.00000000e-03   -1.40096132e+00  2.00000000e-03   1.35998828e+00   3.00000000e-03   -2.43868941e+00  4.00000000e-03   
413     2.78480055e-08   1.10000000e+00   1.00000000e-03   -1.35346622e+00  2.00000000e-03   1.35958222e+00   3.00000000e-03   -2.39438748e+00  4.00000000e-03   
414     2.79717076e-08   1.10000000e+00   1.00000000e-03   -1.30537514e+00  2.00000000e-03   1.35917238e+00   3.00000000e-03   -2.33851254e+00  4.00000000e-03   
415     2.80954096e-08   1.10000000e+00   1.00000000e-03   -1.25672167e+00  2.00000000e-03   1.35875882e+00   3.00000000e-03   -2.27140607e+00  4.00000000e-03   
416     2.82191117e-08   1.10000000e+00   1.00000000e-03   -1.20753977e+00  2.00000000e-03   1.35834160e+00   3.00000000e-03   -2.19347814e+00  4.00000000e-03   
417     2.83428138e-08   1.10000000e+00   1.00000000e-03   -1.15786379e+00  2.00000000e-03   1.35792078e+00   3.00000000e-03   -2.10520496e+00  4.00000000e-03   
418     2.84665159e-08   1.10000000e+00   1.00000000e-03   -1.10772842e+00  2.00000000e-03   1.35749641e+00   3.00000000e-03   -2.00712589e+00  4.00000000e-03   
419     2.85902180e-08   1.10000000e+00   1.00000000e-03   -1.05716866e+00  2.00000000e-03   1.35706856e+00   3.00000000e-03   -1.89984021e+00  4.00000000e-03   
420     2.87139201e-08   1.10000000e+00   1.00000000e-03   -1.00621984e+00  2.00000000e-03   1.35663728e+00   3.00000000e-03   -1.78400342e+00  4.00000000e-03   
421     2.88376222e-08   1.10000000e+00   1.00000000e-03   -9.54917512e-01  2.00000000e-03   1.35620263e+00   3.00000000e-03   -1.66032326e+00  4.00000000e-03   
422     2.89613243e-08   1.10000000e+00   1.00000000e-03   -9.03297516e-01  2.00000000e-03   1.35576467e+00   3.00000000e-03   -1.52955535e+00  4.00000000e-03   
423     2.90850264e-08   1.10000000e+00   1.00000000e-03   -8.51395895e-01  2.00000000e-03   1.35532345e+00   3.00000000e-03   -1.39249861e+00  4.00000000e-03   
424     2.92087285e-08   1.10000000e+00   1.00000000e-03   -7.99248891e-01  2.00000000e-03   1.35487902e+00   3.00000000e-03   -1.24999037e+00  4.00000000e-03   
425     2.93324306e-08   1.10000000e+00   1.00000000e-03   -7.46892920e-01  2.00000000e-03   1.35443144e+00   3.00000000e-03   -1.10290121e+00  4.00000000e-03   
426     2.94561327e-08   1.10000000e+00   1.00000000e-03   -6.94364542e-01  2.00000000e-03   1.35398077e+00   3.00000000e-03   -9.52129718e-01  4.00000000e-03   
427     2.95798348e-08   1.10000000e+00   1.00000000e-03   -6.41700437e-01  2.00000000e-03   1.35352705e+00   3.00000000e-03   -7.98596930e-01  4.00000000e-03   
428     2.97035369e-08   1.10000000e+00   1.00000000e-03   -5.88937383e-01  2.00000000e-03   1.35307035e+00   3.00000000e-03   -6.43240746e-01  4.00000000e-03   
429     2.98272390e-08   1.10000000e+00   1.00000000e-03   -5.36112222e-01  2.00000000e-03   1.35261070e+00   3.00000000e-03   -4.87010182e-01  4.00000000e-03   
430     2.99509410e-08   1.10000000e+00   1.00000000e-03   -4.83261844e-01  2.00000000e-03   1.35214817e+00   3.00000000e-03   -3.30859577e-01  4.00000000e-03   
431     3.00736146e-08   1.10000000e+00   1.00000000e-03   -4.30862323e-01  2.00000000e-03   1.35168669e+00   3.00000000e-03   -1.77025591e-01  4.00000000e-03   
432     3.01479176e-08   1.10000000e+00   1.00000000e-03   -3.99144916e-01  2.00000000e-03   1.35140583e+00   3.00000000e-03   -8.47340416e-02  4.00000000e-03   
433     3.01933867e-08   1.10000000e+00   1.00000000e-03   -3.79747715e-01  2.00000000e-03   1.35123348e+00   3.00000000e-03   -2.86956655e-02  4.00000000e-03   
434     3.02185048e-08   1.10000000e+00   1.00000000e-03   -3.69037031e-01  2.00000000e-03   1.35113810e+00   3.00000000e-03   2.09719958e-03   4.00000000e-03   
435     3.02263641e-08   1.10000000e+00   1.00000000e-03   -3.65686481e-01  2.00000000e-03   1.35110824e+00   3.00000000e-03   1.17064772e-02   4.00000000e-03   
436     3.02342234e-08   1.10000000e+00   1.00000000e-03   -3.62336310e-01  2.00000000e-03   1.35107836e+00   3.00000000e-03   2.13031291e-02   4.00000000e-03   
437     3.02499421e-08   1.10000000e+00   1.00000000e-03   -3.55637142e-01  2.00000000e-03   1.35101858e+00   3.00000000e-03   4.04576086e-02   4.00000000e-03   
438     3.02656607e-08   1.10000000e+00   1.00000000e-03   -3.48939602e-01  2.00000000e-03   1.35095875e+00   3.00000000e-03   5.95587482e-02   4.00000000e-03   
439     3.02813793e-08   1.10000000e+00   1.00000000e-03   -3.42243765e-01  2.00000000e-03   1.35089888e+00   3.00000000e-03   7.86046630e-02   4.00000000e-03   
440     3.03128166e-08   1.10000000e+00   1.00000000e-03   -3.28857503e-01  2.00000000e-03   1.35077900e+00   3.00000000e-03   1.16523307e-01   4.00000000e-03   
441     3.03442538e-08   1.10000000e+00   1.00000000e-03   -3.15478960e-01  2.00000000e-03   1.35065896e+00   3.00000000e-03   1.54198575e-01   4.00000000e-03   
442     3.03756911e-08   1.10000000e+00   1.00000000e-03   -3.02108739e-01  2.00000000e-03   1.35053874e+00   3.00000000e-03   1.91615598e-01   4.00000000e-03   
443     3.04071283e-08   1.10000000e+00   1.00000000e-03   -2.88747444e-01  2.00000000e-03   1.35041834e+00   3.00000000e-03   2.28759607e-01   4.00000000e-03   
444     3.04385655e-08   1.10000000e+00   1.00000000e-03   -2.75395677e-01  2.00000000e-03   1.35029778e+00   3.00000000e-03   2.65615944e-01   4.00000000e-03   
445     3.04700028e-08   1.10000000e+00   1.00000000e-03   -2.62054040e-01  2.00000000e-03   1.35017704e+00   3.00000000e-03   3.02170063e-01   4.00000000e-03   
446     3.05000000e-08   1.10000000e+00   1.00000000e-03   -2.49333534e-01  2.00000000e-03   1.35006168e+00   3.00000000e-03   3.36754750e-01   4.00000000e-03   
447     3.05150000e-08   1.10450000e+00   1.00000000e-03   -2.42976518e-01  2.00000000e-03   1.35000394e+00   3.00000000e-03   3.53936684e-01   4.00000000e-03   
448     3.05450000e-08   1.11350000e+00   1.00000000e-03   -2.30270470e-01  2.00000000e-03   1.34988833e+00   3.00000000e-03   3.88068790e-01   4.00000000e-03   
449     3.06050000e-08   1.13150000e+00   1.00000000e-03   -2.04892131e-01  2.00000000e-03   1.34965667e+00   3.00000000e-03   4.55363166e-01   4.00000000e-03   
450     3.06650000e-08   1.14950000e+00   1.00000000e-03   -1.79562276e-01  2.00000000e-03   1.34942440e+00   3.00000000e-03   5.21284016e-01   4.00000000e-03   
451     3.07250000e-08   1.16750000e+00   1.00000000e-03   -1.54285066e-01  2.00000000e-03   1.34919153e+00   3.00000000e-03   5.85736582e-01   4.00000000e-03   
452     3.07850000e-08   1.18550000e+00   1.00000000e-03   -1.29064654e-01  2.00000000e-03   1.34895807e+00   3.00000000e-03   6.48628218e-01   4.00000000e-03   
453     3.08450000e-08   1.20350000e+00   1.00000000e-03   -1.03905183e-01  2.00000000e-03   1.34872401e+00   3.00000000e-03   7.09868524e-01   4.00000000e-03   
454     3.09050000e-08   1.22150000e+00   1.00000000e-03   -7.88107873e-02  2.00000000e-03   1.34848938e+00   3.00000000e-03   7.69369473e-01   4.00000000e-03   
455     3.09650000e-08   1.23950000e+00   1.00000000e-03   -5.37855890e-02  2.00000000e-03   1.34825416e+00   3.00000000e-03   8.27045540e-01   4.00000000e-03   
456     3.10250000e-08   1.25750000e+00   1.00000000e-03   -2.88336999e-02  2.00000000e-03   1.34801837e+00   3.00000000e-03   8.82813826e-01   4.00000000e-03   
457     3.10850000e-08   1.27550000e+00   1.00000000e-03   -3.95921912e-03  2.00000000e-03   1.34778202e+00   3.00000000e-03   9.36594173e-01   4.00000000e-03   
458     3.11144699e-08   1.28434096e+00   1.00000000e-03   8.22865302e-03   2.00000000e-03   1.34766572e+00   3.00000000e-03   9.62257563e-01   4.00000000e-03   
459     3.11439397e-08   1.29318192e+00   1.00000000e-03   2.03963818e-02   2.00000000e-03   1.34754929e+00   3.00000000e-03   9.87413784e-01   4.00000000e-03   
460     3.11734096e-08   1.30202288e+00   1.00000000e-03   3.25434850e-02   2.00000000e-03   1.34743272e+00   3.00000000e-03   1.01205411e+00   4.00000000e-03   
461     3.12028795e-08   1.31086385e+00   1.00000000e-03   4.46694811e-02   2.00000000e-03   1.34731602e+00   3.00000000e-03   1.03617001e+00   4.00000000e-03   
462     3.12618192e-08   1.32854577e+00   1.00000000e-03   6.88562306e-02   2.00000000e-03   1.34708223e+00   3.00000000e-03   1.08279523e+00   4.00000000e-03   
463     3.13207590e-08   1.34622769e+00   1.00000000e-03   9.29527958e-02   2.00000000e-03   1.34684790e+00   3.00000000e-03   1.12722478e+00   4.00000000e-03   
464     3.13796987e-08   1.36390962e+00   1.00000000e-03   1.16955357e-01   2.00000000e-03   1.34661305e+00   3.00000000e-03   1.16939704e+00   4.00000000e-03   
465     3.14386385e-08   1.38159154e+00   1.00000000e-03   1.40860108e-01   2.00000000e-03   1.34637769e+00   3.00000000e-03   1.20925353e+00   4.00000000e-03   
466     3.14975782e-08   1.39927346e+00   1.00000000e-03   1.64663259e-01   2.00000000e-03   1.34614181e+00   3.00000000e-03   1.24673897e+00   4.00000000e-03   
467     3.15565179e-08   1.41695538e+00   1.00000000e-03   1.88361037e-01   2.00000000e-03   1.34590542e+00   3.00000000e-03   1.28180138e+00   4.00000000e-03   
468     3.16154577e-08   1.43463731e+00   1.00000000e-03   2.11949686e-01   2.00000000e-03   1.34566853e+00   3.00000000e-03   1.31439214e+00   4.00000000e-03   
469     3.16743974e-08   1.45231923e+00   1.00000000e-03   2.35425464e-01   2.00000000e-03   1.34543114e+00   3.00000000e-03   1.34446606e+00   4.00000000e-03   
470     3.17333372e-08   1.47000115e+00   1.00000000e-03   2.58784651e-01   2.00000000e-03   1.34519325e+00   3.00000000e-03   1.37198143e+00   4.00000000e-03   
471     3.17922769e-08   1.48768308e+00   1.00000000e-03   2.82023543e-01   2.00000000e-03   1.34495488e+00   3.00000000e-03   1.39690011e+00   4.00000000e-03   
472     3.18512167e-08   1.50536500e+00   1.00000000e-03   3.05138456e-01   2.00000000e-03   1.34471602e+00   3.00000000e-03   1.41918754e+00   4.00000000e-03   
473     3.19101564e-08   1.52304692e+00   1.00000000e-03   3.28125726e-01   2.00000000e-03   1.34447668e+00   3.00000000e-03   1.43881282e+00   4.00000000e-03   
474     3.19690962e-08   1.54072885e+00   1.00000000e-03   3.50981708e-01   2.00000000e-03   1.34423687e+00   3.00000000e-03   1.45574875e+00   4.00000000e-03   
475     3.20280359e-08   1.55841077e+00   1.00000000e-03   3.73702778e-01   2.00000000e-03   1.34399658e+00   3.00000000e-03   1.46997185e+00   4.00000000e-03   
476     3.20869756e-08   1.57609269e+00   1.00000000e-03   3.96285335e-01   2.00000000e-03   1.34375583e+00   3.00000000e-03   1.48146241e+00   4.00000000e-03   
477     3.21459154e-08   1.59377461e+00   1.00000000e-03   4.18725798e-01   2.00000000e-03   1.34351462e+00   3.00000000e-03   1.49020451e+00   4.00000000e-03   
478     3.22048551e-08   1.61145654e+00   1.00000000e-03   4.41020610e-01   2.00000000e-03   1.34327295e+00   3.00000000e-03   1.49618604e+00   4.00000000e-03   
479     3.22637949e-08   1.62913846e+00   1.00000000e-03   4.63166237e-01   2.00000000e-03   1.34303083e+00   3.00000000e-03   1.49939872e+00   4.00000000e-03   
480     3.23227346e-08   1.64682038e+00   1.00000000e-03   4.85159166e-01   2.00000000e-03   1.34278827e+00   3.00000000e-03   1.49983811e+00   4.00000000e-03   
481     3.23816744e-08   1.66450231e+00   1.00000000e-03   5.06995912e-01   2.00000000e-03   1.34254525e+00   3.00000000e-03   1.49750361e+00   4.00000000e-03   
482     3.24406141e-08   1.68218423e+00   1.00000000e-03   5.28673013e-01   2.00000000e-03   1.34230180e+00   3.00000000e-03   1.49239848e+00   4.00000000e-03   
483     3.24995538e-08   1.69986615e+00   1.00000000e-03   5.50187032e-01   2.00000000e-03   1.34205792e+00   3.00000000e-03   1.48452983e+00   4.00000000e-03   
484     3.25584936e-08   1.71754808e+00   1.00000000e-03   5.71534559e-01   2.00000000e-03   1.34181360e+00   3.00000000e-03   1.47390857e+00   4.00000000e-03   
485     3.26174333e-08   1.73523000e+00   1.00000000e-03   5.92712208e-01   2.00000000e-03   1.34156886e+00   3.00000000e-03   1.46054946e+00   4.00000000e-03   
486     3.26763731e-08   1.75291192e+00   1.00000000e-03   6.13716623e-01   2.00000000e-03   1.34132370e+00   3.00000000e-03   1.44447105e+00   4.00000000e-03   
487     3.27353128e-08   1.77059385e+00   1.00000000e-03   6.34544474e-01   2.00000000e-03   1.34107812e+00   3.00000000e-03   1.42569565e+00   4.00000000e-03   
488     3.27942526e-08   1.78827577e+00   1.00000000e-03   6.55192459e-01   2.00000000e-03   1.34083213e+00   3.00000000e-03   1.40424931e+00   4.00000000e-03   
489     3.28531923e-08   1.80595769e+00   1.00000000e-03   6.75657303e-01   2.00000000e-03   1.34058573e+00   3.00000000e-03   1.38016182e+00   4.00000000e-03   
490     3.29121320e-08   1.82363961e+00   1.00000000e-03   6.95935764e-01   2.00000000e-03   1.34033893e+00   3.00000000e-03   1.35346658e+00   4.00000000e-03   
491     3.29710718e-08   1.84132154e+00   1.00000000e-03   7.16024625e-01   2.00000000e-03   1.34009173e+00   3.00000000e-03   1.32420064e+00   4.00000000e-03   
492     3.30300115e-08   1.85900346e+00   1.00000000e-03   7.35920703e-01   2.00000000e-03   1.33984413e+00   3.00000000e-03   1.29240461e+00   4.00000000e-03   
493     3.30889513e-08   1.87668538e+00   1.00000000e-03   7.55620842e-01   2.00000000e-03   1.33959614e+00   3.00000000e-03   1.25812261e+00   4.00000000e-03   
494     3.31478910e-08   1.89436731e+00   1.00000000e-03   7.75121921e-01   2.00000000e-03   1.33934777e+00   3.00000000e-03   1.22140220e+00   4.00000000e-03   
495     3.32068308e-08   1.91204923e+00   1.00000000e-03   7.94420846e-01   2.00000000e-03   1.33909901e+00   3.00000000e-03   1.18229432e+00   4.00000000e-03   
496     3.32657705e-08   1.92973115e+00   1.00000000e-03   8.13514559e-01   2.00000000e-03   1.33884988e+00   3.00000000e-03   1.14085323e+00   4.00000000e-03   
497     3.33247103e-08   1.94741308e+00   1.00000000e-03   8.32400032e-01   2.00000000e-03   1.33860036e+00   3.00000000e-03   1.09713643e+00   4.00000000e-03   
498     3.33836500e-08   1.96509500e+00   1.00000000e-03   8.51074271e-01   2.00000000e-03   1.33835048e+00   3.00000000e-03   1.05120456e+00   4.00000000e-03   
499     3.34425897e-08   1.98277692e+00   1.00000000e-03   8.69534317e-01   2.00000000e-03   1.33810024e+00   3.00000000e-03   1.00312133e+00   4.00000000e-03   
500     3.35000000e-08   2.00000000e+00   1.00000000e-03   8.87306607e-01   2.00000000e-03   1.33785614e+00   3.00000000e-03   9.54281088e-01   4.00000000e-03   
501     3.35500000e-08   2.00000000e+00   1.00000000e-03   9.02615014e-01   2.00000000e-03   1.33764326e+00   3.00000000e-03   9.10183574e-01   4.00000000e-03   
502     3.36000000e-08   2.00000000e+00   1.00000000e-03   9.17763394e-01   2.00000000e-03   1.33743014e+00   3.00000000e-03   8.64678569e-01   4.00000000e-03   
503     3.36500000e-08   2.00000000e+00   1.00000000e-03   9.32750019e-01   2.00000000e-03   1.33721676e+00   3.00000000e-03   8.17811503e-01   4.00000000e-03   
504     3.37000000e-08   2.00000000e+00   1.00000000e-03   9.47573180e-01   2.00000000e-03   1.33700313e+00   3.00000000e-03   7.69629161e-01   4.00000000e-03   
505     3.37500000e-08   2.00000000e+00   1.00000000e-03   9.62231185e-01   2.00000000e-03   1.33678925e+00   3.00000000e-03   7.20179644e-01   4.00000000e-03   
506     3.38000000e-08   2.00000000e+00   1.00000000e-03   9.76722361e-01   2.00000000e-03   1.33657513e+00   3.00000000e-03   6.69512315e-01   4.00000000e-03   
507     3.38500000e-08   2.00000000e+00   1.00000000e-03   9.91045056e-01   2.00000000e-03   1.33636077e+00   3.00000000e-03   6.17677754e-01   4.00000000e-03   
508     3.39000000e-08   2.00000000e+00   1.00000000e-03   1.00519764e+00   2.00000000e-03   1.33614616e+00   3.00000000e-03   5.64727704e-01   4.00000000e-03   
509     3.39500000e-08   2.00000000e+00   1.00000000e-03   1.01917848e+00   2.00000000e-03   1.33593132e+00   3.00000000e-03   5.10715022e-01   4.00000000e-03   
510     3.40000000e-08   2.00000000e+00   1.00000000e-03   1.03298601e+00   2.00000000e-03   1.33571623e+00   3.00000000e-03   4.55693625e-01   4.00000000e-03   
511     3.40500000e-08   2.00000000e+00   1.00000000e-03   1.04661863e+00   2.00000000e-03   1.33550092e+00   3.00000000e-03   3.99718436e-01   4.00000000e-03   
512     3.41000000e-08   2.00000000e+00   1.00000000e-03   1.06007480e+00   2.00000000e-03   1.33528538e+00   3.00000000e-03   3.42845330e-01   4.00000000e-03   
513     3.41500000e-08   2.00000000e+00   1.00000000e-03   1.07335297e+00   2.00000000e-03   1.33506960e+00   3.00000000e-03   2.85131076e-01   4.00000000e-03   
514     3.42000000e-08   2.00000000e+00   1.00000000e-03   1.08645164e+00   2.00000000e-03   1.33485360e+00   3.00000000e-03   2.26633285e-01   4.00000000e-03   
515     3.42500000e-08   2.00000000e+00   1.00000000e-03   1.09936931e+00   2.00000000e-03   1.33463738e+00   3.00000000e-03   1.67410347e-01   4.00000000e-03   
516     3.43000000e-08   2.00000000e+00   1.00000000e-03   1.11210451e+00   2.00000000e-03   1.33442093e+00   3.00000000e-03   1.07521377e-01   4.00000000e-03   
517     3.43500000e-08   2.00000000e+00   1.00000000e-03   1.12465577e+00   2.00000000e-03   1.33420426e+00   3.00000000e-03   4.70261525e-02   4.00000000e-03   
518     3.43795741e-08   2.00000000e+00   1.00000000e-03   1.13199248e+00   2.00000000e-03   1.33407601e+00   3.00000000e-03   1.09834632e-02   4.00000000e-03   
519     3.43949035e-08   2.00000000e+00   1.00000000e-03   1.13576976e+00   2.00000000e-03   1.33400950e+00   3.00000000e-03   -7.76985584e-03  4.00000000e-03   
520     3.44102330e-08   2.00000000e+00   1.00000000e-03   1.13952950e+00   2.00000000e-03   1.33394297e+00   3.00000000e-03   -2.65693472e-02  4.00000000e-03   
521     3.44235936e-08   2.00000000e+00   1.00000000e-03   1.14279203e+00   2.00000000e-03   1.33388496e+00   3.00000000e-03   -4.29906644e-02  4.00000000e-03   
522     3.44369542e-08   2.00000000e+00   1.00000000e-03   1.14604118e+00   2.00000000e-03   1.33382695e+00   3.00000000e-03   -5.94445452e-02  4.00000000e-03   
523     3.44636755e-08   2.00000000e+00   1.00000000e-03   1.15249921e+00   2.00000000e-03   1.33371087e+00   3.00000000e-03   -9.24453047e-02  4.00000000e-03   
524     3.44903967e-08   2.00000000e+00   1.00000000e-03   1.15890341e+00   2.00000000e-03   1.33359472e+00   3.00000000e-03   -1.25562217e-01  4.00000000e-03   
525     3.45171180e-08   2.00000000e+00   1.00000000e-03   1.16525354e+00   2.00000000e-03   1.33347852e+00   3.00000000e-03   -1.58785842e-01  4.00000000e-03   
526     3.45705605e-08   2.00000000e+00   1.00000000e-03   1.17779081e+00   2.00000000e-03   1.33324594e+00   3.00000000e-03   -2.25515313e-01  4.00000000e-03   
527     3.46240030e-08   2.00000000e+00   1.00000000e-03   1.19010940e+00   2.00000000e-03   1.33301312e+00   3.00000000e-03   -2.92557629e-01  4.00000000e-03   
528     3.46774455e-08   2.00000000e+00   1.00000000e-03   1.20220769e+00   2.00000000e-03   1.33278007e+00   3.00000000e-03   -3.59836344e-01  4.00000000e-03   
529     3.47843306e-08   2.00000000e+00   1.00000000e-03   1.22573711e+00   2.00000000e-03   1.33231327e+00   3.00000000e-03   -4.94795936e-01  4.00000000e-03   
530     3.48912156e-08   2.00000000e+00   1.00000000e-03   1.24836681e+00   2.00000000e-03   1.33184557e+00   3.00000000e-03   -6.29778728e-01  4.00000000e-03   
531     3.51049857e-08   2.00000000e+00   1.00000000e-03   1.29088034e+00   2.00000000e-03   1.33090755e+00   3.00000000e-03   -8.97354810e-01  4.00000000e-03   
532     3.52818995e-08   2.00000000e+00   1.00000000e-03   1.32324368e+00   2.00000000e-03   1.33012870e+00   3.00000000e-03   -1.11353058e+00  4.00000000e-03   
533     3.54305311e-08   2.00000000e+00   1.00000000e-03   1.34842227e+00   2.00000000e-03   1.32947265e+00   3.00000000e-03   -1.28933520e+00  4.00000000e-03   
534     3.55639980e-08   2.00000000e+00   1.00000000e-03   1.36944470e+00   2.00000000e-03   1.32888225e+00   3.00000000e-03   -1.44131741e+00  4.00000000e-03   
535     3.56974649e-08   2.00000000e+00   1.00000000e-03   1.38894746e+00   2.00000000e-03   1.32829068e+00   3.00000000e-03   -1.58660848e+00  4.00000000e-03   
536     3.58309317e-08   2.00000000e+00   1.00000000e-03   1.40691470e+00   2.00000000e-03   1.32769798e+00   3.00000000e-03   -1.72417586e+00  4.00000000e-03   
537     3.59504321e-08   2.00000000e+00   1.00000000e-03   1.42168688e+00   2.00000000e-03   1.32716637e+00   3.00000000e-03   -1.83999206e+00  4.00000000e-03   
538     3.60699324e-08   2.00000000e+00   1.00000000e-03   1.43520675e+00   2.00000000e-03   1.32663391e+00   3.00000000e-03   -1.94817207e+00  4.00000000e-03   
539     3.61894327e-08   2.00000000e+00   1.00000000e-03   1.44746548e+00   2.00000000e-03   1.32610062e+00   3.00000000e-03   -2.04809957e+00  4.00000000e-03   
540     3.63089330e-08   2.00000000e+00   1.00000000e-03   1.45845510e+00   2.00000000e-03   1.32556654e+00   3.00000000e-03   -2.13920524e+00  4.00000000e-03   
541     3.64284333e-08   2.00000000e+00   1.00000000e-03   1.46816843e+00   2.00000000e-03   1.32503169e+00   3.00000000e-03   -2.22097008e+00  4.00000000e-03   
542     3.65479336e-08   2.00000000e+00   1.00000000e-03   1.47659916e+00   2.00000000e-03   1.32449609e+00   3.00000000e-03   -2.29292831e+00  4.00000000e-03   
543     3.66674339e-08   2.00000000e+00   1.00000000e-03   1.48374179e+00   2.00000000e-03   1.32395977e+00   3.00000000e-03   -2.35467005e+00  4.00000000e-03   
544     3.67869342e-08   2.00000000e+00   1.00000000e-03   1.48959166e+00   2.00000000e-03   1.32342276e+00   3.00000000e-03   -2.40584362e+00  4.00000000e-03   
545     3.69064345e-08   2.00000000e+00   1.00000000e-03   1.49414495e+00   2.00000000e-03   1.32288508e+00   3.00000000e-03   -2.44615760e+00  4.00000000e-03   
