Index       TIME             V(VDD)             V(IN)            V(OUT)      
361      2.44102317e-09    1.00000000e+00    9.02557920e-01    5.23144663e-01
362      2.44181237e-09    1.00000000e+00    9.04530936e-01    5.08125571e-01
363      2.44339079e-09    1.00000000e+00    9.08476968e-01    4.78390618e-01
364      2.44654761e-09    1.00000000e+00    9.16369031e-01    4.20278879e-01
365      2.44970444e-09    1.00000000e+00    9.24261094e-01    3.64266612e-01
366      2.45286126e-09    1.00000000e+00    9.32153157e-01    3.10842150e-01
367      2.45601809e-09    1.00000000e+00    9.40045221e-01    2.60660650e-01
368      2.45917491e-09    1.00000000e+00    9.47937284e-01    2.14508381e-01
369      2.46233174e-09    1.00000000e+00    9.55829347e-01    1.73138350e-01
370      2.46548856e-09    1.00000000e+00    9.63721410e-01    1.37101416e-01
371      2.46864539e-09    1.00000000e+00    9.71613473e-01    1.06652766e-01
372      2.47180221e-09    1.00000000e+00    9.79505537e-01    8.17124166e-02
373      2.47495904e-09    1.00000000e+00    9.87397600e-01    6.18881191e-02
374      2.47811587e-09    1.00000000e+00    9.95289663e-01    4.65591210e-02
375      2.48000000e-09    1.00000000e+00    1.00000000e+00    3.92724157e-02
376      2.48031568e-09    1.00000000e+00    1.00000000e+00    3.79911407e-02
377      2.48063137e-09    1.00000000e+00    1.00000000e+00    3.67481435e-02
378      2.48094705e-09    1.00000000e+00    1.00000000e+00    3.55241442e-02
379      2.48157841e-09    1.00000000e+00    1.00000000e+00    3.31870871e-02
380      2.48284114e-09    1.00000000e+00    1.00000000e+00    2.89294034e-02
381      2.48536660e-09    1.00000000e+00    1.00000000e+00    2.18756983e-02
382      2.48789206e-09    1.00000000e+00    1.00000000e+00    1.64701878e-02
383      2.49041752e-09    1.00000000e+00    1.00000000e+00    1.23584218e-02
384      2.49546844e-09    1.00000000e+00    1.00000000e+00    6.82777079e-03
385      2.50557028e-09    1.00000000e+00    1.00000000e+00    1.79853807e-03
386      2.51567213e-09    1.00000000e+00    1.00000000e+00    4.65195817e-04
387      2.53587581e-09    1.00000000e+00    1.00000000e+00   -3.86728891e-05
388      2.55405912e-09    1.00000000e+00    1.00000000e+00    2.10645181e-06
389      2.59042575e-09    1.00000000e+00    1.00000000e+00   -1.91669066e-07
390      2.62679238e-09    1.00000000e+00    1.00000000e+00    6.40672301e-07
391      2.69952563e-09    1.00000000e+00    1.00000000e+00    2.81379958e-07
392      2.84499214e-09    1.00000000e+00    1.00000000e+00    5.27412707e-07
393      3.02000000e-09    1.00000000e+00    1.00000000e+00    3.29575413e-07
394      3.02187602e-09    1.00000000e+00    9.95309948e-01   -1.01734102e-03
395      3.02347434e-09    1.00000000e+00    9.91314151e-01   -1.74695109e-03
396      3.02507266e-09    1.00000000e+00    9.87318353e-01   -2.41441298e-03
397      3.02826930e-09    1.00000000e+00    9.79326758e-01   -3.43840122e-03
398      3.03466257e-09    1.00000000e+00    9.63343568e-01   -4.68226162e-03
399      3.04744913e-09    1.00000000e+00    9.31377187e-01   -5.71230299e-03
400      3.06000000e-09    1.00000000e+00    9.00000000e-01   -6.05681927e-03
401      3.06075102e-09    1.00000000e+00    8.92489826e-01   -7.46164602e-03
402      3.06134803e-09    1.00000000e+00    8.86519719e-01   -8.51699482e-03
403      3.06194504e-09    1.00000000e+00    8.80549612e-01   -9.54307154e-03
404      3.06313906e-09    1.00000000e+00    8.68609397e-01   -1.14328250e-02
405      3.06552710e-09    1.00000000e+00    8.44728969e-01   -1.46730534e-02
406      3.07030319e-09    1.00000000e+00    7.96968111e-01   -1.96082675e-02
407      3.07985536e-09    1.00000000e+00    7.01446397e-01   -2.45537190e-02
408      3.08940753e-09    1.00000000e+00    6.05924682e-01   -1.60323973e-02
409      3.09068310e-09    1.00000000e+00    5.93168982e-01   -1.27949693e-02
410      3.09195867e-09    1.00000000e+00    5.80413283e-01   -9.22906661e-03
411      3.09450981e-09    1.00000000e+00    5.54901884e-01   -2.74480329e-05
412      3.09706095e-09    1.00000000e+00    5.29390485e-01    1.18725883e-02
413      3.09961209e-09    1.00000000e+00    5.03879086e-01    2.69725646e-02
414      3.10216323e-09    1.00000000e+00    4.78367687e-01    4.57100170e-02
415      3.10471437e-09    1.00000000e+00    4.52856288e-01    6.86143964e-02
416      3.10726551e-09    1.00000000e+00    4.27344890e-01    9.61105553e-02
417      3.10981665e-09    1.00000000e+00    4.01833491e-01    1.28383467e-01
418      3.11236779e-09    1.00000000e+00    3.76322092e-01    1.65356927e-01
419      3.11491893e-09    1.00000000e+00    3.50810693e-01    2.06754201e-01
420      3.11747007e-09    1.00000000e+00    3.25299294e-01    2.52199675e-01
421      3.12002121e-09    1.00000000e+00    2.99787895e-01    3.01264959e-01
422      3.12257235e-09    1.00000000e+00    2.74276496e-01    3.53487282e-01
423      3.12512349e-09    1.00000000e+00    2.48765097e-01    4.08382246e-01
424      3.12767463e-09    1.00000000e+00    2.23253698e-01    4.65443114e-01
425      3.13277691e-09    1.00000000e+00    1.72230900e-01    5.83464354e-01
426      3.14000000e-09    1.00000000e+00    1.00000000e-01    7.45160114e-01
427      3.14032087e-09    1.00000000e+00    9.91978133e-02    7.52477715e-01
428      3.14057255e-09    1.00000000e+00    9.85686320e-02    7.58129708e-01
429      3.14082422e-09    1.00000000e+00    9.79394508e-02    7.63731611e-01
430      3.14132756e-09    1.00000000e+00    9.66810882e-02    7.74670229e-01
431      3.14233425e-09    1.00000000e+00    9.41643632e-02    7.95468791e-01
432      3.14434763e-09    1.00000000e+00    8.91309131e-02    8.32736005e-01
433      3.14636101e-09    1.00000000e+00    8.40974631e-02    8.64436514e-01
434      3.14837439e-09    1.00000000e+00    7.90640130e-02    8.90975187e-01
435      3.15038777e-09    1.00000000e+00    7.40305629e-02    9.12866278e-01
436      3.15240115e-09    1.00000000e+00    6.89971129e-02    9.30676246e-01
437      3.15441453e-09    1.00000000e+00    6.39636628e-02    9.44985409e-01
438      3.15642791e-09    1.00000000e+00    5.89302128e-02    9.56355243e-01
439      3.15844129e-09    1.00000000e+00    5.38967627e-02    9.65303476e-01
440      3.16045467e-09    1.00000000e+00    4.88633126e-02    9.72288858e-01
441      3.16448143e-09    1.00000000e+00    3.87964125e-02    9.81995863e-01
442      3.17253496e-09    1.00000000e+00    1.86626122e-02    9.91343623e-01
443      3.18000000e-09    1.00000000e+00    0.00000000e+00    9.93996004e-01
444      3.18080535e-09    1.00000000e+00    0.00000000e+00    9.94636360e-01
445      3.18161070e-09    1.00000000e+00    0.00000000e+00    9.95208811e-01
446      3.18241606e-09    1.00000000e+00    0.00000000e+00    9.95749142e-01
447      3.18402676e-09    1.00000000e+00    0.00000000e+00    9.96657499e-01
448      3.18724817e-09    1.00000000e+00    0.00000000e+00    9.97949488e-01
449      3.19369098e-09    1.00000000e+00    0.00000000e+00    9.99279237e-01
450      3.20657662e-09    1.00000000e+00    0.00000000e+00    9.99985489e-01
451      3.23234788e-09    1.00000000e+00    0.00000000e+00    1.00000439e+00
452      3.25811914e-09    1.00000000e+00    0.00000000e+00    9.99998209e-01
453      3.30966167e-09    1.00000000e+00    0.00000000e+00    1.00000070e+00
454      3.32000000e-09    1.00000000e+00    3.87740912e-16    9.99999857e-01
455      3.32187398e-09    1.00000000e+00    4.68495798e-03    1.00110455e+00
456      3.32346642e-09    1.00000000e+00    8.66605300e-03    1.00185495e+00
457      3.32505886e-09    1.00000000e+00    1.26471480e-02    1.00252246e+00
458      3.32824374e-09    1.00000000e+00    2.06093381e-02    1.00346366e+00
459      3.33461349e-09    1.00000000e+00    3.65337182e-02    1.00444407e+00
460      3.34735299e-09    1.00000000e+00    6.83824783e-02    1.00508389e+00
461      3.36000000e-09    1.00000000e+00    1.00000000e-01    1.00529495e+00
462      3.36075052e-09    1.00000000e+00    1.07505167e-01    1.00686718e+00
463      3.36134460e-09    1.00000000e+00    1.13446018e-01    1.00802117e+00
464      3.36193869e-09    1.00000000e+00    1.19386870e-01    1.00913223e+00
465      3.36312686e-09    1.00000000e+00    1.31268574e-01    1.01112155e+00
466      3.36550320e-09    1.00000000e+00    1.55031981e-01    1.01436167e+00
467      3.37025588e-09    1.00000000e+00    2.02558795e-01    1.01891363e+00
468      3.37976124e-09    1.00000000e+00    2.97612423e-01    1.02338668e+00
469      3.38926661e-09    1.00000000e+00    3.92666051e-01    1.01890711e+00
470      3.39877197e-09    1.00000000e+00    4.87719679e-01    9.97802650e-01
471      3.40662097e-09    1.00000000e+00    5.66209694e-01    9.63387805e-01
472      3.40782015e-09    1.00000000e+00    5.78201495e-01    9.55889623e-01
473      3.40901933e-09    1.00000000e+00    5.90193296e-01    9.47969994e-01
474      3.41141769e-09    1.00000000e+00    6.14176898e-01    9.29976333e-01
475      3.41381605e-09    1.00000000e+00    6.38160500e-01    9.09112871e-01
476      3.41621441e-09    1.00000000e+00    6.62144102e-01    8.85471414e-01
477      3.41861277e-09    1.00000000e+00    6.86127704e-01    8.59244452e-01
478      3.42101113e-09    1.00000000e+00    7.10111306e-01    8.30661275e-01
479      3.42340949e-09    1.00000000e+00    7.34094909e-01    7.99949240e-01
480      3.42580785e-09    1.00000000e+00    7.58078511e-01    7.67308851e-01
481      3.42820621e-09    1.00000000e+00    7.82062113e-01    7.32904803e-01
482      3.43300293e-09    1.00000000e+00    8.30029317e-01    6.59412711e-01
483      3.43779965e-09    1.00000000e+00    8.77996521e-01    5.80486747e-01
484      3.44000000e-09    1.00000000e+00    9.00000000e-01    5.42749978e-01
485      3.44023396e-09    1.00000000e+00    9.00584905e-01    5.38255861e-01
486      3.44043126e-09    1.00000000e+00    9.01078159e-01    5.34471621e-01
487      3.44062857e-09    1.00000000e+00    9.01571413e-01    5.30690135e-01
488      3.44102317e-09    1.00000000e+00    9.02557920e-01    5.23144663e-01
489      3.44181237e-09    1.00000000e+00    9.04530936e-01    5.08125571e-01
490      3.44339079e-09    1.00000000e+00    9.08476968e-01    4.78390618e-01
491      3.44654761e-09    1.00000000e+00    9.16369031e-01    4.20278879e-01
492      3.44970444e-09    1.00000000e+00    9.24261094e-01    3.64266612e-01
493      3.45286126e-09    1.00000000e+00    9.32153157e-01    3.10842150e-01
494      3.45601809e-09    1.00000000e+00    9.40045221e-01    2.60660650e-01
495      3.45917491e-09    1.00000000e+00    9.47937284e-01    2.14508381e-01
496      3.46233174e-09    1.00000000e+00    9.55829347e-01    1.73138350e-01
497      3.46548856e-09    1.00000000e+00    9.63721410e-01    1.37101416e-01
498      3.46864539e-09    1.00000000e+00    9.71613473e-01    1.06652766e-01
499      3.47180221e-09    1.00000000e+00    9.79505537e-01    8.17124166e-02
500      3.47495904e-09    1.00000000e+00    9.87397600e-01    6.18881191e-02
501      3.47811587e-09    1.00000000e+00    9.95289663e-01    4.65591210e-02
502      3.48000000e-09    1.00000000e+00    1.00000000e+00    3.92724157e-02
503      3.48031568e-09    1.00000000e+00    1.00000000e+00    3.79911407e-02
504      3.48063137e-09    1.00000000e+00    1.00000000e+00    3.67481435e-02
505      3.48094705e-09    1.00000000e+00    1.00000000e+00    3.55241442e-02
506      3.48157841e-09    1.00000000e+00    1.00000000e+00    3.31870871e-02
507      3.48284114e-09    1.00000000e+00    1.00000000e+00    2.89294034e-02
508      3.48536660e-09    1.00000000e+00    1.00000000e+00    2.18756983e-02
509      3.48789206e-09    1.00000000e+00    1.00000000e+00    1.64701878e-02
510      3.49041752e-09    1.00000000e+00    1.00000000e+00    1.23584218e-02
511      3.49546844e-09    1.00000000e+00    1.00000000e+00    6.82777079e-03
512      3.50557028e-09    1.00000000e+00    1.00000000e+00    1.79853807e-03
513      3.51567213e-09    1.00000000e+00    1.00000000e+00    4.65195817e-04
514      3.53587581e-09    1.00000000e+00    1.00000000e+00   -3.86728891e-05
515      3.55405912e-09    1.00000000e+00    1.00000000e+00    2.10645181e-06
516      3.59042575e-09    1.00000000e+00    1.00000000e+00   -1.91669066e-07
517      3.62679238e-09    1.00000000e+00    1.00000000e+00    6.40672301e-07
518      3.69952563e-09    1.00000000e+00    1.00000000e+00    2.81379958e-07
519      3.84499214e-09    1.00000000e+00    1.00000000e+00    5.27412707e-07
520      4.00000000e-09    1.00000000e+00    1.00000000e+00    3.31819363e-07
End of Xyce(TM) Simulation
