Index     V(DRAIN)           V(GATE)          N(M1:IDS)     {(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}     N(M1:GM)      {N(M1:GM)-{(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}}     N(M1:VTH)         N(M1:VDS)         N(M1:VBS)         N(M1:VGS)        N(M1:VDSAT)   
 17   -8.30000000e-02  0.00000000e+00  -2.45087976e-10  8.11530338e-09  8.11530435e-09  0.00000000e+00  -4.12892097e-01  1.66000000e-01  -8.30000000e-02  8.30000000e-02  6.84901480e-02
 18   -8.20000000e-02  0.00000000e+00  -2.36463336e-10  7.82913059e-09  7.82912790e-09  0.00000000e+00  -4.12904253e-01  1.64000000e-01  -8.20000000e-02  8.20000000e-02  6.84900512e-02
 19   -8.10000000e-02  0.00000000e+00  -2.28139677e-10  7.55288024e-09  7.55287770e-09  0.00000000e+00  -4.12916369e-01  1.62000000e-01  -8.10000000e-02  8.10000000e-02  6.84899578e-02
 20   -8.00000000e-02  0.00000000e+00  -2.20106532e-10  7.28620739e-09  7.28620802e-09  0.00000000e+00  -4.12928443e-01  1.60000000e-01  -8.00000000e-02  8.00000000e-02  6.84898676e-02
 21   -7.90000000e-02  0.00000000e+00  -2.12353792e-10  7.02878254e-09  7.02878486e-09  0.00000000e+00  -4.12940476e-01  1.58000000e-01  -7.90000000e-02  7.90000000e-02  6.84897806e-02
 22   -7.80000000e-02  0.00000000e+00  -2.04871697e-10  6.78028729e-09  6.78028550e-09  0.00000000e+00  -4.12952465e-01  1.56000000e-01  -7.80000000e-02  7.80000000e-02  6.84896966e-02
 23   -7.70000000e-02  0.00000000e+00  -1.97650825e-10  6.54039975e-09  6.54039812e-09  0.00000000e+00  -4.12964409e-01  1.54000000e-01  -7.70000000e-02  7.70000000e-02  6.84896156e-02
 24   -7.60000000e-02  0.00000000e+00  -1.90682077e-10  6.30882357e-09  6.30882142e-09  0.00000000e+00  -4.12976307e-01  1.52000000e-01  -7.60000000e-02  7.60000000e-02  6.84895373e-02
 25   -7.50000000e-02  0.00000000e+00  -1.83956670e-10  6.08526269e-09  6.08526419e-09  0.00000000e+00  -4.12988158e-01  1.50000000e-01  -7.50000000e-02  7.50000000e-02  6.84894618e-02
 26   -7.40000000e-02  0.00000000e+00  -1.77466122e-10  5.86944656e-09  5.86944497e-09  0.00000000e+00  -4.12999960e-01  1.48000000e-01  -7.40000000e-02  7.40000000e-02  6.84893890e-02
 27   -7.30000000e-02  0.00000000e+00  -1.71202245e-10  5.66109065e-09  5.66109169e-09  0.00000000e+00  -4.13011713e-01  1.46000000e-01  -7.30000000e-02  7.30000000e-02  6.84893186e-02
 28   -7.20000000e-02  0.00000000e+00  -1.65157135e-10  5.45994355e-09  5.45994127e-09  0.00000000e+00  -4.13023414e-01  1.44000000e-01  -7.20000000e-02  7.20000000e-02  6.84892508e-02
 29   -7.10000000e-02  0.00000000e+00  -1.59323159e-10  5.26573985e-09  5.26573933e-09  0.00000000e+00  -4.13035063e-01  1.42000000e-01  -7.10000000e-02  7.10000000e-02  6.84891853e-02
 30   -7.00000000e-02  0.00000000e+00  -1.53692951e-10  5.07824021e-09  5.07823977e-09  0.00000000e+00  -4.13046657e-01  1.40000000e-01  -7.00000000e-02  7.00000000e-02  6.84891221e-02
 31   -6.90000000e-02  0.00000000e+00  -1.48259397e-10  4.89720600e-09  4.89720448e-09  0.00000000e+00  -4.13058196e-01  1.38000000e-01  -6.90000000e-02  6.90000000e-02  6.84890611e-02
 32   -6.80000000e-02  0.00000000e+00  -1.43015633e-10  4.72240304e-09  4.72240298e-09  0.00000000e+00  -4.13069677e-01  1.36000000e-01  -6.80000000e-02  6.80000000e-02  6.84890022e-02
 33   -6.70000000e-02  0.00000000e+00  -1.37955030e-10  4.55361271e-09  4.55361203e-09  0.00000000e+00  -4.13081099e-01  1.34000000e-01  -6.70000000e-02  6.70000000e-02  6.84889454e-02
 34   -6.60000000e-02  0.00000000e+00  -1.33071193e-10  4.39061547e-09  4.39061536e-09  0.00000000e+00  -4.13092460e-01  1.32000000e-01  -6.60000000e-02  6.60000000e-02  6.84888906e-02
 35   -6.50000000e-02  0.00000000e+00  -1.28357947e-10  4.23320302e-09  4.23320322e-09  0.00000000e+00  -4.13103758e-01  1.30000000e-01  -6.50000000e-02  6.50000000e-02  6.84888377e-02
 36   -6.40000000e-02  0.00000000e+00  -1.23809334e-10  4.08117298e-09  4.08117205e-09  0.00000000e+00  -4.13114992e-01  1.28000000e-01  -6.40000000e-02  6.40000000e-02  6.84887866e-02
 37   -6.30000000e-02  0.00000000e+00  -1.19419606e-10  3.93432522e-09  3.93432407e-09  0.00000000e+00  -4.13126160e-01  1.26000000e-01  -6.30000000e-02  6.30000000e-02  6.84887373e-02
 38   -6.20000000e-02  0.00000000e+00  -1.15183218e-10  3.79246616e-09  3.79246686e-09  0.00000000e+00  -4.13137259e-01  1.24000000e-01  -6.20000000e-02  6.20000000e-02  6.84886898e-02
 39   -6.10000000e-02  0.00000000e+00  -1.11094819e-10  3.65541354e-09  3.65541286e-09  0.00000000e+00  -4.13148288e-01  1.22000000e-01  -6.10000000e-02  6.10000000e-02  6.84886439e-02
 40   -6.00000000e-02  0.00000000e+00  -1.07149254e-10  3.52297977e-09  3.52297888e-09  0.00000000e+00  -4.13159245e-01  1.20000000e-01  -6.00000000e-02  6.00000000e-02  6.84885996e-02
 41   -5.90000000e-02  0.00000000e+00  -1.03341549e-10  3.39498673e-09  3.39498544e-09  0.00000000e+00  -4.13170127e-01  1.18000000e-01  -5.90000000e-02  5.90000000e-02  6.84885569e-02
 42   -5.80000000e-02  0.00000000e+00  -9.96669157e-11  3.27125692e-09  3.27125611e-09  0.00000000e+00  -4.13180932e-01  1.16000000e-01  -5.80000000e-02  5.80000000e-02  6.84885157e-02
 43   -5.70000000e-02  0.00000000e+00  -9.61207437e-11  3.15161596e-09  3.15161657e-09  0.00000000e+00  -4.13191658e-01  1.14000000e-01  -5.70000000e-02  5.70000000e-02  6.84884759e-02
 44   -5.60000000e-02  0.00000000e+00  -9.26985976e-11  3.03589430e-09  3.03589358e-09  0.00000000e+00  -4.13202303e-01  1.12000000e-01  -5.60000000e-02  5.60000000e-02  6.84884375e-02
 45   -5.50000000e-02  0.00000000e+00  -8.93962168e-11  2.92391482e-09  2.92391355e-09  0.00000000e+00  -4.13212863e-01  1.10000000e-01  -5.50000000e-02  5.50000000e-02  6.84884004e-02
 46   -5.40000000e-02  0.00000000e+00  -8.62095148e-11  2.81550133e-09  2.81550075e-09  0.00000000e+00  -4.13223337e-01  1.08000000e-01  -5.40000000e-02  5.40000000e-02  6.84883647e-02
 47   -5.30000000e-02  0.00000000e+00  -8.31345814e-11  2.71047567e-09  2.71047484e-09  0.00000000e+00  -4.13233722e-01  1.06000000e-01  -5.30000000e-02  5.30000000e-02  6.84883302e-02
 48   -5.20000000e-02  0.00000000e+00  -8.01676874e-11  2.60864861e-09  2.60864742e-09  0.00000000e+00  -4.13244015e-01  1.04000000e-01  -5.20000000e-02  5.20000000e-02  6.84882969e-02
 49   -5.10000000e-02  0.00000000e+00  -7.73052932e-11  2.50981788e-09  2.50981726e-09  0.00000000e+00  -4.13254213e-01  1.02000000e-01  -5.10000000e-02  5.10000000e-02  6.84882648e-02
 50   -5.00000000e-02  0.00000000e+00  -7.45440634e-11  2.41376471e-09  2.41376314e-09  0.00000000e+00  -4.13264314e-01  1.00000000e-01  -5.00000000e-02  5.00000000e-02  6.84882338e-02
 51   -4.90000000e-02  0.00000000e+00  -7.18808888e-11  2.32023379e-09  2.32023309e-09  0.00000000e+00  -4.13274314e-01  9.80000000e-02  -4.90000000e-02  4.90000000e-02  6.84882039e-02
 52   -4.80000000e-02  0.00000000e+00  -6.93129231e-11  2.22892790e-09  2.22892760e-09  0.00000000e+00  -4.13284211e-01  9.60000000e-02  -4.80000000e-02  4.80000000e-02  6.84881750e-02
 53   -4.70000000e-02  0.00000000e+00  -6.68376388e-11  2.13947259e-09  2.13947222e-09  0.00000000e+00  -4.13294001e-01  9.40000000e-02  -4.70000000e-02  4.70000000e-02  6.84881471e-02
 54   -4.60000000e-02  0.00000000e+00  -6.44529191e-11  2.05137204e-09  2.05137085e-09  0.00000000e+00  -4.13303681e-01  9.20000000e-02  -4.60000000e-02  4.60000000e-02  6.84881203e-02
 55   -4.50000000e-02  0.00000000e+00  -6.21572112e-11  1.96392171e-09  1.96392184e-09  0.00000000e+00  -4.13313248e-01  9.00000000e-02  -4.50000000e-02  4.50000000e-02  6.84880943e-02
 56   -4.40000000e-02  0.00000000e+00  -5.99497937e-11  1.87605791e-09  1.87605685e-09  0.00000000e+00  -4.13322698e-01  8.80000000e-02  -4.40000000e-02  4.40000000e-02  6.84880693e-02
 57   -4.30000000e-02  0.00000000e+00  -5.78312751e-11  1.78600511e-09  1.78600485e-09  0.00000000e+00  -4.13332027e-01  8.60000000e-02  -4.30000000e-02  4.30000000e-02  6.84880452e-02
 58   -4.20000000e-02  0.00000000e+00  -5.58046028e-11  1.69051203e-09  1.69051171e-09  0.00000000e+00  -4.13341233e-01  8.40000000e-02  -4.20000000e-02  4.20000000e-02  6.84880219e-02
 59   -4.10000000e-02  0.00000000e+00  -5.38773599e-11  1.58273936e-09  1.58273961e-09  0.00000000e+00  -4.13350311e-01  8.20000000e-02  -4.10000000e-02  4.10000000e-02  6.84879994e-02
 60   -4.00000000e-02  0.00000000e+00  -5.20679822e-11  1.44523450e-09  1.44523360e-09  0.00000000e+00  -4.13359257e-01  8.00000000e-02  -4.00000000e-02  4.00000000e-02  6.84879777e-02
 61   -3.90000000e-02  0.00000000e+00  -5.04281563e-11  1.21586544e-09  1.21586355e-09  0.00000000e+00  -4.13368069e-01  7.80000000e-02  -3.90000000e-02  3.90000000e-02  6.84879568e-02
 62   -3.80000000e-02  0.00000000e+00  -4.91940693e-11  3.92595549e-10  3.92584539e-10  0.00000000e+00  -4.13376741e-01  7.60000000e-02  -3.80000000e-02  3.80000000e-02  6.84879366e-02
 63   -3.70000000e-02  0.00000000e+00  -4.74376788e-11  3.16651411e-09  3.16649570e-09  0.00000000e+00  -4.13385269e-01  7.40000000e-02  -3.70000000e-02  3.70000000e-02  6.84879171e-02
 64   -3.60000000e-02  0.00000000e+00  -4.47804593e-11  1.97992501e-09  1.97992286e-09  0.00000000e+00  -4.13393650e-01  7.20000000e-02  -3.60000000e-02  3.60000000e-02  6.84878983e-02
 65   -3.50000000e-02  0.00000000e+00  -4.26566379e-11  1.70795485e-09  1.70795437e-09  0.00000000e+00  -4.13401878e-01  7.00000000e-02  -3.50000000e-02  3.50000000e-02  6.84878802e-02
 66   -3.40000000e-02  0.00000000e+00  -4.07270278e-11  1.55858309e-09  1.55858212e-09  0.00000000e+00  -4.13409951e-01  6.80000000e-02  -3.40000000e-02  3.40000000e-02  6.84878627e-02
 67   -3.30000000e-02  0.00000000e+00  -3.89187820e-11  1.45120986e-09  1.45120946e-09  0.00000000e+00  -4.13417863e-01  6.60000000e-02  -3.30000000e-02  3.30000000e-02  6.84878458e-02
 68   -3.20000000e-02  0.00000000e+00  -3.72020049e-11  1.36400774e-09  1.36400733e-09  0.00000000e+00  -4.13425609e-01  6.40000000e-02  -3.20000000e-02  3.20000000e-02  6.84878295e-02
 69   -3.10000000e-02  0.00000000e+00  -3.55605589e-11  1.28850363e-09  1.28850350e-09  0.00000000e+00  -4.13433186e-01  6.20000000e-02  -3.10000000e-02  3.10000000e-02  6.84878138e-02
 70   -3.00000000e-02  0.00000000e+00  -3.39841721e-11  1.22067140e-09  1.22067112e-09  0.00000000e+00  -4.13440588e-01  6.00000000e-02  -3.00000000e-02  3.00000000e-02  6.84877986e-02
 71   -2.90000000e-02  0.00000000e+00  -3.24655339e-11  1.15832107e-09  1.15832088e-09  0.00000000e+00  -4.13447810e-01  5.80000000e-02  -2.90000000e-02  2.90000000e-02  6.84877840e-02
 72   -2.80000000e-02  0.00000000e+00  -3.09990090e-11  1.10014004e-09  1.10013992e-09  0.00000000e+00  -4.13454849e-01  5.60000000e-02  -2.80000000e-02  2.80000000e-02  6.84877699e-02
 73   -2.70000000e-02  0.00000000e+00  -2.95799934e-11  1.04527888e-09  1.04527858e-09  0.00000000e+00  -4.13461699e-01  5.40000000e-02  -2.70000000e-02  2.70000000e-02  6.84877563e-02
 74   -2.60000000e-02  0.00000000e+00  -2.82045602e-11  9.93151828e-10  9.93151815e-10  0.00000000e+00  -4.13468355e-01  5.20000000e-02  -2.60000000e-02  2.60000000e-02  6.84877431e-02
 75   -2.50000000e-02  0.00000000e+00  -2.68692522e-11  9.43335894e-10  9.43335316e-10  0.00000000e+00  -4.13474813e-01  5.00000000e-02  -2.50000000e-02  2.50000000e-02  6.84877304e-02
 76   -2.40000000e-02  0.00000000e+00  -2.55709523e-11  8.95507510e-10  8.95507433e-10  0.00000000e+00  -4.13481067e-01  4.80000000e-02  -2.40000000e-02  2.40000000e-02  6.84877182e-02
 77   -2.30000000e-02  0.00000000e+00  -2.43068003e-11  8.49415156e-10  8.49414879e-10  0.00000000e+00  -4.13487113e-01  4.60000000e-02  -2.30000000e-02  2.30000000e-02  6.84877064e-02
 78   -2.20000000e-02  0.00000000e+00  -2.30741364e-11  8.04851743e-10  8.04851559e-10  0.00000000e+00  -4.13492946e-01  4.40000000e-02  -2.20000000e-02  2.20000000e-02  6.84876950e-02
 79   -2.10000000e-02  0.00000000e+00  -2.18704634e-11  7.61645278e-10  7.61645011e-10  0.00000000e+00  -4.13498561e-01  4.20000000e-02  -2.10000000e-02  2.10000000e-02  6.84876840e-02
 80   -2.00000000e-02  0.00000000e+00  -2.06934189e-11  7.19647730e-10  7.19647438e-10  0.00000000e+00  -4.13503953e-01  4.00000000e-02  -2.00000000e-02  2.00000000e-02  6.84876734e-02
 81   -1.90000000e-02  0.00000000e+00  -1.95407571e-11  6.78729895e-10  6.78729619e-10  0.00000000e+00  -4.13509117e-01  3.80000000e-02  -1.90000000e-02  1.90000000e-02  6.84876632e-02
 82   -1.80000000e-02  0.00000000e+00  -1.84103346e-11  6.38776790e-10  6.38776688e-10  0.00000000e+00  -4.13514050e-01  3.60000000e-02  -1.80000000e-02  1.80000000e-02  6.84876533e-02
 83   -1.70000000e-02  0.00000000e+00  -1.73001018e-11  5.99685457e-10  5.99685159e-10  0.00000000e+00  -4.13518745e-01  3.40000000e-02  -1.70000000e-02  1.70000000e-02  6.84876438e-02
 84   -1.60000000e-02  0.00000000e+00  -1.62080972e-11  5.61360847e-10  5.61360821e-10  0.00000000e+00  -4.13523199e-01  3.20000000e-02  -1.60000000e-02  1.60000000e-02  6.84876346e-02
 85   -1.50000000e-02  0.00000000e+00  -1.51324449e-11  5.23717347e-10  5.23717243e-10  0.00000000e+00  -4.13527408e-01  3.00000000e-02  -1.50000000e-02  1.50000000e-02  6.84876257e-02
 86   -1.40000000e-02  0.00000000e+00  -1.40713558e-11  4.86674850e-10  4.86674758e-10  0.00000000e+00  -4.13531367e-01  2.80000000e-02  -1.40000000e-02  1.40000000e-02  6.84876172e-02
 87   -1.30000000e-02  0.00000000e+00  -1.30231307e-11  4.50160022e-10  4.50159795e-10  0.00000000e+00  -4.13535072e-01  2.60000000e-02  -1.30000000e-02  1.30000000e-02  6.84876089e-02
 88   -1.20000000e-02  0.00000000e+00  -1.19861671e-11  4.14104706e-10  4.14104496e-10  0.00000000e+00  -4.13538519e-01  2.40000000e-02  -1.20000000e-02  1.20000000e-02  6.84876009e-02
 89   -1.10000000e-02  0.00000000e+00  -1.09589678e-11  3.78446623e-10  3.78446549e-10  0.00000000e+00  -4.13541705e-01  2.20000000e-02  -1.10000000e-02  1.10000000e-02  6.84875932e-02
 90   -1.00000000e-02  0.00000000e+00  -9.94015086e-12  3.43128999e-10  3.43129163e-10  0.00000000e+00  -4.13544626e-01  2.00000000e-02  -1.00000000e-02  1.00000000e-02  6.84875858e-02
 91   -9.00000000e-03  0.00000000e+00  -8.92845942e-12  3.08101300e-10  3.08101122e-10  0.00000000e+00  -4.13547280e-01  1.80000000e-02  -9.00000000e-03  9.00000000e-03  6.84875787e-02
 92   -8.00000000e-03  0.00000000e+00  -7.92276998e-12  2.73316578e-10  2.73316835e-10  0.00000000e+00  -4.13549662e-01  1.60000000e-02  -8.00000000e-03  8.00000000e-03  6.84875718e-02
 93   -7.00000000e-03  0.00000000e+00  -6.92209693e-12  2.38736342e-10  2.38736314e-10  0.00000000e+00  -4.13551770e-01  1.40000000e-02  -7.00000000e-03  7.00000000e-03  6.84875651e-02
 94   -6.00000000e-03  0.00000000e+00  -5.92559196e-12  2.04324806e-10  2.04325005e-10  0.00000000e+00  -4.13553602e-01  1.20000000e-02  -6.00000000e-03  6.00000000e-03  6.84875587e-02
 95   -5.00000000e-03  0.00000000e+00  -4.93253657e-12  1.70053477e-10  1.70053409e-10  0.00000000e+00  -4.13555157e-01  1.00000000e-02  -5.00000000e-03  5.00000000e-03  6.84875525e-02
 96   -4.00000000e-03  0.00000000e+00  -3.94232639e-12  1.35896395e-10  1.35896444e-10  0.00000000e+00  -4.13556431e-01  8.00000000e-03  -4.00000000e-03  4.00000000e-03  6.84875465e-02
 97   -3.00000000e-03  0.00000000e+00  -2.95444542e-12  1.01832503e-10  1.01832477e-10  0.00000000e+00  -4.13557423e-01  6.00000000e-03  -3.00000000e-03  3.00000000e-03  6.84875407e-02
 98   -2.00000000e-03  0.00000000e+00  -1.96842799e-12  6.78420228e-11  6.78419399e-11  0.00000000e+00  -4.13558133e-01  4.00000000e-03  -2.00000000e-03  2.00000000e-03  6.84875351e-02
 99   -1.00000000e-03  0.00000000e+00  -9.83802528e-13  3.39052848e-11  3.39053323e-11  0.00000000e+00  -4.13558559e-01  2.00000000e-03  -1.00000000e-03  1.00000000e-03  6.84875297e-02
100   0.00000000e+00  0.00000000e+00  -0.00000000e+00  -0.00000000e+00  -0.00000000e+00  0.00000000e+00  -4.13558701e-01  8.53186965e-31  0.00000000e+00  4.26593483e-31  6.84875245e-02
101   1.00000000e-03  0.00000000e+00  -9.83802528e-13  3.39052848e-11  3.39053323e-11  0.00000000e+00  -4.13558559e-01  2.00000000e-03  1.00000000e-03  1.00000000e-03  6.84875297e-02
102   2.00000000e-03  0.00000000e+00  -1.96842799e-12  6.78420228e-11  6.78419399e-11  0.00000000e+00  -4.13558133e-01  4.00000000e-03  2.00000000e-03  2.00000000e-03  6.84875351e-02
103   3.00000000e-03  0.00000000e+00  -2.95444542e-12  1.01832503e-10  1.01832477e-10  0.00000000e+00  -4.13557423e-01  6.00000000e-03  3.00000000e-03  3.00000000e-03  6.84875407e-02
104   4.00000000e-03  0.00000000e+00  -3.94232639e-12  1.35896395e-10  1.35896444e-10  0.00000000e+00  -4.13556431e-01  8.00000000e-03  4.00000000e-03  4.00000000e-03  6.84875465e-02
105   5.00000000e-03  0.00000000e+00  -4.93253657e-12  1.70053472e-10  1.70053409e-10  0.00000000e+00  -4.13555157e-01  1.00000000e-02  5.00000000e-03  5.00000000e-03  6.84875525e-02
106   6.00000000e-03  0.00000000e+00  -5.92559196e-12  2.04324802e-10  2.04325005e-10  0.00000000e+00  -4.13553602e-01  1.20000000e-02  6.00000000e-03  6.00000000e-03  6.84875587e-02
107   7.00000000e-03  0.00000000e+00  -6.92209693e-12  2.38736342e-10  2.38736314e-10  0.00000000e+00  -4.13551770e-01  1.40000000e-02  7.00000000e-03  7.00000000e-03  6.84875651e-02
108   8.00000000e-03  0.00000000e+00  -7.92276998e-12  2.73316578e-10  2.73316835e-10  0.00000000e+00  -4.13549662e-01  1.60000000e-02  8.00000000e-03  8.00000000e-03  6.84875718e-02
109   9.00000000e-03  0.00000000e+00  -8.92845942e-12  3.08101300e-10  3.08101122e-10  0.00000000e+00  -4.13547280e-01  1.80000000e-02  9.00000000e-03  9.00000000e-03  6.84875787e-02
110   1.00000000e-02  0.00000000e+00  -9.94015086e-12  3.43128995e-10  3.43129163e-10  0.00000000e+00  -4.13544626e-01  2.00000000e-02  1.00000000e-02  1.00000000e-02  6.84875858e-02
111   1.10000000e-02  0.00000000e+00  -1.09589678e-11  3.78446627e-10  3.78446549e-10  0.00000000e+00  -4.13541705e-01  2.20000000e-02  1.10000000e-02  1.10000000e-02  6.84875932e-02
112   1.20000000e-02  0.00000000e+00  -1.19861671e-11  4.14104709e-10  4.14104496e-10  0.00000000e+00  -4.13538519e-01  2.40000000e-02  1.20000000e-02  1.20000000e-02  6.84876009e-02
113   1.30000000e-02  0.00000000e+00  -1.30231307e-11  4.50160022e-10  4.50159795e-10  0.00000000e+00  -4.13535072e-01  2.60000000e-02  1.30000000e-02  1.30000000e-02  6.84876089e-02
114   1.40000000e-02  0.00000000e+00  -1.40713558e-11  4.86674850e-10  4.86674758e-10  0.00000000e+00  -4.13531367e-01  2.80000000e-02  1.40000000e-02  1.40000000e-02  6.84876172e-02
115   1.50000000e-02  0.00000000e+00  -1.51324449e-11  5.23717347e-10  5.23717243e-10  0.00000000e+00  -4.13527408e-01  3.00000000e-02  1.50000000e-02  1.50000000e-02  6.84876257e-02
116   1.60000000e-02  0.00000000e+00  -1.62080972e-11  5.61360847e-10  5.61360821e-10  0.00000000e+00  -4.13523199e-01  3.20000000e-02  1.60000000e-02  1.60000000e-02  6.84876346e-02
117   1.70000000e-02  0.00000000e+00  -1.73001018e-11  5.99685457e-10  5.99685159e-10  0.00000000e+00  -4.13518745e-01  3.40000000e-02  1.70000000e-02  1.70000000e-02  6.84876438e-02
118   1.80000000e-02  0.00000000e+00  -1.84103346e-11  6.38776790e-10  6.38776688e-10  0.00000000e+00  -4.13514050e-01  3.60000000e-02  1.80000000e-02  1.80000000e-02  6.84876533e-02
119   1.90000000e-02  0.00000000e+00  -1.95407571e-11  6.78729895e-10  6.78729619e-10  0.00000000e+00  -4.13509117e-01  3.80000000e-02  1.90000000e-02  1.90000000e-02  6.84876632e-02
120   2.00000000e-02  0.00000000e+00  -2.06934189e-11  7.19647730e-10  7.19647438e-10  0.00000000e+00  -4.13503953e-01  4.00000000e-02  2.00000000e-02  2.00000000e-02  6.84876734e-02
121   2.10000000e-02  0.00000000e+00  -2.18704634e-11  7.61645274e-10  7.61645011e-10  0.00000000e+00  -4.13498561e-01  4.20000000e-02  2.10000000e-02  2.10000000e-02  6.84876840e-02
122   2.20000000e-02  0.00000000e+00  -2.30741364e-11  8.04851743e-10  8.04851559e-10  0.00000000e+00  -4.13492946e-01  4.40000000e-02  2.20000000e-02  2.20000000e-02  6.84876950e-02
123   2.30000000e-02  0.00000000e+00  -2.43068003e-11  8.49415156e-10  8.49414879e-10  0.00000000e+00  -4.13487113e-01  4.60000000e-02  2.30000000e-02  2.30000000e-02  6.84877064e-02
124   2.40000000e-02  0.00000000e+00  -2.55709523e-11  8.95507510e-10  8.95507433e-10  0.00000000e+00  -4.13481067e-01  4.80000000e-02  2.40000000e-02  2.40000000e-02  6.84877182e-02
125   2.50000000e-02  0.00000000e+00  -2.68692522e-11  9.43335905e-10  9.43335316e-10  0.00000000e+00  -4.13474813e-01  5.00000000e-02  2.50000000e-02  2.50000000e-02  6.84877304e-02
126   2.60000000e-02  0.00000000e+00  -2.82045602e-11  9.93151828e-10  9.93151815e-10  0.00000000e+00  -4.13468355e-01  5.20000000e-02  2.60000000e-02  2.60000000e-02  6.84877431e-02
127   2.70000000e-02  0.00000000e+00  -2.95799934e-11  1.04527888e-09  1.04527858e-09  0.00000000e+00  -4.13461699e-01  5.40000000e-02  2.70000000e-02  2.70000000e-02  6.84877563e-02
128   2.80000000e-02  0.00000000e+00  -3.09990090e-11  1.10014004e-09  1.10013992e-09  0.00000000e+00  -4.13454849e-01  5.60000000e-02  2.80000000e-02  2.80000000e-02  6.84877699e-02
