Index        TIME             V(1)             V(3)             V(4)
0       0.00000000e+00   4.99001996e+00   0.00000000e+00   0.00000000e+00   
1       5.00000000e-09   4.99001996e+00   0.00000000e+00   0.00000000e+00   
2       1.50000000e-08   4.99001996e+00   0.00000000e+00   0.00000000e+00   
3       3.50000000e-08   4.99001996e+00   0.00000000e+00   0.00000000e+00   
4       7.50000000e-08   4.99001996e+00   0.00000000e+00   0.00000000e+00   
5       1.55000000e-07   4.99001996e+00   0.00000000e+00   0.00000000e+00   
6       3.15000000e-07   4.99001996e+00   0.00000000e+00   0.00000000e+00   
7       6.35000000e-07   4.99001996e+00   0.00000000e+00   0.00000000e+00   
8       1.00000000e-06   4.99001996e+00   0.00000000e+00   0.00000000e+00   
9       1.00005000e-06   4.98989148e+00   2.50000000e-02   0.00000000e+00   
10      1.00015000e-06   4.98878560e+00   7.50000000e-02   0.00000000e+00   
11      1.00025000e-06   4.98598659e+00   1.25000000e-01   0.00000000e+00   
12      1.00035000e-06   4.97973953e+00   1.75000000e-01   0.00000000e+00   
13      1.00041303e-06   4.97219636e+00   2.06515621e-01   0.00000000e+00   
14      1.00047606e-06   4.95927730e+00   2.38031242e-01   0.00000000e+00   
15      1.00052604e-06   4.94247637e+00   2.63020184e-01   0.00000000e+00   
16      1.00056607e-06   4.92229102e+00   2.83036262e-01   0.00000000e+00   
17      1.00059947e-06   4.89870171e+00   2.99734615e-01   0.00000000e+00   
18      1.00062868e-06   4.87110845e+00   3.14341275e-01   0.00000000e+00   
19      1.00065790e-06   4.83485100e+00   3.28947935e-01   0.00000000e+00   
20      1.00068230e-06   4.79597909e+00   3.41152056e-01   0.00000000e+00   
21      1.00070671e-06   4.74723207e+00   3.53356177e-01   0.00000000e+00   
22      1.00073112e-06   4.68626436e+00   3.65560298e-01   0.00000000e+00   
23      1.00075242e-06   4.62093638e+00   3.76210226e-01   0.00000000e+00   
24      1.00077372e-06   4.54216066e+00   3.86860155e-01   0.00000000e+00   
25      1.00079502e-06   4.44772062e+00   3.97510084e-01   0.00000000e+00   
26      1.00081632e-06   4.33533823e+00   4.08160013e-01   0.00000000e+00   
27      1.00083762e-06   4.20283249e+00   4.18809941e-01   0.00000000e+00   
28      1.00085892e-06   4.04834454e+00   4.29459870e-01   0.00000000e+00   
29      1.00088022e-06   3.87062521e+00   4.40109799e-01   0.00000000e+00   
30      1.00090152e-06   3.66936176e+00   4.50759728e-01   0.00000000e+00   
31      1.00092282e-06   3.44549573e+00   4.61409656e-01   0.00000000e+00   
32      1.00094412e-06   3.20146069e+00   4.72059585e-01   0.00000000e+00   
33      1.00096542e-06   2.94125867e+00   4.82709514e-01   0.00000000e+00   
34      1.00098672e-06   2.67030965e+00   4.93359443e-01   0.00000000e+00   
35      1.00102932e-06   2.12236305e+00   5.14659300e-01   0.00000000e+00   
36      1.00107044e-06   1.62696389e+00   5.35217522e-01   0.00000000e+00   
37      1.00111155e-06   1.20118789e+00   5.55775744e-01   0.00000000e+00   
38      1.00114232e-06   9.38595145e-01   5.71157917e-01   0.00000000e+00   
39      1.00116681e-06   7.64171245e-01   5.83403482e-01   0.00000000e+00   
40      1.00118856e-06   6.33297437e-01   5.94282216e-01   0.00000000e+00   
41      1.00121032e-06   5.22937049e-01   6.05160949e-01   0.00000000e+00   
42      1.00122989e-06   4.39259542e-01   6.14944020e-01   0.00000000e+00   
43      1.00124945e-06   3.68492231e-01   6.24727092e-01   0.00000000e+00   
44      1.00126902e-06   3.08927353e-01   6.34510164e-01   0.00000000e+00   
45      1.00128859e-06   2.58976532e-01   6.44293236e-01   0.00000000e+00   
46      1.00130815e-06   2.17203950e-01   6.54076308e-01   0.00000000e+00   
47      1.00132772e-06   1.82339446e-01   6.63859380e-01   0.00000000e+00   
48      1.00134728e-06   1.53277956e-01   6.73642451e-01   0.00000000e+00   
49      1.00136685e-06   1.29070408e-01   6.83425523e-01   0.00000000e+00   
50      1.00138642e-06   1.08909896e-01   6.93208595e-01   0.00000000e+00   
51      1.00140598e-06   9.21157557e-02   7.02991667e-01   0.00000000e+00   
52      1.00142555e-06   7.81173231e-02   7.12774739e-01   0.00000000e+00   
53      1.00144512e-06   6.64383987e-02   7.22557811e-01   0.00000000e+00   
54      1.00146468e-06   5.66830276e-02   7.32340882e-01   0.00000000e+00   
55      1.00148425e-06   4.85228452e-02   7.42123954e-01   0.00000000e+00   
56      1.00150381e-06   4.16860512e-02   7.51907026e-01   0.00000000e+00   
57      1.00152338e-06   3.59479490e-02   7.61690098e-01   0.00000000e+00   
58      1.00154295e-06   3.11229192e-02   7.71473170e-01   0.00000000e+00   
59      1.00156251e-06   2.70576723e-02   7.81256242e-01   0.00000000e+00   
60      1.00158208e-06   2.36256126e-02   7.91039313e-01   0.00000000e+00   
61      1.00160164e-06   2.07221553e-02   8.00822385e-01   0.00000000e+00   
62      1.00162121e-06   1.82608509e-02   8.10605457e-01   0.00000000e+00   
63      1.00164078e-06   1.61701872e-02   8.20388529e-01   0.00000000e+00   
64      1.00166034e-06   1.43909562e-02   8.30171601e-01   0.00000000e+00   
65      1.00167991e-06   1.28740902e-02   8.39954673e-01   0.00000000e+00   
66      1.00169948e-06   1.15788845e-02   8.49737744e-01   0.00000000e+00   
67      1.00171904e-06   1.04715396e-02   8.59520816e-01   0.00000000e+00   
68      1.00173861e-06   9.52396706e-03   8.69303888e-01   0.00000000e+00   
