Index     V(DRAIN)           V(GATE)        {-I(VDRAIN)}   
0        -0.10000    0.00000000e+00   -4.064e-10 
1      -9.9000e-02   0.00000000e+00   -3.919e-10 
2      -9.8000e-02   0.00000000e+00   -3.779e-10 
3      -9.7000e-02   0.00000000e+00   -3.644e-10 
4      -9.6000e-02   0.00000000e+00   -3.514e-10 
5      -9.5000e-02   0.00000000e+00   -3.388e-10 
6      -9.4000e-02   0.00000000e+00   -3.267e-10 
7      -9.3000e-02   0.00000000e+00   -3.150e-10 
8      -9.2000e-02   0.00000000e+00   -3.037e-10 
9      -9.1000e-02   0.00000000e+00   -2.929e-10 
10     -9.0000e-02   0.00000000e+00   -2.824e-10 
11     -8.9000e-02   0.00000000e+00   -2.723e-10 
12     -8.8000e-02   0.00000000e+00   -2.625e-10 
13     -8.7000e-02   0.00000000e+00   -2.531e-10 
14     -8.6000e-02   0.00000000e+00   -2.440e-10 
15     -8.5000e-02   0.00000000e+00   -2.352e-10 
16     -8.4000e-02   0.00000000e+00   -2.268e-10 
17     -8.3000e-02   0.00000000e+00   -2.186e-10 
18     -8.2000e-02   0.00000000e+00   -2.108e-10 
19     -8.1000e-02   0.00000000e+00   -2.032e-10 
20     -8.0000e-02   0.00000000e+00   -1.959e-10 
21     -7.9000e-02   0.00000000e+00   -1.888e-10 
22     -7.8000e-02   0.00000000e+00   -1.821e-10 
23     -7.7000e-02   0.00000000e+00   -1.755e-10 
24     -7.6000e-02   0.00000000e+00   -1.692e-10 
25     -7.5000e-02   0.00000000e+00   -1.631e-10 
26     -7.4000e-02   0.00000000e+00   -1.572e-10 
27     -7.3000e-02   0.00000000e+00   -1.515e-10 
28     -7.2000e-02   0.00000000e+00   -1.460e-10 
29     -7.1000e-02   0.00000000e+00   -1.407e-10 
30     -7.0000e-02   0.00000000e+00   -1.356e-10 
31     -6.9000e-02   0.00000000e+00   -1.307e-10 
32     -6.8000e-02   0.00000000e+00   -1.260e-10 
33     -6.7000e-02   0.00000000e+00   -1.214e-10 
34     -6.6000e-02   0.00000000e+00   -1.170e-10 
35     -6.5000e-02   0.00000000e+00   -1.128e-10 
36     -6.4000e-02   0.00000000e+00   -1.087e-10 
37     -6.3000e-02   0.00000000e+00   -1.047e-10 
38     -6.2000e-02   0.00000000e+00   -1.009e-10 
39     -6.1000e-02   0.00000000e+00   -9.720e-11 
40     -6.0000e-02   0.00000000e+00   -9.366e-11 
41     -5.9000e-02   0.00000000e+00   -9.022e-11 
42     -5.8000e-02   0.00000000e+00   -8.693e-11 
43     -5.7000e-02   0.00000000e+00   -8.372e-11 
44     -5.6000e-02   0.00000000e+00   -8.065e-11 
45     -5.5000e-02   0.00000000e+00   -7.768e-11 
46     -5.4000e-02   0.00000000e+00   -7.480e-11 
47     -5.3000e-02   0.00000000e+00   -7.205e-11 
48     -5.2000e-02   0.00000000e+00   -6.937e-11 
49     -5.1000e-02   0.00000000e+00   -6.680e-11 
50     -5.0000e-02   0.00000000e+00   -6.430e-11 
51     -4.9000e-02   0.00000000e+00   -6.192e-11 
52     -4.8000e-02   0.00000000e+00   -5.959e-11 
53     -4.7000e-02   0.00000000e+00   -5.735e-11 
54     -4.6000e-02   0.00000000e+00   -5.519e-11 
55     -4.5000e-02   0.00000000e+00   -5.310e-11 
56     -4.4000e-02   0.00000000e+00   -5.109e-11 
57     -4.3000e-02   0.00000000e+00   -4.913e-11 
58     -4.2000e-02   0.00000000e+00   -4.725e-11 
59     -4.1000e-02   0.00000000e+00   -4.542e-11 
60     -4.0000e-02   0.00000000e+00   -4.366e-11 
61     -3.9000e-02   0.00000000e+00   -4.196e-11 
62     -3.8000e-02   0.00000000e+00   -4.032e-11 
63     -3.7000e-02   0.00000000e+00   -3.872e-11 
64     -3.6000e-02   0.00000000e+00   -3.718e-11 
65     -3.5000e-02   0.00000000e+00   -3.568e-11 
