Index     V(DRAIN)           V(GATE)          N(M1:IDS)     {(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}     N(M1:GM)      {N(M1:GM)-{(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}}     N(M1:VTH)       N(M1:VDSSAT)   
603     -1.00000000e-01    6.00000000e-01    1.89388371e-04    3.67452905e-04    3.67453519e-04    0.00000000e+00    2.91413626e-01    3.55672787e-01
604     -9.90000000e-02    6.00000000e-01    1.87737369e-04    3.64062049e-04    3.64062669e-04    0.00000000e+00    2.91426940e-01    3.54934432e-01
605     -9.80000000e-02    6.00000000e-01    1.86081096e-04    3.60659009e-04    3.60659629e-04    0.00000000e+00    2.91440226e-01    3.54196333e-01
606     -9.70000000e-02    6.00000000e-01    1.84419522e-04    3.57243976e-04    3.57244566e-04    0.00000000e+00    2.91453484e-01    3.53458492e-01
607     -9.60000000e-02    6.00000000e-01    1.82752618e-04    3.53817052e-04    3.53817651e-04    0.00000000e+00    2.91466714e-01    3.52720910e-01
608     -9.50000000e-02    6.00000000e-01    1.81080356e-04    3.50378451e-04    3.50379066e-04    0.00000000e+00    2.91479914e-01    3.51983589e-01
609     -9.40000000e-02    6.00000000e-01    1.79402710e-04    3.46928429e-04    3.46928999e-04    0.00000000e+00    2.91493085e-01    3.51246531e-01
610     -9.30000000e-02    6.00000000e-01    1.77719654e-04    3.43467064e-04    3.43467646e-04    0.00000000e+00    2.91506224e-01    3.50509738e-01
611     -9.20000000e-02    6.00000000e-01    1.76031162e-04    3.39994617e-04    3.39995209e-04    0.00000000e+00    2.91519332e-01    3.49773211e-01
612     -9.10000000e-02    6.00000000e-01    1.74337211e-04    3.36511293e-04    3.36511898e-04    0.00000000e+00    2.91532407e-01    3.49036952e-01
613     -9.00000000e-02    6.00000000e-01    1.72637778e-04    3.33017370e-04    3.33017929e-04    0.00000000e+00    2.91545449e-01    3.48300963e-01
614     -8.90000000e-02    6.00000000e-01    1.70932841e-04    3.29513003e-04    3.29513526e-04    0.00000000e+00    2.91558457e-01    3.47565245e-01
615     -8.80000000e-02    6.00000000e-01    1.69222381e-04    3.25998336e-04    3.25998916e-04    0.00000000e+00    2.91571430e-01    3.46829802e-01
616     -8.70000000e-02    6.00000000e-01    1.67506379e-04    3.22473780e-04    3.22474336e-04    0.00000000e+00    2.91584367e-01    3.46094634e-01
617     -8.60000000e-02    6.00000000e-01    1.65784816e-04    3.18939493e-04    3.18940025e-04    0.00000000e+00    2.91597267e-01    3.45359744e-01
618     -8.50000000e-02    6.00000000e-01    1.64057678e-04    3.15395710e-04    3.15396229e-04    0.00000000e+00    2.91610129e-01    3.44625134e-01
619     -8.40000000e-02    6.00000000e-01    1.62324949e-04    3.11842640e-04    3.11843197e-04    0.00000000e+00    2.91622952e-01    3.43890805e-01
620     -8.30000000e-02    6.00000000e-01    1.60586618e-04    3.08280629e-04    3.08281185e-04    0.00000000e+00    2.91635736e-01    3.43156761e-01
621     -8.20000000e-02    6.00000000e-01    1.58842672e-04    3.04709918e-04    3.04710451e-04    0.00000000e+00    2.91648479e-01    3.42423002e-01
622     -8.10000000e-02    6.00000000e-01    1.57093102e-04    3.01130718e-04    3.01131255e-04    0.00000000e+00    2.91661179e-01    3.41689532e-01
623     -8.00000000e-02    6.00000000e-01    1.55337900e-04    2.97543341e-04    2.97543863e-04    0.00000000e+00    2.91673836e-01    3.40956353e-01
624     -7.90000000e-02    6.00000000e-01    1.53577061e-04    2.93948010e-04    2.93948540e-04    0.00000000e+00    2.91686449e-01    3.40223466e-01
625     -7.80000000e-02    6.00000000e-01    1.51810581e-04    2.90345021e-04    2.90345555e-04    0.00000000e+00    2.91699017e-01    3.39490875e-01
626     -7.70000000e-02    6.00000000e-01    1.50038457e-04    2.86734659e-04    2.86735178e-04    0.00000000e+00    2.91711537e-01    3.38758582e-01
627     -7.60000000e-02    6.00000000e-01    1.48260689e-04    2.83117155e-04    2.83117679e-04    0.00000000e+00    2.91724009e-01    3.38026588e-01
628     -7.50000000e-02    6.00000000e-01    1.46477280e-04    2.79492821e-04    2.79493327e-04    0.00000000e+00    2.91736432e-01    3.37294898e-01
629     -7.40000000e-02    6.00000000e-01    1.44688233e-04    2.75861936e-04    2.75862392e-04    0.00000000e+00    2.91748804e-01    3.36563513e-01
630     -7.30000000e-02    6.00000000e-01    1.42893556e-04    2.72224632e-04    2.72225142e-04    0.00000000e+00    2.91761124e-01    3.35832435e-01
631     -7.20000000e-02    6.00000000e-01    1.41093255e-04    2.68581383e-04    2.68581845e-04    0.00000000e+00    2.91773390e-01    3.35101669e-01
632     -7.10000000e-02    6.00000000e-01    1.39287343e-04    2.64932289e-04    2.64932764e-04    0.00000000e+00    2.91785601e-01    3.34371216e-01
633     -7.00000000e-02    6.00000000e-01    1.37475832e-04    2.61277683e-04    2.61278160e-04    0.00000000e+00    2.91797754e-01    3.33641080e-01
634     -6.90000000e-02    6.00000000e-01    1.35658737e-04    2.57617850e-04    2.57618292e-04    0.00000000e+00    2.91809850e-01    3.32911263e-01
635     -6.80000000e-02    6.00000000e-01    1.33836077e-04    2.53952939e-04    2.53953413e-04    0.00000000e+00    2.91821885e-01    3.32181768e-01
636     -6.70000000e-02    6.00000000e-01    1.32007871e-04    2.50283326e-04    2.50283773e-04    0.00000000e+00    2.91833858e-01    3.31452599e-01
637     -6.60000000e-02    6.00000000e-01    1.30174142e-04    2.46609159e-04    2.46609615e-04    0.00000000e+00    2.91845767e-01    3.30723758e-01
638     -6.50000000e-02    6.00000000e-01    1.28334915e-04    2.42930701e-04    2.42931178e-04    0.00000000e+00    2.91857611e-01    3.29995250e-01
639     -6.40000000e-02    6.00000000e-01    1.26490217e-04    2.39248249e-04    2.39248694e-04    0.00000000e+00    2.91869387e-01    3.29267076e-01
640     -6.30000000e-02    6.00000000e-01    1.24640079e-04    2.35561961e-04    2.35562389e-04    0.00000000e+00    2.91881093e-01    3.28539241e-01
641     -6.20000000e-02    6.00000000e-01    1.22784533e-04    2.31872060e-04    2.31872482e-04    0.00000000e+00    2.91892728e-01    3.27811749e-01
642     -6.10000000e-02    6.00000000e-01    1.20923614e-04    2.28178732e-04    2.28179183e-04    0.00000000e+00    2.91904290e-01    3.27084602e-01
643     -6.00000000e-02    6.00000000e-01    1.19057359e-04    2.24482269e-04    2.24482697e-04    0.00000000e+00    2.91915775e-01    3.26357804e-01
644     -5.90000000e-02    6.00000000e-01    1.17185809e-04    2.20782815e-04    2.20783217e-04    0.00000000e+00    2.91927182e-01    3.25631360e-01
645     -5.80000000e-02    6.00000000e-01    1.15309006e-04    2.17080540e-04    2.17080932e-04    0.00000000e+00    2.91938509e-01    3.24905273e-01
646     -5.70000000e-02    6.00000000e-01    1.13426995e-04    2.13375621e-04    2.13376018e-04    0.00000000e+00    2.91949752e-01    3.24179548e-01
647     -5.60000000e-02    6.00000000e-01    1.11539825e-04    2.09668248e-04    2.09668645e-04    0.00000000e+00    2.91960911e-01    3.23454187e-01
648     -5.50000000e-02    6.00000000e-01    1.09647545e-04    2.05958576e-04    2.05958972e-04    0.00000000e+00    2.91971981e-01    3.22729197e-01
649     -5.40000000e-02    6.00000000e-01    1.07750208e-04    2.02246744e-04    2.02247150e-04    0.00000000e+00    2.91982960e-01    3.22004580e-01
650     -5.30000000e-02    6.00000000e-01    1.05847869e-04    1.98532936e-04    1.98533319e-04    0.00000000e+00    2.91993846e-01    3.21280341e-01
651     -5.20000000e-02    6.00000000e-01    1.03940586e-04    1.94817255e-04    1.94817611e-04    0.00000000e+00    2.92004636e-01    3.20556485e-01
652     -5.10000000e-02    6.00000000e-01    1.02028419e-04    1.91099779e-04    1.91100148e-04    0.00000000e+00    2.92015326e-01    3.19833017e-01
653     -5.00000000e-02    6.00000000e-01    1.00111429e-04    1.87380674e-04    1.87381041e-04    0.00000000e+00    2.92025914e-01    3.19109942e-01
654     -4.90000000e-02    6.00000000e-01    9.81896831e-05    1.83660061e-04    1.83660394e-04    0.00000000e+00    2.92036397e-01    3.18387264e-01
655     -4.80000000e-02    6.00000000e-01    9.62632469e-05    1.79937954e-04    1.79938299e-04    0.00000000e+00    2.92046771e-01    3.17664988e-01
656     -4.70000000e-02    6.00000000e-01    9.43321900e-05    1.76214499e-04    1.76214840e-04    0.00000000e+00    2.92057034e-01    3.16943121e-01
657     -4.60000000e-02    6.00000000e-01    9.23965839e-05    1.72489749e-04    1.72490093e-04    0.00000000e+00    2.92067181e-01    3.16221666e-01
658     -4.50000000e-02    6.00000000e-01    9.04565024e-05    1.68763783e-04    1.68764122e-04    0.00000000e+00    2.92077209e-01    3.15500630e-01
659     -4.40000000e-02    6.00000000e-01    8.85120212e-05    1.65036652e-04    1.65036985e-04    0.00000000e+00    2.92087115e-01    3.14780019e-01
660     -4.30000000e-02    6.00000000e-01    8.65632183e-05    1.61308422e-04    1.61308731e-04    0.00000000e+00    2.92096895e-01    3.14059837e-01
661     -4.20000000e-02    6.00000000e-01    8.46101734e-05    1.57579097e-04    1.57579401e-04    0.00000000e+00    2.92106544e-01    3.13340092e-01
662     -4.10000000e-02    6.00000000e-01    8.26529684e-05    1.53848727e-04    1.53849028e-04    0.00000000e+00    2.92116061e-01    3.12620788e-01
663     -4.00000000e-02    6.00000000e-01    8.06916868e-05    1.50117355e-04    1.50117637e-04    0.00000000e+00    2.92125439e-01    3.11901933e-01
664     -3.90000000e-02    6.00000000e-01    7.87264140e-05    1.46384949e-04    1.46385248e-04    0.00000000e+00    2.92134675e-01    3.11183533e-01
665     -3.80000000e-02    6.00000000e-01    7.67572371e-05    1.42651609e-04    1.42651873e-04    0.00000000e+00    2.92143766e-01    3.10465594e-01
666     -3.70000000e-02    6.00000000e-01    7.47842448e-05    1.38917256e-04    1.38917519e-04    0.00000000e+00    2.92152706e-01    3.09748124e-01
667     -3.60000000e-02    6.00000000e-01    7.28075275e-05    1.35181915e-04    1.35182188e-04    0.00000000e+00    2.92161491e-01    3.09031128e-01
668     -3.50000000e-02    6.00000000e-01    7.08271769e-05    1.31445616e-04    1.31445875e-04    0.00000000e+00    2.92170116e-01    3.08314613e-01
669     -3.40000000e-02    6.00000000e-01    6.88432861e-05    1.27708313e-04    1.27708574e-04    0.00000000e+00    2.92178578e-01    3.07598588e-01
670     -3.30000000e-02    6.00000000e-01    6.68559496e-05    1.23970009e-04    1.23970272e-04    0.00000000e+00    2.92186872e-01    3.06883059e-01
671     -3.20000000e-02    6.00000000e-01    6.48652631e-05    1.20230726e-04    1.20230955e-04    0.00000000e+00    2.92194992e-01    3.06168033e-01
672     -3.10000000e-02    6.00000000e-01    6.28713234e-05    1.16490373e-04    1.16490605e-04    0.00000000e+00    2.92202934e-01    3.05453519e-01
673     -3.00000000e-02    6.00000000e-01    6.08742283e-05    1.12748989e-04    1.12749204e-04    0.00000000e+00    2.92210693e-01    3.04739523e-01
674     -2.90000000e-02    6.00000000e-01    5.88740767e-05    1.09006514e-04    1.09006731e-04    0.00000000e+00    2.92218265e-01    3.04026054e-01
675     -2.80000000e-02    6.00000000e-01    5.68709684e-05    1.05262964e-04    1.05263164e-04    0.00000000e+00    2.92225643e-01    3.03313119e-01
676     -2.70000000e-02    6.00000000e-01    5.48650038e-05    1.01518270e-04    1.01518484e-04    0.00000000e+00    2.92232824e-01    3.02600727e-01
677     -2.60000000e-02    6.00000000e-01    5.28562841e-05    9.77724690e-05    9.77726679e-05    0.00000000e+00    2.92239801e-01    3.01888885e-01
678     -2.50000000e-02    6.00000000e-01    5.08449112e-05    9.40255172e-05    9.40256975e-05    0.00000000e+00    2.92246570e-01    3.01177602e-01
679     -2.40000000e-02    6.00000000e-01    4.88309874e-05    9.02773716e-05    9.02775546e-05    0.00000000e+00    2.92253126e-01    3.00466886e-01
680     -2.30000000e-02    6.00000000e-01    4.68146156e-05    8.65280435e-05    8.65282238e-05    0.00000000e+00    2.92259464e-01    2.99756745e-01
681     -2.20000000e-02    6.00000000e-01    4.47958989e-05    8.27775183e-05    8.27776923e-05    0.00000000e+00    2.92265578e-01    2.99047188e-01
682     -2.10000000e-02    6.00000000e-01    4.27749408e-05    7.90257756e-05    7.90259509e-05    0.00000000e+00    2.92271464e-01    2.98338222e-01
683     -2.00000000e-02    6.00000000e-01    4.07518451e-05    7.52728392e-05    7.52729944e-05    0.00000000e+00    2.92277116e-01    2.97629857e-01
684     -1.90000000e-02    6.00000000e-01    3.87267154e-05    7.15186853e-05    7.15188218e-05    0.00000000e+00    2.92282530e-01    2.96922100e-01
685     -1.80000000e-02    6.00000000e-01    3.66996559e-05    6.77632970e-05    6.77634371e-05    0.00000000e+00    2.92287700e-01    2.96214961e-01
686     -1.70000000e-02    6.00000000e-01    3.46707702e-05    6.40067206e-05    6.40068496e-05    0.00000000e+00    2.92292622e-01    2.95508446e-01
687     -1.60000000e-02    6.00000000e-01    3.26401623e-05    6.02489674e-05    6.02490743e-05    0.00000000e+00    2.92297292e-01    2.94802565e-01
688     -1.50000000e-02    6.00000000e-01    3.06079359e-05    5.64900001e-05    5.64901321e-05    0.00000000e+00    2.92301703e-01    2.94097326e-01
689     -1.40000000e-02    6.00000000e-01    2.85741945e-05    5.27299266e-05    5.27300500e-05    0.00000000e+00    2.92305853e-01    2.93392736e-01
690     -1.30000000e-02    6.00000000e-01    2.65390415e-05    4.89687683e-05    4.89688619e-05    0.00000000e+00    2.92309737e-01    2.92688803e-01
691     -1.20000000e-02    6.00000000e-01    2.45025797e-05    4.52065032e-05    4.52066080e-05    0.00000000e+00    2.92313351e-01    2.91985536e-01
692     -1.10000000e-02    6.00000000e-01    2.24649121e-05    4.14432510e-05    4.14433353e-05    0.00000000e+00    2.92316690e-01    2.91282941e-01
693     -1.00000000e-02    6.00000000e-01    2.04261410e-05    3.76790282e-05    3.76790976e-05    0.00000000e+00    2.92319752e-01    2.90581027e-01
694     -9.00000000e-03    6.00000000e-01    1.83863684e-05    3.39138917e-05    3.39139556e-05    0.00000000e+00    2.92322534e-01    2.89879799e-01
695     -8.00000000e-03    6.00000000e-01    1.63456959e-05    3.01479132e-05    3.01479764e-05    0.00000000e+00    2.92325031e-01    2.89179266e-01
696     -7.00000000e-03    6.00000000e-01    1.43042250e-05    2.63811752e-05    2.63812336e-05    0.00000000e+00    2.92327241e-01    2.88479433e-01
697     -6.00000000e-03    6.00000000e-01    1.22620563e-05    2.26137723e-05    2.26138068e-05    0.00000000e+00    2.92329162e-01    2.87780306e-01
698     -5.00000000e-03    6.00000000e-01    1.02192906e-05    1.88457361e-05    1.88457815e-05    0.00000000e+00    2.92330791e-01    2.87081893e-01
699     -4.00000000e-03    6.00000000e-01    8.17602780e-06    1.50772109e-05    1.50772485e-05    0.00000000e+00    2.92332126e-01    2.86384198e-01
700     -3.00000000e-03    6.00000000e-01    6.13236792e-06    1.13082795e-05    1.13083030e-05    0.00000000e+00    2.92333167e-01    2.85687226e-01
701     -2.00000000e-03    6.00000000e-01    4.08841047e-06    7.53903080e-06    7.53904435e-06    0.00000000e+00    2.92333911e-01    2.84990984e-01
702     -1.00000000e-03    6.00000000e-01    2.04425477e-06    3.76956537e-06    3.76957512e-06    0.00000000e+00    2.92334357e-01    2.84295474e-01
703      0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.92334506e-01    2.83600702e-01
704      1.00000000e-03    6.00000000e-01    2.04425477e-06    3.76956537e-06    3.76957512e-06    0.00000000e+00    2.92334357e-01    2.84295474e-01
705      2.00000000e-03    6.00000000e-01    4.08841047e-06    7.53903080e-06    7.53904435e-06    0.00000000e+00    2.92333911e-01    2.84990984e-01
706      3.00000000e-03    6.00000000e-01    6.13236792e-06    1.13082672e-05    1.13083030e-05    0.00000000e+00    2.92333167e-01    2.85687226e-01
707      4.00000000e-03    6.00000000e-01    8.17602780e-06    1.50772109e-05    1.50772485e-05    0.00000000e+00    2.92332126e-01    2.86384198e-01
708      5.00000000e-03    6.00000000e-01    1.02192906e-05    1.88457361e-05    1.88457815e-05    0.00000000e+00    2.92330791e-01    2.87081893e-01
709      6.00000000e-03    6.00000000e-01    1.22620563e-05    2.26137720e-05    2.26138068e-05    0.00000000e+00    2.92329162e-01    2.87780306e-01
710      7.00000000e-03    6.00000000e-01    1.43042250e-05    2.63811752e-05    2.63812336e-05    0.00000000e+00    2.92327241e-01    2.88479433e-01
711      8.00000000e-03    6.00000000e-01    1.63456959e-05    3.01479075e-05    3.01479764e-05    0.00000000e+00    2.92325031e-01    2.89179266e-01
712      9.00000000e-03    6.00000000e-01    1.83863684e-05    3.39138911e-05    3.39139556e-05    0.00000000e+00    2.92322534e-01    2.89879799e-01
713      1.00000000e-02    6.00000000e-01    2.04261410e-05    3.76790101e-05    3.76790976e-05    0.00000000e+00    2.92319752e-01    2.90581027e-01
714      1.10000000e-02    6.00000000e-01    2.24649121e-05    4.14432556e-05    4.14433353e-05    0.00000000e+00    2.92316690e-01    2.91282941e-01
715      1.20000000e-02    6.00000000e-01    2.45025797e-05    4.52065145e-05    4.52066080e-05    0.00000000e+00    2.92313351e-01    2.91985536e-01
716      1.30000000e-02    6.00000000e-01    2.65390415e-05    4.89687558e-05    4.89688619e-05    0.00000000e+00    2.92309737e-01    2.92688803e-01
717      1.40000000e-02    6.00000000e-01    2.85741945e-05    5.27299266e-05    5.27300500e-05    0.00000000e+00    2.92305853e-01    2.93392736e-01
718      1.50000000e-02    6.00000000e-01    3.06079359e-05    5.64900114e-05    5.64901321e-05    0.00000000e+00    2.92301703e-01    2.94097326e-01
719      1.60000000e-02    6.00000000e-01    3.26401623e-05    6.02489651e-05    6.02490743e-05    0.00000000e+00    2.92297292e-01    2.94802565e-01
720      1.70000000e-02    6.00000000e-01    3.46707702e-05    6.40067262e-05    6.40068496e-05    0.00000000e+00    2.92292622e-01    2.95508446e-01
721      1.80000000e-02    6.00000000e-01    3.66996559e-05    6.77632993e-05    6.77634371e-05    0.00000000e+00    2.92287700e-01    2.96214961e-01
722      1.90000000e-02    6.00000000e-01    3.87267154e-05    7.15186853e-05    7.15188218e-05    0.00000000e+00    2.92282530e-01    2.96922100e-01
723      2.00000000e-02    6.00000000e-01    4.07518451e-05    7.52728403e-05    7.52729944e-05    0.00000000e+00    2.92277116e-01    2.97629857e-01
724      2.10000000e-02    6.00000000e-01    4.27749408e-05    7.90257745e-05    7.90259509e-05    0.00000000e+00    2.92271464e-01    2.98338222e-01
725      2.20000000e-02    6.00000000e-01    4.47958989e-05    8.27775149e-05    8.27776923e-05    0.00000000e+00    2.92265578e-01    2.99047188e-01
726      2.30000000e-02    6.00000000e-01    4.68146156e-05    8.65280345e-05    8.65282238e-05    0.00000000e+00    2.92259464e-01    2.99756745e-01
727      2.40000000e-02    6.00000000e-01    4.88309874e-05    9.02773670e-05    9.02775546e-05    0.00000000e+00    2.92253126e-01    3.00466886e-01
728      2.50000000e-02    6.00000000e-01    5.08449112e-05    9.40255014e-05    9.40256975e-05    0.00000000e+00    2.92246570e-01    3.01177602e-01
729      2.60000000e-02    6.00000000e-01    5.28562841e-05    9.77724690e-05    9.77726679e-05    0.00000000e+00    2.92239801e-01    3.01888885e-01
730      2.70000000e-02    6.00000000e-01    5.48650038e-05    1.01518275e-04    1.01518484e-04    0.00000000e+00    2.92232824e-01    3.02600727e-01
731      2.80000000e-02    6.00000000e-01    5.68709684e-05    1.05262964e-04    1.05263164e-04    0.00000000e+00    2.92225643e-01    3.03313119e-01
732      2.90000000e-02    6.00000000e-01    5.88740767e-05    1.09006514e-04    1.09006731e-04    0.00000000e+00    2.92218265e-01    3.04026054e-01
733      3.00000000e-02    6.00000000e-01    6.08742283e-05    1.12748989e-04    1.12749204e-04    0.00000000e+00    2.92210693e-01    3.04739523e-01
734      3.10000000e-02    6.00000000e-01    6.28713234e-05    1.16490373e-04    1.16490605e-04    0.00000000e+00    2.92202934e-01    3.05453519e-01
735      3.20000000e-02    6.00000000e-01    6.48652631e-05    1.20230724e-04    1.20230955e-04    0.00000000e+00    2.92194992e-01    3.06168033e-01
736      3.30000000e-02    6.00000000e-01    6.68559496e-05    1.23970009e-04    1.23970272e-04    0.00000000e+00    2.92186872e-01    3.06883059e-01
737      3.40000000e-02    6.00000000e-01    6.88432861e-05    1.27708313e-04    1.27708574e-04    0.00000000e+00    2.92178578e-01    3.07598588e-01
738      3.50000000e-02    6.00000000e-01    7.08271769e-05    1.31445619e-04    1.31445875e-04    0.00000000e+00    2.92170116e-01    3.08314613e-01
739      3.60000000e-02    6.00000000e-01    7.28075275e-05    1.35181915e-04    1.35182188e-04    0.00000000e+00    2.92161491e-01    3.09031128e-01
740      3.70000000e-02    6.00000000e-01    7.47842448e-05    1.38917256e-04    1.38917519e-04    0.00000000e+00    2.92152706e-01    3.09748124e-01
741      3.80000000e-02    6.00000000e-01    7.67572371e-05    1.42651609e-04    1.42651873e-04    0.00000000e+00    2.92143766e-01    3.10465594e-01
742      3.90000000e-02    6.00000000e-01    7.87264140e-05    1.46384949e-04    1.46385248e-04    0.00000000e+00    2.92134675e-01    3.11183533e-01
743      4.00000000e-02    6.00000000e-01    8.06916868e-05    1.50117355e-04    1.50117637e-04    0.00000000e+00    2.92125439e-01    3.11901933e-01
744      4.10000000e-02    6.00000000e-01    8.26529684e-05    1.53848721e-04    1.53849028e-04    0.00000000e+00    2.92116061e-01    3.12620788e-01
745      4.20000000e-02    6.00000000e-01    8.46101734e-05    1.57579101e-04    1.57579401e-04    0.00000000e+00    2.92106544e-01    3.13340092e-01
746      4.30000000e-02    6.00000000e-01    8.65632183e-05    1.61308422e-04    1.61308731e-04    0.00000000e+00    2.92096895e-01    3.14059837e-01
747      4.40000000e-02    6.00000000e-01    8.85120212e-05    1.65036646e-04    1.65036985e-04    0.00000000e+00    2.92087115e-01    3.14780019e-01
748      4.50000000e-02    6.00000000e-01    9.04565024e-05    1.68763769e-04    1.68764122e-04    0.00000000e+00    2.92077209e-01    3.15500630e-01
749      4.60000000e-02    6.00000000e-01    9.23965839e-05    1.72489749e-04    1.72490093e-04    0.00000000e+00    2.92067181e-01    3.16221666e-01
750      4.70000000e-02    6.00000000e-01    9.43321900e-05    1.76214494e-04    1.76214840e-04    0.00000000e+00    2.92057034e-01    3.16943121e-01
751      4.80000000e-02    6.00000000e-01    9.62632469e-05    1.79937945e-04    1.79938299e-04    0.00000000e+00    2.92046771e-01    3.17664988e-01
752      4.90000000e-02    6.00000000e-01    9.81896831e-05    1.83660043e-04    1.83660394e-04    0.00000000e+00    2.92036397e-01    3.18387264e-01
753      5.00000000e-02    6.00000000e-01    1.00111429e-04    1.87380674e-04    1.87381041e-04    0.00000000e+00    2.92025914e-01    3.19109942e-01
754      5.10000000e-02    6.00000000e-01    1.02028419e-04    1.91099775e-04    1.91100148e-04    0.00000000e+00    2.92015326e-01    3.19833017e-01
755      5.20000000e-02    6.00000000e-01    1.03940586e-04    1.94817249e-04    1.94817611e-04    0.00000000e+00    2.92004636e-01    3.20556485e-01
756      5.30000000e-02    6.00000000e-01    1.05847869e-04    1.98532936e-04    1.98533319e-04    0.00000000e+00    2.91993846e-01    3.21280341e-01
757      5.40000000e-02    6.00000000e-01    1.07750208e-04    2.02246748e-04    2.02247150e-04    0.00000000e+00    2.91982960e-01    3.22004580e-01
758      5.50000000e-02    6.00000000e-01    1.09647545e-04    2.05958567e-04    2.05958972e-04    0.00000000e+00    2.91971981e-01    3.22729197e-01
759      5.60000000e-02    6.00000000e-01    1.11539825e-04    2.09668246e-04    2.09668645e-04    0.00000000e+00    2.91960911e-01    3.23454187e-01
760      5.70000000e-02    6.00000000e-01    1.13426995e-04    2.13375616e-04    2.13376018e-04    0.00000000e+00    2.91949752e-01    3.24179548e-01
761      5.80000000e-02    6.00000000e-01    1.15309006e-04    2.17080534e-04    2.17080932e-04    0.00000000e+00    2.91938509e-01    3.24905273e-01
762      5.90000000e-02    6.00000000e-01    1.17185809e-04    2.20782799e-04    2.20783217e-04    0.00000000e+00    2.91927182e-01    3.25631360e-01
763      6.00000000e-02    6.00000000e-01    1.19057359e-04    2.24482267e-04    2.24482697e-04    0.00000000e+00    2.91915775e-01    3.26357804e-01
764      6.10000000e-02    6.00000000e-01    1.20923614e-04    2.28178732e-04    2.28179183e-04    0.00000000e+00    2.91904290e-01    3.27084602e-01
765      6.20000000e-02    6.00000000e-01    1.22784533e-04    2.31872055e-04    2.31872482e-04    0.00000000e+00    2.91892728e-01    3.27811749e-01
766      6.30000000e-02    6.00000000e-01    1.24640079e-04    2.35561961e-04    2.35562389e-04    0.00000000e+00    2.91881093e-01    3.28539241e-01
767      6.40000000e-02    6.00000000e-01    1.26490217e-04    2.39248253e-04    2.39248694e-04    0.00000000e+00    2.91869387e-01    3.29267076e-01
768      6.50000000e-02    6.00000000e-01    1.28334915e-04    2.42930701e-04    2.42931178e-04    0.00000000e+00    2.91857611e-01    3.29995250e-01
769      6.60000000e-02    6.00000000e-01    1.30174142e-04    2.46609159e-04    2.46609615e-04    0.00000000e+00    2.91845767e-01    3.30723758e-01
770      6.70000000e-02    6.00000000e-01    1.32007871e-04    2.50283326e-04    2.50283773e-04    0.00000000e+00    2.91833858e-01    3.31452599e-01
771      6.80000000e-02    6.00000000e-01    1.33836077e-04    2.53952939e-04    2.53953413e-04    0.00000000e+00    2.91821885e-01    3.32181768e-01
772      6.90000000e-02    6.00000000e-01    1.35658737e-04    2.57617850e-04    2.57618292e-04    0.00000000e+00    2.91809850e-01    3.32911263e-01
773      7.00000000e-02    6.00000000e-01    1.37475832e-04    2.61277683e-04    2.61278160e-04    0.00000000e+00    2.91797754e-01    3.33641080e-01
774      7.10000000e-02    6.00000000e-01    1.39287343e-04    2.64932289e-04    2.64932764e-04    0.00000000e+00    2.91785601e-01    3.34371216e-01
775      7.20000000e-02    6.00000000e-01    1.41093255e-04    2.68581383e-04    2.68581845e-04    0.00000000e+00    2.91773390e-01    3.35101669e-01
776      7.30000000e-02    6.00000000e-01    1.42893556e-04    2.72224632e-04    2.72225142e-04    0.00000000e+00    2.91761124e-01    3.35832435e-01
777      7.40000000e-02    6.00000000e-01    1.44688233e-04    2.75861936e-04    2.75862392e-04    0.00000000e+00    2.91748804e-01    3.36563513e-01
778      7.50000000e-02    6.00000000e-01    1.46477280e-04    2.79492821e-04    2.79493327e-04    0.00000000e+00    2.91736432e-01    3.37294898e-01
779      7.60000000e-02    6.00000000e-01    1.48260689e-04    2.83117146e-04    2.83117679e-04    0.00000000e+00    2.91724009e-01    3.38026588e-01
780      7.70000000e-02    6.00000000e-01    1.50038457e-04    2.86734663e-04    2.86735178e-04    0.00000000e+00    2.91711537e-01    3.38758582e-01
781      7.80000000e-02    6.00000000e-01    1.51810581e-04    2.90345030e-04    2.90345555e-04    0.00000000e+00    2.91699017e-01    3.39490875e-01
782      7.90000000e-02    6.00000000e-01    1.53577061e-04    2.93948005e-04    2.93948540e-04    0.00000000e+00    2.91686449e-01    3.40223466e-01
783      8.00000000e-02    6.00000000e-01    1.55337900e-04    2.97543346e-04    2.97543863e-04    0.00000000e+00    2.91673836e-01    3.40956353e-01
784      8.10000000e-02    6.00000000e-01    1.57093102e-04    3.01130722e-04    3.01131255e-04    0.00000000e+00    2.91661179e-01    3.41689532e-01
785      8.20000000e-02    6.00000000e-01    1.58842672e-04    3.04709922e-04    3.04710451e-04    0.00000000e+00    2.91648479e-01    3.42423002e-01
786      8.30000000e-02    6.00000000e-01    1.60586618e-04    3.08280661e-04    3.08281185e-04    0.00000000e+00    2.91635736e-01    3.43156761e-01
787      8.40000000e-02    6.00000000e-01    1.62324949e-04    3.11842640e-04    3.11843197e-04    0.00000000e+00    2.91622952e-01    3.43890805e-01
