Index     V(DRAIN)           V(GATE)          N(M1:IDS)     {(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}     N(M1:GM)      {N(M1:GM)-{(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}}     N(M1:VTH)       N(M1:VDSSAT)   
300     -1.00000000e-03    2.00000000e-01    6.42343270e-08    1.78412096e-06    1.78412422e-06    0.00000000e+00    2.92334357e-01    7.89144600e-02
301      0.00000000e+00    2.00000000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.92334506e-01    7.88021548e-02
302      1.00000000e-03    2.00000000e-01    6.42343270e-08    1.78412096e-06    1.78412422e-06    0.00000000e+00    2.92334357e-01    7.89144600e-02
303      2.00000000e-03    2.00000000e-01    1.28517987e-07    3.56896407e-06    3.56896312e-06    0.00000000e+00    2.92333911e-01    7.90295864e-02
304      3.00000000e-03    2.00000000e-01    1.92899617e-07    5.35521770e-06    5.35521503e-06    0.00000000e+00    2.92333167e-01    7.91475809e-02
305      4.00000000e-03    2.00000000e-01    2.57426603e-07    7.14355697e-06    7.14354882e-06    0.00000000e+00    2.92332126e-01    7.92684901e-02
306      5.00000000e-03    2.00000000e-01    3.22144694e-07    8.93457770e-06    8.93459437e-06    0.00000000e+00    2.92330791e-01    7.93923597e-02
307      6.00000000e-03    2.00000000e-01    3.87097762e-07    1.07289446e-05    1.07289363e-05    0.00000000e+00    2.92329162e-01    7.95192348e-02
308      7.00000000e-03    2.00000000e-01    4.52327700e-07    1.25271013e-05    1.25271109e-05    0.00000000e+00    2.92327241e-01    7.96491596e-02
309      8.00000000e-03    2.00000000e-01    5.17874451e-07    1.43295968e-05    1.43296051e-05    0.00000000e+00    2.92325031e-01    7.97821774e-02
310      9.00000000e-03    2.00000000e-01    5.83776138e-07    1.61368475e-05    1.61368589e-05    0.00000000e+00    2.92322534e-01    7.99183307e-02
311      1.00000000e-02    2.00000000e-01    6.50069317e-07    1.79492720e-05    1.79492691e-05    0.00000000e+00    2.92319752e-01    8.00576609e-02
312      1.10000000e-02    2.00000000e-01    7.16789309e-07    1.97671867e-05    1.97671948e-05    0.00000000e+00    2.92316690e-01    8.02002083e-02
313      1.20000000e-02    2.00000000e-01    7.83970611e-07    2.15909672e-05    2.15909649e-05    0.00000000e+00    2.92313351e-01    8.03460120e-02
314      1.30000000e-02    2.00000000e-01    8.51647378e-07    2.34208870e-05    2.34208866e-05    0.00000000e+00    2.92309737e-01    8.04951100e-02
315      1.40000000e-02    2.00000000e-01    9.19853939e-07    2.52572553e-05    2.52572540e-05    0.00000000e+00    2.92305853e-01    8.06475391e-02
316      1.50000000e-02    2.00000000e-01    9.88625340e-07    2.71003697e-05    2.71003586e-05    0.00000000e+00    2.92301703e-01    8.08033348e-02
317      1.60000000e-02    2.00000000e-01    1.05799789e-06    2.89504972e-05    2.89504980e-05    0.00000000e+00    2.92297291e-01    8.09625311e-02
318      1.70000000e-02    2.00000000e-01    1.12800968e-06    3.08079876e-05    3.08079862e-05    0.00000000e+00    2.92292622e-01    8.11251608e-02
319      1.80000000e-02    2.00000000e-01    1.19870104e-06    3.26731614e-05    3.26731619e-05    0.00000000e+00    2.92287700e-01    8.12912552e-02
320      1.90000000e-02    2.00000000e-01    1.27011491e-06    3.45463961e-05    3.45463963e-05    0.00000000e+00    2.92282530e-01    8.14608440e-02
321      2.00000000e-02    2.00000000e-01    1.34229712e-06    3.64280877e-05    3.64280997e-05    0.00000000e+00    2.92277116e-01    8.16339557e-02
322      2.10000000e-02    2.00000000e-01    1.41529656e-06    3.83187219e-05    3.83187266e-05    0.00000000e+00    2.92271464e-01    8.18106171e-02
323      2.20000000e-02    2.00000000e-01    1.48916516e-06    4.02187695e-05    4.02187784e-05    0.00000000e+00    2.92265578e-01    8.19908535e-02
324      2.30000000e-02    2.00000000e-01    1.56395775e-06    4.21288121e-05    4.21288051e-05    0.00000000e+00    2.92259464e-01    8.21746885e-02
325      2.40000000e-02    2.00000000e-01    1.63973181e-06    4.40494072e-05    4.40494035e-05    0.00000000e+00    2.92253126e-01    8.23621443e-02
326      2.50000000e-02    2.00000000e-01    1.71654705e-06    4.59812160e-05    4.59812147e-05    0.00000000e+00    2.92246570e-01    8.25532414e-02
327      2.60000000e-02    2.00000000e-01    1.79446490e-06    4.79249175e-05    4.79249182e-05    0.00000000e+00    2.92239801e-01    8.27479986e-02
328      2.70000000e-02    2.00000000e-01    1.87354799e-06    4.98812209e-05    4.98812245e-05    0.00000000e+00    2.92232823e-01    8.29464334e-02
329      2.80000000e-02    2.00000000e-01    1.95385947e-06    5.18508621e-05    5.18508661e-05    0.00000000e+00    2.92225643e-01    8.31485614e-02
330      2.90000000e-02    2.00000000e-01    2.03546250e-06    5.38345823e-05    5.38345870e-05    0.00000000e+00    2.92218264e-01    8.33543965e-02
331      3.00000000e-02    2.00000000e-01    2.11841966e-06    5.58331316e-05    5.58331312e-05    0.00000000e+00    2.92210693e-01    8.35639514e-02
332      3.10000000e-02    2.00000000e-01    2.20279247e-06    5.78472029e-05    5.78472314e-05    0.00000000e+00    2.92202934e-01    8.37772367e-02
333      3.20000000e-02    2.00000000e-01    2.28864101e-06    5.98775913e-05    5.98775973e-05    0.00000000e+00    2.92194992e-01    8.39942618e-02
334      3.30000000e-02    2.00000000e-01    2.37602363e-06    6.19248924e-05    6.19249061e-05    0.00000000e+00    2.92186871e-01    8.42150342e-02
335      3.40000000e-02    2.00000000e-01    2.46499676e-06    6.39897863e-05    6.39897929e-05    0.00000000e+00    2.92178578e-01    8.44395601e-02
336      3.50000000e-02    2.00000000e-01    2.55561481e-06    6.60728301e-05    6.60728439e-05    0.00000000e+00    2.92170116e-01    8.46678439e-02
337      3.60000000e-02    2.00000000e-01    2.64793020e-06    6.81745882e-05    6.81745912e-05    0.00000000e+00    2.92161490e-01    8.48998887e-02
338      3.70000000e-02    2.00000000e-01    2.74199337e-06    7.02955057e-05    7.02955096e-05    0.00000000e+00    2.92152705e-01    8.51356960e-02
339      3.80000000e-02    2.00000000e-01    2.83785289e-06    7.24360181e-05    7.24360148e-05    0.00000000e+00    2.92143765e-01    8.53752656e-02
340      3.90000000e-02    2.00000000e-01    2.93555565e-06    7.45964515e-05    7.45964642e-05    0.00000000e+00    2.92134675e-01    8.56185963e-02
341      4.00000000e-02    2.00000000e-01    3.03514693e-06    7.67771503e-05    7.67771583e-05    0.00000000e+00    2.92125438e-01    8.58656851e-02
342      4.10000000e-02    2.00000000e-01    3.13667064e-06    7.89783374e-05    7.89783432e-05    0.00000000e+00    2.92116060e-01    8.61165277e-02
343      4.20000000e-02    2.00000000e-01    3.24016940e-06    8.12001960e-05    8.12002139e-05    0.00000000e+00    2.92106544e-01    8.63711185e-02
344      4.30000000e-02    2.00000000e-01    3.34568473e-06    8.34429116e-05    8.34429185e-05    0.00000000e+00    2.92096894e-01    8.66294505e-02
345      4.40000000e-02    2.00000000e-01    3.45325713e-06    8.57065473e-05    8.57065615e-05    0.00000000e+00    2.92087114e-01    8.68915155e-02
346      4.50000000e-02    2.00000000e-01    3.56292621e-06    8.79912035e-05    8.79912081e-05    0.00000000e+00    2.92077208e-01    8.71573041e-02
347      4.60000000e-02    2.00000000e-01    3.67473074e-06    9.02968869e-05    9.02968875e-05    0.00000000e+00    2.92067180e-01    8.74268054e-02
348      4.70000000e-02    2.00000000e-01    3.78870876e-06    9.26235846e-05    9.26235971e-05    0.00000000e+00    2.92057033e-01    8.77000076e-02
349      4.80000000e-02    2.00000000e-01    3.90489760e-06    9.49712941e-05    9.49713046e-05    0.00000000e+00    2.92046770e-01    8.79768977e-02
350      4.90000000e-02    2.00000000e-01    4.02333388e-06    9.73399294e-05    9.73399515e-05    0.00000000e+00    2.92036396e-01    8.82574615e-02
351      5.00000000e-02    2.00000000e-01    4.14405363e-06    9.97294454e-05    9.97294553e-05    0.00000000e+00    2.92025913e-01    8.85416840e-02
352      5.10000000e-02    2.00000000e-01    4.26709221e-06    1.02139703e-04    1.02139711e-04    0.00000000e+00    2.92015325e-01    8.88295489e-02
353      5.20000000e-02    2.00000000e-01    4.39248437e-06    1.04570606e-04    1.04570595e-04    0.00000000e+00    2.92004635e-01    8.91210391e-02
354      5.30000000e-02    2.00000000e-01    4.52026422e-06    1.07021951e-04    1.07021964e-04    0.00000000e+00    2.91993845e-01    8.94161365e-02
355      5.40000000e-02    2.00000000e-01    4.65046528e-06    1.09493646e-04    1.09493656e-04    0.00000000e+00    2.91982959e-01    8.97148222e-02
356      5.50000000e-02    2.00000000e-01    4.78312041e-06    1.11985484e-04    1.11985496e-04    0.00000000e+00    2.91971980e-01    9.00170765e-02
357      5.60000000e-02    2.00000000e-01    4.91826188e-06    1.14497266e-04    1.14497291e-04    0.00000000e+00    2.91960909e-01    9.03228786e-02
358      5.70000000e-02    2.00000000e-01    5.05592129e-06    1.17028828e-04    1.17028837e-04    0.00000000e+00    2.91949751e-01    9.06322074e-02
359      5.80000000e-02    2.00000000e-01    5.19612962e-06    1.19579912e-04    1.19579913e-04    0.00000000e+00    2.91938507e-01    9.09450407e-02
360      5.90000000e-02    2.00000000e-01    5.33891721e-06    1.22150275e-04    1.22150288e-04    0.00000000e+00    2.91927181e-01    9.12613558e-02
361      6.00000000e-02    2.00000000e-01    5.48431374e-06    1.24739698e-04    1.24739718e-04    0.00000000e+00    2.91915774e-01    9.15811294e-02
362      6.10000000e-02    2.00000000e-01    5.63234826e-06    1.27347919e-04    1.27347947e-04    0.00000000e+00    2.91904288e-01    9.19043376e-02
363      6.20000000e-02    2.00000000e-01    5.78304915e-06    1.29974688e-04    1.29974710e-04    0.00000000e+00    2.91892727e-01    9.22309557e-02
364      6.30000000e-02    2.00000000e-01    5.93644414e-06    1.32619712e-04    1.32619730e-04    0.00000000e+00    2.91881092e-01    9.25609589e-02
365      6.40000000e-02    2.00000000e-01    6.09256033e-06    1.35282717e-04    1.35282722e-04    0.00000000e+00    2.91869385e-01    9.28943216e-02
366      6.50000000e-02    2.00000000e-01    6.25142415e-06    1.37963364e-04    1.37963392e-04    0.00000000e+00    2.91857609e-01    9.32310180e-02
367      6.60000000e-02    2.00000000e-01    6.41306137e-06    1.40661423e-04    1.40661435e-04    0.00000000e+00    2.91845766e-01    9.35710215e-02
368      6.70000000e-02    2.00000000e-01    6.57749714e-06    1.43376520e-04    1.43376542e-04    0.00000000e+00    2.91833856e-01    9.39143057e-02
369      6.80000000e-02    2.00000000e-01    6.74475594e-06    1.46108373e-04    1.46108394e-04    0.00000000e+00    2.91821883e-01    9.42608435e-02
370      6.90000000e-02    2.00000000e-01    6.91486163e-06    1.48856653e-04    1.48856665e-04    0.00000000e+00    2.91809848e-01    9.46106074e-02
371      7.00000000e-02    2.00000000e-01    7.08783741e-06    1.51620995e-04    1.51621025e-04    0.00000000e+00    2.91797753e-01    9.49635700e-02
372      7.10000000e-02    2.00000000e-01    7.26370589e-06    1.54401107e-04    1.54401137e-04    0.00000000e+00    2.91785599e-01    9.53197034e-02
373      7.20000000e-02    2.00000000e-01    7.44248900e-06    1.57196624e-04    1.57196659e-04    0.00000000e+00    2.91773388e-01    9.56789795e-02
374      7.30000000e-02    2.00000000e-01    7.62420809e-06    1.60007222e-04    1.60007243e-04    0.00000000e+00    2.91761122e-01    9.60413702e-02
375      7.40000000e-02    2.00000000e-01    7.80888389e-06    1.62832519e-04    1.62832538e-04    0.00000000e+00    2.91748803e-01    9.64068471e-02
376      7.50000000e-02    2.00000000e-01    7.99653650e-06    1.65672180e-04    1.65672189e-04    0.00000000e+00    2.91736431e-01    9.67753817e-02
377      7.60000000e-02    2.00000000e-01    8.18718544e-06    1.68525818e-04    1.68525838e-04    0.00000000e+00    2.91724008e-01    9.71469453e-02
378      7.70000000e-02    2.00000000e-01    8.38084963e-06    1.71393111e-04    1.71393125e-04    0.00000000e+00    2.91711535e-01    9.75215095e-02
379      7.80000000e-02    2.00000000e-01    8.57754738e-06    1.74273663e-04    1.74273685e-04    0.00000000e+00    2.91699015e-01    9.78990455e-02
380      7.90000000e-02    2.00000000e-01    8.77729646e-06    1.77167116e-04    1.77167153e-04    0.00000000e+00    2.91686447e-01    9.82795245e-02
381      8.00000000e-02    2.00000000e-01    8.98011403e-06    1.80073119e-04    1.80073162e-04    0.00000000e+00    2.91673834e-01    9.86629178e-02
382      8.10000000e-02    2.00000000e-01    9.18601669e-06    1.82991318e-04    1.82991344e-04    0.00000000e+00    2.91661177e-01    9.90491968e-02
383      8.20000000e-02    2.00000000e-01    9.39502048e-06    1.85921296e-04    1.85921330e-04    0.00000000e+00    2.91648477e-01    9.94383328e-02
384      8.30000000e-02    2.00000000e-01    9.60714090e-06    1.88862710e-04    1.88862749e-04    0.00000000e+00    2.91635734e-01    9.98302971e-02
385      8.40000000e-02    2.00000000e-01    9.82239287e-06    1.91815198e-04    1.91815234e-04    0.00000000e+00    2.91622951e-01    1.00225061e-01
386      8.50000000e-02    2.00000000e-01    1.00407908e-05    1.94778376e-04    1.94778413e-04    0.00000000e+00    2.91610127e-01    1.00622597e-01
387      8.60000000e-02    2.00000000e-01    1.02623486e-05    1.97751870e-04    1.97751918e-04    0.00000000e+00    2.91597265e-01    1.01022876e-01
388      8.70000000e-02    2.00000000e-01    1.04870795e-05    2.00735333e-04    2.00735382e-04    0.00000000e+00    2.91584365e-01    1.01425869e-01
389      8.80000000e-02    2.00000000e-01    1.07149965e-05    2.03728393e-04    2.03728436e-04    0.00000000e+00    2.91571428e-01    1.01831549e-01
390      8.90000000e-02    2.00000000e-01    1.09461118e-05    2.06730652e-04    2.06730716e-04    0.00000000e+00    2.91558455e-01    1.02239889e-01
391      9.00000000e-02    2.00000000e-01    1.11804372e-05    2.09741804e-04    2.09741857e-04    0.00000000e+00    2.91545447e-01    1.02650859e-01
392      9.10000000e-02    2.00000000e-01    1.14179840e-05    2.12761453e-04    2.12761496e-04    0.00000000e+00    2.91532405e-01    1.03064433e-01
393      9.20000000e-02    2.00000000e-01    1.16587632e-05    2.15789211e-04    2.15789274e-04    0.00000000e+00    2.91519330e-01    1.03480583e-01
394      9.30000000e-02    2.00000000e-01    1.19027849e-05    2.18824780e-04    2.18824833e-04    0.00000000e+00    2.91506222e-01    1.03899283e-01
395      9.40000000e-02    2.00000000e-01    1.21500592e-05    2.21867760e-04    2.21867817e-04    0.00000000e+00    2.91493083e-01    1.04320504e-01
396      9.50000000e-02    2.00000000e-01    1.24005953e-05    2.24917828e-04    2.24917873e-04    0.00000000e+00    2.91479912e-01    1.04744220e-01
397      9.60000000e-02    2.00000000e-01    1.26544022e-05    2.27974614e-04    2.27974652e-04    0.00000000e+00    2.91466712e-01    1.05170405e-01
398      9.70000000e-02    2.00000000e-01    1.29114885e-05    2.31037731e-04    2.31037805e-04    0.00000000e+00    2.91453482e-01    1.05599033e-01
399      9.80000000e-02    2.00000000e-01    1.31718621e-05    2.34106935e-04    2.34106989e-04    0.00000000e+00    2.91440224e-01    1.06030077e-01
400      9.90000000e-02    2.00000000e-01    1.34355307e-05    2.37181800e-04    2.37181863e-04    0.00000000e+00    2.91426937e-01    1.06463511e-01
401      1.00000000e-01    2.00000000e-01    1.37025013e-05    2.40262022e-04    2.40262089e-04    0.00000000e+00    2.91413624e-01    1.06899310e-01
402     -1.00000000e-01    4.00000000e-01    9.95734643e-05    5.11651163e-04    5.11651629e-04    0.00000000e+00    2.91413625e-01    2.17722616e-01
403     -9.90000000e-02    4.00000000e-01    9.86501072e-05    5.08026344e-04    5.08026789e-04    0.00000000e+00    2.91426938e-01    2.17061871e-01
404     -9.80000000e-02    4.00000000e-01    9.77261282e-05    5.04368198e-04    5.04368635e-04    0.00000000e+00    2.91440225e-01    2.16401709e-01
405     -9.70000000e-02    4.00000000e-01    9.68014966e-05    5.00676530e-04    5.00677014e-04    0.00000000e+00    2.91453483e-01    2.15742136e-01
406     -9.60000000e-02    4.00000000e-01    9.58761815e-05    4.96951334e-04    4.96951783e-04    0.00000000e+00    2.91466713e-01    2.15083155e-01
407     -9.50000000e-02    4.00000000e-01    9.49501517e-05    4.93192313e-04    4.93192800e-04    0.00000000e+00    2.91479913e-01    2.14424770e-01
408     -9.40000000e-02    4.00000000e-01    9.40233757e-05    4.89399479e-04    4.89399933e-04    0.00000000e+00    2.91493084e-01    2.13766985e-01
409     -9.30000000e-02    4.00000000e-01    9.30958218e-05    4.85572645e-04    4.85573055e-04    0.00000000e+00    2.91506223e-01    2.13109805e-01
410     -9.20000000e-02    4.00000000e-01    9.21674580e-05    4.81711588e-04    4.81712043e-04    0.00000000e+00    2.91519331e-01    2.12453233e-01
411     -9.10000000e-02    4.00000000e-01    9.12382523e-05    4.77816368e-04    4.77816779e-04    0.00000000e+00    2.91532406e-01    2.11797274e-01
412     -9.00000000e-02    4.00000000e-01    9.03081722e-05    4.73886728e-04    4.73887153e-04    0.00000000e+00    2.91545448e-01    2.11141931e-01
413     -8.90000000e-02    4.00000000e-01    8.93771851e-05    4.69922617e-04    4.69923055e-04    0.00000000e+00    2.91558456e-01    2.10487210e-01
414     -8.80000000e-02    4.00000000e-01    8.84452583e-05    4.65923954e-04    4.65924384e-04    0.00000000e+00    2.91571429e-01    2.09833115e-01
415     -8.70000000e-02    4.00000000e-01    8.75123587e-05    4.61890614e-04    4.61891038e-04    0.00000000e+00    2.91584366e-01    2.09179651e-01
416     -8.60000000e-02    4.00000000e-01    8.65784531e-05    4.57822508e-04    4.57822923e-04    0.00000000e+00    2.91597266e-01    2.08526821e-01
417     -8.50000000e-02    4.00000000e-01    8.56435081e-05    4.53719541e-04    4.53719946e-04    0.00000000e+00    2.91610128e-01    2.07874632e-01
418     -8.40000000e-02    4.00000000e-01    8.47074901e-05    4.49581595e-04    4.49582017e-04    0.00000000e+00    2.91622952e-01    2.07223086e-01
419     -8.30000000e-02    4.00000000e-01    8.37703653e-05    4.45408654e-04    4.45409050e-04    0.00000000e+00    2.91635735e-01    2.06572190e-01
420     -8.20000000e-02    4.00000000e-01    8.28320996e-05    4.41200543e-04    4.41200962e-04    0.00000000e+00    2.91648478e-01    2.05921948e-01
421     -8.10000000e-02    4.00000000e-01    8.18926587e-05    4.36957250e-04    4.36957671e-04    0.00000000e+00    2.91661178e-01    2.05272366e-01
422     -8.00000000e-02    4.00000000e-01    8.09520081e-05    4.32678694e-04    4.32679101e-04    0.00000000e+00    2.91673835e-01    2.04623447e-01
423     -7.90000000e-02    4.00000000e-01    8.00101131e-05    4.28364796e-04    4.28365175e-04    0.00000000e+00    2.91686448e-01    2.03975198e-01
424     -7.80000000e-02    4.00000000e-01    7.90669386e-05    4.24015407e-04    4.24015823e-04    0.00000000e+00    2.91699016e-01    2.03327624e-01
425     -7.70000000e-02    4.00000000e-01    7.81224495e-05    4.19630602e-04    4.19630977e-04    0.00000000e+00    2.91711536e-01    2.02680730e-01
426     -7.60000000e-02    4.00000000e-01    7.71766102e-05    4.15210194e-04    4.15210575e-04    0.00000000e+00    2.91724009e-01    2.02034521e-01
427     -7.50000000e-02    4.00000000e-01    7.62293849e-05    4.10754178e-04    4.10754557e-04    0.00000000e+00    2.91736431e-01    2.01389004e-01
428     -7.40000000e-02    4.00000000e-01    7.52807375e-05    4.06262487e-04    4.06262874e-04    0.00000000e+00    2.91748804e-01    2.00744183e-01
429     -7.30000000e-02    4.00000000e-01    7.43306319e-05    4.01735079e-04    4.01735480e-04    0.00000000e+00    2.91761123e-01    2.00100064e-01
430     -7.20000000e-02    4.00000000e-01    7.33790312e-05    3.97171937e-04    3.97172341e-04    0.00000000e+00    2.91773389e-01    1.99456654e-01
431     -7.10000000e-02    4.00000000e-01    7.24258988e-05    3.92573052e-04    3.92573433e-04    0.00000000e+00    2.91785600e-01    1.98813958e-01
432     -7.00000000e-02    4.00000000e-01    7.14711974e-05    3.87938366e-04    3.87938743e-04    0.00000000e+00    2.91797754e-01    1.98171983e-01
433     -6.90000000e-02    4.00000000e-01    7.05148898e-05    3.83267894e-04    3.83268274e-04    0.00000000e+00    2.91809849e-01    1.97530734e-01
434     -6.80000000e-02    4.00000000e-01    6.95569384e-05    3.78561694e-04    3.78562043e-04    0.00000000e+00    2.91821884e-01    1.96890218e-01
435     -6.70000000e-02    4.00000000e-01    6.85973055e-05    3.73819733e-04    3.73820088e-04    0.00000000e+00    2.91833857e-01    1.96250442e-01
436     -6.60000000e-02    4.00000000e-01    6.76359534e-05    3.69042115e-04    3.69042469e-04    0.00000000e+00    2.91845766e-01    1.95611412e-01
437     -6.50000000e-02    4.00000000e-01    6.66728441e-05    3.64228914e-04    3.64229267e-04    0.00000000e+00    2.91857610e-01    1.94973134e-01
438     -6.40000000e-02    4.00000000e-01    6.57079400e-05    3.59380240e-04    3.59380591e-04    0.00000000e+00    2.91869386e-01    1.94335616e-01
439     -6.30000000e-02    4.00000000e-01    6.47412031e-05    3.54496218e-04    3.54496579e-04    0.00000000e+00    2.91881093e-01    1.93698864e-01
440     -6.20000000e-02    4.00000000e-01    6.37725962e-05    3.49577057e-04    3.49577401e-04    0.00000000e+00    2.91892728e-01    1.93062886e-01
441     -6.10000000e-02    4.00000000e-01    6.28020819e-05    3.44622910e-04    3.44623260e-04    0.00000000e+00    2.91904289e-01    1.92427689e-01
442     -6.00000000e-02    4.00000000e-01    6.18296236e-05    3.39634073e-04    3.39634396e-04    0.00000000e+00    2.91915774e-01    1.91793281e-01
443     -5.90000000e-02    4.00000000e-01    6.08551853e-05    3.34610783e-04    3.34611089e-04    0.00000000e+00    2.91927181e-01    1.91159668e-01
444     -5.80000000e-02    4.00000000e-01    5.98787315e-05    3.29553325e-04    3.29553658e-04    0.00000000e+00    2.91938508e-01    1.90526860e-01
445     -5.70000000e-02    4.00000000e-01    5.89002278e-05    3.24462152e-04    3.24462464e-04    0.00000000e+00    2.91949752e-01    1.89894862e-01
446     -5.60000000e-02    4.00000000e-01    5.79196412e-05    3.19337594e-04    3.19337913e-04    0.00000000e+00    2.91960910e-01    1.89263685e-01
447     -5.50000000e-02    4.00000000e-01    5.69369395e-05    3.14180148e-04    3.14180454e-04    0.00000000e+00    2.91971980e-01    1.88633336e-01
448     -5.40000000e-02    4.00000000e-01    5.59520926e-05    3.08990262e-04    3.08990580e-04    0.00000000e+00    2.91982960e-01    1.88003823e-01
449     -5.30000000e-02    4.00000000e-01    5.49650719e-05    3.03768555e-04    3.03768831e-04    0.00000000e+00    2.91993845e-01    1.87375155e-01
450     -5.20000000e-02    4.00000000e-01    5.39758509e-05    2.98515500e-04    2.98515788e-04    0.00000000e+00    2.92004635e-01    1.86747341e-01
451     -5.10000000e-02    4.00000000e-01    5.29844053e-05    2.93231773e-04    2.93232077e-04    0.00000000e+00    2.92015326e-01    1.86120389e-01
452     -5.00000000e-02    4.00000000e-01    5.19907135e-05    2.87918056e-04    2.87918362e-04    0.00000000e+00    2.92025914e-01    1.85494310e-01
453     -4.90000000e-02    4.00000000e-01    5.09947564e-05    2.82575070e-04    2.82575349e-04    0.00000000e+00    2.92036397e-01    1.84869112e-01
454     -4.80000000e-02    4.00000000e-01    4.99965181e-05    2.77203496e-04    2.77203776e-04    0.00000000e+00    2.92046771e-01    1.84244805e-01
455     -4.70000000e-02    4.00000000e-01    4.89959860e-05    2.71804147e-04    2.71804417e-04    0.00000000e+00    2.92057033e-01    1.83621399e-01
456     -4.60000000e-02    4.00000000e-01    4.79931509e-05    2.66377805e-04    2.66378073e-04    0.00000000e+00    2.92067180e-01    1.82998903e-01
457     -4.50000000e-02    4.00000000e-01    4.69880072e-05    2.60925308e-04    2.60925570e-04    0.00000000e+00    2.92077208e-01    1.82377328e-01
458     -4.40000000e-02    4.00000000e-01    4.59805533e-05    2.55447492e-04    2.55447753e-04    0.00000000e+00    2.92087114e-01    1.81756685e-01
459     -4.30000000e-02    4.00000000e-01    4.49707918e-05    2.49945233e-04    2.49945483e-04    0.00000000e+00    2.92096894e-01    1.81136983e-01
460     -4.20000000e-02    4.00000000e-01    4.39587294e-05    2.44419382e-04    2.44419632e-04    0.00000000e+00    2.92106544e-01    1.80518234e-01
461     -4.10000000e-02    4.00000000e-01    4.29443773e-05    2.38870828e-04    2.38871078e-04    0.00000000e+00    2.92116060e-01    1.79900449e-01
462     -4.00000000e-02    4.00000000e-01    4.19277510e-05    2.33300455e-04    2.33300696e-04    0.00000000e+00    2.92125439e-01    1.79283638e-01
463     -3.90000000e-02    4.00000000e-01    4.09088708e-05    2.27709119e-04    2.27709361e-04    0.00000000e+00    2.92134675e-01    1.78667814e-01
464     -3.80000000e-02    4.00000000e-01    3.98877616e-05    2.22097704e-04    2.22097934e-04    0.00000000e+00    2.92143765e-01    1.78052989e-01
465     -3.70000000e-02    4.00000000e-01    3.88644528e-05    2.16467039e-04    2.16467266e-04    0.00000000e+00    2.92152705e-01    1.77439173e-01
466     -3.60000000e-02    4.00000000e-01    3.78389787e-05    2.10817981e-04    2.10818186e-04    0.00000000e+00    2.92161490e-01    1.76826379e-01
467     -3.50000000e-02    4.00000000e-01    3.68113778e-05    2.05151287e-04    2.05151503e-04    0.00000000e+00    2.92170116e-01    1.76214620e-01
468     -3.40000000e-02    4.00000000e-01    3.57816933e-05    1.99467784e-04    1.99467999e-04    0.00000000e+00    2.92178578e-01    1.75603908e-01
469     -3.30000000e-02    4.00000000e-01    3.47499728e-05    1.93768223e-04    1.93768427e-04    0.00000000e+00    2.92186872e-01    1.74994255e-01
470     -3.20000000e-02    4.00000000e-01    3.37162679e-05    1.88053315e-04    1.88053511e-04    0.00000000e+00    2.92194992e-01    1.74385676e-01
471     -3.10000000e-02    4.00000000e-01    3.26806343e-05    1.82323745e-04    1.82323938e-04    0.00000000e+00    2.92202934e-01    1.73778181e-01
472     -3.00000000e-02    4.00000000e-01    3.16431313e-05    1.76580174e-04    1.76580363e-04    0.00000000e+00    2.92210693e-01    1.73171786e-01
473     -2.90000000e-02    4.00000000e-01    3.06038217e-05    1.70823218e-04    1.70823406e-04    0.00000000e+00    2.92218265e-01    1.72566503e-01
474     -2.80000000e-02    4.00000000e-01    2.95627717e-05    1.65053481e-04    1.65053649e-04    0.00000000e+00    2.92225643e-01    1.71962347e-01
475     -2.70000000e-02    4.00000000e-01    2.85200500e-05    1.59271478e-04    1.59271641e-04    0.00000000e+00    2.92232823e-01    1.71359330e-01
476     -2.60000000e-02    4.00000000e-01    2.74757281e-05    1.53477742e-04    1.53477896e-04    0.00000000e+00    2.92239801e-01    1.70757466e-01
477     -2.50000000e-02    4.00000000e-01    2.64298795e-05    1.47672750e-04    1.47672897e-04    0.00000000e+00    2.92246570e-01    1.70156770e-01
478     -2.40000000e-02    4.00000000e-01    2.53825793e-05    1.41856944e-04    1.41857094e-04    0.00000000e+00    2.92253126e-01    1.69557256e-01
479     -2.30000000e-02    4.00000000e-01    2.43339041e-05    1.36030782e-04    1.36030911e-04    0.00000000e+00    2.92259464e-01    1.68958937e-01
480     -2.20000000e-02    4.00000000e-01    2.32839316e-05    1.30194593e-04    1.30194746e-04    0.00000000e+00    2.92265578e-01    1.68361828e-01
481     -2.10000000e-02    4.00000000e-01    2.22327397e-05    1.24348842e-04    1.24348975e-04    0.00000000e+00    2.92271464e-01    1.67765944e-01
482     -2.00000000e-02    4.00000000e-01    2.11804064e-05    1.18493826e-04    1.18493955e-04    0.00000000e+00    2.92277116e-01    1.67171298e-01
483     -1.90000000e-02    4.00000000e-01    2.01270097e-05    1.12629910e-04    1.12630030e-04    0.00000000e+00    2.92282530e-01    1.66577904e-01
484     -1.80000000e-02    4.00000000e-01    1.90726266e-05    1.06757426e-04    1.06757532e-04    0.00000000e+00    2.92287700e-01    1.65985777e-01
485     -1.70000000e-02    4.00000000e-01    1.80173330e-05    1.00876681e-04    1.00876786e-04    0.00000000e+00    2.92292622e-01    1.65394930e-01
