Index       TIME              V(VI)             V(1)       
476      4.17878245e-06    2.25385838e+00    3.81839606e-01
477      4.18541276e-06    2.29695383e+00    3.36153269e-01
478      4.19204308e-06    2.33606345e+00    3.00801683e-01
479      4.19867340e-06    2.37111940e+00    2.72843430e-01
480      4.20530371e-06    2.40206082e+00    2.50641799e-01
481      4.21193403e-06    2.42883404e+00    2.32954067e-01
482      4.21856434e-06    2.45139259e+00    2.19087227e-01
483      4.22519466e-06    2.46969733e+00    2.08401918e-01
484      4.23845529e-06    2.49342576e+00    1.95338379e-01
485      4.25171592e-06    2.49985470e+00    1.91908097e-01
486      4.26497655e-06    2.48893954e+00    1.97751282e-01
487      4.27823719e-06    2.46075602e+00    2.13545926e-01
488      4.29149782e-06    2.41549967e+00    2.41605549e-01
489      4.30475845e-06    2.35348448e+00    2.86496033e-01
490      4.31801908e-06    2.27514072e+00    3.58285659e-01
491      4.32035028e-06    2.25971946e+00    3.75120720e-01
492      4.32268147e-06    2.24381340e+00    3.93722921e-01
493      4.32734387e-06    2.21056063e+00    4.37469275e-01
494      4.33200626e-06    2.17541093e+00    4.93249697e-01
495      4.33666865e-06    2.13839448e+00    5.68424965e-01
496      4.34133105e-06    2.09954304e+00    6.80988194e-01
497      4.34193745e-06    2.09435680e+00    7.00499998e-01
498      4.34254385e-06    2.08914015e+00    7.21690883e-01
499      4.34375666e-06    2.07861594e+00    7.70255844e-01
500      4.34496946e-06    2.06797103e+00    8.29409859e-01
501      4.34618227e-06    2.05720604e+00    9.02287358e-01
502      4.34739507e-06    2.04632160e+00    9.91093043e-01
503      4.34860787e-06    2.03531832e+00    1.09577828e+00
504      4.34982068e-06    2.02419686e+00    1.21330535e+00
505      4.35103348e-06    2.01295785e+00    1.33960476e+00
506      4.35345909e-06    1.99012983e+00    1.60501760e+00
507      4.35588470e-06    1.96683957e+00    1.86314646e+00
508      4.35831031e-06    1.94309247e+00    2.08095612e+00
509      4.36029623e-06    1.92331377e+00    2.20993161e+00
510      4.36199310e-06    1.90617643e+00    2.28982247e+00
511      4.36368997e-06    1.88882241e+00    2.35179961e+00
512      4.36538684e-06    1.87125369e+00    2.40219223e+00
513      4.36708371e-06    1.85347226e+00    2.44475310e+00
514      4.37047746e-06    1.81727937e+00    2.51427611e+00
515      4.37726494e-06    1.74243163e+00    2.61704165e+00
516      4.38405243e-06    1.66441528e+00    2.69277354e+00
517      4.39083991e-06    1.58337220e+00    2.75232671e+00
518      4.39762740e-06    1.49944977e+00    2.80100622e+00
519      4.40441488e-06    1.41280060e+00    2.84131781e+00
520      4.41120237e-06    1.32358227e+00    2.87518484e+00
521      4.41798986e-06    1.23195700e+00    2.90349279e+00
522      4.42477734e-06    1.13809143e+00    2.92715765e+00
523      4.43835231e-06    9.44325913e-01    2.96203067e+00
524      4.45192729e-06    7.43694514e-01    2.98232596e+00
525      4.46550226e-06    5.37655960e-01    2.98970506e+00
526      4.47907723e-06    3.27708288e-01    2.99077248e+00
527      4.50622717e-06   -9.77912474e-02    2.99171517e+00
528      4.53337712e-06   -5.20451921e-01    2.99248974e+00
529      4.56052706e-06   -9.28003976e-01    2.99305016e+00
530      4.58767700e-06   -1.30861625e+00    2.99352359e+00
531      4.61482695e-06   -1.65123965e+00    2.99385249e+00
532      4.63926190e-06   -1.91887206e+00    2.99411208e+00
533      4.66125335e-06   -2.12130339e+00    2.99426052e+00
534      4.68104566e-06   -2.26901226e+00    2.99439219e+00
535      4.70083797e-06   -2.38167584e+00    2.99445783e+00
536      4.72063028e-06   -2.45755401e+00    2.99452908e+00
537      4.74042259e-06   -2.49547483e+00    2.99453856e+00
538      4.76021489e-06   -2.49485259e+00    2.99455512e+00
539      4.78000720e-06   -2.45569692e+00    2.99451070e+00
540      4.79979951e-06   -2.37861258e+00    2.99447286e+00
541      4.81959182e-06   -2.26479014e+00    2.99437151e+00
542      4.83938413e-06   -2.11598762e+00    2.99427417e+00
543      4.85917644e-06   -1.93450330e+00    2.99410704e+00
544      4.87896875e-06   -1.72314023e+00    2.99393871e+00
545      4.89876106e-06   -1.48516296e+00    2.99368943e+00
546      4.91855337e-06   -1.22424708e+00    2.99342992e+00
547      4.93834567e-06   -9.44422489e-01    2.99307136e+00
548      4.95813798e-06   -6.50011126e-01    2.99268761e+00
549      4.97793029e-06   -3.45560227e-01    2.99217628e+00
550      4.99772260e-06   -3.57720892e-02    2.99161542e+00
551      5.00000000e-06   -3.06161075e-15    2.99151442e+00
End of Xyce(TM) Simulation
